"codmunres","ano","total_internacoes_ans","casos_mmg_ans_transfusao","casos_mmg_ans_tmp","casos_mmg_ans_hipertensao","casos_mmg_ans_hemorragia","casos_mmg_ans_infeccoes","casos_mmg_ans_cirurgia","casos_mmg_ans_uti","casos_mmg_ans","total_tipo_obst","cid_ign","total_tipo_obst_2"
"431127",2015,2,0,0,0,0,0,0,0,0,1,2,1
"431127",2016,3,0,0,0,0,0,0,0,0,2,3,2
"431127",2017,2,0,0,0,0,0,0,0,0,1,2,1
"431127",2018,3,0,0,0,0,0,0,0,0,2,2,2
"431127",2019,0,0,0,0,0,0,0,0,0,0,0,0
"431127",2020,0,0,0,0,0,0,0,0,0,0,0,0
"431127",2021,6,0,0,0,0,0,0,0,0,2,0,2
"431127",2022,2,0,0,0,0,0,0,0,0,2,0,2
"431127",2023,0,0,0,0,0,0,0,0,0,0,0,0
"431127",2024,1,0,0,0,0,0,0,0,0,1,0,1
"431130",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431130",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431130",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431130",2015,47,0,1,0,0,0,0,0,1,36,4,36
"431130",2016,37,0,2,1,0,0,0,0,3,31,1,31
"431130",2017,38,0,2,0,0,0,0,0,2,27,0,27
"431130",2018,42,0,0,0,0,0,0,0,0,28,4,28
"431130",2019,37,0,0,0,0,0,0,0,0,31,2,31
"431130",2020,20,0,0,0,0,0,0,0,1,19,1,19
"431130",2021,19,0,0,0,0,0,0,0,1,18,7,18
"431130",2022,56,0,0,0,0,0,0,1,1,54,34,54
"431130",2023,44,0,1,0,0,0,0,0,1,39,20,39
"431130",2024,55,0,0,1,0,0,0,0,1,43,7,43
"431140",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431140",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431140",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431140",2015,299,0,7,1,2,0,1,0,13,291,91,291
"431140",2016,316,0,1,0,5,0,0,0,6,295,79,295
"431140",2017,342,0,2,1,1,0,0,0,6,328,103,328
"431140",2018,314,0,1,5,1,0,0,0,7,297,29,297
"431140",2019,350,0,1,6,6,0,1,1,20,323,3,323
"431140",2020,379,2,0,4,2,0,0,0,6,360,4,360
"431140",2021,417,0,0,4,6,0,2,0,24,385,8,385
"431140",2022,394,3,0,1,6,0,0,0,14,387,7,387
"431140",2023,420,0,2,5,0,0,0,0,9,402,11,402
"431140",2024,381,0,0,5,1,0,0,0,7,367,4,367
"431142",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431142",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431142",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431142",2015,1,0,0,0,0,0,0,0,0,1,0,1
"431142",2016,0,0,0,0,0,0,0,0,0,0,0,0
"431142",2017,1,0,0,0,0,0,0,0,0,1,0,1
"431142",2018,1,0,0,0,0,0,0,0,0,0,1,0
"431142",2019,0,0,0,0,0,0,0,0,0,0,0,0
"431142",2020,1,0,0,0,0,0,0,0,0,1,1,1
"431142",2021,0,0,0,0,0,0,0,0,0,0,0,0
"431142",2022,0,0,0,0,0,0,0,0,0,0,0,0
"431142",2023,0,0,0,0,0,0,0,0,0,0,0,0
"431142",2024,1,0,0,0,0,0,0,0,0,1,1,1
"431150",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431150",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431150",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431150",2015,0,0,0,0,0,0,0,0,0,0,0,0
"431150",2016,0,0,0,0,0,0,0,0,0,0,0,0
"431150",2017,1,0,0,0,0,0,0,0,0,1,0,1
"431150",2018,0,0,0,0,0,0,0,0,0,0,0,0
"431150",2019,0,0,0,0,0,0,0,0,0,0,0,0
"431150",2020,0,0,0,0,0,0,0,0,0,0,0,0
"431150",2021,2,0,0,0,0,0,0,0,0,2,1,2
"431150",2022,1,0,0,0,0,0,0,0,0,1,1,1
"431150",2023,2,0,1,0,0,0,0,0,1,2,2,2
"431150",2024,0,0,0,0,0,0,0,0,0,0,0,0
"431160",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431160",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431160",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431160",2015,1,0,0,0,0,0,0,0,0,1,0,1
"431160",2016,2,0,0,0,0,0,0,0,0,1,1,1
"431160",2017,4,0,1,0,0,0,0,0,1,4,2,4
"431160",2018,1,0,0,0,0,0,0,0,0,1,0,1
"431160",2019,0,0,0,0,0,0,0,0,0,0,0,0
"431160",2020,3,0,0,0,0,0,0,0,0,3,0,3
"431160",2021,3,0,0,1,0,0,0,0,1,2,0,2
"431160",2022,3,0,0,0,0,0,0,0,0,2,1,2
"431160",2023,1,0,0,0,0,0,0,0,0,1,1,1
"431160",2024,0,0,0,0,0,0,0,0,0,0,0,0
"431162",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431162",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431162",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431162",2015,3,0,0,0,0,0,0,0,0,3,1,3
"431162",2016,6,0,0,0,0,0,0,0,0,6,5,6
"431162",2017,8,1,0,0,2,0,0,0,2,5,3,5
"431162",2018,3,0,0,0,0,0,0,0,0,3,0,3
"431162",2019,16,0,0,0,0,0,0,0,0,13,4,13
"431162",2020,11,0,0,0,0,0,0,0,0,9,1,9
"431162",2021,12,0,0,0,0,0,0,0,0,10,1,10
"431162",2022,8,0,0,0,0,0,0,0,0,8,0,8
"431162",2023,14,0,0,0,0,0,0,0,1,12,0,12
"431162",2024,8,0,1,0,0,0,0,0,1,7,1,7
"431164",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431164",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431164",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431164",2015,2,0,0,0,0,0,0,0,0,2,0,2
"431164",2016,2,0,0,0,0,0,0,0,0,1,1,1
"431164",2017,1,0,0,0,0,0,0,0,0,1,0,1
"431164",2018,0,0,0,0,0,0,0,0,0,0,0,0
"431164",2019,0,0,0,0,0,0,0,0,0,0,0,0
"431164",2020,2,0,0,0,0,0,0,0,0,1,0,1
"431164",2021,2,0,0,0,0,0,0,0,0,1,0,1
"431164",2022,0,0,0,0,0,0,0,0,0,0,0,0
"431164",2023,3,0,0,0,0,0,0,0,0,3,1,3
"431164",2024,2,0,0,0,0,0,0,0,0,2,2,2
"431170",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431170",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431170",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431170",2015,2,0,1,0,0,0,0,0,1,2,1,2
"431170",2016,4,0,0,0,0,0,0,0,0,4,3,4
"431170",2017,5,0,0,0,0,0,0,0,0,5,2,5
"431170",2018,1,0,0,0,0,0,0,0,0,1,0,1
"431170",2019,1,0,0,0,0,0,0,0,0,1,1,1
"431170",2020,2,0,0,0,0,0,0,0,0,2,1,2
"431170",2021,3,0,0,0,0,0,0,0,0,2,0,2
"431170",2022,4,0,0,0,0,0,0,0,0,4,3,4
"431170",2023,4,0,0,0,0,0,0,0,0,3,0,3
"431170",2024,3,0,0,0,0,0,0,0,0,3,0,3
"431171",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431171",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431171",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431171",2015,1,0,0,0,0,0,0,0,0,1,0,1
"431171",2016,0,0,0,0,0,0,0,0,0,0,0,0
"431171",2017,3,0,0,0,0,0,0,0,0,3,1,3
"431171",2018,1,0,0,0,0,0,0,0,0,1,0,1
"431171",2019,2,0,0,0,0,0,0,0,0,2,0,2
"431171",2020,1,0,0,0,0,0,0,0,0,1,0,1
"431171",2021,0,0,0,0,0,0,0,0,0,0,0,0
"431171",2022,0,0,0,0,0,0,0,0,0,0,0,0
"431171",2023,0,0,0,0,0,0,0,0,0,0,0,0
"431171",2024,1,0,0,0,0,0,0,0,0,1,1,1
"431173",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431173",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431173",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431173",2015,0,0,0,0,0,0,0,0,0,0,0,0
"431173",2016,1,0,0,0,0,0,0,0,0,1,0,1
"431173",2017,0,0,0,0,0,0,0,0,0,0,0,0
"431173",2018,0,0,0,0,0,0,0,0,0,0,0,0
"431173",2019,1,0,0,0,0,0,0,0,1,1,0,1
"431173",2020,0,0,0,0,0,0,0,0,0,0,0,0
"431173",2021,1,0,0,0,0,0,0,0,1,1,0,1
"431173",2022,1,0,0,0,0,0,0,0,0,1,1,1
"431173",2023,0,0,0,0,0,0,0,0,0,0,0,0
"431173",2024,0,0,0,0,0,0,0,0,0,0,0,0
"431175",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431175",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431175",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431175",2015,0,0,0,0,0,0,0,0,0,0,0,0
"431175",2016,2,0,0,0,0,0,0,0,0,2,1,2
"431175",2017,0,0,0,0,0,0,0,0,0,0,0,0
"431175",2018,2,0,0,0,0,0,0,0,0,2,0,2
"431175",2019,1,0,0,0,0,0,0,0,0,1,0,1
"431175",2020,2,0,0,0,0,0,0,0,0,2,1,2
"431175",2021,0,0,0,0,0,0,0,0,0,0,0,0
"431175",2022,5,0,0,0,0,0,0,0,0,5,2,5
"431175",2023,2,0,0,0,0,0,0,0,0,2,0,2
"431175",2024,0,0,0,0,0,0,0,0,0,0,0,0
"431177",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431177",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431177",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431177",2015,1,0,0,0,0,0,0,0,0,0,0,0
"431177",2016,2,0,0,0,2,0,0,0,2,1,0,1
"431177",2017,3,0,0,0,0,0,0,0,0,3,1,3
"431177",2018,1,0,0,0,0,0,0,1,1,1,0,1
"431177",2019,4,0,0,0,0,0,0,0,0,3,3,3
"431177",2020,0,0,0,0,0,0,0,0,0,0,0,0
"431177",2021,3,0,0,0,0,0,0,0,1,3,0,3
"431177",2022,0,0,0,0,0,0,0,0,0,0,0,0
"431177",2023,6,0,0,0,0,0,0,1,1,6,1,6
"431177",2024,0,0,0,0,0,0,0,0,0,0,0,0
"431179",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431179",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431179",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431179",2015,0,0,0,0,0,0,0,0,0,0,0,0
"431179",2016,0,0,0,0,0,0,0,0,0,0,0,0
"431179",2017,0,0,0,0,0,0,0,0,0,0,0,0
"431179",2018,0,0,0,0,0,0,0,0,0,0,0,0
"431179",2019,5,0,0,0,0,0,0,0,0,5,0,5
"431179",2020,1,0,0,0,0,0,0,0,0,1,0,1
"431179",2021,6,0,0,0,0,0,0,0,0,5,5,5
"431179",2022,10,1,0,0,1,0,0,0,2,9,9,9
"431179",2023,6,0,0,0,0,0,0,0,0,5,5,5
"431179",2024,3,0,0,0,0,0,0,0,0,3,2,3
"431180",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431180",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431180",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431180",2015,153,0,33,0,0,0,0,0,33,132,122,132
"431180",2016,161,0,2,2,1,0,0,0,4,141,128,141
"431180",2017,166,1,3,1,1,0,0,2,6,138,131,138
"431180",2018,170,0,1,2,0,0,0,0,3,155,136,155
"431180",2019,221,3,2,0,4,0,0,1,8,199,186,199
"431180",2020,157,1,4,0,4,0,0,0,8,135,114,135
"431180",2021,155,1,3,0,3,0,1,1,10,126,109,126
"431180",2022,147,3,4,0,4,0,0,1,11,119,85,119
"431180",2023,165,0,0,1,2,0,0,0,3,153,55,153
"431180",2024,142,0,2,0,3,0,0,0,8,109,39,109
"431190",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431190",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431190",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431190",2015,2,0,0,0,0,0,1,0,1,1,0,1
"431190",2016,4,0,0,0,0,0,0,0,0,3,3,3
"431190",2017,6,0,0,0,0,0,0,0,0,4,1,4
"431190",2018,5,0,0,0,0,0,0,0,0,4,1,4
"431190",2019,8,0,0,1,0,0,0,0,1,6,2,6
"431190",2020,3,0,0,0,0,0,0,0,0,2,1,2
"431190",2021,8,0,0,0,0,0,0,0,0,7,0,7
"431190",2022,10,0,0,0,0,0,0,0,0,9,1,9
"431190",2023,11,0,1,0,0,0,0,0,1,6,2,6
"431190",2024,10,0,0,0,0,0,0,0,0,8,1,8
"431198",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431198",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431198",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431198",2015,3,0,0,0,0,0,0,0,0,3,1,3
"431198",2016,2,0,0,0,0,0,0,0,0,1,0,1
"431198",2017,2,0,0,0,0,0,0,0,0,2,0,2
"431198",2018,1,0,0,0,0,0,0,0,0,1,0,1
"431198",2019,2,0,0,0,0,0,0,0,2,2,0,2
"431198",2020,1,0,0,0,0,0,0,0,0,1,0,1
"431198",2021,1,0,0,0,0,0,0,0,0,1,0,1
"431198",2022,2,0,0,0,0,0,0,0,1,2,0,2
"431198",2023,1,0,0,0,0,0,0,0,1,1,0,1
"431198",2024,4,0,0,0,0,0,0,0,0,4,2,4
"431200",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431200",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431200",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431200",2015,0,0,0,0,0,0,0,0,0,0,0,0
"431200",2016,3,0,0,0,0,0,0,0,0,3,2,3
"431200",2017,2,0,0,0,0,0,0,0,0,1,1,1
"431200",2018,1,0,0,0,0,0,0,0,0,1,0,1
"431200",2019,1,0,0,0,0,0,0,0,0,1,0,1
"431200",2020,1,0,0,0,0,0,0,0,0,1,1,1
"431200",2021,5,0,0,0,0,0,0,0,0,5,0,5
"431200",2022,3,0,0,0,0,0,0,0,0,3,0,3
"431200",2023,1,0,1,0,0,0,0,0,1,0,1,0
"431200",2024,5,0,0,0,0,0,0,0,0,4,1,4
"431205",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431205",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431205",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431205",2015,2,0,0,0,0,0,0,0,0,2,0,2
"431205",2016,7,0,0,0,0,0,0,0,0,7,5,7
"431205",2017,1,0,0,0,0,0,0,0,0,1,0,1
"431205",2018,2,0,0,0,0,0,0,0,0,2,1,2
"431205",2019,3,0,0,0,0,0,0,0,0,3,0,3
"431205",2020,3,0,0,0,0,0,0,0,0,3,0,3
"431205",2021,7,0,0,0,0,0,0,0,0,7,0,7
"431205",2022,3,0,0,0,0,0,0,0,0,3,0,3
"431205",2023,4,0,0,0,0,0,0,0,0,4,0,4
"431205",2024,2,0,0,0,0,0,0,0,0,2,0,2
"431210",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431210",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431210",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431210",2015,1,0,0,0,0,0,0,0,0,1,1,1
"431210",2016,0,0,0,0,0,0,0,0,0,0,0,0
"431210",2017,0,0,0,0,0,0,0,0,0,0,0,0
"431210",2018,0,0,0,0,0,0,0,0,0,0,0,0
"431210",2019,0,0,0,0,0,0,0,0,0,0,0,0
"431210",2020,1,0,0,0,0,0,0,0,0,1,1,1
"431210",2021,0,0,0,0,0,0,0,0,0,0,0,0
"431210",2022,0,0,0,0,0,0,0,0,0,0,0,0
"431210",2023,1,0,0,0,0,0,0,0,0,1,1,1
"431210",2024,3,0,0,0,0,0,0,0,1,3,1,3
"431213",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431213",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431213",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431213",2015,7,0,0,0,0,0,0,0,0,4,1,4
"431213",2016,3,0,0,0,0,0,0,0,0,2,0,2
"431213",2017,2,0,0,0,0,0,0,0,0,0,0,0
"431213",2018,2,0,0,0,0,0,0,0,0,2,0,2
"431213",2019,1,0,0,0,0,0,0,0,0,1,0,1
"431213",2020,3,0,0,0,0,0,0,0,0,3,0,3
"431213",2021,5,0,0,0,0,0,0,0,0,3,0,3
"431213",2022,6,0,0,0,0,0,0,0,1,5,0,5
"431213",2023,1,0,0,0,0,0,0,0,1,1,0,1
"431213",2024,3,0,0,0,0,0,0,0,0,3,0,3
"431215",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431215",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431215",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431215",2015,8,0,0,0,0,0,0,0,0,8,5,8
"431215",2016,7,0,0,0,0,0,0,0,0,6,5,6
"431215",2017,6,0,0,0,0,0,0,0,0,6,5,6
"431215",2018,11,0,0,0,0,0,0,0,0,9,3,9
"431215",2019,6,0,0,0,0,0,0,0,0,6,0,6
"431215",2020,12,0,0,0,0,0,0,0,0,11,0,11
"431215",2021,12,0,0,0,0,0,0,0,0,11,0,11
"431215",2022,13,0,0,0,0,0,1,0,1,11,0,11
"431215",2023,19,0,0,0,0,0,0,0,0,15,0,15
"431215",2024,10,0,0,0,0,0,0,0,0,9,0,9
"431217",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431217",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431217",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431217",2015,1,0,0,0,0,0,0,0,0,1,1,1
"431217",2016,2,0,0,0,0,0,0,0,0,2,2,2
"431217",2017,1,0,0,0,0,0,0,0,0,1,0,1
"431217",2018,0,0,0,0,0,0,0,0,0,0,0,0
"431217",2019,1,0,0,0,0,0,0,0,0,1,1,1
"431217",2020,0,0,0,0,0,0,0,0,0,0,0,0
"431217",2021,0,0,0,0,0,0,0,0,0,0,0,0
"431217",2022,1,0,0,0,0,0,0,0,0,0,0,0
"431217",2023,2,0,0,0,0,0,0,0,0,1,0,1
"431217",2024,0,0,0,0,0,0,0,0,0,0,0,0
"431220",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431220",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431220",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431220",2015,3,0,0,0,0,0,0,0,0,3,1,3
"431220",2016,1,0,0,0,0,0,0,0,0,1,0,1
"431220",2017,3,0,0,0,0,0,0,0,0,3,1,3
"431220",2018,5,0,0,0,0,0,0,0,0,5,2,5
"431220",2019,5,0,0,1,0,0,0,0,1,3,0,3
"431220",2020,2,0,0,0,0,0,0,0,0,2,0,2
"431220",2021,0,0,0,0,0,0,0,0,0,0,0,0
"431220",2022,5,0,0,1,0,0,0,0,1,5,0,5
"431220",2023,1,0,1,0,0,0,0,0,1,0,1,0
"431220",2024,2,0,0,0,0,0,0,0,0,2,0,2
"431225",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431225",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431225",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431225",2015,9,0,0,0,0,0,0,0,0,9,9,9
"431225",2016,4,0,0,0,0,0,0,0,0,4,1,4
"431225",2017,6,0,0,0,0,0,0,0,0,6,3,6
"431225",2018,11,0,0,0,0,0,0,0,0,10,5,10
"431225",2019,10,0,1,0,0,0,0,0,1,10,1,10
"431225",2020,7,0,0,0,0,0,0,0,1,6,0,6
"431225",2021,6,1,0,0,1,0,0,0,3,4,0,4
"431225",2022,8,0,0,0,0,0,0,0,1,8,0,8
"431225",2023,15,2,0,0,2,0,2,0,4,12,1,12
"431225",2024,5,0,0,0,0,0,0,0,0,5,0,5
"431230",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431230",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431230",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431230",2015,3,0,0,0,0,0,0,0,0,3,0,3
"431230",2016,3,0,0,0,0,0,0,0,0,2,0,2
"431230",2017,1,0,0,0,0,0,0,0,0,1,0,1
"431230",2018,2,0,0,0,0,0,0,0,0,2,0,2
"431230",2019,8,0,1,0,0,0,0,0,1,7,3,7
"431230",2020,6,0,1,0,0,0,0,0,1,5,0,5
"431230",2021,1,0,0,0,0,0,0,0,0,1,0,1
"431230",2022,5,1,0,0,1,1,0,0,1,4,0,4
"431230",2023,5,0,0,0,0,0,0,0,0,5,0,5
"431230",2024,4,0,0,0,0,0,0,0,0,4,3,4
"431235",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431235",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431235",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431235",2015,0,0,0,0,0,0,0,0,0,0,0,0
"431235",2016,2,0,0,0,0,0,0,0,0,2,2,2
"431235",2017,1,0,0,0,0,0,0,0,0,1,1,1
"431235",2018,0,0,0,0,0,0,0,0,0,0,0,0
"431235",2019,5,0,0,0,0,0,0,0,0,5,2,5
"431235",2020,2,0,0,0,0,0,0,0,0,2,1,2
"431235",2021,3,0,0,0,0,0,0,0,0,2,1,2
"431235",2022,2,0,0,0,0,0,0,0,0,2,0,2
"431235",2023,0,0,0,0,0,0,0,0,0,0,0,0
"431235",2024,5,0,0,0,0,0,0,0,0,3,1,3
"431237",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431237",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431237",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431237",2015,2,0,0,0,0,0,0,0,0,2,2,2
"431237",2016,1,0,0,0,0,0,0,0,0,1,1,1
"431237",2017,0,0,0,0,0,0,0,0,0,0,0,0
"431237",2018,0,0,0,0,0,0,0,0,0,0,0,0
"431237",2019,1,0,0,0,0,0,0,0,0,1,0,1
"431237",2020,0,0,0,0,0,0,0,0,0,0,0,0
"431237",2021,1,0,0,0,0,0,0,0,0,1,1,1
"431237",2022,1,0,0,0,0,0,0,0,0,1,0,1
"431237",2023,0,0,0,0,0,0,0,0,0,0,0,0
"431237",2024,5,0,0,0,0,0,0,0,0,5,0,5
"431238",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431238",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431238",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431238",2015,4,0,0,0,1,0,0,0,1,4,0,4
"431238",2016,5,0,0,0,1,0,0,0,1,3,0,3
"431238",2017,6,0,0,0,0,0,0,0,0,6,1,6
"431238",2018,12,0,0,0,0,0,0,0,1,12,0,12
"431238",2019,10,0,0,0,0,0,0,0,0,10,1,10
"431238",2020,11,0,0,0,0,0,0,0,0,10,1,10
"431238",2021,9,0,0,0,0,0,0,0,0,9,3,9
"431238",2022,14,0,0,0,0,0,0,0,0,14,0,14
"431238",2023,9,0,0,0,0,0,0,0,0,8,1,8
"431238",2024,13,0,0,0,0,0,0,0,0,13,0,13
"431240",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431240",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431240",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431240",2015,58,0,0,1,0,0,0,0,3,52,17,52
"431240",2016,112,1,0,7,1,0,1,1,9,104,24,104
"431240",2017,143,1,0,14,1,0,4,1,21,122,25,122
"431240",2018,86,0,0,2,0,0,1,0,4,81,12,81
"431240",2019,254,1,4,9,3,0,10,2,29,240,24,239
"431240",2020,225,3,3,6,6,0,4,6,28,210,46,210
"431240",2021,266,1,4,2,2,0,7,1,18,224,136,224
"431240",2022,290,0,8,0,1,0,3,0,16,233,247,233
"431240",2023,273,0,9,0,1,0,2,1,19,241,254,241
"431240",2024,249,1,2,0,6,0,1,2,16,218,220,218
"431242",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431242",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431242",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431242",2015,3,0,0,0,0,0,0,0,0,3,0,3
"431242",2016,0,0,0,0,0,0,0,0,0,0,0,0
"431242",2017,2,0,0,0,0,0,0,0,0,2,1,2
"431242",2018,1,0,0,0,0,0,0,0,0,1,0,1
"431242",2019,1,0,0,0,0,0,0,0,0,1,0,1
"431242",2020,2,0,0,0,0,0,0,0,0,2,0,2
"431242",2021,1,0,0,0,0,0,0,0,0,1,0,1
"431242",2022,2,0,0,0,0,0,0,0,0,1,0,1
"431242",2023,6,0,0,1,0,0,0,0,2,6,0,6
"431242",2024,1,0,0,0,0,0,0,0,0,1,0,1
"431244",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431244",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431244",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431244",2015,0,0,0,0,0,0,0,0,0,0,0,0
"431244",2016,1,0,0,0,0,0,0,0,0,1,1,1
"431244",2017,1,0,0,0,0,0,0,0,0,1,0,1
"431244",2018,0,0,0,0,0,0,0,0,0,0,0,0
"431244",2019,0,0,0,0,0,0,0,0,0,0,0,0
"431244",2020,1,0,0,0,0,0,0,0,0,1,0,1
"431244",2021,1,0,0,0,0,0,0,0,0,1,0,1
"431244",2022,5,0,0,0,0,1,0,0,1,2,0,2
"431244",2023,3,0,0,0,0,0,0,0,0,3,0,3
"431244",2024,6,0,0,2,0,0,0,0,3,6,0,6
"431245",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431245",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431245",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431245",2015,4,0,0,0,0,0,0,0,0,4,0,4
"431245",2016,4,0,0,0,0,0,0,0,0,4,0,4
"431245",2017,2,0,0,0,0,0,0,0,0,2,0,2
"431245",2018,3,0,0,0,0,0,0,0,0,3,0,3
"431245",2019,1,0,0,0,0,0,0,0,0,1,0,1
"431245",2020,1,0,0,0,0,0,0,0,0,1,0,1
"431245",2021,4,0,0,0,0,0,0,0,0,4,1,4
"431245",2022,0,0,0,0,0,0,0,0,0,0,0,0
"431245",2023,2,0,0,0,0,0,0,0,0,2,0,2
"431245",2024,3,0,0,0,0,0,0,0,0,3,0,3
"431247",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431247",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431247",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431247",2015,10,0,0,0,0,0,0,0,0,8,5,8
"431247",2016,9,0,0,0,0,0,0,0,0,7,8,7
"431247",2017,5,0,0,0,0,0,0,0,0,5,0,5
"431247",2018,7,0,0,0,0,0,0,0,0,7,0,7
"431247",2019,11,1,1,0,1,0,0,0,2,9,4,9
"431247",2020,17,0,0,0,0,0,0,0,0,14,0,14
"431247",2021,17,0,0,0,0,0,0,0,0,13,4,12
"431247",2022,25,0,0,0,0,0,0,0,0,18,0,18
"431247",2023,18,0,0,0,0,0,0,0,0,17,0,17
"431247",2024,31,1,4,2,1,0,0,0,8,26,0,26
"431250",2012,0,0,0,0,0,0,0,0,0,0,0,0
"431250",2013,0,0,0,0,0,0,0,0,0,0,0,0
"431250",2014,0,0,0,0,0,0,0,0,0,0,0,0
"431250",2015,4,0,0,0,0,0,0,0,0,3,4,3
"431250",2016,0,0,0,0,0,0,0,0,0,0,0,0
"431250",2017,10,0,0,0,0,0,0,0,0,9,0,9
"431250",2018,5,0,0,0,0,0,0,0,0,3,0,3
