"","ANO","CODMUNRES","nascidos_vivos_peso_menor_1500","nascidos_vivos_peso_2000_a_2499","nascidos_vivos_peso_1500_a_1999","nascidos_vivos_menos_de_28_semanas","nascidos_vivos_28_a_32_semanas","nascidos_vivos_33_a_34_semanas","nascidos_vivos_35_a_36_semanas","TOTAL_DE_NASCIDOS_VIVOS","NASCIDOS_VIVOS_COM_BAIXO_PESO","NASCIDOS_VIVOS_PREMATUROS","NASCIDOS_VIVOS_TERMO_PRECOCE"
"23648","2016","250560","1","1","2","0","3","2","2","74",4,7,26
"23649","2016","250570","3","2","7","1","4","3","5","147",12,13,36
"23650","2016","250580","1","1","2","0","0","2","4","51",4,6,8
"23651","2016","250590","0","0","2","0","0","0","2","40",2,2,4
"23652","2016","250600","1","5","32","1","2","13","30","489",38,46,131
"23653","2016","250610","2","2","7","0","3","4","15","163",11,22,49
"23654","2016","250620","1","0","2","0","0","0","2","21",3,2,6
"23655","2016","250625","4","1","0","1","1","6","8","123",5,16,21
"23656","2016","250630","8","9","27","3","14","15","33","834",44,65,235
"23657","2016","250640","3","0","9","2","2","5","7","200",12,16,57
"23658","2016","250650","1","0","6","0","2","0","4","45",7,6,14
"23659","2016","250660","2","2","3","0","5","0","2","70",7,7,20
"23660","2016","250670","1","1","10","1","1","0","2","175",12,4,46
"23661","2016","250680","2","2","14","1","3","4","16","251",18,24,64
"23662","2016","250690","0","2","17","0","5","3","7","348",19,15,87
"23663","2016","250700","3","7","11","2","7","5","20","311",21,34,85
"23664","2016","250710","1","0","10","0","2","9","19","267",11,30,59
"23665","2016","250720","0","2","6","0","3","6","12","141",8,21,32
"23666","2016","250730","2","1","2","1","2","5","13","205",5,21,35
"23667","2016","250740","0","0","7","0","0","2","7","88",7,9,29
"23668","2016","250750","146","166","563","63","144","277","785","11706",875,1269,3526
"23669","2016","250760","0","0","7","0","0","0","10","88",7,10,24
"23670","2016","250770","7","6","7","1","6","5","17","243",20,29,64
"23671","2016","250780","0","0","2","0","1","0","8","92",2,9,21
"23672","2016","250790","3","2","5","2","3","3","7","191",10,15,39
"23673","2016","250800","0","1","5","0","2","1","5","117",6,8,39
"23674","2016","250810","0","0","1","0","1","3","1","44",1,5,16
"23675","2016","250820","0","0","2","0","1","0","5","96",2,6,27
"23676","2016","250830","6","8","24","1","8","12","36","390",38,57,87
"23677","2016","250840","1","0","4","0","0","1","3","48",5,4,16
"23678","2016","250850","0","1","3","0","0","2","4","97",4,6,25
"23679","2016","250855","0","0","4","0","0","2","0","45",4,2,12
"23680","2016","250860","4","8","8","2","4","4","20","219",20,30,48
"23681","2016","250870","1","0","2","0","1","0","1","52",3,2,13
"23682","2016","250880","0","0","4","0","0","1","5","69",4,6,22
"23683","2016","250890","5","10","41","2","9","13","42","706",56,66,155
"23684","2016","250900","1","5","16","1","1","9","8","147",22,19,42
"23685","2016","250905","3","1","6","1","1","3","10","161",10,15,31
"23686","2016","250910","5","1","7","0","4","6","10","268",13,20,53
"23687","2016","250915","0","1","4","0","0","1","3","74",5,4,19
"23688","2016","250920","1","1","12","0","3","5","6","171",14,14,56
"23689","2016","250930","1","2","9","0","1","3","12","163",12,16,24
"23690","2016","250933","4","0","5","0","1","2","6","70",9,9,23
"23691","2016","250937","0","0","2","0","1","2","0","30",2,3,11
"23692","2016","250939","0","1","5","0","0","5","5","93",6,10,23
"23693","2016","250940","0","1","8","0","1","2","15","194",9,18,48
"23694","2016","250950","0","0","7","0","0","2","2","68",7,4,20
"23695","2016","250960","1","0","2","1","2","2","5","62",3,10,20
"23696","2016","250970","7","3","19","4","7","10","39","457",29,60,119
"23697","2016","250980","0","4","12","0","1","4","13","155",16,18,41
"23698","2016","250990","2","0","3","2","0","0","3","98",5,5,31
"23699","2016","251000","3","0","3","0","3","1","5","87",6,9,27
"23700","2016","251010","4","5","8","2","5","4","5","147",17,16,40
"23701","2016","251020","2","0","2","0","2","1","8","85",4,11,15
"23702","2016","251030","1","1","5","0","1","0","7","45",7,8,10
"23703","2016","251040","1","2","6","0","2","3","3","75",9,8,21
"23704","2016","251050","1","0","2","1","0","0","2","48",3,3,12
"23705","2016","251060","2","0","1","0","0","0","1","28",3,1,10
"23706","2016","251065","0","0","0","0","0","1","1","15",0,2,5
"23707","2016","251070","1","0","2","1","0","0","2","29",3,3,7
"23708","2016","251080","15","16","62","7","11","20","67","1383",93,105,390
"23709","2016","251090","2","1","7","1","2","5","6","156",10,14,44
"23710","2016","251100","0","0","2","0","0","2","3","60",2,5,11
"23711","2016","251110","1","0","5","0","1","3","3","78",6,7,24
"23712","2016","251120","4","4","28","0","6","12","20","509",36,38,112
"23713","2016","251130","1","1","7","0","2","3","9","149",9,14,46
"23714","2016","251140","7","2","12","0","6","8","15","262",21,29,77
"23715","2016","251150","1","1","7","1","1","4","15","157",9,21,36
"23716","2016","251160","1","2","3","0","1","3","7","139",6,11,29
"23717","2016","251170","2","2","4","1","2","1","6","76",8,10,20
"23718","2016","251180","3","1","5","2","4","5","11","117",9,22,24
"23719","2016","251190","2","6","13","1","4","4","15","306",21,24,64
"23720","2016","251200","4","4","14","2","3","3","23","277",22,31,60
"23721","2016","251203","0","2","4","0","0","4","5","71",6,9,15
"23722","2016","251207","0","0","5","0","0","3","3","41",5,6,8
"23723","2016","251210","0","3","17","0","4","17","32","399",20,53,140
"23724","2016","251220","0","1","1","0","0","0","4","54",2,4,26
"23725","2016","251230","1","1","14","1","0","5","11","270",16,17,85
"23726","2016","251240","4","2","8","1","6","2","11","201",14,20,53
"23727","2016","251250","6","11","29","3","11","16","49","741",46,79,235
"23728","2016","251260","0","0","2","0","0","0","2","26",2,2,9
"23729","2016","251270","0","4","19","0","3","8","11","277",23,22,60
"23730","2016","251272","0","3","2","0","2","2","4","64",5,8,11
"23731","2016","251274","1","0","1","1","1","0","3","43",2,5,9
"23732","2016","251275","1","1","1","0","1","2","3","76",3,6,18
"23733","2016","251276","3","0","3","0","3","1","1","52",6,5,10
"23734","2016","251278","0","0","1","0","0","0","1","26",1,1,6
"23735","2016","251280","3","2","8","0","1","1","5","127",13,7,65
"23736","2016","251290","5","3","16","1","5","7","21","358",24,34,85
"23737","2016","251300","1","0","3","0","1","1","3","39",4,5,8
"23738","2016","251310","0","0","3","0","0","3","6","141",3,9,30
"23739","2016","251315","0","2","1","0","0","1","3","80",3,4,13
"23740","2016","251320","3","1","4","4","1","3","9","78",8,17,29
"23741","2016","251330","0","0","5","0","2","1","1","71",5,4,19
"23742","2016","251335","1","2","2","0","0","0","7","49",5,7,13
"23743","2016","251340","2","2","7","0","2","3","11","177",11,16,55
"23744","2016","251350","1","2","6","0","2","4","4","64",9,10,15
"23745","2016","251360","1","2","5","0","3","3","2","84",8,8,34
"23746","2016","251365","0","1","2","0","1","1","3","32",3,5,9
"23747","2016","251370","28","33","116","8","26","62","125","2561",177,221,616
"23748","2016","251380","2","1","3","0","2","0","3","70",6,5,17
"23749","2016","251385","0","0","1","0","0","0","0","23",1,0,9
"23750","2016","251390","6","2","18","0","2","10","26","381",26,38,118
"23751","2016","251392","0","0","2","0","1","2","3","42",2,6,12
"23752","2016","251394","1","0","2","0","0","2","4","34",3,6,10
"23753","2016","251396","0","0","2","0","0","2","1","38",2,3,16
"23754","2016","251398","0","0","1","0","0","0","3","46",1,3,14
"23755","2016","251400","2","1","7","0","1","7","4","58",10,12,18
"23756","2016","251410","0","1","2","0","2","2","1","57",3,5,12
"23757","2016","251420","1","0","6","0","2","1","9","89",7,12,27
"23758","2016","251430","0","2","1","0","0","1","9","88",3,10,24
"23759","2016","251440","0","0","2","1","0","0","3","50",2,4,16
"23760","2016","251445","1","1","3","0","2","3","4","92",5,9,17
"23761","2016","251450","1","2","16","1","0","8","14","268",19,23,102
"23762","2016","251455","0","1","1","0","0","0","2","27",2,2,14
"23763","2016","251460","1","1","3","0","0","2","4","48",5,6,8
"23764","2016","251465","0","2","0","0","0","2","1","20",2,3,7
"23765","2016","251470","0","2","2","0","1","0","1","35",4,2,13
"23766","2016","251480","0","1","1","0","1","0","5","39",2,6,14
"23767","2016","251490","2","2","6","0","2","0","3","79",10,5,24
"23768","2016","251500","1","1","4","0","2","3","4","92",6,9,17
"23769","2016","251510","0","2","5","0","1","5","10","164",7,16,43
"23770","2016","251520","1","0","2","2","1","2","0","50",3,5,11
"23771","2016","251530","8","6","26","2","4","20","27","529",40,53,122
"23772","2016","251540","1","0","4","0","3","1","8","145",5,12,35
"23773","2016","251550","5","0","6","0","4","2","6","168",11,12,46
"23774","2016","251560","0","1","0","0","1","0","2","30",1,3,6
"23775","2016","251570","0","0","2","0","0","2","0","40",2,2,18
"23776","2016","251580","0","1","2","0","0","4","7","79",3,11,12
"23777","2016","251590","1","0","2","0","1","1","2","70",3,4,23
"23778","2016","251593","0","1","6","0","0","0","5","72",7,5,24
"23779","2016","251597","1","2","6","0","3","4","7","104",9,14,21
"23780","2016","251600","2","6","14","2","7","7","27","390",22,43,91
"23781","2016","251610","1","0","5","0","1","3","10","169",6,14,47
"23782","2016","251615","0","0","1","0","0","1","7","51",1,8,13
"23783","2016","251620","9","16","43","3","15","28","52","883",68,98,259
"23784","2016","251630","7","1","12","3","5","5","13","246",20,26,73
"23785","2016","251640","1","0","6","0","3","1","8","89",7,12,17
"23786","2016","251650","4","0","4","1","2","3","6","189",8,12,50
"23787","2016","251660","1","4","9","0","4","4","8","188",14,16,52
"23788","2016","251670","4","2","10","2","3","4","5","208",16,14,47
"23789","2016","251675","3","0","2","2","1","1","6","42",5,10,9
"23790","2016","251680","1","0","2","1","1","0","1","85",3,3,24
"23791","2016","251690","0","1","11","0","1","0","8","170",12,9,72
"23792","2016","251700","0","2","6","0","2","1","14","117",8,17,29
"23793","2016","251710","1","0","2","0","0","0","2","29",3,2,10
"23794","2016","251720","0","0","5","0","0","0","2","59",5,2,25
"23795","2016","251740","0","0","2","0","0","1","1","32",2,2,9
"23796","2016","260005","14","21","66","3","24","30","109","1487",101,166,434
"23797","2016","260010","11","10","33","3","11","17","29","580",54,60,181
"23798","2016","260020","3","9","9","2","7","11","11","284",21,31,86
"23799","2016","260030","1","6","13","0","4","5","19","323",20,28,85
"23800","2016","260040","6","6","13","1","4","11","25","491",25,41,105
"23801","2016","260050","6","7","34","3","9","5","57","672",47,74,147
"23802","2016","260060","3","0","8","2","1","6","11","191",11,20,39
"23803","2016","260070","4","10","21","2","11","12","39","457",35,64,103
"23804","2016","260080","6","4","16","3","7","5","13","235",26,28,61
"23805","2016","260090","1","3","13","0","0","9","21","312",17,30,86
"23806","2016","260100","0","1","12","0","1","6","12","144",13,19,32
"23807","2016","260105","3","4","13","2","7","3","22","289",20,34,77
"23808","2016","260110","26","17","93","9","22","41","74","1497",136,146,417
"23809","2016","260120","12","16","57","5","19","27","60","1017",85,111,267
"23810","2016","260130","1","2","6","2","3","4","20","148",9,29,29
"23811","2016","260140","9","14","36","3","13","24","39","721",59,79,189
"23812","2016","260150","1","2","7","0","3","3","13","148",10,19,33
"23813","2016","260160","1","4","21","1","1","8","29","338",26,39,70
"23814","2016","260170","16","20","47","7","13","31","86","1045",83,137,296
"23815","2016","260180","3","3","9","2","2","8","11","151",15,23,29
"23816","2016","260190","3","9","24","0","9","4","40","677",36,53,195
"23817","2016","260200","1","12","31","4","9","11","44","551",44,68,166
"23818","2016","260210","7","4","24","4","16","12","47","564",35,79,142
"23819","2016","260220","6","5","17","0","8","13","22","392",28,43,122
"23820","2016","260230","5","6","22","1","12","14","48","601",33,75,159
"23821","2016","260240","1","2","11","0","1","1","12","161",14,14,39
"23822","2016","260250","2","1","4","1","2","1","6","82",7,10,21
"23823","2016","260260","7","12","37","4","16","13","37","607",56,70,146
"23824","2016","260270","1","2","12","0","9","6","7","175",15,22,55
"23825","2016","260280","9","6","45","7","19","27","60","834",60,113,163
"23826","2016","260290","35","51","152","14","51","77","224","3024",238,366,880
"23827","2016","260300","8","10","17","2","15","6","23","512",35,46,116
"23828","2016","260310","5","3","12","2","4","7","14","229",20,27,60
"23829","2016","260320","6","7","21","4","4","12","22","381",34,42,91
"23830","2016","260330","2","1","9","0","3","3","13","147",12,19,38
"23831","2016","260340","3","1","1","0","4","0","8","89",5,12,26
"23832","2016","260345","27","38","120","12","41","41","175","2279",185,269,677
"23833","2016","260350","3","4","10","1","7","3","15","224",17,26,57
"23834","2016","260360","2","0","3","0","1","2","5","106",5,8,29
"23835","2016","260370","3","4","15","0","7","8","21","346",22,36,90
"23836","2016","260380","6","4","13","3","4","12","19","287",23,38,67
"23837","2016","260390","1","6","14","0","5","5","19","257",21,29,85
"23838","2016","260392","4","4","12","1","7","8","9","279",20,25,59
"23839","2016","260400","9","16","38","8","22","21","72","949",63,123,289
"23840","2016","260410","63","60","255","18","69","105","306","5085",378,498,1584
"23841","2016","260415","0","5","3","1","2","3","16","141",8,22,41
"23842","2016","260420","9","6","28","6","9","12","39","549",43,66,163
"23843","2016","260430","1","2","10","0","3","6","14","166",13,23,51
"23844","2016","260440","6","4","7","1","3","4","13","212",17,21,62
"23845","2016","260450","3","8","12","0","4","4","19","285",23,27,80
"23846","2016","260460","3","4","14","1","9","15","18","385",21,43,82
"23847","2016","260470","3","0","10","1","3","4","16","220",13,24,42
"23848","2016","260480","2","0","14","2","1","4","17","196",16,24,59
"23849","2016","260490","0","1","5","1","3","1","11","143",6,16,44
"23850","2016","260500","5","5","13","0","5","8","16","354",23,29,102
"23851","2016","260510","1","6","27","1","3","8","23","468",34,35,149
"23852","2016","260515","4","2","8","1","3","3","12","223",14,19,73
"23853","2016","260520","8","13","44","5","14","28","51","1015",65,98,241
"23854","2016","260530","6","8","25","4","14","11","31","434",39,60,141
"23855","2016","260540","6","4","5","0","4","8","16","304",15,28,85
"23856","2016","260545","1","0","1","1","0","1","4","26",2,6,10
"23857","2016","260550","1","3","6","0","3","3","7","163",10,13,46
"23858","2016","260560","4","3","16","1","4","6","16","227",23,27,82
"23859","2016","260570","8","2","28","3","10","5","18","430",38,36,94
"23860","2016","260580","0","1","6","0","0","3","10","133",7,13,46
"23861","2016","260590","2","2","14","2","2","13","20","362",18,37,78
"23862","2016","260600","19","30","123","3","33","49","133","2179",172,218,666
"23863","2016","260610","2","4","11","2","1","12","27","356",17,42,120
"23864","2016","260620","15","17","47","7","17","33","73","1151",79,130,316
"23865","2016","260630","1","2","7","1","0","4","2","109",10,7,36
"23866","2016","260640","12","8","47","6","13","16","69","1060",67,104,309
"23867","2016","260650","1","4","13","2","4","4","14","249",18,24,59
"23868","2016","260660","5","6","17","1","5","15","20","423",28,41,92
"23869","2016","260670","0","0","4","0","0","2","6","82",4,8,24
"23870","2016","260680","28","23","83","11","33","42","112","1563",134,198,444
"23871","2016","260690","1","0","7","1","0","2","5","132",8,8,38
"23872","2016","260700","2","1","10","0","4","4","14","336",13,22,74
"23873","2016","260710","1","0","5","0","1","2","3","65",6,6,17
"23874","2016","260720","24","24","85","12","28","43","111","1562",133,194,377
"23875","2016","260730","8","7","24","3","10","19","28","563",39,60,146
"23876","2016","260740","3","2","2","1","1","0","2","80",7,4,20
"23877","2016","260750","5","3","16","1","3","7","20","325",24,31,79
"23878","2016","260760","4","1","9","5","2","5","17","317",14,29,91
"23879","2016","260765","8","7","22","5","6","3","23","437",37,37,107
"23880","2016","260770","2","3","7","1","2","4","13","187",12,20,56
"23881","2016","260775","6","5","14","3","3","8","22","366",25,36,96
"23882","2016","260780","1","1","8","1","3","4","17","209",10,25,43
