"","ANO","CODMUNRES","nascidos_vivos_peso_menor_1500","nascidos_vivos_peso_2000_a_2499","nascidos_vivos_peso_1500_a_1999","nascidos_vivos_menos_de_28_semanas","nascidos_vivos_28_a_32_semanas","nascidos_vivos_33_a_34_semanas","nascidos_vivos_35_a_36_semanas","TOTAL_DE_NASCIDOS_VIVOS","NASCIDOS_VIVOS_COM_BAIXO_PESO","NASCIDOS_VIVOS_PREMATUROS","NASCIDOS_VIVOS_TERMO_PRECOCE"
"5723","2013","140010","75","90","291","33","121","172","496","6350",456,822,1940
"5724","2013","140015","1","5","17","1","4","12","33","327",23,50,95
"5725","2013","140017","3","0","29","3","6","18","16","335",32,43,81
"5726","2013","140020","2","5","18","1","6","8","60","424",25,75,128
"5727","2013","140023","2","1","6","1","3","5","9","151",9,18,34
"5728","2013","140028","0","1","15","0","2","1","19","147",16,22,50
"5729","2013","140030","7","4","11","4","6","10","26","351",22,46,92
"5730","2013","140040","1","2","15","0","8","17","44","381",18,69,100
"5731","2013","140045","3","3","18","4","6","8","34","351",24,52,112
"5732","2013","140047","1","8","17","0","6","20","40","422",26,66,111
"5733","2013","140050","3","2","4","0","1","3","14","120",9,19,31
"5734","2013","140060","0","1","3","0","3","0","1","80",4,4,27
"5735","2013","140070","1","8","32","0","9","12","40","459",41,61,108
"5737","2013","150010","18","47","134","14","50","75","184","2538",199,323,709
"5738","2013","150013","0","0","6","0","1","4","11","129",6,16,35
"5739","2013","150020","9","15","55","2","29","40","110","1039",79,181,255
"5740","2013","150030","10","18","44","2","13","19","43","788",72,77,141
"5741","2013","150034","2","1","6","1","3","2","8","190",9,15,37
"5742","2013","150040","14","10","49","8","8","15","28","1126",73,59,240
"5743","2013","150050","4","11","39","6","12","27","55","754",54,110,161
"5744","2013","150060","32","24","134","9","49","77","161","2529",190,304,574
"5745","2013","150070","8","10","41","3","16","17","45","736",59,81,116
"5746","2013","150080","130","109","506","46","141","259","716","8035",745,1162,2784
"5747","2013","150085","3","6","28","0","12","22","31","531",37,66,124
"5748","2013","150090","8","10","55","14","23","33","81","1050",73,151,208
"5749","2013","150095","8","4","22","5","15","8","45","418",34,73,93
"5750","2013","150100","2","3","8","2","6","7","17","215",13,32,56
"5751","2013","150110","7","4","25","1","2","7","21","460",36,31,47
"5752","2013","150120","3","6","28","1","7","17","40","532",37,65,128
"5753","2013","150125","0","1","2","0","1","1","1","43",3,3,16
"5754","2013","150130","24","31","106","8","45","63","159","1998",161,275,519
"5755","2013","150140","355","327","1282","144","410","634","1777","21884",1964,2965,8176
"5756","2013","150145","3","2","4","1","6","2","17","269",9,27,60
"5757","2013","150150","16","10","54","4","12","31","94","1010",80,141,303
"5758","2013","150157","1","1","11","2","5","5","14","230",13,26,51
"5759","2013","150160","1","1","6","0","1","4","9","195",8,14,49
"5760","2013","150170","28","28","127","6","32","68","192","2191",183,298,396
"5761","2013","150172","1","3","12","0","7","7","9","269",16,24,54
"5762","2013","150175","0","0","4","0","0","5","4","95",4,9,23
"5763","2013","150178","14","15","55","6","32","28","67","786",84,133,161
"5764","2013","150180","39","38","160","11","58","64","159","2660",237,292,898
"5765","2013","150190","3","5","42","3","8","20","37","498",50,68,107
"5766","2013","150195","6","3","11","2","2","8","28","323",20,40,91
"5767","2013","150200","0","5","13","0","10","4","23","268",18,37,57
"5768","2013","150210","26","31","124","9","46","69","148","2469",181,272,658
"5769","2013","150215","16","8","45","9","26","39","84","954",69,158,254
"5770","2013","150220","12","13","52","6","12","30","104","1189",77,152,377
"5771","2013","150230","8","4","38","10","12","23","72","839",50,117,203
"5772","2013","150240","35","44","126","12","53","72","161","3161",205,299,1059
"5773","2013","150250","3","2","18","0","5","3","13","281",23,21,46
"5774","2013","150260","1","2","7","0","2","6","12","155",10,26,31
"5775","2013","150270","6","9","30","0","11","17","38","745",45,66,153
"5776","2013","150275","5","6","31","2","12","21","48","559",42,83,132
"5777","2013","150276","1","0","3","1","0","5","6","129",4,12,21
"5778","2013","150277","5","4","20","2","4","9","25","415",29,40,103
"5779","2013","150280","5","5","37","0","12","21","39","621",47,72,116
"5780","2013","150285","2","4","5","2","5","9","19","220",11,35,46
"5781","2013","150290","1","6","22","4","9","13","23","472",29,49,125
"5782","2013","150293","7","5","18","4","15","24","48","678",30,91,155
"5783","2013","150295","6","5","13","3","12","23","42","506",24,80,101
"5784","2013","150300","3","1","9","0","7","4","17","138",13,28,31
"5785","2013","150304","2","4","13","1","9","3","16","277",19,29,75
"5786","2013","150307","7","5","21","2","10","18","44","505",33,74,119
"5787","2013","150309","5","6","22","1","2","6","18","662",33,27,32
"5788","2013","150310","8","6","24","1","11","10","25","626",38,47,96
"5789","2013","150320","7","7","38","5","12","23","54","621",52,94,179
"5790","2013","150330","15","13","63","8","34","39","81","1155",91,162,315
"5791","2013","150340","0","1","12","0","2","2","11","183",13,16,52
"5792","2013","150345","4","5","31","8","9","27","60","590",40,104,122
"5793","2013","150350","8","4","19","2","6","14","33","464",31,55,121
"5794","2013","150360","15","20","78","8","36","52","122","1615",113,218,343
"5795","2013","150370","5","6","31","11","26","33","68","884",42,138,180
"5796","2013","150375","5","4","29","1","9","16","34","485",38,60,88
"5797","2013","150380","4","3","37","4","10","23","45","873",44,82,175
"5798","2013","150390","7","14","61","6","26","26","88","1016",82,146,239
"5799","2013","150400","9","8","24","5","13","14","34","483",41,66,104
"5800","2013","150405","5","5","20","3","7","17","46","617",30,73,179
"5801","2013","150410","2","0","5","1","1","5","10","104",7,18,25
"5802","2013","150420","59","86","270","24","92","138","343","4965",415,597,1115
"5803","2013","150430","9","8","18","3","9","11","50","441",35,73,94
"5804","2013","150440","6","2","21","1","6","10","24","323",29,42,100
"5805","2013","150442","19","20","114","10","27","67","157","1777",153,261,544
"5806","2013","150445","4","4","20","1","0","7","11","477",28,20,87
"5807","2013","150450","3","8","22","0","4","12","22","473",33,38,63
"5808","2013","150460","9","4","30","4","7","15","30","518",43,56,108
"5809","2013","150470","19","15","73","11","20","24","75","1191",107,140,177
"5810","2013","150475","0","0","0","0","0","0","0","1",0,0,0
"5811","2013","150480","2","14","46","6","15","29","84","1072",62,134,232
"5812","2013","150490","8","4","41","2","11","22","48","564",53,83,122
"5813","2013","150495","1","5","17","1","10","14","23","377",23,48,92
"5814","2013","150497","2","1","11","1","2","10","12","210",14,25,50
"5815","2013","150500","1","0","6","1","4","3","9","124",7,17,30
"5816","2013","150503","2","9","22","3","7","18","45","510",33,73,140
"5817","2013","150506","6","14","30","5","30","43","83","1209",50,161,272
"5818","2013","150510","12","12","51","5","11","24","45","991",75,93,200
"5819","2013","150520","4","3","47","1","18","29","67","751",54,115,149
"5820","2013","150530","8","21","83","6","42","42","115","1336",112,206,329
"5821","2013","150540","4","3","10","1","7","8","22","288",17,38,65
"5822","2013","150543","4","5","44","0","11","10","37","663",53,59,100
"5823","2013","150548","3","4","25","3","4","10","32","655",32,51,119
"5824","2013","150549","0","1","5","0","1","4","8","122",6,13,28
"5825","2013","150550","30","28","120","9","38","78","134","2003",178,259,497
"5826","2013","150553","56","80","266","18","88","190","438","5157",402,734,1891
"5827","2013","150555","0","1","11","0","2","4","9","130",12,15,48
"5828","2013","150560","0","1","4","0","2","1","2","97",5,5,26
"5829","2013","150563","3","3","4","0","2","3","6","142",10,11,39
"5830","2013","150565","0","2","4","0","6","4","22","229",6,32,36
"5831","2013","150570","5","14","20","3","11","14","31","330",39,59,100
"5832","2013","150580","7","12","64","1","10","17","59","1279",83,87,196
"5833","2013","150590","3","10","35","4","21","22","57","732",48,104,140
"5834","2013","150600","5","8","33","2","17","18","50","678",46,87,129
"5835","2013","150610","0","2","5","0","4","8","13","162",7,26,40
"5836","2013","150611","0","0","5","0","3","3","5","180",5,12,48
"5837","2013","150613","22","17","73","5","25","34","91","1641",112,155,426
"5838","2013","150616","5","3","19","3","5","2","32","276",27,42,89
"5839","2013","150618","2","8","24","2","10","20","68","686",34,100,139
"5840","2013","150619","3","3","4","4","7","2","18","330",10,31,66
"5841","2013","150620","6","8","33","5","18","19","54","684",47,96,183
"5842","2013","150630","6","3","16","0","8","11","36","352",25,55,85
"5843","2013","150635","0","5","20","1","4","8","37","324",25,50,83
"5844","2013","150640","1","2","7","1","1","3","9","101",10,14,23
"5845","2013","150650","20","19","55","6","18","33","67","1000",94,124,283
"5846","2013","150655","4","7","15","3","6","8","28","341",26,45,97
"5847","2013","150658","2","1","8","0","3","4","13","168",11,20,37
"5848","2013","150660","3","7","20","3","8","10","21","385",30,42,151
"5849","2013","150670","5","5","23","3","5","9","31","536",33,48,136
"5850","2013","150680","65","90","286","37","126","174","411","6334",441,748,1449
"5851","2013","150690","0","1","3","0","2","1","6","90",4,9,27
"5852","2013","150700","8","8","28","0","15","16","31","490",44,62,130
"5853","2013","150710","4","4","18","1","5","8","23","223",26,39,50
"5854","2013","150715","2","6","10","1","7","16","25","368",18,49,57
"5855","2013","150720","6","9","26","3","9","27","42","623",41,81,152
"5856","2013","150730","6","5","57","0","11","20","39","891",68,71,227
"5857","2013","150740","3","4","13","2","3","8","19","231",20,32,81
"5858","2013","150745","0","13","17","0","8","13","24","492",30,45,98
"5859","2013","150746","2","2","2","1","1","2","4","72",6,8,12
"5860","2013","150747","3","1","12","3","8","9","20","365",16,40,102
"5861","2013","150750","0","1","9","0","0","5","14","171",10,19,29
"5862","2013","150760","20","16","47","4","17","19","73","956",83,113,295
"5863","2013","150770","1","9","27","1","7","18","33","499",37,59,138
"5864","2013","150775","1","2","6","0","5","1","5","94",9,11,34
"5865","2013","150780","0","7","17","0","5","10","13","290",24,28,54
"5866","2013","150790","3","2","35","6","15","16","29","393",40,66,85
"5867","2013","150795","18","20","89","4","26","51","141","1519",127,222,347
"5868","2013","150796","5","2","11","0","4","7","13","180",18,24,45
"5869","2013","150797","0","2","19","3","5","8","28","289",21,44,91
"5870","2013","150800","16","11","51","6","16","60","111","1459",78,193,302
"5871","2013","150803","4","5","35","0","13","21","37","578",44,71,114
"5872","2013","150805","6","2","14","3","7","5","10","212",22,25,57
"5873","2013","150808","4","5","19","3","11","14","40","689",28,68,170
"5874","2013","150810","25","45","145","12","48","91","192","2209",215,343,530
"5875","2013","150812","6","4","17","3","8","7","6","474",27,24,107
"5876","2013","150815","4","6","24","1","7","10","20","791",34,40,118
"5877","2013","150820","10","10","37","0","14","19","63","798",57,96,209
"5878","2013","150830","7","9","48","5","19","41","85","1218",64,150,253
"5879","2013","150835","2","1","13","3","5","0","9","198",16,17,34
"5880","2013","150840","5","5","27","5","12","19","56","751",37,92,240
"5881","2013","160005","4","1","9","0","5","0","10","89",14,15,17
"5882","2013","160010","2","2","10","2","3","6","6","154",14,17,28
"5883","2013","160015","2","6","13","1","5","5","18","283",21,33,50
"5884","2013","160020","2","4","17","2","4","4","15","195",23,25,36
"5885","2013","160021","1","0","9","0","1","3","8","83",10,12,18
"5886","2013","160023","2","3","19","1","6","7","15","193",24,29,35
"5887","2013","160025","4","5","11","2","4","4","9","115",20,19,21
"5888","2013","160027","8","19","63","7","17","30","67","887",90,121,232
"5889","2013","160030","160","154","508","63","159","168","576","9540",822,982,2099
"5890","2013","160040","1","10","32","1","8","7","27","449",43,43,89
"5891","2013","160050","5","8","16","1","9","20","48","500",29,80,102
"5892","2013","160053","5","4","14","2","3","6","19","340",23,30,71
"5893","2013","160055","1","0","4","1","0","1","3","79",5,5,10
"5894","2013","160060","29","39","125","13","34","55","152","2260",193,254,500
"5895","2013","160070","2","2","17","1","3","7","18","271",21,29,46
"5896","2013","160080","2","2","20","0","4","5","17","271",24,29,83
"5897","2013","170025","1","0","4","0","0","2","2","37",5,4,5
"5898","2013","170030","0","1","6","0","4","4","7","84",7,15,24
"5899","2013","170035","0","2","2","0","0","3","9","81",4,12,18
"5900","2013","170040","1","2","5","0","2","2","12","129",8,16,31
"5901","2013","170070","2","5","6","1","4","2","2","101",13,9,22
"5902","2013","170100","3","3","7","5","2","4","5","166",13,16,38
"5903","2013","170105","0","1","1","0","1","1","1","45",2,3,8
"5904","2013","170110","0","0","4","0","1","1","6","66",4,8,10
"5905","2013","170130","1","1","3","0","1","1","5","69",5,7,14
"5906","2013","170190","0","0","2","0","0","2","9","101",2,11,15
"5907","2013","170200","3","3","2","0","3","4","6","104",8,13,30
"5908","2013","170210","26","35","154","13","45","68","211","3065",215,337,786
"5909","2013","170215","0","2","8","0","0","4","6","106",10,10,26
"5910","2013","170220","3","6","26","0","7","15","36","511",35,58,112
"5911","2013","170230","1","2","5","1","3","2","4","105",8,10,25
"5912","2013","170240","2","3","15","0","2","7","7","187",20,16,53
"5913","2013","170255","1","6","23","1","3","16","33","343",30,53,71
"5914","2013","170270","0","0","1","0","0","0","4","34",1,4,8
"5915","2013","170290","1","6","7","0","4","2","16","202",14,22,48
"5916","2013","170300","1","0","5","0","2","1","4","110",6,7,26
"5917","2013","170305","0","2","4","0","1","1","0","61",6,2,18
"5918","2013","170307","0","0","2","0","0","0","6","76",2,6,15
"5919","2013","170310","0","2","4","1","0","5","6","74",6,12,19
"5920","2013","170320","1","2","2","0","1","4","3","61",5,8,17
"5921","2013","170330","0","0","5","1","0","4","8","78",5,13,26
"5922","2013","170360","1","1","2","0","1","3","0","21",4,4,6
"5923","2013","170370","0","2","0","1","0","10","9","94",2,20,28
"5924","2013","170380","0","2","10","0","1","3","8","147",12,12,35
"5925","2013","170382","0","0","2","0","0","0","6","29",2,6,5
"5926","2013","170384","0","3","10","0","3","6","16","149",13,25,31
"5927","2013","170386","1","1","6","1","1","0","4","50",8,6,14
"5928","2013","170388","0","1","4","0","0","3","0","47",5,3,12
"5929","2013","170389","0","0","8","0","1","3","7","74",8,11,10
"5930","2013","170390","0","2","5","0","0","2","6","73",7,8,18
"5931","2013","170410","0","0","1","0","1","0","1","20",1,2,7
"5932","2013","170460","0","0","0","0","1","0","0","17",0,1,3
"5933","2013","170510","0","1","2","0","0","1","5","50",3,6,12
"5934","2013","170550","11","8","19","6","7","23","28","540",38,64,152
"5935","2013","170555","0","0","5","0","0","3","9","73",5,12,23
"5936","2013","170560","1","0","3","1","2","3","8","73",4,14,19
"5937","2013","170600","1","2","3","1","2","1","7","82",6,11,25
"5938","2013","170610","1","4","2","0","3","2","4","88",7,9,16
"5939","2013","170625","0","0","1","0","0","0","2","26",1,2,6
"5940","2013","170650","3","1","3","2","3","4","6","97",7,15,17
"5941","2013","170700","4","7","11","2","6","8","28","342",22,44,92
"5942","2013","170710","0","1","6","0","1","0","8","99",7,9,28
"5943","2013","170720","0","0","3","0","2","0","3","55",3,5,14
"5944","2013","170730","0","0","3","1","0","3","1","58",3,5,11
"5945","2013","170740","2","1","7","1","4","3","6","147",10,14,33
"5946","2013","170755","0","0","4","0","1","0","5","47",4,6,9
"5947","2013","170765","2","0","0","0","0","1","4","71",2,5,14
"5948","2013","170770","0","2","6","0","0","6","4","121",8,10,16
"5949","2013","170820","2","4","12","3","3","6","22","258",18,34,65
"5950","2013","170825","0","0","2","0","0","4","2","42",2,6,7
"5951","2013","170830","0","0","1","0","0","1","3","39",1,4,13
"5952","2013","170900","1","2","10","1","5","7","24","260",13,37,68
"5953","2013","170930","1","4","24","1","3","7","42","384",29,53,110
"5954","2013","170950","11","17","56","2","28","40","97","1256",84,167,347
"5955","2013","170980","0","0","1","0","0","0","2","22",1,2,7
"5956","2013","171050","3","4","5","0","7","11","15","141",12,33,32
"5957","2013","171070","0","1","4","0","3","2","5","98",5,10,32
"5958","2013","171090","0","0","4","0","1","1","3","29",4,5,3
"5959","2013","171110","0","0","1","0","1","0","2","39",1,3,14
"5960","2013","171150","0","0","2","0","0","0","1","33",2,2,11
"5961","2013","171180","0","1","3","0","0","1","4","40",4,5,5
"5962","2013","171190","2","1","11","1","5","2","12","211",14,20,53
"5963","2013","171195","1","0","4","0","0","1","7","73",5,8,17
"5964","2013","171200","0","1","1","0","0","1","3","48",2,4,14
"5965","2013","171215","0","0","3","0","0","1","2","22",3,4,5
"5966","2013","171240","0","1","1","0","1","1","3","40",2,5,7
"5967","2013","171245","1","0","3","1","0","2","0","44",4,3,12
"5968","2013","171250","0","0","1","0","0","1","1","47",1,2,8
"5969","2013","171270","1","1","1","0","2","2","2","45",3,6,8
"5970","2013","171280","1","0","0","1","1","2","1","38",1,5,5
"5971","2013","171320","4","5","16","2","8","9","27","345",25,46,79
"5972","2013","171330","0","8","4","1","3","7","8","184",12,19,59
"5973","2013","171360","2","1","6","1","6","0","5","111",9,12,22
"5974","2013","171370","1","0","1","0","1","1","0","20",2,2,4
"5975","2013","171380","0","0","5","0","0","2","5","71",5,7,15
"5976","2013","171395","1","0","2","0","2","1","3","49",3,6,7
"5977","2013","171420","4","0","11","3","1","1","8","147",15,13,43
"5978","2013","171430","1","3","2","0","1","2","5","58",6,9,9
"5979","2013","171488","1","5","10","0","7","3","17","163",16,27,31
"5980","2013","171500","1","1","3","1","3","4","4","56",5,12,14
"5981","2013","171510","2","0","6","0","2","3","2","79",8,7,21
"5982","2013","171515","0","0","0","0","0","0","1","23",0,1,4
"5983","2013","171525","0","0","1","0","0","1","3","35",1,4,10
"5984","2013","171550","0","0","2","0","0","0","2","23",2,2,6
"5985","2013","171570","1","3","5","0","2","5","4","53",9,11,14
"5986","2013","171575","0","2","5","0","1","2","5","65",7,8,14
"5987","2013","171610","6","4","35","3","10","17","59","797",45,89,215
"5988","2013","171620","0","1","2","0","2","3","8","136",3,13,25
"5989","2013","171630","0","1","0","0","0","2","3","53",1,5,12
"5990","2013","171650","1","2","9","1","4","6","13","271",12,24,76
"5991","2013","171660","1","0","5","2","3","3","6","123",6,14,26
"5992","2013","171665","2","0","2","0","3","2","0","51",4,5,13
"5993","2013","171670","1","2","8","0","3","6","9","137",11,18,31
"5994","2013","171700","0","0","0","0","1","1","0","47",0,2,10
"5995","2013","171720","1","0","0","1","0","1","6","42",1,8,5
"5996","2013","171750","1","2","6","0","2","4","3","80",9,9,24
"5997","2013","171780","4","2","3","0","2","2","1","57",9,7,12
"5998","2013","171790","2","1","5","3","4","2","10","119",8,20,25
"5999","2013","171800","0","0","4","0","2","2","6","44",4,10,9
"6000","2013","171820","10","11","42","4","26","30","79","938",63,139,244
"6001","2013","171830","0","3","6","0","2","6","7","113",9,15,22
"6002","2013","171840","1","2","0","0","0","2","2","46",3,4,11
"6003","2013","171845","0","3","2","0","1","5","2","31",5,8,4
"6004","2013","171850","1","0","1","1","3","4","5","74",2,13,12
"6005","2013","171855","1","1","5","0","3","0","4","62",7,7,11
"6006","2013","171865","0","0","0","0","0","1","1","35",0,2,7
"6007","2013","171870","0","0","1","0","1","0","3","31",1,4,6
"6008","2013","171875","3","0","4","3","0","1","4","66",7,8,13
"6009","2013","171880","0","0","4","0","0","0","4","71",4,4,22
"6010","2013","171884","0","0","2","0","1","0","3","39",2,4,13
"6011","2013","171886","3","0","4","1","1","0","7","138",7,10,26
"6012","2013","171888","0","0","2","0","0","0","5","43",2,5,7
"6013","2013","171889","0","0","1","0","0","0","2","22",1,2,10
"6014","2013","171890","0","0","4","0","1","1","1","65",4,3,13
"6015","2013","171900","0","0","3","0","0","1","5","63",3,6,22
"6016","2013","172000","0","0","1","0","0","1","5","33",1,6,2
"6017","2013","172010","1","0","7","0","2","2","8","90",8,12,19
"6018","2013","172015","0","0","1","0","0","0","4","26",1,4,9
"6019","2013","172020","1","3","9","1","3","3","11","184",13,18,42
"6020","2013","172025","2","0","0","1","0","0","0","28",2,1,9
"6021","2013","172030","0","0","3","0","4","2","6","83",3,12,20
"6022","2013","172049","2","0","4","1","1","1","5","68",6,9,13
"6023","2013","172065","1","3","4","1","3","1","7","79",8,12,18
"6024","2013","172080","2","1","3","0","5","2","7","145",6,14,37
"6025","2013","172085","1","0","1","0","0","3","1","20",2,4,2
"6026","2013","172090","3","4","9","0","4","11","15","210",16,30,68
"6027","2013","172093","0","1","1","0","0","0","0","38",2,0,10
"6028","2013","172097","1","0","1","0","1","1","2","28",2,4,5
"6029","2013","172100","65","70","259","21","105","143","371","4829",394,640,1466
"6030","2013","172110","5","0","6","0","3","9","26","208",11,39,51
"6031","2013","172120","6","9","10","1","14","18","37","458",25,70,104
"6032","2013","172125","1","0","1","1","0","1","1","24",2,3,5
"6033","2013","172130","0","0","0","1","1","1","2","23",0,5,8
"6034","2013","172208","0","3","8","0","2","2","9","134",11,13,38
"6035","2013","172210","4","2","9","1","3","4","19","235",15,27,58
"6037","2013","210005","22","20","88","5","43","46","145","2046",130,239,509
"6038","2013","210010","1","0","3","1","1","2","3","103",4,8,24
"6039","2013","210015","1","1","4","3","1","1","8","159",6,14,34
"6040","2013","210020","5","1","10","1","5","5","14","241",16,25,42
"6041","2013","210030","7","2","29","1","4","4","17","487",38,26,62
"6042","2013","210040","1","1","1","1","1","1","7","76",3,10,14
"6043","2013","210043","7","5","33","2","10","18","42","449",45,72,90
"6044","2013","210047","3","7","21","7","10","13","37","511",31,67,102
"6045","2013","210050","0","1","7","0","1","8","8","196",8,17,30
"6046","2013","210055","0","1","3","0","3","3","4","128",4,10,8
"6047","2013","210060","2","2","28","6","13","26","65","748",32,110,134
"6048","2013","210070","2","2","17","0","1","8","26","316",21,35,75
"6049","2013","210080","2","2","12","1","3","6","17","259",16,27,55
"6050","2013","210083","1","3","8","1","2","5","16","269",12,24,42
"6051","2013","210087","2","2","8","1","4","3","16","184",12,24,25
"6052","2013","210090","1","7","23","0","7","17","44","583",31,68,129
"6053","2013","210095","2","9","25","0","11","11","36","663",36,58,160
"6054","2013","210100","1","2","33","1","5","15","33","476",36,54,94
"6055","2013","210110","4","4","7","3","10","7","19","175",15,39,35
"6056","2013","210120","20","25","93","4","29","41","97","1705",138,171,485
"6057","2013","210125","1","5","13","1","4","15","8","251",19,28,42
"6058","2013","210130","3","5","9","0","6","7","17","310",17,30,50
"6059","2013","210135","0","1","2","0","2","1","6","57",3,9,11
"6060","2013","210140","27","25","105","7","29","54","170","1896",157,260,341
"6061","2013","210150","4","3","17","2","3","5","13","266",24,23,74
"6062","2013","210160","6","16","80","0","12","44","76","1485",102,132,270
"6063","2013","210170","9","9","45","1","22","40","89","1212",63,152,206
"6064","2013","210173","0","3","10","1","9","2","16","207",13,28,41
"6065","2013","210177","1","1","6","0","2","1","10","185",8,13,41
"6066","2013","210180","1","0","3","1","1","2","0","48",4,4,8
"6067","2013","210190","2","1","9","1","3","12","15","233",12,31,47
"6068","2013","210193","1","2","1","0","1","4","7","77",4,12,15
"6069","2013","210197","1","3","10","0","2","5","10","150",14,17,33
"6070","2013","210200","8","8","20","3","5","23","36","578",36,68,113
"6071","2013","210203","5","8","27","3","10","15","35","523",40,63,118
"6072","2013","210207","0","1","12","0","3","2","8","152",13,13,48
"6073","2013","210210","6","4","17","5","12","11","54","627",27,82,161
"6074","2013","210215","0","1","4","0","3","3","10","128",5,16,22
"6075","2013","210220","4","6","29","1","6","9","42","579",39,60,115
"6076","2013","210230","7","5","10","0","0","13","34","425",22,47,87
"6077","2013","210232","9","12","39","6","20","35","87","1262",60,148,199
"6078","2013","210235","2","3","4","1","1","2","8","186",9,12,49
"6079","2013","210237","0","3","11","0","1","3","13","162",14,17,44
"6080","2013","210240","2","1","7","3","1","5","7","173",10,17,44
"6081","2013","210250","4","4","16","1","12","7","31","300",24,51,48
"6082","2013","210255","1","5","15","2","5","6","11","233",21,24,44
"6083","2013","210260","0","2","17","0","1","6","13","323",19,20,69
"6084","2013","210270","3","4","20","1","6","12","17","288",27,36,55
"6085","2013","210275","1","1","7","0","0","4","9","159",9,13,34
"6086","2013","210280","0","4","18","0","7","7","27","343",22,41,92
"6087","2013","210290","5","5","29","1","5","3","9","458",39,18,17
"6088","2013","210300","40","44","150","3","13","17","36","2609",234,69,136
"6089","2013","210310","1","2","11","0","1","2","4","134",14,7,26
"6090","2013","210312","0","3","4","0","2","2","0","118",7,4,12
"6091","2013","210315","1","3","6","0","4","6","17","203",10,27,34
"6092","2013","210317","2","3","16","1","6","8","20","307",21,35,51
"6093","2013","210320","17","22","70","7","31","44","101","1599",109,183,321
"6094","2013","210325","2","2","6","1","9","5","11","185",10,26,46
"6095","2013","210330","20","19","103","8","25","49","139","2097",142,221,487
"6096","2013","210340","9","12","32","3","10","2","17","856",53,34,160
"6097","2013","210350","2","11","47","0","3","18","34","713",60,55,157
"6098","2013","210355","2","1","13","0","5","8","19","285",16,32,56
"6099","2013","210360","14","13","63","3","27","29","67","1138",90,126,303
"6100","2013","210370","3","4","34","1","2","5","14","498",41,22,66
"6101","2013","210375","1","3","9","1","5","6","11","241",13,23,66
"6102","2013","210380","5","1","13","0","6","7","33","400",19,46,85
"6103","2013","210390","0","0","8","0","1","2","8","198",8,13,24
"6104","2013","210400","4","1","9","1","3","6","18","305",14,28,63
"6105","2013","210405","6","5","25","2","11","11","51","589",36,75,154
"6106","2013","210407","0","1","4","0","2","1","8","130",5,11,37
"6107","2013","210408","1","3","1","0","0","4","13","183",5,17,31
"6108","2013","210409","0","5","6","0","2","8","18","273",11,28,56
"6109","2013","210410","3","2","5","1","3","7","10","207",10,21,46
"6110","2013","210420","2","2","15","0","3","12","14","303",19,29,62
"6111","2013","210430","2","0","8","0","0","2","8","155",10,10,25
"6112","2013","210440","0","0","3","0","0","9","14","276",3,23,64
"6113","2013","210450","0","2","6","0","1","7","15","198",8,23,56
"6114","2013","210455","4","6","12","3","9","7","18","281",22,37,68
"6115","2013","210460","0","5","7","0","0","4","14","268",12,18,55
"6116","2013","210462","5","2","3","0","1","2","6","122",10,9,28
"6117","2013","210465","1","1","7","1","2","7","14","165",9,24,28
"6118","2013","210467","2","6","19","3","13","9","35","539",27,60,113
"6119","2013","210470","0","0","2","0","0","0","3","88",2,5,8
"6120","2013","210480","13","16","58","6","30","44","109","1625",87,189,297
"6121","2013","210490","0","3","7","0","2","6","5","152",10,13,13
"6122","2013","210500","0","8","29","1","5","5","14","487",37,25,74
"6123","2013","210510","3","5","19","4","5","12","39","398",27,60,84
"6124","2013","210515","2","3","15","0","3","10","25","255",20,38,53
"6125","2013","210520","3","0","6","1","3","10","10","140",9,24,36
"6126","2013","210530","65","61","250","29","103","134","325","4986",376,591,1432
"6127","2013","210535","3","3","15","0","2","6","12","266",21,20,52
"6128","2013","210540","11","18","75","5","23","30","77","1277",104,135,235
"6129","2013","210542","4","2","18","1","8","12","26","317",24,47,68
"6130","2013","210545","1","2","4","0","1","1","5","112",7,7,25
"6131","2013","210547","1","1","7","0","3","1","4","280",9,16,39
"6132","2013","210550","3","4","26","3","5","19","42","415",33,69,90
"6133","2013","210560","2","0","9","4","2","11","17","228",11,34,51
"6134","2013","210565","1","1","3","0","3","4","5","115",5,12,25
"6135","2013","210570","2","13","38","5","12","15","57","924",53,89,173
"6136","2013","210580","2","2","7","1","0","3","11","141",11,15,26
"6137","2013","210590","2","5","16","2","4","9","18","298",23,33,59
"6138","2013","210592","0","1","9","0","0","1","1","127",10,2,14
"6139","2013","210594","0","1","16","0","3","5","8","155",17,17,15
"6140","2013","210596","4","5","5","0","6","2","11","221",14,19,46
"6141","2013","210598","0","2","7","0","4","3","7","113",9,14,19
"6142","2013","210600","1","4","10","0","1","8","18","213",15,27,38
"6143","2013","210610","3","3","7","0","3","1","11","185",13,15,44
"6144","2013","210620","1","2","4","0","1","0","2","116",7,3,3
"6145","2013","210630","5","1","8","4","2","7","18","231",14,31,59
"6146","2013","210632","5","1","14","4","10","8","24","363",20,46,75
"6147","2013","210635","0","2","8","0","2","0","7","137",10,9,26
"6148","2013","210637","1","5","9","3","10","7","14","184",15,34,30
"6149","2013","210640","7","2","10","4","5","8","16","312",19,33,61
"6150","2013","210650","3","4","23","3","4","7","32","402",30,46,69
"6151","2013","210660","3","9","23","3","9","19","29","504",35,60,103
