ano;codmunres;nascidos_vivos_peso_menor_1500;nascidos_vivos_peso_2000_a_2499;nascidos_vivos_peso_1500_a_1999;nascidos_vivos_menos_de_28_semanas;nascidos_vivos_28_a_32_semanas;nascidos_vivos_33_a_34_semanas;nascidos_vivos_35_a_36_semanas;total_de_nascidos_vivos;nascidos_vivos_com_baixo_peso;nascidos_vivos_prematuros;nascidos_vivos_termo_precoce
2016;510617;0;0;2;0;1;1;4;68;2;6;16
2016;510618;0;1;3;0;1;2;0;60;4;3;17
2016;510619;0;0;1;0;0;1;1;46;1;2;18
2016;510620;3;0;1;2;1;0;3;26;4;6;5
2016;510621;1;3;15;1;1;0;23;161;19;25;74
2016;510622;13;4;42;4;13;23;46;949;59;86;309
2016;510623;2;2;9;1;2;3;18;258;13;24;85
2016;510624;1;3;5;1;0;3;10;156;9;14;56
2016;510625;1;2;8;0;0;6;28;274;11;34;93
2016;510626;0;0;10;0;1;0;5;93;10;6;44
2016;510627;0;0;0;0;0;0;3;39;0;3;13
2016;510628;0;2;1;0;1;1;1;68;3;3;16
2016;510629;1;0;6;1;0;1;14;186;7;16;40
2016;510630;2;2;17;0;3;2;13;347;21;18;117
2016;510631;0;0;0;0;0;1;1;23;0;2;5
2016;510637;7;4;25;3;6;6;24;281;36;39;97
2016;510642;13;11;17;3;14;9;40;587;41;66;180
2016;510645;0;0;2;0;0;1;1;51;2;2;17
2016;510650;9;6;24;5;8;11;16;446;39;40;129
2016;510665;0;1;2;0;1;3;4;70;3;8;23
2016;510670;0;0;0;0;0;0;0;14;0;0;1
2016;510675;3;12;44;3;19;21;64;744;59;107;324
2016;510677;0;1;7;0;1;4;6;153;8;11;32
2016;510680;0;0;3;0;0;2;3;74;3;5;24
2016;510682;4;2;10;4;3;2;11;167;16;20;25
2016;510685;0;1;1;0;0;0;2;36;2;2;16
2016;510700;2;1;10;1;3;8;13;226;13;25;85
2016;510704;11;20;82;7;12;22;125;1267;113;166;639
2016;510706;4;6;14;1;3;9;22;364;24;35;103
2016;510710;1;1;10;0;1;1;6;210;12;8;49
2016;510715;0;0;0;0;0;0;0;17;0;0;4
2016;510718;2;1;9;1;0;2;7;154;12;10;38
2016;510719;0;0;1;0;0;0;1;28;1;1;10
2016;510720;1;0;3;0;0;0;6;55;4;6;16
2016;510724;1;1;4;0;1;1;4;59;6;6;22
2016;510726;1;0;0;0;1;0;3;27;1;4;8
2016;510729;1;0;0;0;1;0;1;28;1;2;9
2016;510730;2;4;14;1;2;3;7;273;20;13;11
2016;510735;0;2;5;0;0;2;6;108;7;8;26
2016;510740;0;0;4;0;0;0;3;59;4;3;14
2016;510757;0;2;5;0;0;6;4;49;7;10;15
2016;510760;41;38;177;18;49;58;186;3709;256;311;1231
2016;510770;5;3;8;3;2;3;13;167;16;21;57
2016;510774;0;0;2;1;1;1;0;27;2;3;7
2016;510775;0;1;2;0;2;2;4;55;3;8;17
2016;510776;0;3;5;0;2;3;3;48;8;8;10
2016;510777;0;1;2;0;1;4;11;128;3;16;25
2016;510779;0;0;2;0;0;0;6;44;2;6;15
2016;510780;5;0;9;3;1;3;16;220;14;23;68
2016;510785;1;0;4;0;0;4;6;122;5;10;27
2016;510787;3;14;24;1;7;14;35;460;41;57;162
2016;510788;0;0;2;0;0;0;1;17;2;1;6
2016;510790;35;43;136;15;40;62;177;2668;214;294;829
2016;510792;18;11;81;8;9;28;103;1663;110;148;456
2016;510794;0;1;4;0;0;0;9;105;5;9;35
2016;510795;10;17;73;5;13;27;141;1453;100;186;605
2016;510800;2;2;8;1;3;4;7;227;12;15;76
2016;510805;0;1;7;0;0;6;10;143;8;16;72
2016;510810;0;0;0;0;0;0;0;13;0;0;4
2016;510820;0;0;0;0;0;2;3;48;0;5;17
2016;510830;0;0;2;0;1;0;3;58;2;4;13
2016;510835;1;0;2;1;0;0;4;36;3;5;22
2016;510840;61;59;243;17;63;111;258;4470;363;449;1396
2016;510850;2;7;8;1;6;2;9;130;17;18;33
2016;510860;3;5;11;2;6;14;13;270;19;35;70
2016;510880;0;2;5;0;0;0;6;68;7;7;24
2016;510885;0;0;3;0;1;0;7;58;3;8;30
2016;510890;2;3;8;0;4;2;4;83;13;10;11
2016;510895;1;0;2;1;1;0;2;99;3;5;32
2016;520005;5;4;12;1;5;6;16;200;21;28;67
2016;520010;2;2;12;1;2;4;10;192;16;17;55
2016;520013;2;3;6;0;5;1;6;250;11;12;124
2016;520015;0;0;0;0;0;1;2;25;0;3;5
2016;520017;0;1;0;0;0;0;1;47;1;1;11
2016;520020;0;0;0;0;1;0;0;19;0;1;9
2016;520025;45;47;187;18;54;66;184;2614;279;322;736
2016;520030;7;6;26;2;9;9;32;406;39;52;113
2016;520050;0;0;0;0;0;0;0;23;0;0;11
2016;520055;0;0;3;0;0;1;4;96;3;5;38
2016;520060;1;0;7;1;3;1;3;132;8;8;34
2016;520080;0;2;4;0;1;2;7;127;6;10;38
2016;520082;0;0;0;0;0;0;1;25;0;1;10
2016;520085;0;0;4;0;0;1;3;48;4;4;19
2016;520090;0;0;0;0;0;1;1;35;0;2;13
2016;520110;65;103;328;19;56;90;264;6120;496;429;2101
2016;520120;0;0;1;0;0;0;2;13;1;2;4
2016;520130;2;2;11;0;1;4;21;242;15;26;98
2016;520140;98;126;484;43;105;180;485;7822;708;813;2560
2016;520145;0;0;6;0;1;1;2;36;6;4;14
2016;520150;0;1;1;0;1;0;3;64;2;4;18
2016;520160;0;0;1;0;0;0;2;33;1;2;13
2016;520170;5;6;9;1;4;8;11;253;20;24;101
2016;520180;3;4;6;0;3;4;11;132;13;18;47
2016;520215;0;0;4;0;2;0;4;88;4;6;27
2016;520235;1;0;3;0;1;1;1;35;4;3;6
2016;520250;1;0;6;0;1;4;7;101;7;12;26
2016;520260;0;1;2;0;0;2;1;25;3;3;9
2016;520280;1;0;0;0;0;0;0;22;1;0;8
2016;520310;0;0;1;0;0;1;2;25;1;3;10
2016;520320;2;0;5;1;2;3;8;147;7;14;50
2016;520330;4;8;27;2;5;9;19;382;39;35;129
2016;520340;2;2;3;1;3;1;3;80;7;8;21
2016;520350;2;4;13;1;2;11;18;343;19;32;151
2016;520355;2;1;7;1;1;5;5;122;10;12;43
2016;520357;0;1;1;0;1;0;2;37;2;3;11
2016;520360;1;1;3;1;0;2;8;50;5;11;15
2016;520380;0;0;6;0;0;0;3;85;6;3;39
2016;520390;3;2;7;1;2;3;8;121;12;14;44
2016;520393;0;0;2;0;0;1;0;31;2;1;14
2016;520396;1;0;1;1;1;0;1;31;2;3;5
2016;520400;1;1;3;1;1;1;6;104;5;9;26
2016;520410;0;1;5;0;1;0;5;135;6;6;49
2016;520420;0;0;0;0;0;0;0;17;0;0;8
2016;520425;3;1;7;3;1;0;6;105;11;10;41
2016;520430;1;2;11;0;0;3;17;175;14;20;54
2016;520440;0;3;9;0;2;1;9;186;12;12;48
2016;520450;16;15;72;3;9;24;71;1243;103;107;471
2016;520455;0;0;2;0;0;0;2;39;2;2;11
2016;520460;1;1;4;1;2;0;1;47;6;4;17
2016;520465;1;0;2;0;1;1;2;40;3;4;17
2016;520470;0;2;5;1;0;5;10;169;7;16;55
2016;520480;0;0;2;0;0;2;1;67;2;3;20
2016;520485;0;2;3;0;0;2;3;114;5;5;36
2016;520490;3;4;16;1;6;8;22;282;23;37;80
2016;520495;0;0;0;0;0;0;1;28;0;1;8
2016;520500;1;2;4;0;0;3;7;125;7;10;46
2016;520505;2;1;0;1;1;1;0;32;3;3;7
2016;520510;17;18;91;7;12;22;79;1464;126;120;574
2016;520520;0;4;1;0;2;3;3;57;5;8;15
2016;520530;1;2;16;0;4;5;10;140;19;19;39
2016;520540;3;7;13;1;3;10;19;287;23;33;96
2016;520545;2;2;4;1;2;4;3;121;8;10;38
2016;520547;2;2;9;1;1;4;6;187;13;12;67
2016;520549;14;23;60;8;21;39;72;1052;97;140;277
2016;520551;1;2;11;1;4;4;9;230;14;18;66
2016;520552;0;1;3;0;3;1;4;40;4;8;11
2016;520570;0;0;1;0;0;0;1;28;1;1;7
2016;520580;1;3;5;0;1;0;5;88;9;6;29
2016;520590;1;0;7;0;0;2;6;96;8;8;44
2016;520620;10;16;45;7;10;20;83;900;71;120;259
2016;520630;0;0;3;0;0;2;2;25;3;4;7
2016;520640;0;2;8;0;0;4;13;207;10;17;71
2016;520650;1;1;0;1;2;1;2;34;2;6;8
2016;520660;0;0;0;0;0;0;1;21;0;1;9
2016;520670;0;0;0;0;0;0;2;46;0;2;22
2016;520680;0;1;2;0;0;0;5;35;3;5;14
2016;520690;0;0;1;0;0;0;3;16;1;3;4
2016;520710;0;0;0;0;0;0;0;16;0;0;2
2016;520725;0;1;3;0;1;1;3;97;4;5;37
2016;520735;1;1;2;0;2;0;3;49;4;5;19
2016;520740;6;3;3;0;6;5;7;131;12;18;48
2016;520750;1;1;0;0;2;0;5;38;2;7;11
2016;520753;2;1;5;1;3;2;2;61;8;8;21
2016;520760;0;0;0;0;0;1;2;49;0;3;19
2016;520780;0;2;3;0;0;0;3;94;5;3;46
2016;520790;0;2;2;1;0;2;3;75;4;6;9
2016;520800;17;23;115;10;19;26;89;1784;155;144;454
2016;520810;0;1;1;0;0;2;3;52;2;5;25
2016;520815;0;2;1;0;1;1;0;34;3;2;11
2016;520830;2;0;3;1;0;4;7;82;5;12;16
2016;520840;3;4;12;2;2;3;11;198;19;18;65
2016;520850;1;0;4;0;1;0;7;55;5;8;18
2016;520860;12;16;45;9;6;16;27;989;73;58;297
2016;520870;342;327;1215;119;370;507;1451;21125;1884;2447;7054
2016;520880;14;21;60;6;16;19;57;875;95;98;281
2016;520890;2;2;22;0;4;4;13;283;26;21;78
2016;520910;4;7;19;3;6;7;31;437;30;47;191
2016;520915;0;1;3;0;0;1;3;41;4;4;18
2016;520920;4;2;8;0;5;9;16;203;14;30;56
2016;520929;0;0;0;0;0;0;3;22;0;3;4
2016;520940;0;1;4;0;3;0;1;31;5;4;6
2016;520945;0;0;2;0;0;0;2;32;2;2;9
2016;520960;1;1;1;0;0;1;5;29;3;6;7
2016;520970;2;5;17;1;4;11;22;341;24;38;129
2016;520980;0;0;2;0;1;0;5;44;2;6;15
2016;520990;7;2;4;2;2;1;8;157;13;13;36
2016;520993;1;2;1;0;2;1;2;68;4;5;30
2016;520995;2;1;9;1;4;4;14;233;12;23;88
2016;521000;3;7;42;3;6;17;57;721;52;83;250
2016;521010;4;2;19;3;4;1;16;341;25;24;152
2016;521015;2;0;1;2;0;1;2;31;3;5;10
2016;521020;0;7;14;0;1;6;12;425;21;19;122
2016;521030;0;0;1;0;0;0;1;22;1;1;5
2016;521040;6;7;31;2;6;12;40;553;44;60;175
2016;521056;0;2;2;0;2;1;3;59;4;6;20
2016;521060;0;1;2;1;2;1;7;44;3;11;15
2016;521080;1;0;0;1;1;0;1;51;1;3;12
2016;521090;2;2;10;0;4;5;14;263;14;23;92
2016;521100;0;1;8;1;3;2;7;120;9;13;36
2016;521120;4;5;13;2;6;6;23;354;22;37;91
2016;521130;1;2;2;1;1;0;9;95;5;11;33
2016;521140;1;0;3;0;1;1;2;72;4;4;24
2016;521150;10;15;75;5;8;27;116;1384;100;156;479
2016;521160;0;0;3;0;0;0;3;27;3;3;9
2016;521170;3;0;2;2;0;0;1;73;5;3;22
2016;521180;3;7;25;0;5;6;35;571;35;46;217
2016;521190;13;13;65;2;16;16;79;1465;91;113;495
2016;521200;0;0;0;0;0;0;3;25;0;3;7
2016;521205;0;0;0;0;0;0;0;26;0;0;8
2016;521210;0;1;1;0;1;1;9;68;2;11;25
2016;521220;1;6;11;0;7;7;14;262;18;28;94
2016;521225;0;1;2;0;0;1;1;20;3;2;10
2016;521230;1;1;3;0;1;1;10;103;5;12;32
2016;521250;37;50;170;18;61;71;205;2906;257;355;827
2016;521260;0;0;1;0;0;1;1;22;1;2;8
2016;521270;0;1;8;0;1;4;3;113;9;8;25
2016;521280;2;2;4;2;1;4;3;112;8;10;29
2016;521290;0;0;2;0;0;0;1;34;2;1;14
2016;521295;0;4;2;0;0;5;4;43;6;9;17
2016;521300;5;4;5;4;0;2;9;153;14;15;42
2016;521305;1;0;2;0;0;1;0;22;3;1;8
2016;521308;5;3;14;2;5;7;30;434;22;44;110
2016;521310;22;18;76;5;21;17;47;1110;116;90;493
2016;521340;0;1;1;0;0;0;2;20;2;2;10
2016;521350;1;2;9;0;0;5;8;115;12;13;29
2016;521370;0;1;2;0;1;0;1;82;3;2;16
2016;521375;0;3;8;0;1;2;7;179;11;10;58
2016;521377;1;1;1;0;1;1;4;38;3;6;6
2016;521380;11;9;36;4;9;14;34;567;56;61;213
2016;521385;0;0;3;0;0;1;3;27;3;4;13
2016;521390;1;0;5;1;1;1;2;59;6;5;23
2016;521400;1;1;10;0;4;1;10;177;12;15;44
2016;521405;0;0;3;0;1;1;6;73;3;8;24
2016;521410;1;0;0;0;1;0;4;66;1;5;16
2016;521440;2;1;4;1;1;2;4;92;7;8;25
2016;521450;7;6;25;2;6;10;19;486;38;37;224
2016;521460;5;8;30;5;5;10;21;427;43;41;109
2016;521470;0;0;0;0;0;0;0;20;0;0;4
2016;521480;0;1;4;0;0;2;2;24;5;4;7
2016;521483;0;0;3;0;0;1;6;163;3;7;55
2016;521486;2;4;5;2;1;5;3;98;11;11;23
2016;521487;0;0;0;0;0;0;3;39;0;3;15
2016;521490;1;0;2;1;0;0;4;24;3;5;8
2016;521500;1;4;6;1;1;3;1;97;11;6;44
2016;521520;0;0;2;0;0;0;3;52;2;3;11
2016;521523;26;32;109;7;39;66;92;1498;167;204;396
2016;521525;0;0;1;0;1;2;3;32;1;6;8
2016;521530;2;2;10;0;3;4;12;189;14;19;68
2016;521540;1;0;0;0;1;0;0;37;1;1;9
2016;521550;1;1;2;0;0;1;6;73;4;7;23
2016;521560;6;8;16;2;9;13;29;450;30;53;93
2016;521565;0;0;3;0;1;2;1;39;3;4;18
2016;521570;11;3;22;2;9;3;17;391;36;31;162
2016;521580;0;0;0;0;0;0;0;20;0;0;6
2016;521590;0;1;0;0;0;0;2;43;1;2;18
2016;521600;0;0;1;0;0;1;1;29;1;2;12
2016;521630;1;3;8;1;0;1;6;110;12;8;78
2016;521640;4;6;9;1;6;6;7;147;19;20;59
2016;521645;0;1;2;0;0;0;2;37;3;2;18
2016;521680;1;2;3;0;1;3;2;81;6;6;29
2016;521690;0;0;1;0;1;1;4;36;1;6;8
2016;521710;1;2;8;2;3;3;13;213;11;21;61
2016;521720;0;2;6;0;0;4;3;134;8;7;39
2016;521730;1;2;13;1;2;3;18;279;16;24;112
2016;521740;2;3;15;2;1;3;16;347;20;22;120
2016;521760;27;16;102;12;30;33;117;1596;145;192;448
2016;521770;0;2;12;0;1;4;12;204;14;17;85
2016;521800;5;11;31;1;9;9;61;580;47;80;179
2016;521805;1;1;2;0;1;1;4;48;4;6;15
2016;521810;0;0;5;0;0;1;4;51;5;5;31
2016;521830;5;10;25;2;17;7;28;553;40;54;143
2016;521839;0;0;2;0;1;1;0;26;2;2;8
2016;521850;10;11;30;3;7;14;49;637;51;73;291
2016;521860;1;1;10;0;2;3;13;161;12;18;56
2016;521870;2;2;5;1;1;1;8;62;9;11;19
2016;521878;0;3;0;0;2;2;3;51;3;7;17
2016;521880;40;43;185;13;34;50;182;3386;268;279;1219
2016;521890;3;3;8;0;0;3;19;260;14;22;98
2016;521900;0;1;2;0;0;1;6;84;3;7;22
2016;521910;1;0;4;0;0;0;6;104;5;6;45
2016;521920;0;0;0;0;3;0;2;26;0;5;5
2016;521925;4;3;2;0;7;3;4;66;9;14;21
2016;521930;9;8;17;8;3;10;23;542;34;44;166
2016;521935;0;0;1;0;0;0;2;41;1;2;9
2016;521940;0;2;7;0;0;7;1;95;9;8;31
2016;521945;0;0;0;0;0;0;1;22;0;1;5
2016;521950;1;3;2;0;1;2;5;37;6;8;7
2016;521960;0;1;0;0;0;1;2;28;1;3;5
2016;521970;0;1;1;0;3;1;6;154;2;10;45
2016;521971;1;3;1;0;0;3;2;48;5;5;19
2016;521973;3;1;2;2;1;2;5;75;6;10;26
2016;521975;11;13;61;7;15;26;64;1061;85;112;277
2016;521980;0;5;3;1;4;5;6;119;8;16;39
2016;521990;0;1;3;0;1;5;4;89;4;10;29
2016;522000;2;2;9;1;2;0;8;129;13;11;32
2016;522005;0;1;2;0;0;2;0;20;3;2;6
2016;522010;4;6;22;1;7;5;15;401;32;28;149
2016;522015;0;1;4;0;1;0;3;57;5;4;18
2016;522020;2;6;15;1;4;13;23;327;23;41;99
2016;522026;0;2;2;0;0;2;3;34;4;5;9
2016;522028;0;0;0;0;0;0;2;28;0;2;10
2016;522040;2;4;19;0;5;5;13;263;25;23;174
2016;522045;29;43;99;9;45;61;168;2223;171;283;667
2016;522050;3;2;3;0;4;0;7;83;8;11;24
2016;522060;3;4;13;3;5;10;10;275;20;28;83
2016;522068;0;1;0;0;1;0;3;65;1;4;12
2016;522070;0;0;1;0;0;1;0;17;1;1;3
2016;522100;0;0;4;0;0;0;1;45;4;1;18
2016;522108;0;0;4;0;0;0;0;48;4;0;11
2016;522119;0;2;5;0;1;0;4;111;7;5;37
2016;522130;0;0;1;0;0;0;0;22;1;0;10
2016;522140;22;37;117;7;22;60;126;1870;176;215;682
2016;522145;0;0;6;0;0;3;3;31;6;6;9
2016;522150;1;0;8;0;1;2;5;51;9;8;13
2016;522155;1;0;3;0;0;1;2;65;4;3;16
2016;522157;1;0;1;0;2;1;1;20;2;4;6
2016;522160;6;6;24;2;1;23;41;558;36;67;177
2016;522170;2;1;4;0;0;4;9;137;7;13;48
2016;522180;0;1;1;0;1;0;2;17;2;3;6
2016;522185;27;36;131;12;33;60;156;2413;194;261;713
2016;522190;0;2;0;0;0;2;0;38;2;2;7
2016;522200;0;7;10;0;4;2;7;166;17;13;56
2016;522205;1;2;8;0;1;2;9;106;11;12;44
2016;522220;1;0;2;0;1;0;3;59;3;4;12
2016;522230;0;0;4;0;0;0;1;48;4;1;10
2016;530010;691;749;2639;272;733;1103;2934;43340;4079;5042;13668
2017;110001;3;0;20;0;1;5;10;354;23;17;120
2017;110002;17;26;79;4;11;14;47;1724;122;76;74
2017;110003;0;0;3;0;0;0;6;67;3;6;18
2017;110004;13;9;78;7;16;38;84;1452;100;145;518
2017;110005;3;3;18;0;3;1;17;277;24;21;91
2017;110006;2;1;9;0;3;2;5;243;12;10;78
2017;110007;2;1;5;1;1;1;1;87;8;4;31
2017;110008;5;1;6;3;2;1;12;216;12;18;58
2017;110009;4;6;12;1;10;7;12;533;22;30;125
2017;110010;5;11;38;0;19;34;71;842;54;124;178
2017;110011;9;9;48;3;9;9;29;846;66;50;273
2017;110012;27;28;71;8;25;29;109;2050;126;171;465
2017;110013;4;6;25;0;7;9;16;449;35;32;77
2017;110014;0;0;11;0;0;5;15;224;11;20;80
2017;110015;5;4;26;3;4;15;36;578;35;58;202
2017;110018;7;4;32;0;5;14;43;615;43;62;214
2017;110020;101;107;406;31;88;160;515;8800;614;794;2058
2017;110025;4;4;23;1;4;14;16;289;31;35;100
2017;110026;1;0;0;0;0;1;0;49;1;1;2
2017;110028;7;12;35;1;5;21;54;963;54;81;319
2017;110029;4;0;4;0;0;1;6;112;8;7;33
2017;110030;15;20;75;3;11;26;54;1465;110;94;525
2017;110032;4;4;15;2;3;3;21;372;23;29;130
2017;110033;3;5;25;3;3;13;26;487;33;45;143
2017;110034;3;2;12;0;1;2;10;178;17;13;52
2017;110037;2;4;7;2;0;3;12;172;13;17;54
2017;110040;1;2;11;0;3;3;10;242;14;16;16
2017;110045;11;10;32;4;10;12;35;632;53;61;183
2017;110050;2;0;4;2;0;1;4;91;6;7;32
2017;110060;0;1;3;0;0;0;3;71;4;3;8
2017;110070;0;3;13;0;1;5;11;174;16;17;55
2017;110080;2;4;20;0;2;10;24;397;26;36;98
2017;110090;0;0;3;0;0;0;1;39;3;1;15
2017;110092;5;1;5;4;0;2;9;169;11;15;60
2017;110094;0;2;11;0;1;3;7;209;13;11;28
2017;110100;0;2;4;0;1;0;4;109;6;5;40
2017;110110;2;1;6;0;1;6;2;95;9;9;17
2017;110120;2;5;4;0;3;2;6;100;11;11;35
2017;110130;2;0;4;1;1;1;9;156;6;12;53
2017;110140;3;2;7;0;3;0;13;200;12;16;29
2017;110143;1;1;4;0;1;2;7;94;6;10;32
2017;110145;0;0;2;0;0;0;4;51;2;4;19
2017;110146;0;0;3;0;0;0;4;52;3;4;18
2017;110147;3;0;4;0;3;0;8;63;7;11;25
2017;110148;1;0;2;1;0;2;6;75;3;9;26
2017;110149;2;5;13;1;5;2;10;333;20;18;92
2017;110150;1;1;6;1;1;3;10;188;8;15;49
2017;110155;1;1;1;0;1;1;3;58;3;5;20
2017;110160;1;1;8;0;0;0;2;146;10;2;53
2017;110170;4;0;7;1;6;2;8;150;11;18;51
2017;110175;0;1;1;0;0;2;3;86;2;5;31
2017;110180;0;0;3;0;0;1;4;79;3;5;27
2017;120001;2;1;17;1;5;9;18;256;20;33;65
2017;120005;2;1;19;20;4;6;12;248;22;42;36
2017;120010;6;6;23;3;11;19;37;570;35;70;128
2017;120013;5;3;20;1;5;9;24;307;28;39;88
2017;120017;3;2;11;2;4;9;10;243;16;25;56
2017;120020;16;21;88;5;37;56;143;1684;125;241;380
2017;120025;2;3;10;0;7;6;22;291;15;35;59
2017;120030;3;7;34;3;13;15;40;833;44;71;169
2017;120032;2;5;18;5;12;9;23;266;25;49;71
2017;120033;1;3;7;0;4;3;31;358;11;38;69
2017;120034;1;3;13;1;11;12;23;261;17;47;50
2017;120035;3;5;22;0;5;16;13;388;30;34;72
2017;120038;2;3;14;1;6;12;32;305;19;51;59
2017;120039;1;4;14;1;1;3;21;282;19;26;52
2017;120040;63;100;322;22;149;220;562;6460;485;953;1798
2017;120042;4;4;19;2;9;7;25;366;27;43;92
2017;120043;0;1;17;2;4;12;16;198;18;34;38
2017;120045;5;4;25;2;11;19;34;395;34;66;97
2017;120050;7;15;34;3;6;20;59;780;56;88;183
2017;120060;12;12;44;9;28;31;92;1132;68;160;218
2017;120070;2;5;18;1;10;14;26;305;25;51;74
2017;120080;4;10;27;1;9;17;38;430;41;65;102
2017;130002;0;6;15;0;6;13;21;401;21;40;94
2017;130006;1;1;12;1;5;25;33;267;14;64;56
2017;130008;0;5;11;0;6;6;12;196;16;24;38
2017;130010;3;1;12;2;7;13;24;257;16;46;51
2017;130014;2;2;13;1;5;10;11;233;17;27;41
2017;130020;5;3;19;1;15;28;36;382;27;80;80
2017;130030;7;10;34;7;30;35;73;897;51;145;165
2017;130040;4;7;43;1;9;9;28;524;54;47;89
2017;130050;5;13;43;2;6;11;20;870;61;39;206
2017;130060;11;9;53;8;11;14;13;1039;73;46;214
2017;130063;3;6;21;2;1;9;42;597;30;54;106
2017;130068;2;5;15;0;4;3;7;319;22;14;72
2017;130070;3;4;38;0;11;31;55;771;45;97;169
2017;130080;6;5;45;2;8;12;49;797;56;71;205
2017;130083;1;2;13;0;3;5;18;216;16;26;52
2017;130090;3;3;4;0;5;5;8;191;10;18;46
2017;130100;1;2;16;0;22;21;35;626;19;78;115
2017;130110;7;4;27;3;6;8;36;512;38;53;115
2017;130115;1;2;8;1;3;3;10;237;11;17;48
2017;130120;14;16;85;6;12;15;176;1656;115;209;370
2017;130130;9;2;14;5;9;10;28;439;25;52;97
2017;130140;6;5;47;6;9;13;47;854;58;75;189
2017;130150;0;3;18;0;2;4;8;424;21;14;75
2017;130160;8;9;37;2;8;26;46;630;54;82;170
2017;130165;0;7;16;1;5;12;34;326;23;52;64
2017;130170;11;9;46;1;10;7;41;1001;66;59;291
2017;130180;0;13;39;3;9;11;35;409;52;58;68
2017;130185;2;11;37;2;11;30;70;941;50;113;219
2017;130190;30;20;98;24;40;50;120;1985;148;234;412
2017;130195;1;1;16;0;4;1;8;245;18;13;9
2017;130200;2;2;9;1;5;3;11;165;13;20;42
2017;130210;1;1;9;1;4;8;15;161;11;28;45
2017;130220;1;7;10;1;2;14;25;253;18;42;55
2017;130230;6;2;42;2;7;32;59;659;50;100;137
2017;130240;5;7;38;7;14;28;57;741;50;106;167
2017;130250;16;19;77;9;56;68;162;1938;112;295;452
2017;130255;1;2;17;0;3;7;31;300;20;41;87
2017;130260;536;586;1951;207;714;786;2162;38498;3073;3869;8076
2017;130270;1;10;43;3;14;29;66;989;54;112;246
2017;130280;3;6;23;3;1;8;35;418;32;47;105
2017;130290;12;20;95;3;11;12;58;1553;127;84;321
2017;130300;2;3;18;0;8;14;39;358;23;61;86
2017;130310;10;6;25;1;18;22;72;592;41;113;136
2017;130320;1;4;14;0;7;3;26;333;19;36;72
2017;130330;5;3;22;3;9;21;36;406;30;69;78
2017;130340;32;40;137;23;47;107;232;2139;209;409;552
2017;130350;1;3;25;2;7;4;10;355;29;23;52
2017;130353;3;8;24;0;7;6;27;523;35;40;75
2017;130356;3;2;18;1;3;2;29;422;23;35;105
2017;130360;2;6;23;0;1;12;27;370;31;40;56
2017;130370;0;7;26;2;2;2;9;724;33;15;65
2017;130380;6;18;71;1;23;40;65;1214;95;129;180
2017;130390;3;8;37;11;36;71;105;999;48;223;231
2017;130395;2;3;15;1;2;8;22;206;20;33;50
2017;130400;0;3;6;1;2;5;15;246;9;23;41
2017;130406;15;16;81;11;51;73;175;1701;112;310;429
2017;130410;4;9;20;1;12;9;27;405;33;49;103
2017;130420;24;22;92;13;30;43;136;1763;138;222;479
2017;130423;4;2;20;1;8;22;38;458;26;69;112
2017;130426;2;3;18;3;6;11;24;333;23;44;95
2017;130430;2;2;10;0;6;7;23;270;14;36;57
2017;130440;2;0;11;1;2;8;21;315;13;32;75
2017;140002;3;5;34;1;2;5;14;355;42;22;70
2017;140005;3;8;56;1;7;6;17;526;67;31;66
2017;140010;86;99;365;34;97;214;517;7043;550;862;2077
2017;140015;4;4;15;0;9;13;31;377;23;53;95
2017;140017;6;2;10;0;8;11;24;352;18;43;82
2017;140020;8;2;28;5;6;15;28;407;38;54;84
2017;140023;2;0;4;2;1;4;10;183;6;17;46
2017;140028;1;3;14;0;1;4;15;154;18;20;27
2017;140030;5;5;21;2;4;7;17;309;31;30;72
2017;140040;6;2;26;0;12;21;28;415;34;61;109
2017;140045;7;3;15;1;12;25;21;380;25;59;106
2017;140047;4;5;19;2;21;17;34;563;28;74;151
2017;140050;3;1;6;1;3;6;10;122;10;20;27
2017;140060;0;1;6;0;2;4;5;106;7;11;26
2017;140070;1;8;26;3;15;19;37;445;35;74;112
2017;150010;25;40;145;10;46;80;184;2713;210;320;781
2017;150013;3;3;8;3;2;3;8;142;14;16;38
2017;150020;13;10;69;1;24;30;76;992;92;131;228
2017;150030;4;13;48;2;11;21;54;968;65;88;206
2017;150034;0;9;10;1;5;10;15;215;19;31;51
2017;150040;8;19;37;4;16;21;37;1132;64;78;279
2017;150050;7;7;46;5;9;27;67;745;60;108;148
2017;150060;22;29;114;8;38;56;136;2487;165;238;529
2017;150070;7;4;25;0;0;15;34;855;36;49;71
2017;150080;115;126;426;37;142;179;493;7940;667;851;2361
2017;150085;8;6;30;0;21;20;41;630;44;82;147
2017;150090;7;11;43;4;15;25;79;935;61;123;194
2017;150095;1;11;12;1;8;10;34;401;24;53;97
2017;150100;2;0;7;0;3;7;13;160;9;23;35
2017;150110;2;10;38;1;7;15;26;553;50;49;60
2017;150120;12;3;25;7;7;19;23;630;40;56;98
2017;150125;0;0;1;0;0;1;3;49;1;4;6
2017;150130;32;35;123;20;42;58;148;2154;190;268;601
2017;150140;296;349;1129;117;358;597;1419;19409;1774;2491;5695
2017;150145;5;4;19;2;6;8;16;272;28;32;71
2017;150150;15;18;57;5;15;30;70;1041;90;120;277
2017;150157;0;1;8;0;6;4;11;225;9;21;41
