ano;codmunres;nascidos_vivos_peso_menor_1500;nascidos_vivos_peso_2000_a_2499;nascidos_vivos_peso_1500_a_1999;nascidos_vivos_menos_de_28_semanas;nascidos_vivos_28_a_32_semanas;nascidos_vivos_33_a_34_semanas;nascidos_vivos_35_a_36_semanas;total_de_nascidos_vivos;nascidos_vivos_com_baixo_peso;nascidos_vivos_prematuros;nascidos_vivos_termo_precoce
2012;210110;3;1;12;0;2;5;6;189;16;13;25
2012;210120;16;16;79;8;13;29;92;1694;111;142;356
2012;210125;4;2;17;0;3;12;23;241;23;39;49
2012;210130;4;3;15;0;2;9;10;278;22;21;46
2012;210135;0;0;3;0;1;0;1;43;3;3;5
2012;210140;18;19;91;11;16;48;197;1848;128;272;446
2012;210150;1;1;12;0;4;4;15;276;14;23;73
2012;210160;6;12;43;1;14;9;16;1462;61;40;206
2012;210170;17;11;53;9;22;33;62;1139;81;126;218
2012;210173;2;1;8;2;6;14;11;207;11;33;33
2012;210177;2;0;14;1;4;1;9;184;16;15;29
2012;210180;1;1;2;1;2;2;1;57;4;6;11
2012;210190;4;5;13;1;6;6;15;265;22;28;45
2012;210193;0;0;6;0;3;2;7;76;6;12;16
2012;210197;0;1;5;1;1;10;4;126;6;16;25
2012;210200;5;6;27;2;9;16;36;632;38;63;129
2012;210203;3;4;22;8;5;10;30;568;29;53;88
2012;210207;1;0;7;0;2;2;7;171;8;11;37
2012;210210;3;3;20;2;6;12;37;477;26;57;120
2012;210215;0;2;2;0;2;3;3;111;4;8;23
2012;210220;2;6;36;1;13;21;47;618;44;82;106
2012;210230;6;6;11;2;11;4;37;431;23;54;55
2012;210232;8;11;54;4;17;26;79;1310;73;126;234
2012;210235;5;3;12;1;6;10;7;182;20;24;43
2012;210237;3;2;5;1;1;5;14;164;10;21;41
2012;210240;1;1;9;0;1;3;9;131;11;18;20
2012;210250;4;0;22;0;4;10;33;327;26;51;44
2012;210255;3;2;11;0;5;5;16;207;16;26;42
2012;210260;2;0;17;0;3;6;17;301;19;26;81
2012;210270;1;8;14;3;5;10;16;294;23;34;71
2012;210275;1;5;8;1;6;5;4;200;14;16;26
2012;210280;3;7;22;0;6;12;24;415;32;42;103
2012;210290;0;4;28;1;5;13;26;407;32;45;93
2012;210300;15;35;158;1;5;12;37;2720;208;55;109
2012;210310;1;0;11;0;1;4;6;137;12;11;18
2012;210312;0;4;7;1;3;3;7;174;11;14;27
2012;210315;1;3;7;2;0;9;18;237;11;29;42
2012;210317;0;3;12;2;8;4;16;281;15;31;44
2012;210320;8;13;72;5;27;52;92;1616;93;176;355
2012;210325;0;4;8;0;5;10;11;159;12;26;38
2012;210330;13;29;135;2;30;74;149;2374;177;255;528
2012;210340;9;14;45;5;17;24;62;967;68;110;207
2012;210350;3;10;35;0;4;8;45;737;48;57;164
2012;210355;4;3;17;2;4;11;23;304;24;40;39
2012;210360;6;17;62;3;18;38;75;1165;85;134;229
2012;210370;1;5;20;1;3;5;13;476;26;23;78
2012;210375;1;5;8;0;2;8;15;204;14;25;44
2012;210380;1;2;8;1;5;18;35;329;11;60;84
2012;210390;3;1;3;0;2;2;4;202;7;8;13
2012;210400;3;2;4;1;6;7;15;328;9;29;77
2012;210405;3;6;28;0;15;20;49;600;37;84;151
2012;210407;0;1;2;0;1;2;5;102;3;8;14
2012;210408;0;4;5;0;1;0;1;158;9;2;10
2012;210409;3;0;13;0;5;6;18;256;16;29;53
2012;210410;1;2;6;0;2;5;19;195;9;26;53
2012;210420;0;1;20;0;2;9;16;327;21;27;56
2012;210430;7;2;9;1;7;1;8;155;18;17;25
2012;210440;3;5;5;0;3;6;16;286;13;25;69
2012;210450;2;3;8;0;5;7;6;158;13;18;49
2012;210455;7;5;12;3;8;8;20;276;24;39;67
2012;210460;1;5;16;0;3;6;14;295;22;24;42
2012;210462;1;1;3;0;0;6;7;99;5;13;27
2012;210465;0;0;18;1;6;13;12;179;18;32;41
2012;210467;1;2;21;2;5;15;41;553;24;63;104
2012;210470;0;0;3;0;2;1;7;90;3;10;17
2012;210480;23;16;59;4;20;45;73;1646;98;142;276
2012;210490;0;2;7;0;3;6;13;148;9;22;17
2012;210500;5;11;27;0;5;12;33;557;43;50;74
2012;210510;2;6;17;3;10;17;37;430;25;68;86
2012;210515;1;2;14;0;7;10;17;301;17;34;54
2012;210520;3;5;3;0;2;7;7;179;11;16;49
2012;210530;33;76;227;26;88;138;331;4774;336;583;1407
2012;210535;2;1;8;0;1;8;21;223;11;30;51
2012;210540;11;8;60;5;10;33;64;1273;79;112;257
2012;210542;5;2;10;1;7;6;26;378;17;40;86
2012;210545;0;0;9;0;0;2;7;123;9;9;29
2012;210547;3;1;13;1;3;1;2;297;17;7;31
2012;210550;3;2;23;0;11;12;40;412;28;63;107
2012;210560;0;3;9;0;3;6;7;240;12;16;48
2012;210565;0;0;2;0;1;1;8;113;2;10;19
2012;210570;6;11;35;1;9;21;49;831;52;80;169
2012;210580;1;1;5;0;3;6;14;135;7;23;24
2012;210590;0;1;13;1;1;8;14;316;14;24;50
2012;210592;0;2;4;0;0;0;4;133;6;4;17
2012;210594;0;1;6;6;0;4;7;148;7;17;34
2012;210596;1;1;5;2;1;1;11;187;7;15;29
2012;210598;0;3;6;1;4;5;5;116;9;15;27
2012;210600;4;3;8;2;4;6;14;213;15;26;47
2012;210610;1;0;7;1;4;5;17;189;8;27;40
2012;210620;1;0;3;1;0;3;8;109;4;12;20
2012;210630;3;1;6;1;4;4;10;234;10;23;50
2012;210632;2;4;10;1;6;5;18;371;16;30;71
2012;210635;6;0;2;1;4;2;8;110;8;15;22
2012;210637;0;2;7;0;1;1;13;198;9;16;37
2012;210640;1;8;18;2;2;12;30;329;27;46;69
2012;210650;6;2;25;2;12;18;29;400;33;61;85
2012;210660;6;7;40;1;9;17;29;534;53;59;92
2012;210663;0;3;8;0;3;5;11;120;11;19;26
2012;210667;0;1;2;0;1;1;9;101;3;11;30
2012;210670;2;2;14;1;4;4;38;364;18;47;70
2012;210675;1;6;17;4;6;9;14;313;24;33;81
2012;210680;2;4;16;2;0;6;8;206;22;16;32
2012;210690;3;8;23;1;8;18;37;525;34;64;100
2012;210700;1;0;5;1;1;6;11;132;6;19;24
2012;210710;3;5;14;0;5;7;14;354;22;26;45
2012;210720;3;2;8;1;5;5;11;187;13;22;28
2012;210725;0;1;2;0;2;1;6;65;3;9;10
2012;210730;1;1;1;1;0;0;5;58;3;6;14
2012;210735;9;2;18;2;13;8;26;375;29;49;68
2012;210740;6;2;12;2;1;6;18;232;20;27;45
2012;210745;2;4;12;3;3;8;9;182;18;23;40
2012;210750;25;25;85;8;24;44;92;1549;135;168;311
2012;210760;4;3;21;0;4;6;21;262;28;31;52
2012;210770;0;3;14;0;2;2;17;284;17;21;66
2012;210780;3;9;33;1;6;9;27;584;45;46;103
2012;210790;1;4;13;0;2;2;6;340;18;10;46
2012;210800;3;5;14;1;3;5;17;325;22;26;57
2012;210805;4;4;6;0;1;7;20;340;14;28;66
2012;210810;3;3;11;2;9;7;18;380;17;36;67
2012;210820;4;5;25;2;8;23;40;680;34;74;187
2012;210825;1;8;23;0;8;11;20;372;32;40;37
2012;210830;13;10;39;2;14;19;49;637;62;85;110
2012;210840;2;2;5;0;1;6;12;144;9;19;27
2012;210845;3;4;11;1;8;4;30;373;18;44;60
2012;210850;3;3;21;1;3;14;23;578;27;42;114
2012;210860;17;23;68;12;43;62;94;1430;108;211;295
2012;210870;2;7;34;1;6;14;36;467;43;57;103
2012;210880;3;9;17;1;10;10;27;309;29;48;51
2012;210890;0;4;11;0;5;5;21;259;15;31;61
2012;210900;6;5;22;2;5;13;34;441;33;54;127
2012;210905;1;0;0;0;0;1;1;65;1;2;6
2012;210910;5;12;23;4;8;6;18;717;40;38;86
2012;210920;0;2;11;0;4;6;17;197;13;27;41
2012;210923;0;2;2;0;3;4;4;119;4;11;24
2012;210927;2;1;16;2;7;19;19;321;19;47;63
2012;210930;2;3;13;0;5;7;14;193;18;26;36
2012;210940;1;1;8;0;0;7;14;202;10;21;39
2012;210945;3;7;29;3;13;16;35;490;39;67;94
2012;210950;6;4;13;1;6;15;21;336;23;43;68
2012;210955;1;5;3;1;4;3;11;143;9;19;31
2012;210960;9;6;34;4;16;25;40;653;49;85;121
2012;210970;0;1;1;1;1;0;1;29;2;3;3
2012;210975;0;0;5;0;3;0;2;95;5;5;19
2012;210980;2;7;33;1;21;14;53;606;42;89;133
2012;210990;24;8;60;5;13;26;64;1606;92;108;334
2012;211000;4;16;61;0;12;24;69;1326;81;106;226
2012;211003;0;5;19;1;6;12;27;429;24;46;90
2012;211010;0;2;18;1;4;9;27;469;20;41;98
2012;211020;4;14;33;2;10;18;44;602;51;74;135
2012;211023;1;0;7;1;2;2;6;123;8;11;23
2012;211027;3;1;5;0;3;7;11;132;9;23;21
2012;211030;2;1;8;0;1;4;3;239;11;8;12
2012;211040;2;4;17;3;3;10;26;383;23;42;70
2012;211050;6;8;15;0;12;11;29;423;29;52;98
2012;211060;5;4;17;3;7;15;25;499;26;50;119
2012;211065;0;0;7;0;0;4;3;92;7;7;15
2012;211070;2;4;27;3;6;15;47;593;33;71;131
2012;211080;0;0;2;0;0;0;1;47;2;4;6
2012;211085;3;2;8;0;7;5;9;119;13;21;25
2012;211090;1;0;11;1;2;3;10;163;12;17;40
2012;211100;2;1;12;0;4;5;8;259;15;58;10
2012;211102;0;1;6;0;3;4;6;131;7;13;20
2012;211105;1;3;7;0;7;3;11;168;11;21;41
2012;211107;2;3;16;0;0;2;3;273;21;7;5
2012;211110;3;3;23;1;9;10;29;404;29;49;84
2012;211120;31;27;127;10;38;59;166;2757;185;274;560
2012;211125;0;0;2;0;0;2;5;119;2;7;23
2012;211130;367;328;1014;116;314;486;1238;18059;1709;2154;4177
2012;211140;2;5;24;2;8;13;18;420;31;41;82
2012;211150;5;14;35;2;8;13;52;730;54;75;158
2012;211153;5;2;9;4;6;7;18;171;16;36;39
2012;211157;1;0;8;0;1;0;2;62;9;3;10
2012;211160;4;3;7;2;5;0;21;305;14;28;47
2012;211163;0;1;2;0;0;1;8;81;3;10;14
2012;211167;0;1;1;0;1;0;5;85;2;7;17
2012;211170;0;1;17;0;5;5;16;306;18;27;46
2012;211172;1;2;9;0;2;2;9;143;12;13;40
2012;211174;0;2;11;1;1;5;14;190;13;21;27
2012;211176;3;4;20;1;7;10;31;345;27;49;86
2012;211178;3;2;6;1;2;4;0;175;11;10;8
2012;211180;2;2;8;1;2;5;15;288;12;26;29
2012;211190;2;4;6;0;1;4;16;147;12;21;30
2012;211195;0;1;4;0;1;2;5;80;5;8;18
2012;211200;3;0;4;2;1;4;13;138;7;20;23
2012;211210;6;8;31;2;10;15;39;477;45;66;83
2012;211220;33;47;144;15;53;62;148;2658;224;297;522
2012;211223;2;3;13;2;2;7;19;290;18;31;77
2012;211227;0;0;3;0;0;1;4;114;3;6;20
2012;211230;5;7;25;3;9;13;23;642;37;48;128
2012;211240;8;12;44;1;5;23;71;803;64;100;125
2012;211245;1;4;27;3;3;4;22;345;32;35;62
2012;211250;2;4;47;8;14;48;91;1005;53;161;237
2012;211260;4;8;38;1;10;21;74;749;50;106;160
2012;211270;7;16;75;4;22;30;71;930;98;127;189
2012;211280;8;11;57;5;15;46;61;981;76;128;180
2012;211285;1;3;6;0;3;4;10;145;10;17;25
2012;211290;3;6;38;1;8;13;36;572;47;58;111
2012;211300;6;5;18;0;11;16;48;527;29;75;115
2012;211400;6;7;45;3;17;23;71;813;58;114;198
2012;220005;1;1;5;0;3;1;3;78;7;7;21
2012;220010;2;1;1;2;1;2;4;72;4;9;16
2012;220020;4;5;14;1;3;7;16;274;23;30;71
2012;220025;2;1;7;1;2;3;7;90;10;13;27
2012;220027;0;0;3;0;0;0;3;67;3;4;27
2012;220030;0;1;9;0;0;1;2;130;10;5;34
2012;220040;10;13;32;3;11;14;39;559;55;72;126
2012;220045;0;0;7;0;2;1;6;84;7;11;24
2012;220050;2;6;8;0;5;10;21;274;16;40;30
2012;220060;1;2;5;0;1;1;3;83;8;6;24
2012;220070;1;0;3;1;0;0;6;138;4;7;26
2012;220080;0;0;1;0;0;3;3;38;1;6;5
2012;220090;0;1;4;0;1;0;8;51;5;9;15
2012;220095;0;0;1;0;0;0;2;29;1;2;9
2012;220100;0;1;5;0;0;2;6;64;6;8;12
2012;220105;1;1;6;0;2;1;10;121;8;14;15
2012;220110;0;1;9;0;3;3;11;190;10;26;20
2012;220115;2;1;7;0;0;5;12;172;10;17;42
2012;220117;0;0;2;0;1;1;2;55;2;4;6
2012;220120;5;6;31;1;6;17;50;757;42;76;158
2012;220130;0;0;4;0;1;3;4;46;4;8;13
2012;220140;3;2;4;0;3;1;4;116;9;9;27
2012;220150;2;3;20;1;4;10;25;330;25;41;69
2012;220155;1;2;6;0;0;3;3;57;9;6;18
2012;220157;0;0;5;0;1;1;0;31;5;2;9
2012;220160;1;3;6;1;1;5;5;136;10;13;26
2012;220170;1;2;1;0;1;1;5;90;4;7;17
2012;220173;3;0;1;1;3;2;2;110;4;8;21
2012;220177;0;1;2;0;1;3;5;103;3;11;15
2012;220180;0;1;4;0;0;0;6;51;5;6;24
2012;220190;10;5;20;5;5;8;26;425;35;45;122
2012;220191;2;2;10;1;2;3;4;87;14;10;17
2012;220192;1;1;5;0;3;2;12;85;7;17;18
2012;220194;0;0;6;1;0;2;4;117;6;8;20
2012;220196;0;0;5;0;0;2;4;102;5;6;27
2012;220198;0;0;1;0;0;2;1;36;1;3;10
2012;220200;3;2;15;0;5;5;19;285;20;29;76
2012;220202;1;4;1;0;1;4;5;93;6;10;25
2012;220205;1;0;4;0;3;1;9;155;5;13;31
2012;220207;0;0;3;0;0;1;2;39;3;3;10
2012;220208;0;1;5;0;0;2;3;84;6;5;25
2012;220209;1;0;4;0;3;3;3;73;5;9;20
2012;220210;0;0;2;0;2;2;4;64;2;8;16
2012;220211;0;1;2;0;0;2;1;70;3;3;13
2012;220213;2;0;2;2;1;4;4;98;4;11;41
2012;220217;2;3;3;0;1;0;8;105;8;10;19
2012;220220;8;7;31;3;8;16;42;946;46;69;203
2012;220225;1;1;0;0;1;0;1;33;2;2;12
2012;220230;0;3;25;0;3;7;17;228;28;29;56
2012;220240;0;3;5;0;5;5;8;141;8;18;22
2012;220245;0;1;2;0;0;3;3;44;3;6;9
2012;220250;2;1;11;0;2;6;14;194;14;22;45
2012;220253;3;0;4;1;2;1;9;95;7;13;31
2012;220255;0;0;3;0;0;1;7;84;3;8;16
2012;220260;1;1;17;0;0;6;15;291;19;21;63
2012;220265;0;0;3;0;0;0;5;93;3;5;16
2012;220270;3;3;30;2;9;8;20;404;36;39;108
2012;220271;0;1;2;0;1;2;2;53;3;5;15
2012;220272;0;0;5;0;0;2;7;86;5;9;25
2012;220273;0;0;3;0;1;2;2;48;3;6;9
2012;220275;0;1;1;0;1;1;11;81;2;13;17
2012;220277;1;2;4;1;2;3;3;81;7;9;20
2012;220280;0;0;3;0;0;0;2;49;3;2;11
2012;220285;0;0;0;1;0;1;4;48;0;6;17
2012;220290;2;3;19;2;9;16;25;422;24;52;100
2012;220300;1;1;6;0;2;7;12;134;8;21;42
2012;220310;0;4;11;1;2;4;21;185;15;29;53
2012;220320;0;1;7;0;2;6;12;182;8;20;37
2012;220323;1;1;4;1;1;1;7;79;6;10;19
2012;220325;0;2;6;0;1;0;5;74;8;6;16
2012;220327;0;2;6;0;1;2;5;80;8;8;23
2012;220330;3;1;6;0;1;6;8;185;10;18;40
2012;220335;2;0;6;1;2;3;10;100;8;16;18
2012;220340;0;2;1;0;0;2;4;74;3;7;20
2012;220342;0;0;3;0;0;2;4;66;3;6;17
2012;220345;0;0;5;0;1;1;5;100;5;7;32
2012;220350;1;2;5;0;3;4;4;177;8;12;47
2012;220360;2;0;3;0;0;2;4;56;5;7;14
2012;220370;3;1;33;1;10;14;48;594;37;73;139
2012;220375;0;0;1;0;0;1;1;58;1;2;15
2012;220380;4;0;5;3;1;2;5;70;9;11;21
2012;220385;0;2;0;0;0;1;1;27;2;2;4
2012;220390;5;17;46;4;21;21;57;916;68;105;235
2012;220400;0;3;1;0;1;2;2;67;4;5;20
2012;220410;0;1;1;0;0;4;4;56;2;8;9
2012;220415;0;0;1;0;1;2;4;42;1;7;9
2012;220420;0;0;8;0;0;1;9;105;8;10;38
2012;220430;0;2;13;0;4;3;14;172;15;21;50
2012;220435;1;2;4;0;0;1;7;82;7;8;16
2012;220440;3;2;14;1;6;8;19;182;19;35;41
2012;220450;0;1;9;0;1;7;12;179;10;18;48
2012;220455;0;0;2;0;0;0;2;70;2;2;11
2012;220460;1;1;2;0;0;0;0;45;4;0;8
2012;220465;2;2;9;1;2;3;7;122;13;13;30
2012;220470;0;3;9;1;3;5;12;205;12;21;67
2012;220480;1;0;4;1;1;2;10;114;5;14;33
2012;220490;0;0;7;0;0;5;9;128;7;14;35
2012;220500;1;0;5;0;1;2;7;95;6;10;29
2012;220510;3;1;9;0;3;7;8;153;13;18;36
2012;220515;0;1;5;0;2;1;11;96;6;14;36
2012;220520;4;1;7;2;4;2;8;315;12;16;51
2012;220525;0;0;6;1;0;1;6;48;6;8;7
2012;220527;1;0;4;0;0;2;8;66;5;11;13
2012;220530;0;0;3;0;1;2;8;56;3;11;10
2012;220535;1;0;2;0;2;0;3;44;3;5;7
2012;220540;3;0;9;1;2;6;19;211;12;28;44
2012;220545;0;0;2;0;1;1;5;83;2;7;20
2012;220550;9;12;24;3;11;13;43;596;45;76;127
2012;220551;0;1;6;0;0;1;6;75;7;7;17
2012;220552;0;1;6;1;2;0;2;60;7;5;16
2012;220553;2;1;1;1;0;1;4;71;4;6;15
2012;220554;1;0;0;0;2;1;1;26;1;4;5
2012;220555;0;1;6;0;2;5;5;122;7;16;26
2012;220556;0;0;3;0;0;0;3;70;3;3;9
2012;220557;0;0;1;0;0;0;7;61;1;7;10
2012;220558;0;2;2;0;1;3;1;61;4;6;18
2012;220559;0;0;2;0;0;1;3;38;2;4;14
2012;220560;0;0;2;0;2;2;6;61;2;10;16
2012;220570;3;6;18;0;5;11;27;412;27;43;104
2012;220580;1;3;14;2;7;9;19;420;18;38;122
2012;220585;2;1;5;2;4;2;13;127;8;21;27
2012;220590;0;1;4;0;0;0;4;59;5;5;11
2012;220595;3;2;6;0;2;6;7;132;11;16;32
2012;220600;0;1;5;0;1;2;3;56;6;7;15
2012;220605;1;0;2;0;0;2;6;75;3;8;19
2012;220610;3;1;5;1;2;4;16;182;9;24;35
2012;220620;8;7;26;1;10;12;36;573;41;62;109
2012;220630;0;1;1;0;0;1;1;18;2;2;3
2012;220635;1;1;2;0;1;2;5;84;4;10;12
2012;220640;2;1;3;0;1;2;9;142;6;14;28
2012;220650;0;2;1;0;1;0;9;100;3;10;32
2012;220660;5;3;11;1;3;8;15;152;19;27;27
2012;220665;1;4;5;1;3;2;7;77;10;15;20
2012;220667;3;0;3;3;3;4;11;99;6;22;20
2012;220669;1;1;3;1;0;1;7;95;5;9;30
2012;220670;2;2;2;1;1;7;7;95;6;16;19
2012;220672;1;0;2;0;1;1;6;147;3;12;21
2012;220675;1;0;1;0;0;0;0;58;2;1;12
2012;220680;2;2;5;1;4;4;10;146;9;20;34
2012;220690;2;1;2;0;0;2;3;67;5;5;21
2012;220695;0;0;1;0;0;2;0;42;1;2;11
2012;220700;6;4;18;4;3;15;26;419;28;49;114
2012;220710;0;1;3;0;0;0;0;43;4;2;9
2012;220720;5;0;6;7;0;4;5;80;11;16;18
2012;220730;0;0;2;0;0;2;2;49;2;4;12
2012;220735;0;0;0;0;1;0;2;19;0;3;6
2012;220740;0;2;4;0;2;4;1;67;6;7;18
2012;220750;3;6;17;1;4;9;16;204;26;31;50
2012;220755;1;0;3;1;0;0;4;34;4;5;11
2012;220760;3;3;8;0;6;11;9;159;14;26;43
2012;220770;18;29;101;6;29;63;118;2293;148;216;610
2012;220775;3;0;2;0;0;1;4;71;5;5;8
2012;220777;1;0;4;1;0;3;3;72;5;7;24
2012;220779;0;0;2;0;0;2;3;42;2;6;8
2012;220780;2;4;25;2;6;12;31;318;31;51;71
2012;220785;0;0;3;0;0;3;5;41;3;8;9
2012;220790;7;4;18;2;5;12;21;549;29;41;119
2012;220793;0;0;3;0;2;0;4;37;3;6;8
2012;220795;0;2;3;0;1;0;2;62;5;4;13
2012;220800;15;12;58;6;14;19;75;1042;85;115;360
2012;220810;5;2;6;0;5;4;12;165;13;22;43
2012;220820;2;5;16;2;2;9;11;255;23;24;71
2012;220830;7;2;18;2;6;6;31;445;27;47;92
2012;220840;6;12;45;2;8;18;48;847;63;79;211
2012;220850;0;4;10;0;6;9;15;233;14;30;36
2012;220855;1;0;5;1;1;2;6;55;6;10;7
2012;220860;0;2;2;0;0;0;3;34;4;3;6
2012;220865;1;2;3;1;2;6;7;86;6;16;23
2012;220870;0;2;10;0;2;2;13;157;12;17;39
2012;220880;3;5;14;0;4;8;17;289;22;31;58
2012;220885;1;1;3;1;0;5;7;69;5;13;17
2012;220887;0;0;1;0;0;0;5;46;1;5;12
2012;220890;1;1;2;0;1;2;5;118;4;8;33
2012;220900;1;1;4;0;2;4;5;74;6;11;16
2012;220910;1;2;4;0;1;0;7;89;7;8;32
2012;220915;0;0;1;1;0;0;4;35;1;6;10
2012;220920;0;0;0;0;1;2;6;88;0;9;17
2012;220930;1;0;5;0;0;2;3;72;6;6;21
2012;220935;0;0;3;0;0;2;2;57;3;4;18
2012;220937;0;0;2;0;1;2;2;59;2;5;17
2012;220940;0;3;4;0;0;0;4;92;7;5;28
2012;220945;2;1;0;1;0;0;2;34;3;3;7
2012;220950;0;0;3;0;1;0;1;33;3;2;10
2012;220955;0;1;1;0;0;0;0;53;2;0;16
2012;220960;1;1;1;0;0;1;2;32;3;3;6
2012;220965;0;2;4;1;0;2;3;76;6;6;17
2012;220970;0;0;1;0;1;1;7;73;1;9;18
2012;220975;1;0;0;1;0;0;0;28;1;1;7
2012;220980;1;1;4;0;1;1;8;86;6;11;12
2012;220985;0;1;3;0;3;1;3;52;4;7;18
2012;220987;0;1;3;0;0;1;7;87;4;8;19
2012;220990;1;0;8;0;1;1;4;91;9;6;29
2012;220995;1;0;3;0;3;1;8;71;4;12;18
2012;220997;0;0;0;0;1;3;5;133;0;10;27
2012;221000;1;3;11;0;5;7;17;274;15;29;61
2012;221005;3;1;4;0;3;1;6;86;8;11;21
2012;221010;0;2;5;0;2;2;4;46;7;8;13
2012;221020;0;1;4;0;2;2;8;80;5;12;29
2012;221030;2;1;4;0;0;2;3;73;7;5;23
2012;221035;0;0;3;0;0;1;5;34;3;6;13
2012;221037;0;0;2;0;1;0;0;31;2;1;9
2012;221038;0;0;2;1;0;1;1;22;2;3;2
2012;221039;0;1;1;0;1;0;4;32;2;5;7
2012;221040;1;2;7;0;2;5;16;259;10;24;55
2012;221050;3;2;12;0;2;5;10;195;17;19;33
2012;221060;3;7;23;2;8;23;31;561;33;65;152
2012;221062;2;2;3;0;3;3;4;68;7;10;17
2012;221063;0;1;2;0;0;0;3;58;3;3;13
2012;221065;3;2;2;0;0;2;2;104;7;6;18
2012;221070;0;1;9;0;5;3;15;248;10;23;79
2012;221080;2;1;10;0;6;4;6;147;13;17;17
2012;221090;0;0;5;0;0;0;3;58;5;4;16
2012;221093;0;2;2;0;3;4;7;83;4;14;23
2012;221095;0;0;2;0;0;0;0;34;2;0;6
2012;221097;0;1;3;0;1;0;3;44;4;4;10
2012;221100;240;249;743;76;226;332;862;13813;1232;1624;3580
2012;221110;10;11;37;3;17;17;28;648;58;68;126
2012;221120;1;1;4;1;2;3;17;392;6;23;93
2012;221130;3;3;12;1;6;5;16;273;18;28;80
2012;221135;0;2;4;0;1;3;3;76;6;7;24
2012;221140;2;1;4;1;0;0;3;59;7;4;14
2012;221150;0;0;0;0;0;0;1;36;0;1;8
2012;221160;0;0;2;0;0;1;3;40;2;4;13
2012;221170;1;0;1;0;1;0;3;46;2;4;15
2012;230010;0;4;11;0;1;3;13;155;15;17;68
2012;230015;4;4;13;1;3;6;23;242;21;33;58
2012;230020;4;10;33;1;12;33;64;961;47;111;177
2012;230030;1;2;24;4;6;22;43;658;27;75;174
2012;230040;1;3;6;2;1;9;9;211;10;21;58
2012;230050;7;2;6;2;3;6;2;155;15;14;28
2012;230060;1;2;9;2;3;4;8;120;12;17;35
2012;230070;2;4;11;0;4;7;15;200;17;26;50
2012;230075;5;13;31;3;17;20;39;704;49;79;161
2012;230080;2;0;3;1;4;2;6;112;5;13;26
2012;230090;0;1;8;1;3;8;7;144;9;19;36
2012;230100;8;11;54;2;15;28;76;986;73;121;224
2012;230110;16;13;38;9;26;17;59;972;67;112;236
2012;230120;9;4;13;3;6;15;20;358;26;45;74
2012;230125;1;4;6;1;1;9;6;115;11;18;16
2012;230130;5;10;27;3;10;16;21;369;42;50;91
2012;230140;0;3;8;0;5;6;10;188;11;21;42
2012;230150;1;3;6;0;3;0;10;112;10;13;23
2012;230160;7;4;17;2;6;10;29;331;28;49;116
2012;230170;5;1;10;3;1;7;15;318;16;26;62
2012;230180;0;0;7;0;0;0;2;78;7;2;24
2012;230185;4;4;8;2;4;15;28;265;16;49;56
2012;230190;12;21;74;7;24;39;71;1049;107;141;283
2012;230195;1;5;13;1;5;9;12;317;19;27;61
2012;230200;6;2;8;4;2;1;14;281;16;21;79
2012;230205;1;4;7;0;5;3;12;212;12;24;41
2012;230210;4;7;30;0;7;17;36;465;41;60;104
2012;230220;3;8;24;1;10;13;40;567;35;66;109
2012;230230;3;5;17;1;10;9;39;432;25;59;115
2012;230240;6;8;31;0;7;23;34;754;45;64;180
2012;230250;4;6;37;2;9;13;41;653;47;65;198
2012;230260;9;15;38;3;23;15;63;964;62;110;217
2012;230270;6;10;27;7;18;15;35;420;43;75;110
2012;230280;17;16;51;6;19;34;49;1117;84;108;231
2012;230290;3;3;8;1;6;4;16;228;14;28;43
2012;230300;2;1;15;1;1;3;15;231;18;20;53
2012;230310;4;3;16;0;4;9;11;193;23;25;36
2012;230320;3;5;31;3;3;9;32;411;39;50;99
2012;230330;4;7;12;4;7;5;18;222;23;34;43
2012;230340;0;5;13;0;1;5;11;219;18;17;56
2012;230350;17;13;33;5;16;24;66;860;63;112;192
2012;230360;0;4;1;0;3;3;15;130;5;21;50
2012;230365;0;1;7;0;2;3;5;127;8;11;16
2012;230370;64;68;262;29;71;132;309;4821;394;547;1191
2012;230380;2;2;15;1;6;14;22;242;19;43;52
2012;230390;0;1;10;0;2;3;18;209;11;23;45
2012;230393;1;4;8;1;4;8;18;193;13;32;39
2012;230395;3;3;21;1;3;8;18;279;27;30;54
2012;230400;1;6;17;0;3;5;16;289;24;26;67
2012;230410;10;8;34;1;13;36;67;1047;52;119;270
2012;230420;25;36;150;12;54;71;178;2130;211;316;738
2012;230423;1;2;10;1;2;5;13;222;13;21;48
2012;230425;2;3;8;2;4;7;18;339;13;32;81
2012;230426;2;2;5;0;1;5;6;91;9;12;19
2012;230427;2;0;5;0;4;1;8;48;7;15;11
2012;230428;11;5;36;6;9;24;55;884;52;94;233
2012;230430;4;4;18;1;9;4;16;271;26;30;79
2012;230435;6;5;8;3;7;10;19;307;19;42;70
2012;230440;595;609;1993;185;624;1002;2357;37577;3197;4272;9362
2012;230445;1;1;11;0;3;5;12;164;13;21;31
2012;230450;2;6;12;0;4;6;7;225;20;21;49
2012;230460;2;1;4;0;3;1;6;97;7;11;14
2012;230465;0;4;14;0;2;3;10;159;18;17;39
2012;230470;7;7;38;5;13;23;54;744;52;96;145
2012;230480;0;0;2;0;0;0;3;62;2;3;14
2012;230490;1;2;10;1;1;6;7;152;13;17;29
2012;230495;5;4;14;2;5;8;23;363;23;39;65
2012;230500;9;11;32;2;10;23;40;614;52;78;174
