"","codmunres","ano","obitos_fetais_mais_28sem","peso_menos_1500_mais_28sem","peso_1500_1999_mais_28sem","peso_2000_2499_mais_28sem","peso_mais_2500_mais_28sem"
"2830",171395,2017,1,0,0,1,0
"2831",171420,2012,3,0,1,0,2
"2832",171420,2015,1,1,0,0,0
"2833",171420,2016,2,2,0,0,0
"2834",171420,2017,1,0,0,0,1
"2835",171420,2018,2,0,0,1,1
"2836",171420,2020,1,0,0,1,0
"2837",171430,2012,1,0,0,1,0
"2838",171430,2015,1,1,0,0,0
"2839",171430,2016,1,1,0,0,0
"2840",171430,2018,1,1,0,0,0
"2841",171430,2020,2,0,0,0,2
"2842",171488,2012,1,0,0,0,1
"2843",171488,2013,2,0,0,1,1
"2844",171488,2014,1,0,0,1,0
"2845",171488,2015,2,0,0,1,1
"2846",171488,2017,2,0,0,2,0
"2847",171488,2018,4,1,0,1,1
"2848",171488,2019,1,0,1,0,0
"2849",171488,2020,1,1,0,0,0
"2850",171500,2012,1,0,0,1,0
"2851",171500,2015,1,0,1,0,0
"2852",171500,2018,1,0,0,0,1
"2853",171510,2012,1,0,0,1,0
"2854",171510,2013,1,1,0,0,0
"2855",171510,2014,1,1,0,0,0
"2856",171510,2015,3,1,0,2,0
"2857",171510,2017,1,0,0,0,1
"2858",171510,2020,2,0,1,1,0
"2859",171515,2014,1,0,0,0,1
"2860",171515,2017,1,1,0,0,0
"2861",171525,2014,1,0,1,0,0
"2862",171525,2018,1,0,1,0,0
"2863",171570,2012,1,0,0,0,1
"2864",171570,2016,1,0,0,0,1
"2865",171570,2019,1,0,1,0,0
"2866",171570,2020,2,0,0,0,2
"2867",171575,2012,1,0,0,0,0
"2868",171575,2013,1,0,0,0,1
"2869",171575,2014,1,0,0,0,1
"2870",171575,2016,1,0,1,0,0
"2871",171575,2018,1,0,0,0,1
"2872",171575,2019,1,0,0,1,0
"2873",171610,2012,2,0,1,0,1
"2874",171610,2013,6,3,1,0,1
"2875",171610,2014,6,1,4,0,1
"2876",171610,2015,10,4,1,2,3
"2877",171610,2016,5,2,0,0,3
"2878",171610,2017,5,0,0,1,3
"2879",171610,2018,7,1,0,2,4
"2880",171610,2019,4,1,0,0,3
"2881",171610,2020,4,0,3,0,1
"2882",171620,2013,3,2,0,1,0
"2883",171620,2014,3,0,0,1,1
"2884",171620,2015,1,1,0,0,0
"2885",171620,2016,3,1,0,2,0
"2886",171620,2017,1,1,0,0,0
"2887",171620,2018,3,1,1,0,1
"2888",171620,2020,4,0,2,2,0
"2889",171630,2017,1,0,1,0,0
"2890",171630,2019,2,0,0,0,2
"2891",171650,2012,6,3,0,0,3
"2892",171650,2013,1,0,1,0,0
"2893",171650,2014,1,0,0,0,1
"2894",171650,2015,3,0,1,0,2
"2895",171650,2016,1,0,0,0,1
"2896",171650,2017,1,0,0,0,1
"2897",171650,2018,2,1,0,0,1
"2898",171650,2019,1,0,0,0,1
"2899",171650,2020,1,0,1,0,0
"2900",171660,2012,2,0,1,0,0
"2901",171660,2013,2,1,0,0,1
"2902",171660,2014,1,0,0,1,0
"2903",171660,2015,3,1,0,2,0
"2904",171660,2016,2,0,0,0,2
"2905",171660,2019,3,2,0,0,1
"2906",171665,2012,1,0,0,0,1
"2907",171665,2014,4,0,2,0,2
"2908",171665,2018,2,0,0,0,2
"2909",171670,2014,1,0,1,0,0
"2910",171670,2015,2,1,0,0,1
"2911",171670,2016,2,2,0,0,0
"2912",171670,2017,1,0,0,0,1
"2913",171670,2018,3,0,0,2,1
"2914",171670,2019,2,1,0,0,1
"2915",171700,2013,2,1,0,0,1
"2916",171700,2014,1,0,0,0,0
"2917",171700,2016,1,0,0,1,0
"2918",171700,2019,1,0,0,0,1
"2919",171700,2020,1,0,1,0,0
"2920",171720,2012,1,0,0,0,1
"2921",171720,2016,1,0,1,0,0
"2922",171750,2013,1,0,1,0,0
"2923",171750,2015,1,0,0,0,1
"2924",171750,2016,1,0,1,0,0
"2925",171780,2012,1,0,1,0,0
"2926",171780,2013,1,0,0,0,0
"2927",171780,2014,1,0,0,0,1
"2928",171780,2019,1,0,0,0,1
"2929",171780,2020,1,0,0,0,1
"2930",171790,2012,3,1,1,0,1
"2931",171790,2013,5,3,0,0,2
"2932",171790,2014,1,0,0,0,1
"2933",171790,2015,2,0,0,0,2
"2934",171790,2016,1,1,0,0,0
"2935",171790,2017,1,0,0,0,1
"2936",171790,2018,2,0,0,0,2
"2937",171790,2019,3,1,1,0,1
"2938",171790,2020,1,0,0,0,1
"2939",171800,2016,2,1,0,0,1
"2940",171800,2017,1,0,0,0,1
"2941",171800,2018,1,0,0,1,0
"2942",171820,2012,8,3,2,1,2
"2943",171820,2013,5,1,1,1,2
"2944",171820,2014,6,1,1,0,3
"2945",171820,2015,12,7,0,2,3
"2946",171820,2016,8,2,2,2,2
"2947",171820,2017,3,1,1,1,0
"2948",171820,2018,9,6,0,1,2
"2949",171820,2019,7,2,2,0,3
"2950",171820,2020,8,2,2,1,2
"2951",171830,2013,2,1,1,0,0
"2952",171830,2020,1,0,0,1,0
"2953",171840,2012,4,1,0,0,3
"2954",171840,2014,1,0,0,0,1
"2955",171840,2016,1,0,0,0,1
"2956",171845,2012,1,0,0,0,1
"2957",171845,2013,1,0,0,0,1
"2958",171845,2014,2,0,0,1,1
"2959",171845,2015,1,0,0,1,0
"2960",171850,2012,1,0,0,0,1
"2961",171850,2014,1,0,1,0,0
"2962",171850,2017,1,0,0,0,0
"2963",171850,2018,2,0,1,0,1
"2964",171850,2019,2,0,0,0,2
"2965",171855,2012,1,0,0,0,1
"2966",171855,2013,2,1,0,1,0
"2967",171855,2017,1,1,0,0,0
"2968",171865,2014,2,1,1,0,0
"2969",171865,2016,1,0,0,0,1
"2970",171870,2012,1,0,0,0,1
"2971",171870,2013,1,0,0,0,1
"2972",171870,2014,1,0,0,1,0
"2973",171870,2017,2,2,0,0,0
"2974",171870,2019,1,0,0,0,1
"2975",171875,2013,1,0,0,1,0
"2976",171875,2015,1,0,1,0,0
"2977",171875,2020,2,1,0,0,1
"2978",171880,2012,2,1,0,0,1
"2979",171880,2013,1,0,0,0,1
"2980",171880,2014,1,0,0,0,1
"2981",171880,2015,1,0,0,0,0
"2982",171880,2019,3,1,0,2,0
"2983",171884,2012,2,0,0,1,0
"2984",171884,2016,1,0,0,0,1
"2985",171884,2020,1,0,0,1,0
"2986",171886,2012,1,0,0,0,1
"2987",171886,2014,1,0,0,0,1
"2988",171886,2017,2,0,1,0,1
"2989",171886,2019,1,0,0,0,1
"2990",171886,2020,1,0,0,0,1
"2991",171888,2013,1,0,1,0,0
"2992",171888,2016,1,1,0,0,0
"2993",171889,2014,1,1,0,0,0
"2994",171889,2019,1,0,1,0,0
"2995",171889,2020,1,0,1,0,0
"2996",171890,2013,2,2,0,0,0
"2997",171890,2016,1,0,0,0,1
"2998",171890,2018,1,0,1,0,0
"2999",171900,2015,1,0,1,0,0
"3000",171900,2018,1,0,1,0,0
"3001",171900,2019,1,1,0,0,0
"3002",172000,2014,2,1,0,0,1
"3003",172000,2015,1,0,0,0,1
"3004",172000,2016,1,0,0,0,1
"3005",172000,2017,1,0,0,0,1
"3006",172000,2020,1,0,0,0,1
"3007",172010,2013,2,1,0,0,1
"3008",172010,2014,1,1,0,0,0
"3009",172010,2016,1,0,0,0,1
"3010",172010,2018,3,0,0,0,2
"3011",172010,2019,1,0,1,0,0
"3012",172010,2020,1,1,0,0,0
"3013",172020,2012,2,0,2,0,0
"3014",172020,2013,3,2,0,0,1
"3015",172020,2014,2,0,1,1,0
"3016",172020,2015,2,1,0,0,1
"3017",172020,2016,3,0,1,1,1
"3018",172020,2017,1,0,0,1,0
"3019",172020,2019,1,1,0,0,0
"3020",172020,2020,1,1,0,0,0
"3021",172025,2013,1,0,0,0,0
"3022",172025,2018,1,0,0,1,0
"3023",172025,2019,1,1,0,0,0
"3024",172025,2020,3,2,0,1,0
"3025",172030,2012,1,1,0,0,0
"3026",172030,2014,2,0,2,0,0
"3027",172030,2015,3,0,1,0,2
"3028",172030,2017,2,0,1,0,0
"3029",172030,2018,1,0,0,0,1
"3030",172030,2019,1,0,0,1,0
"3031",172030,2020,1,0,1,0,0
"3032",172049,2015,1,0,0,1,0
"3033",172049,2018,1,0,0,0,1
"3034",172065,2012,4,1,0,1,2
"3035",172065,2014,2,0,0,0,2
"3036",172065,2015,2,0,0,0,2
"3037",172065,2016,2,1,1,0,0
"3038",172065,2018,1,0,0,0,1
"3039",172080,2012,1,1,0,0,0
"3040",172080,2013,1,1,0,0,0
"3041",172080,2015,1,0,0,1,0
"3042",172080,2016,1,0,0,0,1
"3043",172080,2018,1,0,0,0,0
"3044",172080,2020,1,0,0,0,1
"3045",172085,2019,1,0,1,0,0
"3046",172090,2012,2,0,0,1,1
"3047",172090,2014,2,1,0,0,0
"3048",172090,2015,3,0,0,0,3
"3049",172090,2017,1,0,0,1,0
"3050",172090,2020,1,0,1,0,0
"3051",172093,2013,1,0,1,0,0
"3052",172097,2014,2,1,0,1,0
"3053",172097,2015,1,0,0,0,1
"3054",172097,2017,2,0,2,0,0
"3055",172097,2019,1,0,0,1,0
"3056",172100,2012,27,10,6,2,8
"3057",172100,2013,27,8,3,5,11
"3058",172100,2014,32,14,8,3,7
"3059",172100,2015,29,10,7,3,9
"3060",172100,2016,28,12,6,5,5
"3061",172100,2017,30,4,9,5,12
"3062",172100,2018,27,9,6,4,8
"3063",172100,2019,26,5,4,4,12
"3064",172100,2020,25,12,4,4,5
"3065",172110,2012,2,0,0,0,2
"3066",172110,2013,1,0,0,0,1
"3067",172110,2014,3,1,1,0,1
"3068",172110,2015,2,0,0,0,2
"3069",172110,2016,1,1,0,0,0
"3070",172110,2017,1,0,1,0,0
"3071",172110,2018,4,1,0,1,2
"3072",172110,2019,2,0,0,0,2
"3073",172110,2020,2,0,0,0,2
"3074",172120,2012,6,0,0,2,3
"3075",172120,2013,7,4,0,1,2
"3076",172120,2014,4,0,2,0,2
"3077",172120,2015,6,2,0,2,2
"3078",172120,2016,3,1,1,0,0
"3079",172120,2017,4,0,1,1,2
"3080",172120,2018,3,0,1,0,2
"3081",172120,2019,4,1,0,1,2
"3082",172120,2020,4,3,0,0,1
"3083",172130,2014,1,0,0,0,1
"3084",172130,2018,1,1,0,0,0
"3085",172208,2012,3,1,1,0,1
"3086",172208,2013,2,0,0,1,1
"3087",172208,2014,1,0,0,0,1
"3088",172208,2015,2,2,0,0,0
"3089",172208,2016,1,1,0,0,0
"3090",172208,2017,2,0,1,0,1
"3091",172208,2018,3,3,0,0,0
"3092",172210,2012,2,0,0,0,1
"3093",172210,2013,1,0,0,0,1
"3094",172210,2014,3,1,0,1,1
"3095",172210,2015,6,2,0,3,1
"3096",172210,2016,3,2,0,1,0
"3097",172210,2018,1,0,0,0,1
"3098",172210,2019,1,0,0,0,1
"3099",210005,2012,28,7,3,3,15
"3100",210005,2013,22,6,3,4,9
"3101",210005,2014,21,7,4,2,8
"3102",210005,2015,19,4,2,5,8
"3103",210005,2016,20,7,2,2,7
"3104",210005,2017,21,5,4,3,9
"3105",210005,2018,17,3,5,3,6
"3106",210005,2019,17,2,4,6,5
"3107",210005,2020,9,5,2,1,1
"3108",210010,2012,2,1,1,0,0
"3109",210010,2013,1,0,0,0,1
"3110",210010,2014,2,0,0,1,1
"3111",210010,2015,2,0,0,1,0
"3112",210010,2016,2,0,0,1,1
"3113",210010,2017,1,0,0,0,1
"3114",210010,2018,7,0,2,1,4
"3115",210010,2019,3,0,1,0,2
"3116",210010,2020,1,1,0,0,0
"3117",210015,2013,2,0,0,0,2
"3118",210015,2014,1,0,0,1,0
"3119",210015,2015,2,0,0,1,1
"3120",210015,2016,4,0,1,1,2
"3121",210015,2017,6,1,0,0,5
"3122",210015,2018,4,2,0,2,0
"3123",210015,2019,1,0,0,0,1
"3124",210015,2020,2,0,0,0,2
"3125",210020,2012,1,0,0,0,1
"3126",210020,2013,3,2,0,0,1
"3127",210020,2014,3,0,0,1,2
"3128",210020,2015,6,1,2,2,1
"3129",210020,2016,1,0,0,0,0
"3130",210020,2017,4,1,1,0,2
"3131",210020,2018,2,0,0,0,2
"3132",210020,2019,2,1,1,0,0
"3133",210020,2020,2,0,1,1,0
"3134",210030,2012,9,0,0,2,7
"3135",210030,2013,6,0,2,0,4
"3136",210030,2014,8,1,3,2,2
"3137",210030,2015,7,1,1,3,2
"3138",210030,2016,8,2,0,0,6
"3139",210030,2017,5,2,1,0,2
"3140",210030,2018,7,1,1,0,5
"3141",210030,2019,9,1,3,2,3
"3142",210030,2020,8,2,2,0,4
"3143",210040,2012,2,0,0,2,0
"3144",210040,2016,3,1,1,1,0
"3145",210040,2017,1,1,0,0,0
"3146",210040,2020,1,0,0,1,0
"3147",210043,2012,7,4,0,1,2
"3148",210043,2013,1,0,1,0,0
"3149",210043,2014,3,0,0,0,2
"3150",210043,2015,5,2,0,0,3
"3151",210043,2016,5,2,2,0,1
"3152",210043,2017,7,2,3,0,2
"3153",210043,2018,5,1,2,1,1
"3154",210043,2019,2,1,0,0,1
"3155",210043,2020,5,1,0,2,2
"3156",210047,2012,8,3,0,1,4
"3157",210047,2013,4,0,1,1,2
"3158",210047,2014,6,1,0,0,4
"3159",210047,2015,8,1,1,0,5
"3160",210047,2016,4,0,1,0,3
"3161",210047,2017,6,1,3,1,0
"3162",210047,2018,5,1,0,1,3
"3163",210047,2019,7,1,2,1,3
"3164",210047,2020,7,1,0,0,6
"3165",210050,2012,1,0,0,0,0
"3166",210050,2013,4,0,0,0,2
"3167",210050,2015,4,1,0,0,2
"3168",210050,2016,3,0,0,1,2
"3169",210050,2017,5,0,0,1,4
"3170",210050,2018,1,0,1,0,0
"3171",210050,2019,1,0,0,0,1
"3172",210050,2020,2,1,0,0,1
"3173",210055,2012,1,0,0,0,1
"3174",210055,2013,2,0,0,0,2
"3175",210055,2016,2,0,0,1,0
"3176",210055,2018,1,0,0,0,1
"3177",210055,2019,1,0,0,1,0
"3178",210060,2012,20,5,0,4,11
"3179",210060,2013,14,3,3,2,6
"3180",210060,2014,12,4,1,1,6
"3181",210060,2015,12,1,2,3,6
"3182",210060,2016,13,1,1,2,9
"3183",210060,2017,13,2,5,2,3
"3184",210060,2018,14,1,3,0,10
"3185",210060,2019,10,0,0,2,8
"3186",210060,2020,10,2,1,0,7
"3187",210070,2012,5,1,0,0,4
"3188",210070,2013,2,0,0,0,2
"3189",210070,2014,4,0,2,0,2
"3190",210070,2015,5,0,2,1,2
"3191",210070,2016,8,1,2,1,2
"3192",210070,2017,7,2,1,1,3
"3193",210070,2018,5,1,1,1,2
"3194",210070,2019,1,0,0,0,1
"3195",210070,2020,4,1,1,1,1
"3196",210080,2012,8,2,2,1,3
"3197",210080,2013,6,1,1,1,3
"3198",210080,2014,3,1,0,1,1
"3199",210080,2015,8,1,1,1,5
"3200",210080,2016,5,1,0,0,4
"3201",210080,2017,5,2,0,0,3
"3202",210080,2018,3,0,1,1,1
"3203",210080,2019,1,0,0,1,0
"3204",210080,2020,2,0,0,1,1
"3205",210083,2012,5,1,1,0,3
"3206",210083,2013,1,0,0,0,1
"3207",210083,2014,3,0,0,0,3
"3208",210083,2015,2,0,0,0,2
"3209",210083,2016,3,0,1,0,2
"3210",210083,2018,2,0,0,0,2
"3211",210083,2019,1,0,1,0,0
"3212",210083,2020,5,0,1,0,4
"3213",210087,2012,1,0,0,1,0
"3214",210087,2013,2,1,0,0,1
"3215",210087,2015,3,0,1,1,1
"3216",210087,2016,3,0,1,1,1
"3217",210087,2017,1,0,1,0,0
"3218",210087,2019,2,0,0,1,1
"3219",210087,2020,5,0,1,2,1
"3220",210090,2012,10,1,2,1,4
"3221",210090,2013,9,0,4,3,2
"3222",210090,2014,7,1,1,1,4
"3223",210090,2015,6,2,0,0,4
"3224",210090,2016,7,1,1,1,2
"3225",210090,2017,8,1,1,0,6
"3226",210090,2018,3,0,0,0,3
"3227",210090,2019,10,1,1,1,6
"3228",210090,2020,6,0,1,0,5
"3229",210095,2012,5,0,1,1,3
"3230",210095,2013,15,3,1,0,8
"3231",210095,2014,13,1,0,2,10
"3232",210095,2015,12,2,0,1,9
"3233",210095,2016,6,0,1,1,4
"3234",210095,2017,9,1,1,2,5
"3235",210095,2018,7,0,0,1,5
"3236",210095,2019,16,2,2,3,9
"3237",210095,2020,21,1,2,3,15
"3238",210100,2012,2,0,1,0,1
"3239",210100,2013,1,0,0,0,1
"3240",210100,2014,4,1,0,2,1
"3241",210100,2015,3,1,0,0,2
"3242",210100,2016,5,1,2,1,1
"3243",210100,2017,6,0,0,2,4
"3244",210100,2018,4,0,0,0,3
"3245",210100,2019,6,2,1,0,3
"3246",210100,2020,3,2,0,0,1
"3247",210110,2013,3,0,1,0,2
"3248",210110,2014,3,0,0,1,2
"3249",210110,2015,3,0,1,0,2
"3250",210110,2016,3,0,0,1,2
"3251",210110,2017,4,1,0,0,3
"3252",210110,2018,2,0,0,0,2
"3253",210110,2019,3,0,1,0,2
"3254",210110,2020,1,0,0,0,0
"3255",210120,2012,22,5,3,4,10
"3256",210120,2013,15,1,3,4,7
"3257",210120,2014,22,5,6,1,9
"3258",210120,2015,26,8,4,6,8
"3259",210120,2016,12,6,1,1,4
"3260",210120,2017,15,2,3,2,7
"3261",210120,2018,14,6,2,3,3
"3262",210120,2019,10,3,1,2,4
"3263",210120,2020,12,4,4,1,2
"3264",210125,2012,2,1,0,0,1
"3265",210125,2013,2,1,0,0,0
"3266",210125,2014,6,1,2,0,3
"3267",210125,2015,6,1,0,1,3
"3268",210125,2016,2,0,0,1,1
"3269",210125,2017,1,0,0,0,1
"3270",210125,2018,5,2,0,2,1
"3271",210125,2019,5,2,1,0,2
"3272",210125,2020,6,1,0,3,2
"3273",210130,2013,1,0,0,0,1
"3274",210130,2014,1,1,0,0,0
"3275",210130,2015,2,0,0,2,0
"3276",210130,2016,1,1,0,0,0
"3277",210130,2017,3,1,1,0,1
"3278",210130,2018,3,0,0,1,2
"3279",210130,2019,3,1,0,0,2
"3280",210130,2020,2,1,0,1,0
"3281",210135,2012,2,0,0,0,2
"3282",210135,2014,2,0,0,0,2
"3283",210135,2015,2,0,1,1,0
"3284",210135,2020,2,1,0,1,0
"3285",210140,2012,18,3,1,2,12
"3286",210140,2013,16,5,1,2,8
"3287",210140,2014,22,6,4,7,4
"3288",210140,2015,23,6,5,3,9
"3289",210140,2016,22,6,3,6,7
"3290",210140,2017,22,6,5,3,8
"3291",210140,2018,13,1,0,3,9
"3292",210140,2019,12,4,2,1,5
"3293",210140,2020,9,4,3,1,1
"3294",210150,2012,4,0,0,1,3
"3295",210150,2013,2,0,0,1,1
"3296",210150,2014,7,1,2,1,3
"3297",210150,2015,3,1,1,0,1
"3298",210150,2016,2,0,0,0,2
"3299",210150,2017,4,3,0,0,1
"3300",210150,2018,3,1,2,0,0
"3301",210150,2019,1,0,0,0,1
"3302",210150,2020,1,1,0,0,0
"3303",210160,2012,12,3,3,4,2
"3304",210160,2013,23,9,2,5,6
"3305",210160,2014,20,3,5,2,10
"3306",210160,2015,14,1,2,7,4
"3307",210160,2016,16,2,3,2,8
"3308",210160,2017,23,5,6,1,10
"3309",210160,2018,19,3,3,4,9
"3310",210160,2019,17,2,3,4,7
"3311",210160,2020,23,3,4,1,14
"3312",210170,2012,13,2,3,1,7
"3313",210170,2013,11,0,4,2,5
"3314",210170,2014,13,4,4,1,3
"3315",210170,2015,9,1,0,1,7
"3316",210170,2016,18,3,2,0,13
"3317",210170,2017,13,5,0,2,5
"3318",210170,2018,10,2,3,3,2
"3319",210170,2019,10,2,1,3,4
"3320",210170,2020,21,4,2,5,9
"3321",210173,2012,1,0,0,1,0
"3322",210173,2013,6,1,0,0,4
"3323",210173,2015,5,0,0,1,3
"3324",210173,2016,1,0,1,0,0
"3325",210173,2017,3,0,0,0,3
"3326",210173,2018,3,1,0,0,2
"3327",210173,2019,1,1,0,0,0
"3328",210173,2020,1,1,0,0,0
"3329",210177,2012,3,1,0,1,1
"3330",210177,2013,2,0,0,1,1
"3331",210177,2014,1,0,0,0,1
"3332",210177,2015,2,1,0,1,0
"3333",210177,2016,2,0,0,2,0
"3334",210177,2017,1,0,0,1,0
"3335",210177,2019,4,0,0,2,2
"3336",210177,2020,3,2,1,0,0
"3337",210180,2014,1,0,0,0,1
"3338",210180,2017,1,0,0,0,1
"3339",210180,2020,1,0,0,0,1
"3340",210190,2012,5,1,0,0,4
"3341",210190,2013,3,2,1,0,0
"3342",210190,2014,2,0,0,1,1
"3343",210190,2015,2,0,1,0,1
"3344",210190,2016,2,0,0,1,1
"3345",210190,2017,5,0,1,2,2
"3346",210190,2018,3,1,0,0,1
"3347",210190,2019,2,0,0,1,1
"3348",210190,2020,3,1,0,1,1
"3349",210193,2015,1,0,0,1,0
"3350",210193,2020,1,0,0,0,0
"3351",210197,2013,3,1,0,0,2
"3352",210197,2014,1,0,0,0,1
"3353",210197,2016,1,1,0,0,0
"3354",210197,2017,2,1,0,1,0
"3355",210200,2012,7,1,1,1,4
"3356",210200,2013,10,0,2,5,2
"3357",210200,2014,10,3,3,0,4
"3358",210200,2015,11,3,2,1,5
"3359",210200,2016,4,1,0,2,1
"3360",210200,2017,7,3,1,0,3
"3361",210200,2018,6,0,0,1,4
"3362",210200,2019,12,1,0,1,10
"3363",210200,2020,6,1,0,2,3
"3364",210203,2012,11,1,0,2,8
"3365",210203,2013,7,1,3,1,2
"3366",210203,2014,9,2,2,2,3
"3367",210203,2015,6,0,2,0,4
"3368",210203,2016,5,0,1,1,3
"3369",210203,2017,9,1,1,2,5
"3370",210203,2018,7,1,1,0,5
"3371",210203,2019,9,3,1,2,3
"3372",210203,2020,6,0,1,1,4
"3373",210207,2012,2,1,1,0,0
"3374",210207,2013,2,0,1,0,1
"3375",210207,2014,3,1,0,0,2
"3376",210207,2015,2,1,0,0,1
"3377",210207,2016,1,0,0,1,0
"3378",210207,2018,3,1,0,0,2
"3379",210207,2019,1,0,0,0,1
"3380",210210,2012,6,1,0,0,3
"3381",210210,2013,7,0,1,2,4
"3382",210210,2014,5,1,2,0,2
"3383",210210,2015,8,0,0,1,7
"3384",210210,2016,1,0,0,1,0
"3385",210210,2017,11,2,3,1,4
"3386",210210,2018,8,1,2,1,4
"3387",210210,2019,10,1,2,1,5
"3388",210210,2020,6,1,0,2,3
"3389",210215,2012,2,0,0,1,1
"3390",210215,2013,1,0,0,1,0
"3391",210215,2015,3,2,0,0,1
"3392",210215,2016,3,1,0,0,2
"3393",210215,2017,2,0,0,0,2
"3394",210215,2018,1,1,0,0,0
"3395",210215,2019,2,0,2,0,0
"3396",210215,2020,1,0,0,0,1
"3397",210220,2012,9,3,1,0,5
"3398",210220,2013,14,2,1,3,8
"3399",210220,2014,4,1,0,0,3
"3400",210220,2015,7,0,2,0,4
"3401",210220,2016,9,2,1,1,5
"3402",210220,2017,14,1,3,2,8
"3403",210220,2018,4,0,1,1,2
"3404",210220,2019,11,2,1,2,5
"3405",210220,2020,10,2,2,3,2
"3406",210230,2013,2,0,1,0,1
"3407",210230,2015,3,0,0,0,1
"3408",210230,2016,5,0,0,1,4
"3409",210230,2017,3,1,0,0,2
"3410",210230,2018,3,1,0,0,2
"3411",210230,2019,5,0,0,0,5
"3412",210230,2020,4,1,0,1,2
"3413",210232,2012,9,3,0,2,4
"3414",210232,2013,13,2,2,0,8
"3415",210232,2014,15,3,2,1,9
"3416",210232,2015,21,3,3,2,13
"3417",210232,2016,18,5,4,3,6
"3418",210232,2017,18,3,3,2,10
"3419",210232,2018,14,5,3,1,4
"3420",210232,2019,14,2,0,1,11
"3421",210232,2020,19,6,2,1,10
"3422",210235,2012,3,1,2,0,0
"3423",210235,2013,2,1,1,0,0
"3424",210235,2014,3,1,0,1,1
"3425",210235,2015,3,1,1,0,1
"3426",210235,2016,2,0,0,1,1
"3427",210235,2017,1,0,1,0,0
"3428",210235,2018,1,0,1,0,0
"3429",210235,2019,3,1,1,0,1
"3430",210235,2020,1,0,0,0,1
"3431",210237,2012,2,0,0,0,1
"3432",210237,2013,2,0,0,0,2
"3433",210237,2014,1,0,0,0,1
"3434",210237,2015,1,0,0,1,0
"3435",210237,2017,2,0,0,0,2
"3436",210237,2018,1,1,0,0,0
"3437",210237,2019,3,0,0,0,2
"3438",210237,2020,1,0,1,0,0
"3439",210240,2013,3,0,1,0,1
"3440",210240,2014,1,0,1,0,0
"3441",210240,2016,1,1,0,0,0
"3442",210240,2018,2,0,0,1,1
"3443",210240,2019,1,0,0,0,1
"3444",210240,2020,3,0,1,0,2
"3445",210250,2012,8,1,0,2,4
"3446",210250,2013,2,0,0,1,1
"3447",210250,2014,1,0,0,0,0
"3448",210250,2015,7,1,0,0,5
"3449",210250,2016,1,0,0,0,1
"3450",210250,2017,3,0,0,1,2
"3451",210250,2018,6,0,1,0,5
"3452",210250,2019,1,0,1,0,0
"3453",210250,2020,2,0,1,0,1
"3454",210255,2012,2,0,1,0,1
"3455",210255,2013,3,1,1,0,1
"3456",210255,2014,4,2,0,0,1
"3457",210255,2015,3,1,0,1,1
"3458",210255,2016,2,0,1,1,0
"3459",210255,2017,3,2,0,1,0
"3460",210255,2018,2,1,1,0,0
"3461",210255,2020,5,0,2,2,1
"3462",210260,2012,3,0,1,0,2
"3463",210260,2013,1,0,0,0,0
"3464",210260,2014,1,0,0,1,0
"3465",210260,2015,3,0,0,0,2
"3466",210260,2016,6,0,2,1,2
"3467",210260,2017,1,0,1,0,0
"3468",210260,2018,5,0,1,0,4
"3469",210260,2019,2,0,0,0,2
"3470",210260,2020,1,0,0,0,1
"3471",210270,2012,3,1,2,0,0
"3472",210270,2013,4,0,0,1,3
"3473",210270,2014,1,0,1,0,0
"3474",210270,2015,5,2,0,0,1
"3475",210270,2016,3,0,0,1,1
"3476",210270,2017,2,0,0,1,1
"3477",210270,2018,4,0,0,0,4
"3478",210270,2019,1,0,0,0,1
"3479",210270,2020,4,1,1,0,2
"3480",210275,2012,3,1,1,0,1
"3481",210275,2013,1,0,0,0,1
"3482",210275,2014,2,0,0,0,1
"3483",210275,2015,2,0,0,0,2
"3484",210275,2016,1,0,0,0,1
"3485",210275,2017,1,0,0,0,1
"3486",210275,2018,2,0,0,1,1
"3487",210275,2019,2,1,0,0,1
"3488",210275,2020,1,1,0,0,0
"3489",210280,2012,2,0,1,0,1
"3490",210280,2013,2,0,0,1,1
"3491",210280,2014,6,3,1,2,0
"3492",210280,2015,3,2,0,0,1
"3493",210280,2016,3,1,1,0,1
"3494",210280,2017,5,1,1,0,3
"3495",210280,2018,3,0,1,0,2
"3496",210280,2019,1,0,0,0,1
"3497",210280,2020,3,2,0,1,0
"3498",210290,2012,3,1,0,0,2
"3499",210290,2013,2,0,2,0,0
"3500",210290,2014,3,0,0,2,1
"3501",210290,2015,3,0,0,1,2
"3502",210290,2016,5,0,1,0,4
"3503",210290,2017,3,0,0,1,1
"3504",210290,2018,6,0,1,1,4
"3505",210290,2019,10,0,2,1,7
"3506",210290,2020,2,0,0,2,0
"3507",210300,2012,29,7,7,7,8
"3508",210300,2013,39,10,10,5,14
"3509",210300,2014,34,8,5,7,14
"3510",210300,2015,38,8,8,9,12
"3511",210300,2016,27,5,1,3,17
"3512",210300,2017,37,10,5,10,12
"3513",210300,2018,27,9,5,3,10
"3514",210300,2019,24,9,1,6,8
"3515",210300,2020,21,6,4,5,6
"3516",210310,2012,1,0,0,0,1
"3517",210310,2013,1,0,0,0,1
"3518",210310,2014,3,0,0,1,1
"3519",210310,2015,1,1,0,0,0
"3520",210310,2016,1,0,0,1,0
"3521",210310,2017,1,0,0,0,1
"3522",210310,2018,1,0,0,0,1
"3523",210312,2012,1,0,0,0,1
"3524",210312,2013,2,0,1,0,1
