"","codmunres","ano","obitos_fetais_mais_28sem","peso_menos_1500_mais_28sem","peso_1500_1999_mais_28sem","peso_2000_2499_mais_28sem","peso_mais_2500_mais_28sem"
"46842",330420,2023,8,3,3,0,2
"46843",330430,2023,3,2,0,0,0
"46844",330440,2023,1,0,0,0,1
"46845",330450,2023,0,0,0,0,0
"46846",330452,2023,13,4,0,3,5
"46847",330455,2023,267,87,53,52,75
"46848",330460,2023,0,0,0,0,0
"46849",330470,2023,0,0,0,0,0
"46850",330475,2023,6,1,2,0,3
"46851",330480,2023,2,2,0,0,0
"46852",330490,2023,60,21,8,11,18
"46853",330500,2023,2,2,0,0,0
"46854",330510,2023,32,10,7,4,11
"46855",330513,2023,1,0,0,1,0
"46856",330515,2023,1,0,0,0,1
"46857",330520,2023,9,1,5,3,0
"46858",330530,2023,1,0,0,1,0
"46859",330540,2023,0,0,0,0,0
"46860",330550,2023,4,4,0,0,0
"46861",330555,2023,6,0,2,3,1
"46862",330560,2023,2,0,0,2,0
"46863",330570,2023,0,0,0,0,0
"46864",330575,2023,0,0,0,0,0
"46865",330580,2023,8,1,1,1,5
"46866",330590,2023,0,0,0,0,0
"46867",330600,2023,7,2,2,1,2
"46868",330610,2023,2,0,0,0,2
"46869",330615,2023,1,0,0,0,1
"46870",330620,2023,1,0,0,1,0
"46871",330630,2023,13,4,0,4,3
"46872",350010,2023,0,0,0,0,0
"46873",350020,2023,0,0,0,0,0
"46874",350030,2023,1,1,0,0,0
"46875",350040,2023,1,0,0,1,0
"46876",350050,2023,0,0,0,0,0
"46877",350055,2023,1,0,0,0,1
"46878",350060,2023,0,0,0,0,0
"46879",350070,2023,0,0,0,0,0
"46880",350075,2023,0,0,0,0,0
"46881",350080,2023,0,0,0,0,0
"46882",350090,2023,0,0,0,0,0
"46883",350100,2023,0,0,0,0,0
"46884",350110,2023,0,0,0,0,0
"46885",350115,2023,0,0,0,0,0
"46886",350120,2023,0,0,0,0,0
"46887",350130,2023,1,1,0,0,0
"46888",350140,2023,0,0,0,0,0
"46889",350150,2023,0,0,0,0,0
"46890",350160,2023,11,3,5,1,1
"46891",350170,2023,3,1,0,1,1
"46892",350180,2023,0,0,0,0,0
"46893",350190,2023,0,0,0,0,0
"46894",350200,2023,0,0,0,0,0
"46895",350210,2023,5,1,2,0,2
"46896",350220,2023,1,0,0,0,1
"46897",350230,2023,0,0,0,0,0
"46898",350240,2023,0,0,0,0,0
"46899",350250,2023,0,0,0,0,0
"46900",350260,2023,0,0,0,0,0
"46901",350270,2023,1,0,0,0,1
"46902",350275,2023,1,0,0,0,1
"46903",350280,2023,6,1,1,3,1
"46904",350290,2023,1,0,1,0,0
"46905",350300,2023,0,0,0,0,0
"46906",350310,2023,0,0,0,0,0
"46907",350315,2023,0,0,0,0,0
"46908",350320,2023,5,1,0,2,2
"46909",350330,2023,7,0,2,1,4
"46910",350335,2023,0,0,0,0,0
"46911",350340,2023,1,1,0,0,0
"46912",350350,2023,0,0,0,0,0
"46913",350360,2023,0,0,0,0,0
"46914",350370,2023,0,0,0,0,0
"46915",350380,2023,0,0,0,0,0
"46916",350390,2023,5,2,1,1,1
"46917",350395,2023,0,0,0,0,0
"46918",350400,2023,5,2,1,1,1
"46919",350410,2023,8,2,1,0,4
"46920",350420,2023,1,0,0,0,1
"46921",350430,2023,0,0,0,0,0
"46922",350440,2023,0,0,0,0,0
"46923",350450,2023,0,0,0,0,0
"46924",350460,2023,1,0,0,0,1
"46925",350470,2023,0,0,0,0,0
"46926",350480,2023,0,0,0,0,0
"46927",350490,2023,0,0,0,0,0
"46928",350500,2023,1,0,1,0,0
"46929",350510,2023,1,1,0,0,0
"46930",350520,2023,2,1,1,0,0
"46931",350530,2023,1,0,0,0,1
"46932",350535,2023,0,0,0,0,0
"46933",350540,2023,0,0,0,0,0
"46934",350550,2023,4,2,0,2,0
"46935",350560,2023,0,0,0,0,0
"46936",350570,2023,12,6,1,1,3
"46937",350580,2023,2,0,1,0,1
"46938",350590,2023,3,0,0,0,3
"46939",350600,2023,17,5,5,0,7
"46940",350610,2023,3,3,0,0,0
"46941",350620,2023,1,1,0,0,0
"46942",350630,2023,0,0,0,0,0
"46943",350635,2023,4,1,0,3,0
"46944",350640,2023,0,0,0,0,0
"46945",350650,2023,5,2,0,2,1
"46946",350660,2023,1,0,0,0,1
"46947",350670,2023,1,0,0,1,0
"46948",350680,2023,1,0,1,0,0
"46949",350690,2023,1,0,0,1,0
"46950",350700,2023,2,0,0,1,1
"46951",350710,2023,0,0,0,0,0
"46952",350715,2023,0,0,0,0,0
"46953",350720,2023,0,0,0,0,0
"46954",350730,2023,0,0,0,0,0
"46955",350740,2023,1,0,0,1,0
"46956",350745,2023,0,0,0,0,0
"46957",350750,2023,0,0,0,0,0
"46958",350760,2023,11,3,4,2,1
"46959",350770,2023,0,0,0,0,0
"46960",350775,2023,0,0,0,0,0
"46961",350780,2023,1,1,0,0,0
"46962",350790,2023,1,1,0,0,0
"46963",350800,2023,3,1,1,0,1
"46964",350810,2023,0,0,0,0,0
"46965",350820,2023,0,0,0,0,0
"46966",350830,2023,1,0,0,0,1
"46967",350840,2023,0,0,0,0,0
"46968",350850,2023,2,0,2,0,0
"46969",350860,2023,0,0,0,0,0
"46970",350870,2023,2,0,0,1,1
"46971",350880,2023,2,1,0,1,0
"46972",350890,2023,1,0,1,0,0
"46973",350900,2023,12,5,2,1,4
"46974",350910,2023,0,0,0,0,0
"46975",350920,2023,1,0,0,0,1
"46976",350925,2023,2,0,2,0,0
"46977",350930,2023,0,0,0,0,0
"46978",350940,2023,2,0,0,0,2
"46979",350945,2023,0,0,0,0,0
"46980",350950,2023,35,12,12,2,8
"46981",350960,2023,4,2,1,0,1
"46982",350970,2023,4,1,0,2,1
"46983",350980,2023,0,0,0,0,0
"46984",350990,2023,1,0,1,0,0
"46985",350995,2023,0,0,0,0,0
"46986",351000,2023,3,1,0,0,2
"46987",351010,2023,0,0,0,0,0
"46988",351015,2023,0,0,0,0,0
"46989",351020,2023,1,0,0,0,1
"46990",351030,2023,2,0,1,1,0
"46991",351040,2023,3,2,1,0,0
"46992",351050,2023,8,2,1,1,4
"46993",351060,2023,28,5,3,3,16
"46994",351070,2023,1,0,0,0,1
"46995",351080,2023,1,0,0,0,1
"46996",351090,2023,0,0,0,0,0
"46997",351100,2023,2,1,0,0,1
"46998",351110,2023,3,2,0,0,1
"46999",351120,2023,0,0,0,0,0
"47000",351130,2023,0,0,0,0,0
"47001",351140,2023,3,1,1,1,0
"47002",351150,2023,1,1,0,0,0
"47003",351160,2023,1,1,0,0,0
"47004",351170,2023,3,1,0,0,2
"47005",351190,2023,0,0,0,0,0
"47006",351200,2023,1,0,1,0,0
"47007",351210,2023,0,0,0,0,0
"47008",351220,2023,1,0,0,1,0
"47009",351230,2023,1,1,0,0,0
"47010",351240,2023,1,0,0,0,1
"47011",351250,2023,0,0,0,0,0
"47012",351260,2023,0,0,0,0,0
"47013",351270,2023,0,0,0,0,0
"47014",351280,2023,3,0,0,2,1
"47015",351290,2023,1,1,0,0,0
"47016",351300,2023,16,6,3,4,2
"47017",351310,2023,0,0,0,0,0
"47018",351320,2023,1,0,1,0,0
"47019",351330,2023,0,0,0,0,0
"47020",351340,2023,3,1,0,1,1
"47021",351350,2023,11,6,1,1,3
"47022",351360,2023,0,0,0,0,0
"47023",351370,2023,2,1,0,0,0
"47024",351380,2023,24,7,3,4,10
"47025",351385,2023,0,0,0,0,0
"47026",351390,2023,0,0,0,0,0
"47027",351400,2023,1,0,0,1,0
"47028",351410,2023,2,2,0,0,0
"47029",351420,2023,0,0,0,0,0
"47030",351430,2023,0,0,0,0,0
"47031",351440,2023,1,1,0,0,0
"47032",351450,2023,0,0,0,0,0
"47033",351460,2023,1,1,0,0,0
"47034",351470,2023,0,0,0,0,0
"47035",351480,2023,1,1,0,0,0
"47036",351490,2023,0,0,0,0,0
"47037",351492,2023,0,0,0,0,0
"47038",351495,2023,0,0,0,0,0
"47039",351500,2023,19,9,2,1,6
"47040",351510,2023,4,2,1,0,1
"47041",351512,2023,0,0,0,0,0
"47042",351515,2023,1,0,0,0,0
"47043",351518,2023,1,0,1,0,0
"47044",351519,2023,1,0,0,1,0
"47045",351520,2023,0,0,0,0,0
"47046",351530,2023,0,0,0,0,0
"47047",351535,2023,0,0,0,0,0
"47048",351540,2023,2,1,0,0,1
"47049",351550,2023,1,1,0,0,0
"47050",351560,2023,0,0,0,0,0
"47051",351565,2023,0,0,0,0,0
"47052",351570,2023,9,1,2,1,5
"47053",351580,2023,0,0,0,0,0
"47054",351590,2023,0,0,0,0,0
"47055",351600,2023,0,0,0,0,0
"47056",351610,2023,0,0,0,0,0
"47057",351620,2023,11,5,1,3,2
"47058",351630,2023,13,5,2,0,5
"47059",351640,2023,11,2,1,3,3
"47060",351650,2023,0,0,0,0,0
"47061",351660,2023,0,0,0,0,0
"47062",351670,2023,1,1,0,0,0
"47063",351680,2023,0,0,0,0,0
"47064",351685,2023,1,0,0,0,1
"47065",351690,2023,0,0,0,0,0
"47066",351700,2023,0,0,0,0,0
"47067",351710,2023,0,0,0,0,0
"47068",351720,2023,0,0,0,0,0
"47069",351730,2023,0,0,0,0,0
"47070",351740,2023,3,1,0,0,2
"47071",351750,2023,0,0,0,0,0
"47072",351760,2023,3,1,1,1,0
"47073",351770,2023,1,1,0,0,0
"47074",351780,2023,0,0,0,0,0
"47075",351790,2023,0,0,0,0,0
"47076",351800,2023,0,0,0,0,0
"47077",351810,2023,0,0,0,0,0
"47078",351820,2023,0,0,0,0,0
"47079",351830,2023,0,0,0,0,0
"47080",351840,2023,3,1,1,0,0
"47081",351850,2023,1,0,1,0,0
"47082",351860,2023,1,0,1,0,0
"47083",351870,2023,24,11,5,3,4
"47084",351880,2023,70,28,12,10,14
"47085",351885,2023,1,1,0,0,0
"47086",351890,2023,0,0,0,0,0
"47087",351900,2023,0,0,0,0,0
"47088",351905,2023,1,1,0,0,0
"47089",351907,2023,3,1,1,0,0
"47090",351910,2023,0,0,0,0,0
"47091",351920,2023,0,0,0,0,0
"47092",351925,2023,1,0,1,0,0
"47093",351930,2023,2,0,0,2,0
"47094",351940,2023,0,0,0,0,0
"47095",351950,2023,0,0,0,0,0
"47096",351960,2023,2,1,0,1,0
"47097",351970,2023,4,1,1,1,1
"47098",351980,2023,0,0,0,0,0
"47099",351990,2023,0,0,0,0,0
"47100",352000,2023,1,0,0,0,0
"47101",352010,2023,3,1,0,0,2
"47102",352020,2023,0,0,0,0,0
"47103",352030,2023,1,1,0,0,0
"47104",352040,2023,5,3,0,1,1
"47105",352042,2023,1,0,0,0,1
"47106",352044,2023,0,0,0,0,0
"47107",352050,2023,8,5,0,1,2
"47108",352060,2023,1,1,0,0,0
"47109",352070,2023,0,0,0,0,0
"47110",352080,2023,0,0,0,0,0
"47111",352090,2023,0,0,0,0,0
"47112",352100,2023,3,2,0,0,1
"47113",352110,2023,0,0,0,0,0
"47114",352115,2023,1,0,0,0,1
"47115",352120,2023,0,0,0,0,0
"47116",352130,2023,3,1,0,0,2
"47117",352140,2023,2,0,1,0,1
"47118",352150,2023,0,0,0,0,0
"47119",352160,2023,0,0,0,0,0
"47120",352170,2023,0,0,0,0,0
"47121",352180,2023,0,0,0,0,0
"47122",352190,2023,2,0,0,0,2
"47123",352200,2023,1,1,0,0,0
"47124",352210,2023,4,3,0,0,1
"47125",352215,2023,0,0,0,0,0
"47126",352220,2023,10,2,1,2,5
"47127",352230,2023,7,1,0,1,4
"47128",352240,2023,1,0,0,1,0
"47129",352250,2023,25,11,1,7,6
"47130",352260,2023,7,0,2,1,4
"47131",352265,2023,0,0,0,0,0
"47132",352270,2023,0,0,0,0,0
"47133",352280,2023,1,1,0,0,0
"47134",352290,2023,2,0,0,0,2
"47135",352300,2023,0,0,0,0,0
"47136",352310,2023,25,6,5,7,6
"47137",352320,2023,3,0,0,1,2
"47138",352330,2023,1,1,0,0,0
"47139",352340,2023,3,3,0,0,0
"47140",352350,2023,1,1,0,0,0
"47141",352360,2023,0,0,0,0,0
"47142",352370,2023,0,0,0,0,0
"47143",352380,2023,0,0,0,0,0
"47144",352390,2023,11,4,2,0,5
"47145",352400,2023,2,1,1,0,0
"47146",352410,2023,1,0,0,0,1
"47147",352420,2023,0,0,0,0,0
"47148",352430,2023,3,2,0,0,1
"47149",352440,2023,13,7,2,1,3
"47150",352450,2023,0,0,0,0,0
"47151",352460,2023,1,0,0,0,1
"47152",352470,2023,2,2,0,0,0
"47153",352480,2023,0,0,0,0,0
"47154",352490,2023,0,0,0,0,0
"47155",352500,2023,6,2,0,1,2
"47156",352510,2023,3,1,0,0,1
"47157",352520,2023,2,0,0,1,1
"47158",352530,2023,4,2,0,1,1
"47159",352540,2023,0,0,0,0,0
"47160",352550,2023,0,0,0,0,0
"47161",352560,2023,0,0,0,0,0
"47162",352570,2023,0,0,0,0,0
"47163",352580,2023,0,0,0,0,0
"47164",352585,2023,0,0,0,0,0
"47165",352590,2023,20,4,2,6,8
"47166",352600,2023,3,2,0,0,1
"47167",352610,2023,1,0,0,0,1
"47168",352620,2023,2,0,0,0,2
"47169",352630,2023,0,0,0,0,0
"47170",352640,2023,3,1,0,1,1
"47171",352650,2023,0,0,0,0,0
"47172",352660,2023,0,0,0,0,0
"47173",352670,2023,6,1,1,0,4
"47174",352680,2023,4,1,0,0,3
"47175",352690,2023,12,7,2,1,2
"47176",352700,2023,0,0,0,0,0
"47177",352710,2023,5,1,2,2,0
"47178",352720,2023,2,2,0,0,0
"47179",352725,2023,0,0,0,0,0
"47180",352730,2023,2,2,0,0,0
"47181",352740,2023,1,0,0,0,1
"47182",352750,2023,0,0,0,0,0
"47183",352760,2023,2,0,0,1,1
"47184",352770,2023,0,0,0,0,0
"47185",352780,2023,0,0,0,0,0
"47186",352790,2023,0,0,0,0,0
"47187",352800,2023,2,0,0,1,1
"47188",352810,2023,0,0,0,0,0
"47189",352820,2023,0,0,0,0,0
"47190",352830,2023,0,0,0,0,0
"47191",352840,2023,5,0,3,1,1
"47192",352850,2023,3,2,1,0,0
"47193",352860,2023,0,0,0,0,0
"47194",352870,2023,0,0,0,0,0
"47195",352880,2023,2,1,0,1,0
"47196",352885,2023,0,0,0,0,0
"47197",352890,2023,0,0,0,0,0
"47198",352900,2023,11,2,3,1,5
"47199",352910,2023,0,0,0,0,0
"47200",352920,2023,0,0,0,0,0
"47201",352930,2023,5,1,0,3,1
"47202",352940,2023,15,2,2,0,6
"47203",352950,2023,0,0,0,0,0
"47204",352960,2023,0,0,0,0,0
"47205",352965,2023,0,0,0,0,0
"47206",352970,2023,1,1,0,0,0
"47207",352980,2023,0,0,0,0,0
"47208",352990,2023,1,1,0,0,0
"47209",353000,2023,1,0,0,0,1
"47210",353010,2023,0,0,0,0,0
"47211",353020,2023,3,2,1,0,0
"47212",353030,2023,3,0,1,1,0
"47213",353040,2023,1,0,0,0,1
"47214",353050,2023,4,2,0,2,0
"47215",353060,2023,23,9,1,4,9
"47216",353070,2023,3,1,1,0,1
"47217",353080,2023,2,0,1,1,0
"47218",353090,2023,0,0,0,0,0
"47219",353100,2023,0,0,0,0,0
"47220",353110,2023,3,0,0,0,3
"47221",353120,2023,1,0,0,0,1
"47222",353130,2023,3,2,0,0,1
"47223",353140,2023,0,0,0,0,0
"47224",353150,2023,1,0,0,0,1
"47225",353160,2023,0,0,0,0,0
"47226",353170,2023,0,0,0,0,0
"47227",353180,2023,3,3,0,0,0
"47228",353190,2023,3,0,2,0,0
"47229",353200,2023,0,0,0,0,0
"47230",353205,2023,0,0,0,0,0
"47231",353210,2023,0,0,0,0,0
"47232",353215,2023,0,0,0,0,0
"47233",353220,2023,1,0,1,0,0
"47234",353230,2023,0,0,0,0,0
"47235",353240,2023,2,0,1,0,1
"47236",353250,2023,1,1,0,0,0
"47237",353260,2023,0,0,0,0,0
"47238",353270,2023,0,0,0,0,0
"47239",353280,2023,0,0,0,0,0
"47240",353282,2023,1,0,0,0,1
"47241",353284,2023,0,0,0,0,0
"47242",353286,2023,0,0,0,0,0
"47243",353290,2023,0,0,0,0,0
"47244",353300,2023,1,0,1,0,0
"47245",353310,2023,0,0,0,0,0
"47246",353320,2023,0,0,0,0,0
"47247",353325,2023,1,0,1,0,0
"47248",353330,2023,0,0,0,0,0
"47249",353340,2023,4,1,0,0,3
"47250",353350,2023,0,0,0,0,0
"47251",353360,2023,1,0,1,0,0
"47252",353370,2023,0,0,0,0,0
"47253",353380,2023,0,0,0,0,0
"47254",353390,2023,2,1,0,1,0
"47255",353400,2023,0,0,0,0,0
"47256",353410,2023,1,1,0,0,0
"47257",353420,2023,0,0,0,0,0
"47258",353430,2023,2,1,1,0,0
"47259",353440,2023,42,13,8,7,13
"47260",353450,2023,0,0,0,0,0
"47261",353460,2023,1,0,1,0,0
"47262",353470,2023,5,1,3,0,1
"47263",353475,2023,0,0,0,0,0
"47264",353480,2023,0,0,0,0,0
"47265",353490,2023,1,0,0,1,0
"47266",353500,2023,1,1,0,0,0
"47267",353510,2023,1,0,1,0,0
"47268",353520,2023,2,2,0,0,0
"47269",353530,2023,1,0,0,1,0
"47270",353540,2023,0,0,0,0,0
"47271",353550,2023,3,1,0,1,1
"47272",353560,2023,0,0,0,0,0
"47273",353570,2023,0,0,0,0,0
"47274",353580,2023,0,0,0,0,0
"47275",353590,2023,0,0,0,0,0
"47276",353600,2023,0,0,0,0,0
"47277",353610,2023,0,0,0,0,0
"47278",353620,2023,2,0,0,0,2
"47279",353625,2023,0,0,0,0,0
"47280",353630,2023,0,0,0,0,0
"47281",353640,2023,0,0,0,0,0
"47282",353650,2023,4,2,0,1,1
"47283",353657,2023,0,0,0,0,0
"47284",353660,2023,0,0,0,0,0
"47285",353670,2023,4,0,1,3,0
"47286",353680,2023,0,0,0,0,0
"47287",353690,2023,0,0,0,0,0
"47288",353700,2023,0,0,0,0,0
"47289",353710,2023,6,2,2,1,1
"47290",353715,2023,0,0,0,0,0
"47291",353720,2023,0,0,0,0,0
"47292",353730,2023,3,1,1,0,1
"47293",353740,2023,1,0,1,0,0
"47294",353750,2023,0,0,0,0,0
"47295",353760,2023,6,2,2,2,0
"47296",353770,2023,1,0,0,0,1
"47297",353780,2023,1,1,0,0,0
"47298",353790,2023,4,4,0,0,0
"47299",353800,2023,5,0,1,1,3
"47300",353810,2023,0,0,0,0,0
"47301",353820,2023,0,0,0,0,0
"47302",353830,2023,0,0,0,0,0
"47303",353850,2023,0,0,0,0,0
"47304",353860,2023,3,1,0,0,2
"47305",353870,2023,17,6,5,2,4
"47306",353880,2023,2,0,1,1,0
"47307",353890,2023,0,0,0,0,0
"47308",353900,2023,0,0,0,0,0
"47309",353910,2023,1,1,0,0,0
"47310",353920,2023,1,0,1,0,0
"47311",353930,2023,3,1,1,0,1
"47312",353940,2023,0,0,0,0,0
"47313",353950,2023,5,3,0,1,1
"47314",353960,2023,0,0,0,0,0
"47315",353970,2023,0,0,0,0,0
"47316",353980,2023,5,1,2,1,1
"47317",353990,2023,0,0,0,0,0
"47318",354000,2023,0,0,0,0,0
"47319",354010,2023,0,0,0,0,0
"47320",354020,2023,2,1,0,1,0
"47321",354025,2023,0,0,0,0,0
"47322",354030,2023,0,0,0,0,0
"47323",354040,2023,0,0,0,0,0
"47324",354050,2023,0,0,0,0,0
"47325",354060,2023,3,0,0,2,1
"47326",354070,2023,3,2,0,1,0
"47327",354075,2023,1,1,0,0,0
"47328",354080,2023,0,0,0,0,0
"47329",354085,2023,0,0,0,0,0
"47330",354090,2023,0,0,0,0,0
"47331",354100,2023,21,10,4,2,5
"47332",354105,2023,1,0,1,0,0
"47333",354110,2023,0,0,0,0,0
"47334",354120,2023,1,0,0,0,1
"47335",354130,2023,2,0,0,1,1
"47336",354140,2023,3,1,2,0,0
"47337",354150,2023,0,0,0,0,0
"47338",354160,2023,0,0,0,0,0
"47339",354165,2023,0,0,0,0,0
"47340",354170,2023,0,0,0,0,0
"47341",354180,2023,0,0,0,0,0
"47342",354190,2023,0,0,0,0,0
"47343",354200,2023,0,0,0,0,0
"47344",354210,2023,0,0,0,0,0
"47345",354220,2023,1,1,0,0,0
"47346",354230,2023,0,0,0,0,0
"47347",354240,2023,0,0,0,0,0
"47348",354250,2023,0,0,0,0,0
"47349",354260,2023,3,0,1,0,2
"47350",354270,2023,0,0,0,0,0
"47351",354280,2023,0,0,0,0,0
"47352",354290,2023,0,0,0,0,0
"47353",354300,2023,1,0,0,0,1
"47354",354310,2023,0,0,0,0,0
"47355",354320,2023,0,0,0,0,0
"47356",354323,2023,0,0,0,0,0
"47357",354325,2023,0,0,0,0,0
"47358",354330,2023,2,0,0,0,2
"47359",354340,2023,21,7,2,3,9
"47360",354350,2023,0,0,0,0,0
"47361",354360,2023,1,0,0,1,0
"47362",354370,2023,1,1,0,0,0
"47363",354380,2023,0,0,0,0,0
"47364",354390,2023,4,2,1,0,1
"47365",354400,2023,1,1,0,0,0
"47366",354410,2023,3,0,1,1,1
"47367",354420,2023,1,0,0,0,1
"47368",354425,2023,0,0,0,0,0
"47369",354430,2023,0,0,0,0,0
"47370",354440,2023,0,0,0,0,0
"47371",354450,2023,0,0,0,0,0
"47372",354460,2023,1,0,0,1,0
"47373",354470,2023,0,0,0,0,0
"47374",354480,2023,0,0,0,0,0
"47375",354490,2023,1,0,0,1,0
"47376",354500,2023,1,0,0,1,0
"47377",354510,2023,0,0,0,0,0
"47378",354515,2023,2,1,0,1,0
"47379",354520,2023,7,2,0,3,2
"47380",354530,2023,2,1,1,0,0
"47381",354540,2023,0,0,0,0,0
"47382",354550,2023,0,0,0,0,0
"47383",354560,2023,1,1,0,0,0
"47384",354570,2023,0,0,0,0,0
"47385",354580,2023,5,1,2,1,1
"47386",354600,2023,2,0,1,0,0
"47387",354610,2023,0,0,0,0,0
"47388",354620,2023,1,0,1,0,0
"47389",354625,2023,0,0,0,0,0
"47390",354630,2023,2,1,1,0,0
"47391",354640,2023,3,1,1,0,1
"47392",354650,2023,0,0,0,0,0
"47393",354660,2023,1,0,0,1,0
"47394",354670,2023,0,0,0,0,0
"47395",354680,2023,5,3,1,0,0
"47396",354690,2023,0,0,0,0,0
"47397",354700,2023,1,0,0,1,0
"47398",354710,2023,0,0,0,0,0
"47399",354720,2023,0,0,0,0,0
"47400",354730,2023,5,3,0,1,0
"47401",354740,2023,0,0,0,0,0
"47402",354750,2023,0,0,0,0,0
"47403",354760,2023,1,0,0,1,0
"47404",354765,2023,0,0,0,0,0
"47405",354770,2023,0,0,0,0,0
"47406",354780,2023,25,12,6,5,1
"47407",354790,2023,0,0,0,0,0
"47408",354800,2023,1,0,0,0,1
"47409",354805,2023,1,0,1,0,0
"47410",354810,2023,0,0,0,0,0
"47411",354820,2023,0,0,0,0,0
"47412",354830,2023,0,0,0,0,0
"47413",354840,2023,0,0,0,0,0
"47414",354850,2023,9,4,3,1,1
"47415",354860,2023,0,0,0,0,0
"47416",354870,2023,18,8,4,2,4
"47417",354880,2023,3,2,0,0,1
"47418",354890,2023,8,0,2,3,3
"47419",354900,2023,0,0,0,0,0
"47420",354910,2023,3,0,1,1,1
"47421",354920,2023,0,0,0,0,0
"47422",354925,2023,0,0,0,0,0
"47423",354930,2023,0,0,0,0,0
"47424",354940,2023,4,2,1,1,0
"47425",354950,2023,0,0,0,0,0
"47426",354960,2023,0,0,0,0,0
"47427",354970,2023,2,2,0,0,0
"47428",354980,2023,19,7,2,2,8
"47429",354990,2023,25,8,6,4,6
"47430",354995,2023,0,0,0,0,0
"47431",355000,2023,0,0,0,0,0
"47432",355010,2023,0,0,0,0,0
"47433",355020,2023,1,1,0,0,0
"47434",355030,2023,443,153,86,64,112
"47435",355040,2023,2,1,1,0,0
"47436",355050,2023,2,1,1,0,0
"47437",355060,2023,1,0,1,0,0
"47438",355070,2023,2,1,1,0,0
"47439",355080,2023,1,0,0,0,1
"47440",355090,2023,1,1,0,0,0
"47441",355100,2023,17,7,4,3,3
"47442",355110,2023,0,0,0,0,0
"47443",355120,2023,0,0,0,0,0
"47444",355130,2023,0,0,0,0,0
"47445",355140,2023,2,2,0,0,0
"47446",355150,2023,0,0,0,0,0
"47447",355160,2023,2,0,1,0,1
"47448",355170,2023,6,5,1,0,0
"47449",355180,2023,0,0,0,0,0
"47450",355190,2023,2,0,0,0,1
"47451",355200,2023,1,0,1,0,0
"47452",355210,2023,0,0,0,0,0
"47453",355220,2023,29,15,8,3,3
"47454",355230,2023,0,0,0,0,0
"47455",355240,2023,11,3,1,1,6
"47456",355250,2023,12,6,1,2,3
"47457",355255,2023,0,0,0,0,0
"47458",355260,2023,0,0,0,0,0
"47459",355270,2023,1,1,0,0,0
"47460",355280,2023,23,10,3,3,7
"47461",355290,2023,0,0,0,0,0
"47462",355300,2023,0,0,0,0,0
"47463",355310,2023,0,0,0,0,0
"47464",355320,2023,0,0,0,0,0
"47465",355330,2023,2,1,1,0,0
"47466",355340,2023,1,0,0,1,0
"47467",355350,2023,0,0,0,0,0
"47468",355360,2023,0,0,0,0,0
"47469",355365,2023,0,0,0,0,0
"47470",355370,2023,0,0,0,0,0
"47471",355380,2023,1,0,1,0,0
"47472",355385,2023,0,0,0,0,0
"47473",355390,2023,0,0,0,0,0
"47474",355395,2023,0,0,0,0,0
"47475",355400,2023,8,2,2,3,1
"47476",355410,2023,7,5,1,0,1
"47477",355420,2023,0,0,0,0,0
"47478",355430,2023,0,0,0,0,0
"47479",355440,2023,1,0,0,1,0
"47480",355450,2023,1,0,0,0,1
"47481",355460,2023,0,0,0,0,0
"47482",355465,2023,0,0,0,0,0
"47483",355470,2023,0,0,0,0,0
"47484",355475,2023,0,0,0,0,0
"47485",355480,2023,1,0,0,1,0
"47486",355490,2023,1,1,0,0,0
"47487",355495,2023,1,1,0,0,0
"47488",355500,2023,2,2,0,0,0
"47489",355510,2023,0,0,0,0,0
"47490",355520,2023,0,0,0,0,0
"47491",355530,2023,0,0,0,0,0
"47492",355535,2023,0,0,0,0,0
"47493",355540,2023,6,2,0,0,4
"47494",355550,2023,0,0,0,0,0
"47495",355560,2023,0,0,0,0,0
"47496",355570,2023,0,0,0,0,0
"47497",355580,2023,0,0,0,0,0
"47498",355590,2023,0,0,0,0,0
"47499",355600,2023,1,0,0,0,1
"47500",355610,2023,1,0,0,0,1
"47501",355620,2023,4,1,1,1,1
"47502",355630,2023,2,0,1,1,0
"47503",355635,2023,1,0,1,0,0
"47504",355640,2023,1,1,0,0,0
"47505",355645,2023,1,0,0,0,1
"47506",355650,2023,6,2,1,1,2
"47507",355660,2023,1,0,1,0,0
"47508",355670,2023,5,1,1,1,2
"47509",355680,2023,0,0,0,0,0
"47510",355690,2023,0,0,0,0,0
"47511",355695,2023,0,0,0,0,0
"47512",355700,2023,6,1,1,1,3
"47513",355710,2023,1,0,0,1,0
"47514",355715,2023,0,0,0,0,0
"47515",355720,2023,1,0,0,0,1
"47516",355730,2023,0,0,0,0,0
"47517",410010,2023,1,0,0,0,1
"47518",410020,2023,1,0,0,0,1
"47519",410030,2023,0,0,0,0,0
"47520",410040,2023,6,1,1,2,2
"47521",410045,2023,0,0,0,0,0
"47522",410050,2023,0,0,0,0,0
"47523",410060,2023,1,0,0,1,0
"47524",410070,2023,0,0,0,0,0
"47525",410080,2023,0,0,0,0,0
"47526",410090,2023,0,0,0,0,0
"47527",410100,2023,0,0,0,0,0
"47528",410105,2023,0,0,0,0,0
"47529",410110,2023,0,0,0,0,0
"47530",410115,2023,0,0,0,0,0
"47531",410120,2023,0,0,0,0,0
"47532",410130,2023,0,0,0,0,0
"47533",410140,2023,5,2,1,1,1
"47534",410150,2023,5,1,0,2,2
"47535",410160,2023,3,0,1,0,2
"47536",410165,2023,1,0,0,0,0
