"codmunres";"ano";"nascidos_vivos_asfixia1";"total_de_nascidos_vivos"
431930;2017;0;44
431930;2018;0;45
431930;2019;0;39
431930;2020;0;41
431930;2021;0;47
431935;2012;0;26
431935;2013;0;42
431935;2014;0;32
431935;2015;0;31
431935;2016;0;38
431935;2017;0;38
431935;2018;0;35
431935;2019;0;26
431935;2020;0;39
431935;2021;1;24
431936;2012;0;26
431936;2013;0;19
431936;2014;0;20
431936;2015;0;21
431936;2016;0;27
431936;2017;0;21
431936;2018;0;15
431936;2019;0;14
431936;2020;0;13
431936;2021;0;15
431937;2012;0;22
431937;2013;0;20
431937;2014;0;30
431937;2015;0;20
431937;2016;1;19
431937;2017;0;27
431937;2018;0;24
431937;2019;0;30
431937;2020;1;25
431937;2021;0;21
431940;2012;1;125
431940;2013;1;138
431940;2014;0;135
431940;2015;0;142
431940;2016;1;131
431940;2017;1;133
431940;2018;1;127
431940;2019;1;150
431940;2020;2;147
431940;2021;0;110
431950;2012;1;250
431950;2013;1;262
431950;2014;1;276
431950;2015;1;275
431950;2016;1;277
431950;2017;1;239
431950;2018;1;264
431950;2019;2;242
431950;2020;2;218
431950;2021;4;221
431960;2012;0;145
431960;2013;0;144
431960;2014;0;130
431960;2015;2;177
431960;2016;1;167
431960;2017;2;179
431960;2018;1;216
431960;2019;2;212
431960;2020;5;204
431960;2021;3;197
431970;2012;0;30
431970;2013;0;23
431970;2014;0;32
431970;2015;0;38
431970;2016;1;34
431970;2017;0;27
431970;2018;1;31
431970;2019;0;26
431970;2020;0;18
431970;2021;0;25
431971;2012;0;2
431971;2013;0;14
431971;2014;0;18
431971;2015;0;20
431971;2016;0;17
431971;2017;0;8
431971;2018;0;11
431971;2019;0;13
431971;2020;0;22
431971;2021;0;14
431973;2012;0;38
431973;2013;0;37
431973;2014;0;27
431973;2015;0;22
431973;2016;0;27
431973;2017;0;35
431973;2018;0;40
431973;2019;1;31
431973;2020;0;36
431973;2021;0;33
431975;2012;0;20
431975;2013;0;19
431975;2014;0;19
431975;2015;0;22
431975;2016;0;16
431975;2017;0;19
431975;2018;0;25
431975;2019;0;22
431975;2020;0;24
431975;2021;0;22
431980;2012;1;76
431980;2013;0;85
431980;2014;2;78
431980;2015;0;83
431980;2016;1;89
431980;2017;0;76
431980;2018;0;67
431980;2019;0;70
431980;2020;1;72
431980;2021;0;48
431990;2012;2;485
431990;2013;4;514
431990;2014;1;533
431990;2015;7;604
431990;2016;7;605
431990;2017;5;628
431990;2018;6;653
431990;2019;3;615
431990;2020;3;630
431990;2021;9;606
432000;2012;19;1375
432000;2013;20;1445
432000;2014;28;1561
432000;2015;15;1542
432000;2016;17;1425
432000;2017;20;1418
432000;2018;8;1324
432000;2019;9;1204
432000;2020;12;1236
432000;2021;6;1142
432010;2012;1;194
432010;2013;2;194
432010;2014;2;213
432010;2015;1;245
432010;2016;7;203
432010;2017;2;251
432010;2018;0;265
432010;2019;0;259
432010;2020;1;243
432010;2021;3;245
432020;2012;0;75
432020;2013;0;107
432020;2014;0;134
432020;2015;1;99
432020;2016;0;113
432020;2017;0;145
432020;2018;1;141
432020;2019;0;148
432020;2020;0;160
432020;2021;1;151
432023;2012;0;23
432023;2013;0;23
432023;2014;1;25
432023;2015;0;30
432023;2016;0;25
432023;2017;0;30
432023;2018;0;34
432023;2019;1;32
432023;2020;0;27
432023;2021;0;20
432026;2012;0;48
432026;2013;1;51
432026;2014;0;50
432026;2015;1;66
432026;2016;0;66
432026;2017;0;55
432026;2018;0;67
432026;2019;0;57
432026;2020;0;55
432026;2021;0;72
432030;2012;0;45
432030;2013;0;43
432030;2014;0;44
432030;2015;0;46
432030;2016;0;49
432030;2017;0;43
432030;2018;0;56
432030;2019;0;38
432030;2020;0;41
432030;2021;0;41
432032;2012;0;18
432032;2013;0;22
432032;2014;0;32
432032;2015;0;27
432032;2016;0;25
432032;2017;0;28
432032;2018;0;24
432032;2019;0;27
432032;2020;0;25
432032;2021;0;19
432035;2012;0;47
432035;2013;0;46
432035;2014;0;45
432035;2015;0;44
432035;2016;0;45
432035;2017;0;44
432035;2018;0;53
432035;2019;0;35
432035;2020;0;42
432035;2021;0;36
432040;2012;1;120
432040;2013;0;123
432040;2014;1;132
432040;2015;1;150
432040;2016;1;164
432040;2017;2;145
432040;2018;1;127
432040;2019;1;137
432040;2020;2;145
432040;2021;0;137
432045;2012;0;10
432045;2013;0;25
432045;2014;0;13
432045;2015;0;15
432045;2016;0;14
432045;2017;0;20
432045;2018;0;12
432045;2019;0;12
432045;2020;0;20
432045;2021;0;17
432050;2012;0;45
432050;2013;0;48
432050;2014;0;41
432050;2015;0;44
432050;2016;0;41
432050;2017;0;52
432050;2018;0;47
432050;2019;0;56
432050;2020;0;49
432050;2021;1;53
432055;2012;0;54
432055;2013;0;54
432055;2014;1;48
432055;2015;0;46
432055;2016;1;41
432055;2017;0;69
432055;2018;0;55
432055;2019;0;42
432055;2020;0;46
432055;2021;1;45
432057;2012;0;14
432057;2013;1;12
432057;2014;0;17
432057;2015;0;19
432057;2016;0;16
432057;2017;0;17
432057;2018;0;16
432057;2019;0;18
432057;2020;0;8
432057;2021;0;20
432060;2012;0;28
432060;2013;1;27
432060;2014;0;26
432060;2015;0;30
432060;2016;1;31
432060;2017;0;24
432060;2018;0;24
432060;2019;0;24
432060;2020;0;21
432060;2021;0;19
432065;2012;0;23
432065;2013;0;24
432065;2014;0;19
432065;2015;0;19
432065;2016;0;23
432065;2017;0;21
432065;2018;1;22
432065;2019;0;7
432065;2020;0;19
432065;2021;0;16
432067;2012;1;72
432067;2013;0;55
432067;2014;1;83
432067;2015;0;72
432067;2016;1;75
432067;2017;0;65
432067;2018;0;58
432067;2019;0;65
432067;2020;1;50
432067;2021;0;59
432070;2012;0;83
432070;2013;0;103
432070;2014;0;124
432070;2015;0;145
432070;2016;1;125
432070;2017;0;148
432070;2018;0;142
432070;2019;0;136
432070;2020;1;140
432070;2021;1;138
432080;2012;0;250
432080;2013;1;265
432080;2014;1;263
432080;2015;2;251
432080;2016;2;283
432080;2017;0;260
432080;2018;0;242
432080;2019;0;232
432080;2020;0;262
432080;2021;1;255
432085;2012;0;46
432085;2013;0;38
432085;2014;0;37
432085;2015;0;52
432085;2016;0;46
432085;2017;0;63
432085;2018;0;49
432085;2019;0;46
432085;2020;0;52
432085;2021;0;50
432090;2012;0;180
432090;2013;0;208
432090;2014;1;217
432090;2015;4;248
432090;2016;0;224
432090;2017;7;229
432090;2018;2;241
432090;2019;2;246
432090;2020;3;241
432090;2021;0;240
432100;2012;0;95
432100;2013;0;94
432100;2014;0;101
432100;2015;0;97
432100;2016;1;127
432100;2017;0;112
432100;2018;1;92
432100;2019;0;92
432100;2020;0;101
432100;2021;0;99
432110;2012;2;162
432110;2013;2;157
432110;2014;0;145
432110;2015;0;150
432110;2016;0;145
432110;2017;0;165
432110;2018;1;131
432110;2019;0;126
432110;2020;1;129
432110;2021;0;117
432120;2012;3;387
432120;2013;0;418
432120;2014;4;503
432120;2015;1;517
432120;2016;3;495
432120;2017;5;496
432120;2018;2;532
432120;2019;5;488
432120;2020;5;456
432120;2021;2;441
432130;2012;1;235
432130;2013;1;266
432130;2014;3;287
432130;2015;1;284
432130;2016;2;258
432130;2017;2;232
432130;2018;1;243
432130;2019;0;194
432130;2020;1;221
432130;2021;0;209
432132;2012;0;28
432132;2013;0;24
432132;2014;0;23
432132;2015;0;19
432132;2016;0;27
432132;2017;0;30
432132;2018;1;22
432132;2019;0;40
432132;2020;0;38
432132;2021;0;28
432135;2012;0;33
432135;2013;0;49
432135;2014;1;34
432135;2015;1;44
432135;2016;1;35
432135;2017;0;42
432135;2018;0;41
432135;2019;0;48
432135;2020;0;50
432135;2021;0;40
432140;2012;1;171
432140;2013;1;168
432140;2014;0;166
432140;2015;1;199
432140;2016;0;157
432140;2017;1;192
432140;2018;0;190
432140;2019;0;182
432140;2020;0;169
432140;2021;0;185
432143;2012;0;100
432143;2013;1;97
432143;2014;1;87
432143;2015;0;110
432143;2016;0;103
432143;2017;1;106
432143;2018;0;112
432143;2019;2;114
432143;2020;0;115
432143;2021;0;124
432145;2012;0;259
432145;2013;1;235
432145;2014;1;251
432145;2015;0;292
432145;2016;1;283
432145;2017;1;276
432145;2018;0;310
432145;2019;0;304
432145;2020;0;294
432145;2021;0;289
432146;2012;0;30
432146;2013;0;37
432146;2014;0;28
432146;2015;0;27
432146;2016;0;36
432146;2017;0;26
432146;2018;0;39
432146;2019;0;26
432146;2020;0;39
432146;2021;0;27
432147;2012;0;45
432147;2013;0;43
432147;2014;0;44
432147;2015;0;47
432147;2016;0;39
432147;2017;0;31
432147;2018;0;42
432147;2019;1;49
432147;2020;0;44
432147;2021;0;44
432149;2012;1;19
432149;2013;0;15
432149;2014;1;21
432149;2015;0;14
432149;2016;0;17
432149;2017;0;23
432149;2018;0;14
432149;2019;1;17
432149;2020;1;19
432149;2021;0;15
432150;2012;2;333
432150;2013;0;342
432150;2014;4;327
432150;2015;3;390
432150;2016;4;376
432150;2017;3;369
432150;2018;1;424
432150;2019;0;408
432150;2020;2;409
432150;2021;6;399
432160;2012;4;440
432160;2013;3;452
432160;2014;10;547
432160;2015;5;526
432160;2016;6;525
432160;2017;7;555
432160;2018;5;513
432160;2019;3;477
432160;2020;4;473
432160;2021;4;461
432162;2012;0;13
432162;2013;0;9
432162;2014;0;14
432162;2015;0;16
432162;2016;0;19
432162;2017;0;16
432162;2018;1;23
432162;2019;0;11
432162;2020;1;16
432162;2021;1;14
432163;2012;0;16
432163;2013;0;8
432163;2014;1;11
432163;2015;0;10
432163;2016;0;13
432163;2017;0;10
432163;2018;0;9
432163;2019;0;14
432163;2020;1;13
432163;2021;0;12
432166;2012;1;90
432166;2013;0;96
432166;2014;1;98
432166;2015;0;126
432166;2016;1;118
432166;2017;1;116
432166;2018;0;118
432166;2019;0;124
432166;2020;0;105
432166;2021;0;103
432170;2012;1;202
432170;2013;2;212
432170;2014;1;234
432170;2015;2;259
432170;2016;1;266
432170;2017;0;250
432170;2018;6;275
432170;2019;0;272
432170;2020;1;231
432170;2021;0;209
432180;2012;0;153
432180;2013;1;164
432180;2014;0;167
432180;2015;0;176
432180;2016;0;219
432180;2017;0;201
432180;2018;0;191
432180;2019;0;202
432180;2020;1;221
432180;2021;1;240
432183;2012;0;27
432183;2013;0;33
432183;2014;0;21
432183;2015;0;31
432183;2016;0;23
432183;2017;0;25
432183;2018;0;24
432183;2019;0;26
432183;2020;0;29
432183;2021;0;33
432185;2012;0;49
432185;2013;0;63
432185;2014;1;54
432185;2015;0;51
432185;2016;0;43
432185;2017;1;61
432185;2018;0;41
432185;2019;1;50
432185;2020;0;65
432185;2021;0;56
432190;2012;0;143
432190;2013;0;201
432190;2014;4;228
432190;2015;1;216
432190;2016;0;196
432190;2017;2;215
432190;2018;1;225
432190;2019;1;208
432190;2020;4;203
432190;2021;1;210
432195;2012;0;57
432195;2013;1;56
432195;2014;0;71
432195;2015;1;74
432195;2016;1;76
432195;2017;3;78
432195;2018;1;62
432195;2019;0;77
432195;2020;0;64
432195;2021;0;67
432200;2012;4;279
432200;2013;1;268
432200;2014;2;233
432200;2015;4;261
432200;2016;0;248
432200;2017;1;280
432200;2018;1;281
432200;2019;2;282
432200;2020;0;238
432200;2021;3;263
432210;2012;0;35
432210;2013;2;42
432210;2014;0;47
432210;2015;0;48
432210;2016;0;40
432210;2017;0;45
432210;2018;0;57
432210;2019;0;39
432210;2020;0;51
432210;2021;0;39
432215;2012;0;31
432215;2013;0;39
432215;2014;0;28
432215;2015;0;44
432215;2016;0;30
432215;2017;0;42
432215;2018;0;29
432215;2019;0;32
432215;2020;0;42
432215;2021;0;31
432218;2012;0;15
432218;2013;0;13
432218;2014;0;16
432218;2015;0;7
432218;2016;0;7
432218;2017;0;14
432218;2018;0;12
432218;2019;0;8
432218;2020;0;15
432218;2021;0;9
432220;2012;2;232
432220;2013;1;219
432220;2014;1;211
432220;2015;0;200
432220;2016;0;198
432220;2017;3;177
432220;2018;4;206
432220;2019;1;173
432220;2020;1;176
432220;2021;0;163
432225;2012;0;44
432225;2013;0;38
432225;2014;0;57
432225;2015;0;47
432225;2016;0;58
432225;2017;0;50
432225;2018;0;50
432225;2019;1;64
432225;2020;0;55
432225;2021;2;53
432230;2012;0;59
432230;2013;0;61
432230;2014;0;70
432230;2015;0;58
432230;2016;0;76
432230;2017;1;64
432230;2018;0;65
432230;2019;0;64
432230;2020;0;74
432230;2021;0;67
432232;2012;0;23
432232;2013;0;20
432232;2014;0;38
432232;2015;1;41
432232;2016;0;30
432232;2017;0;34
432232;2018;0;21
432232;2019;0;23
432232;2020;0;21
432232;2021;0;20
432234;2012;0;21
432234;2013;0;14
432234;2014;0;15
432234;2015;0;18
432234;2016;0;12
432234;2017;0;10
432234;2018;0;9
432234;2019;0;11
432234;2020;0;13
432234;2021;0;17
432235;2012;0;5
432235;2013;0;9
432235;2014;0;4
432235;2015;0;4
432235;2016;0;9
432235;2017;0;4
432235;2018;0;5
432235;2019;0;8
432235;2020;0;8
432235;2021;0;7
432237;2012;0;21
432237;2013;0;24
432237;2014;0;24
432237;2015;0;20
432237;2016;0;19
432237;2017;1;26
432237;2018;0;25
432237;2019;0;26
432237;2020;0;15
432237;2021;0;20
432240;2012;21;607
432240;2013;12;543
432240;2014;10;591
432240;2015;10;631
432240;2016;15;532
432240;2017;11;351
432240;2018;3;358
432240;2019;3;331
432240;2020;8;504
432240;2021;4;604
432250;2012;4;368
432250;2013;5;380
432250;2014;2;394
432250;2015;2;435
432250;2016;2;445
432250;2017;4;513
432250;2018;6;468
432250;2019;5;468
432250;2020;2;502
432250;2021;0;453
432252;2012;0;15
432252;2013;1;20
432252;2014;0;33
432252;2015;0;27
432252;2016;0;33
432252;2017;0;35
432252;2018;1;22
432252;2019;0;24
432252;2020;0;28
432252;2021;0;29
432253;2012;0;64
432253;2013;1;83
432253;2014;1;90
432253;2015;0;94
432253;2016;0;71
432253;2017;0;59
432253;2018;1;87
432253;2019;0;80
432253;2020;0;74
432253;2021;0;93
432254;2012;0;49
432254;2013;0;43
432254;2014;0;52
432254;2015;0;58
432254;2016;0;58
432254;2017;0;48
432254;2018;0;67
432254;2019;1;55
432254;2020;1;73
432254;2021;1;56
432255;2012;1;21
432255;2013;0;16
432255;2014;0;18
432255;2015;0;17
432255;2016;1;21
432255;2017;0;17
432255;2018;0;14
432255;2019;0;17
432255;2020;0;16
432255;2021;0;14
432260;2012;3;390
432260;2013;4;452
432260;2014;4;476
432260;2015;2;461
432260;2016;2;447
432260;2017;1;441
432260;2018;1;454
432260;2019;2;470
432260;2020;3;446
432260;2021;1;402
432270;2012;1;211
432270;2013;1;199
432270;2014;1;215
432270;2015;0;229
432270;2016;0;229
432270;2017;0;228
432270;2018;0;229
432270;2019;4;221
432270;2020;2;216
432270;2021;1;223
432280;2012;0;161
432280;2013;1;160
432280;2014;1;190
432280;2015;1;159
432280;2016;0;187
432280;2017;0;191
432280;2018;4;205
432280;2019;1;204
432280;2020;1;197
432280;2021;0;198
432285;2012;0;9
432285;2013;0;9
432285;2014;0;10
432285;2015;0;8
432285;2016;0;14
432285;2017;0;20
432285;2018;0;13
432285;2019;0;9
432285;2020;0;12
432285;2021;0;10
432290;2012;0;47
432290;2013;0;25
432290;2014;1;43
432290;2015;0;29
432290;2016;1;36
432290;2017;1;40
432290;2018;0;39
432290;2019;1;42
432290;2020;0;31
432290;2021;0;30
432300;2012;29;2326
432300;2013;21;2340
432300;2014;21;2396
432300;2015;15;2470
432300;2016;26;2427
432300;2017;15;2226
432300;2018;9;2074
432300;2019;12;2001
432300;2020;13;1770
432300;2021;4;1627
432310;2012;0;61
432310;2013;0;41
432310;2014;0;49
432310;2015;2;49
432310;2016;1;49
432310;2017;0;57
432310;2018;0;61
432310;2019;0;59
432310;2020;0;41
432310;2021;0;60
432320;2012;0;17
432320;2013;1;29
432320;2014;1;28
432320;2015;1;25
432320;2016;0;19
432320;2017;0;22
432320;2018;0;25
432320;2019;0;23
432320;2020;0;23
432320;2021;0;17
432330;2012;0;24
432330;2013;0;26
432330;2014;0;25
432330;2015;1;30
432330;2016;1;28
432330;2017;1;42
432330;2018;0;34
432330;2019;0;29
432330;2020;0;33
432330;2021;0;26
432335;2012;0;19
432335;2013;0;9
432335;2014;1;18
432335;2015;0;19
432335;2016;0;16
432335;2017;0;17
432335;2018;0;12
432335;2019;0;20
432335;2020;0;17
432335;2021;0;11
432340;2012;0;29
432340;2013;0;31
432340;2014;0;29
432340;2015;0;27
432340;2016;0;30
432340;2017;0;33
432340;2018;0;34
432340;2019;0;35
432340;2020;0;42
432340;2021;0;32
432345;2012;0;39
432345;2013;1;28
432345;2014;0;18
432345;2015;0;21
432345;2016;0;19
432345;2017;0;26
432345;2018;0;15
432345;2019;1;25
432345;2020;1;22
432345;2021;0;27
432350;2012;1;15
432350;2013;1;23
432350;2014;1;26
432350;2015;0;23
432350;2016;1;22
432350;2017;1;26
432350;2018;1;33
432350;2019;0;34
432350;2020;0;29
432350;2021;0;26
432360;2012;0;7
432360;2013;0;4
432360;2014;0;11
432360;2015;0;10
432360;2016;0;10
432360;2017;0;4
432360;2018;0;8
432360;2019;0;16
432360;2020;0;8
432360;2021;0;10
432370;2012;1;26
432370;2013;1;22
432370;2014;0;22
432370;2015;1;26
432370;2016;1;14
432370;2017;0;25
432370;2018;0;30
432370;2019;0;22
432370;2020;0;32
432370;2021;0;32
432375;2012;0;34
432375;2013;0;32
432375;2014;0;19
432375;2015;0;36
432375;2016;1;20
432375;2017;0;32
432375;2018;0;25
432375;2019;0;31
432375;2020;0;25
432375;2021;0;25
432377;2012;0;29
432377;2013;0;40
432377;2014;0;27
432377;2015;0;32
432377;2016;0;36
432377;2017;0;27
432377;2018;0;33
432377;2019;0;26
432377;2020;0;32
432377;2021;0;20
432380;2012;1;162
432380;2013;5;171
432380;2014;0;185
432380;2015;3;171
432380;2016;0;184
432380;2017;3;212
432380;2018;1;194
432380;2019;3;198
432380;2020;0;189
432380;2021;1;197
500020;2012;0;184
500020;2013;0;205
500020;2014;0;202
500020;2015;0;197
500020;2016;0;196
500020;2017;1;255
500020;2018;0;232
500020;2019;1;242
500020;2020;0;208
500020;2021;0;213
500025;2012;0;37
500025;2013;0;37
500025;2014;0;44
500025;2015;1;31
500025;2016;0;40
500025;2017;0;44
500025;2018;0;54
500025;2019;1;35
500025;2020;0;31
500025;2021;0;41
500060;2012;3;438
500060;2013;6;434
500060;2014;12;476
500060;2015;1;419
500060;2016;5;442
500060;2017;5;466
500060;2018;8;449
500060;2019;2;448
500060;2020;4;449
500060;2021;5;452
500070;2012;2;206
500070;2013;1;163
500070;2014;3;271
500070;2015;1;309
500070;2016;0;307
500070;2017;1;286
500070;2018;0;284
500070;2019;0;356
500070;2020;1;282
500070;2021;2;291
500080;2012;0;69
500080;2013;0;72
500080;2014;0;82
500080;2015;0;97
500080;2016;0;60
500080;2017;0;70
500080;2018;1;58
500080;2019;0;62
500080;2020;0;38
500080;2021;1;63
500085;2012;2;112
500085;2013;0;115
500085;2014;0;105
500085;2015;0;128
500085;2016;1;144
500085;2017;0;136
500085;2018;0;114
500085;2019;0;124
500085;2020;0;93
500085;2021;0;87
500090;2012;1;98
500090;2013;0;89
500090;2014;0;102
500090;2015;0;84
500090;2016;0;96
500090;2017;1;105
500090;2018;0;106
500090;2019;1;118
500090;2020;2;142
500090;2021;1;118
500100;2012;2;274
500100;2013;1;292
500100;2014;1;286
500100;2015;3;313
500100;2016;1;235
500100;2017;4;288
500100;2018;1;282
500100;2019;1;255
500100;2020;0;306
500100;2021;0;305
500110;2012;4;279
500110;2013;3;254
500110;2014;4;419
500110;2015;6;571
500110;2016;0;492
500110;2017;0;559
500110;2018;4;494
500110;2019;3;471
500110;2020;4;580
500110;2021;2;541
500124;2012;21;114
500124;2013;26;131
500124;2014;28;115
500124;2015;11;105
500124;2016;10;117
500124;2017;22;115
500124;2018;10;113
500124;2019;3;123
500124;2020;1;145
500124;2021;2;133
500150;2012;1;81
500150;2013;0;66
500150;2014;0;81
500150;2015;0;69
500150;2016;0;61
500150;2017;0;74
500150;2018;0;93
500150;2019;0;84
500150;2020;0;70
500150;2021;0;72
500190;2012;1;230
500190;2013;0;215
500190;2014;0;240
500190;2015;2;253
500190;2016;1;249
500190;2017;1;255
500190;2018;2;262
500190;2019;0;264
500190;2020;3;310
500190;2021;3;258
500200;2012;0;123
500200;2013;0;123
500200;2014;1;133
500200;2015;0;133
500200;2016;0;132
500200;2017;0;127
500200;2018;0;108
500200;2019;1;115
500200;2020;0;116
500200;2021;0;110
500210;2012;0;138
500210;2013;0;142
500210;2014;3;220
500210;2015;0;232
500210;2016;1;244
500210;2017;1;228
500210;2018;1;159
500210;2019;0;101
500210;2020;0;38
500210;2021;0;247
500215;2012;0;58
500215;2013;0;86
500215;2014;1;82
500215;2015;0;102
500215;2016;0;90
500215;2017;2;110
500215;2018;0;107
500215;2019;1;117
500215;2020;0;102
500215;2021;0;113
500220;2012;1;223
500220;2013;3;221
500220;2014;1;245
500220;2015;2;235
500220;2016;1;232
500220;2017;0;245
500220;2018;3;288
500220;2019;1;235
500220;2020;2;249
500220;2021;0;247
500230;2012;1;135
500230;2013;0;105
500230;2014;1;133
500230;2015;1;157
500230;2016;0;142
500230;2017;0;128
500230;2018;1;158
500230;2019;0;134
500230;2020;1;146
500230;2021;1;123
500240;2012;1;267
500240;2013;0;280
500240;2014;5;295
500240;2015;3;315
500240;2016;0;347
500240;2017;1;343
500240;2018;1;321
500240;2019;5;331
500240;2020;0;320
500240;2021;1;337
500260;2012;1;143
500260;2013;0;137
500260;2014;1;173
500260;2015;1;155
500260;2016;0;166
500260;2017;0;151
500260;2018;2;173
500260;2019;0;151
500260;2020;1;132
500260;2021;2;138
500270;2012;52;3858
500270;2013;46;3660
500270;2014;45;3643
500270;2015;46;3497
500270;2016;52;3346
500270;2017;50;3193
500270;2018;41;3158
500270;2019;29;3500
500270;2020;29;3441
500270;2021;61;3440
500280;2012;1;75
500280;2013;1;67
500280;2014;1;75
500280;2015;0;71
500280;2016;0;61
500280;2017;0;59
500280;2018;0;72
500280;2019;0;67
500280;2020;0;48
500280;2021;0;84
500290;2012;0;220
500290;2013;0;207
500290;2014;0;221
500290;2015;2;244
500290;2016;0;219
500290;2017;3;218
500290;2018;1;209
500290;2019;2;186
500290;2020;1;198
500290;2021;1;199
500295;2012;0;264
500295;2013;0;292
500295;2014;1;304
500295;2015;1;309
500295;2016;1;343
500295;2017;2;336
500295;2018;2;345
500295;2019;0;345
500295;2020;2;373
500295;2021;1;373
500310;2012;0;40
500310;2013;0;32
500310;2014;1;37
500310;2015;0;35
500310;2016;0;34
500310;2017;1;36
500310;2018;1;40
500310;2019;0;35
500310;2020;0;32
500310;2021;0;18
500315;2012;2;165
500315;2013;5;201
500315;2014;2;201
500315;2015;1;199
500315;2016;0;248
500315;2017;6;247
500315;2018;4;247
500315;2019;3;232
500315;2020;1;251
500315;2021;1;276
500320;2012;8;467
500320;2013;9;475
500320;2014;8;533
500320;2015;12;425
500320;2016;6;592
500320;2017;5;600
500320;2018;1;571
500320;2019;6;604
500320;2020;7;615
500320;2021;8;678
500325;2012;8;284
500325;2013;3;257
500325;2014;1;251
500325;2015;2;273
500325;2016;0;247
500325;2017;2;250
500325;2018;1;253
500325;2019;1;250
500325;2020;2;260
500325;2021;0;249
500330;2012;2;272
500330;2013;3;292
500330;2014;3;303
500330;2015;3;293
500330;2016;2;290
500330;2017;1;303
500330;2018;1;279
500330;2019;3;278
500330;2020;3;269
500330;2021;5;335
500345;2012;1;130
500345;2013;0;125
500345;2014;0;146
500345;2015;0;155
500345;2016;1;128
500345;2017;0;163
500345;2018;0;137
500345;2019;1;137
500345;2020;1;128
500345;2021;0;143
500348;2012;1;108
500348;2013;1;105
500348;2014;0;108
500348;2015;0;124
500348;2016;0;123
500348;2017;1;141
500348;2018;0;114
500348;2019;1;118
500348;2020;0;128
500348;2021;0;118
500350;2012;0;70
500350;2013;1;64
500350;2014;0;65
500350;2015;0;69
500350;2016;0;68
500350;2017;1;46
500350;2018;0;49
500350;2019;0;61
500350;2020;1;54
500350;2021;1;62
500370;2012;22;1785
500370;2013;37;1830
500370;2014;23;1893
500370;2015;26;2017
500370;2016;20;2008
500370;2017;13;2055
500370;2018;22;1923
500370;2019;20;2001
500370;2020;20;1979
500370;2021;23;1975
500375;2012;0;147
500375;2013;1;168
500375;2014;0;140
500375;2015;1;140
500375;2016;0;167
500375;2017;0;141
500375;2018;0;150
500375;2019;1;125
500375;2020;0;128
500375;2021;0;152
500380;2012;0;182
500380;2013;2;203
500380;2014;1;171
500380;2015;2;197
500380;2016;3;221
500380;2017;2;215
500380;2018;1;232
500380;2019;2;222
500380;2020;2;193
500380;2021;1;228
500390;2012;0;32
500390;2013;0;33
500390;2014;3;48
500390;2015;1;52
500390;2016;0;30
500390;2017;1;30
500390;2018;0;33
500390;2019;0;28
500390;2020;0;39
500390;2021;1;42
500400;2012;1;62
500400;2013;1;75
500400;2014;1;80
500400;2015;1;124
500400;2016;2;110
500400;2017;1;92
500400;2018;0;78
500400;2019;0;102
500400;2020;1;75
500400;2021;0;80
500410;2012;1;83
500410;2013;3;71
500410;2014;1;103
500410;2015;0;89
500410;2016;0;104
500410;2017;1;108
500410;2018;0;111
500410;2019;0;114
500410;2020;1;98
500410;2021;1;113
500430;2012;0;165
500430;2013;0;164
500430;2014;0;173
500430;2015;0;163
500430;2016;1;182
500430;2017;0;171
500430;2018;2;188
500430;2019;1;187
500430;2020;0;167
500430;2021;0;190
500440;2012;0;90
500440;2013;0;84
500440;2014;0;85
500440;2015;0;111
500440;2016;0;95
500440;2017;0;89
500440;2018;0;89
500440;2019;0;99
500440;2020;0;85
500440;2021;0;83
500450;2012;0;198
500450;2013;1;194
500450;2014;1;211
500450;2015;2;191
500450;2016;0;210
500450;2017;0;195
500450;2018;1;173
500450;2019;0;209
500450;2020;1;201
500450;2021;0;206
500460;2012;1;188
500460;2013;2;186
500460;2014;0;202
500460;2015;1;211
500460;2016;1;179
500460;2017;0;193
500460;2018;3;205
500460;2019;2;204
500460;2020;1;191
500460;2021;0;194
500470;2012;1;198
500470;2013;0;162
500470;2014;0;155
500470;2015;0;180
500470;2016;1;199
500470;2017;1;234
500470;2018;0;218
500470;2019;0;248
500470;2020;0;236
500470;2021;0;228
500480;2012;0;128
500480;2013;0;136
500480;2014;0;140
500480;2015;2;156
500480;2016;0;134
500480;2017;1;133
500480;2018;0;157
500480;2019;2;137
500480;2020;0;131
500480;2021;0;137
500490;2012;1;46
500490;2013;0;43
500490;2014;0;36
500490;2015;0;59
500490;2016;0;51
500490;2017;0;45
500490;2018;1;52
500490;2019;1;41
500490;2020;0;53
500490;2021;0;47
500500;2012;0;131
500500;2013;5;150
500500;2014;3;162
500500;2015;1;225
500500;2016;1;270
500500;2017;0;298
500500;2018;0;293
500500;2019;0;286
500500;2020;0;291
500500;2021;1;296
500510;2012;1;35
500510;2013;1;64
500510;2014;0;37
500510;2015;1;47
500510;2016;0;41
500510;2017;0;32
500510;2018;0;57
500510;2019;0;49
500510;2020;2;42
500510;2021;0;53
500515;2012;0;68
500515;2013;3;86
500515;2014;2;90
500515;2015;1;82
500515;2016;1;102
500515;2017;1;89
500515;2018;0;87
500515;2019;0;98
500515;2020;1;92
500515;2021;1;84
500520;2012;4;206
500520;2013;3;197
500520;2014;1;223
500520;2015;1;193
500520;2016;0;261
500520;2017;1;254
500520;2018;3;249
500520;2019;0;245
500520;2020;0;235
500520;2021;0;265
500525;2012;0;113
500525;2013;0;93
500525;2014;0;87
500525;2015;1;110
500525;2016;1;91
500525;2017;1;96
