"codmunres";"ano";"nascidos_vivos_asfixia1";"total_de_nascidos_vivos"
170382;2013;0;19
170382;2014;0;37
170382;2015;0;23
170382;2016;0;23
170382;2017;0;25
170382;2018;0;32
170382;2019;0;27
170382;2020;0;22
170382;2021;0;27
170384;2012;1;123
170384;2013;3;98
170384;2014;2;116
170384;2015;2;119
170384;2016;2;124
170384;2017;0;107
170384;2018;1;140
170384;2019;0;129
170384;2020;0;132
170384;2021;1;131
170386;2012;0;41
170386;2013;0;40
170386;2014;0;30
170386;2015;0;44
170386;2016;0;52
170386;2017;2;47
170386;2018;0;56
170386;2019;0;44
170386;2020;0;38
170386;2021;0;52
170388;2012;0;29
170388;2013;1;37
170388;2014;1;43
170388;2015;1;26
170388;2016;0;28
170388;2017;0;38
170388;2018;0;32
170388;2019;1;47
170388;2020;0;39
170388;2021;1;33
170389;2012;0;34
170389;2013;0;49
170389;2014;0;49
170389;2015;1;39
170389;2016;1;51
170389;2017;0;55
170389;2018;0;53
170389;2019;0;38
170389;2020;0;57
170389;2021;1;41
170390;2012;0;75
170390;2013;1;55
170390;2014;0;54
170390;2015;0;69
170390;2016;0;73
170390;2017;0;62
170390;2018;1;84
170390;2019;0;77
170390;2020;0;74
170390;2021;0;74
170410;2012;0;21
170410;2013;0;18
170410;2014;0;25
170410;2015;0;22
170410;2016;0;26
170410;2017;0;25
170410;2018;0;20
170410;2019;0;25
170410;2020;0;20
170410;2021;0;22
170460;2012;0;20
170460;2013;0;17
170460;2014;0;18
170460;2015;0;21
170460;2016;0;13
170460;2017;0;20
170460;2018;0;18
170460;2019;0;19
170460;2020;0;17
170460;2021;0;13
170510;2012;0;40
170510;2013;1;45
170510;2014;0;36
170510;2015;0;36
170510;2016;0;29
170510;2017;0;31
170510;2018;0;30
170510;2019;0;37
170510;2020;0;28
170510;2021;0;43
170550;2012;2;358
170550;2013;1;361
170550;2014;2;399
170550;2015;4;367
170550;2016;2;414
170550;2017;1;429
170550;2018;4;415
170550;2019;4;382
170550;2020;2;407
170550;2021;1;439
170555;2012;1;53
170555;2013;1;64
170555;2014;0;47
170555;2015;0;67
170555;2016;0;39
170555;2017;0;60
170555;2018;0;53
170555;2019;0;45
170555;2020;0;55
170555;2021;0;47
170560;2012;0;44
170560;2013;0;62
170560;2014;0;49
170560;2015;0;31
170560;2016;1;42
170560;2017;0;52
170560;2018;1;53
170560;2019;0;51
170560;2020;2;48
170560;2021;0;48
170600;2012;1;69
170600;2013;0;68
170600;2014;0;69
170600;2015;0;62
170600;2016;1;68
170600;2017;1;73
170600;2018;0;73
170600;2019;1;55
170600;2020;1;62
170600;2021;1;75
170610;2012;0;76
170610;2013;0;68
170610;2014;0;79
170610;2015;0;61
170610;2016;0;71
170610;2017;0;89
170610;2018;0;74
170610;2019;0;76
170610;2020;0;70
170610;2021;0;67
170625;2012;0;24
170625;2013;0;24
170625;2014;0;19
170625;2015;0;22
170625;2016;0;22
170625;2017;0;22
170625;2018;0;19
170625;2019;0;16
170625;2020;0;20
170625;2021;0;14
170650;2012;0;75
170650;2013;1;78
170650;2014;1;89
170650;2015;0;96
170650;2016;1;67
170650;2017;0;87
170650;2018;1;75
170650;2019;0;80
170650;2020;0;78
170650;2021;1;86
170700;2012;3;228
170700;2013;2;259
170700;2014;2;258
170700;2015;2;245
170700;2016;1;233
170700;2017;2;251
170700;2018;3;305
170700;2019;2;235
170700;2020;4;266
170700;2021;3;250
170710;2012;1;86
170710;2013;1;69
170710;2014;3;78
170710;2015;1;89
170710;2016;0;92
170710;2017;1;99
170710;2018;0;99
170710;2019;0;91
170710;2020;0;79
170710;2021;0;91
170720;2012;0;50
170720;2013;1;51
170720;2014;1;64
170720;2015;0;46
170720;2016;1;63
170720;2017;0;49
170720;2018;0;57
170720;2019;0;73
170720;2020;0;54
170720;2021;0;62
170730;2012;0;61
170730;2013;0;50
170730;2014;1;56
170730;2015;1;58
170730;2016;0;48
170730;2017;2;50
170730;2018;0;49
170730;2019;0;56
170730;2020;0;65
170730;2021;0;53
170740;2012;1;75
170740;2013;1;90
170740;2014;1;110
170740;2015;1;125
170740;2016;1;101
170740;2017;0;109
170740;2018;2;112
170740;2019;1;115
170740;2020;1;102
170740;2021;2;104
170755;2012;0;50
170755;2013;0;43
170755;2014;0;47
170755;2015;0;35
170755;2016;0;55
170755;2017;0;58
170755;2018;0;39
170755;2019;0;43
170755;2020;0;40
170755;2021;0;44
170765;2012;0;43
170765;2013;2;62
170765;2014;0;59
170765;2015;2;63
170765;2016;0;63
170765;2017;0;72
170765;2018;0;66
170765;2019;0;62
170765;2020;0;51
170765;2021;0;54
170770;2012;0;97
170770;2013;1;93
170770;2014;1;103
170770;2015;0;93
170770;2016;0;101
170770;2017;1;93
170770;2018;1;86
170770;2019;0;103
170770;2020;1;86
170770;2021;0;85
170820;2012;3;173
170820;2013;1;203
170820;2014;0;222
170820;2015;3;203
170820;2016;1;210
170820;2017;3;241
170820;2018;0;234
170820;2019;3;261
170820;2020;0;205
170820;2021;1;259
170825;2012;0;45
170825;2013;2;36
170825;2014;0;44
170825;2015;0;50
170825;2016;0;47
170825;2017;1;45
170825;2018;0;51
170825;2019;2;72
170825;2020;0;59
170825;2021;0;56
170830;2012;1;46
170830;2013;1;35
170830;2014;0;43
170830;2015;0;73
170830;2016;0;37
170830;2017;0;65
170830;2018;0;50
170830;2019;1;52
170830;2020;0;60
170830;2021;0;56
170900;2012;4;168
170900;2013;1;178
170900;2014;2;195
170900;2015;3;193
170900;2016;4;195
170900;2017;1;191
170900;2018;3;170
170900;2019;0;179
170900;2020;1;192
170900;2021;2;172
170930;2012;1;297
170930;2013;3;235
170930;2014;2;226
170930;2015;1;336
170930;2016;1;328
170930;2017;1;322
170930;2018;0;310
170930;2019;0;273
170930;2020;1;282
170930;2021;0;298
170950;2012;6;522
170950;2013;11;559
170950;2014;19;600
170950;2015;13;681
170950;2016;9;732
170950;2017;8;850
170950;2018;7;903
170950;2019;7;897
170950;2020;5;875
170950;2021;3;813
170980;2012;0;19
170980;2013;0;20
170980;2014;1;21
170980;2015;0;22
170980;2016;0;26
170980;2017;0;18
170980;2018;0;26
170980;2019;0;20
170980;2020;0;17
170980;2021;0;21
171050;2012;1;89
171050;2013;1;94
171050;2014;2;100
171050;2015;1;122
171050;2016;0;99
171050;2017;2;122
171050;2018;2;130
171050;2019;2;113
171050;2020;1;99
171050;2021;0;110
171070;2012;0;45
171070;2013;1;81
171070;2014;1;63
171070;2015;0;58
171070;2016;0;51
171070;2017;0;60
171070;2018;0;43
171070;2019;0;68
171070;2020;0;59
171070;2021;0;51
171090;2012;1;38
171090;2013;0;23
171090;2014;1;41
171090;2015;0;40
171090;2016;0;51
171090;2017;0;54
171090;2018;0;58
171090;2019;1;49
171090;2020;0;55
171090;2021;0;49
171110;2012;0;29
171110;2013;1;34
171110;2014;0;36
171110;2015;0;36
171110;2016;1;34
171110;2017;0;36
171110;2018;0;29
171110;2019;0;28
171110;2020;0;30
171110;2021;0;36
171150;2012;0;30
171150;2013;0;29
171150;2014;1;30
171150;2015;0;43
171150;2016;0;31
171150;2017;0;26
171150;2018;0;34
171150;2019;0;38
171150;2020;0;29
171150;2021;0;27
171180;2012;1;31
171180;2013;0;36
171180;2014;0;31
171180;2015;0;22
171180;2016;0;37
171180;2017;0;27
171180;2018;0;32
171180;2019;0;30
171180;2020;0;33
171180;2021;0;34
171190;2012;0;153
171190;2013;0;173
171190;2014;1;175
171190;2015;0;205
171190;2016;1;186
171190;2017;0;222
171190;2018;1;247
171190;2019;1;207
171190;2020;1;227
171190;2021;1;261
171195;2012;1;56
171195;2013;1;62
171195;2014;0;50
171195;2015;0;50
171195;2016;0;54
171195;2017;1;37
171195;2018;1;52
171195;2019;1;41
171195;2020;0;48
171195;2021;0;52
171200;2012;0;49
171200;2013;0;44
171200;2014;1;49
171200;2015;1;47
171200;2016;0;46
171200;2017;1;54
171200;2018;0;43
171200;2019;0;43
171200;2020;0;48
171200;2021;0;48
171215;2012;0;23
171215;2013;0;18
171215;2014;0;17
171215;2015;1;25
171215;2016;1;18
171215;2017;0;20
171215;2018;0;12
171215;2019;1;22
171215;2020;0;17
171215;2021;0;16
171240;2012;0;34
171240;2013;2;35
171240;2014;1;39
171240;2015;0;35
171240;2016;2;37
171240;2017;0;41
171240;2018;0;42
171240;2019;0;47
171240;2020;0;37
171240;2021;0;44
171245;2012;0;30
171245;2013;0;36
171245;2014;0;35
171245;2015;0;24
171245;2016;1;37
171245;2017;0;28
171245;2018;0;43
171245;2019;0;38
171245;2020;0;31
171245;2021;0;38
171250;2012;0;52
171250;2013;1;42
171250;2014;0;45
171250;2015;0;65
171250;2016;0;51
171250;2017;0;59
171250;2018;0;65
171250;2019;0;61
171250;2020;0;55
171250;2021;0;59
171270;2012;0;36
171270;2013;0;37
171270;2014;1;38
171270;2015;0;31
171270;2016;1;28
171270;2017;2;37
171270;2018;0;38
171270;2019;0;44
171270;2020;0;37
171270;2021;0;37
171280;2012;0;37
171280;2013;0;27
171280;2014;0;34
171280;2015;1;23
171280;2016;0;19
171280;2017;0;34
171280;2018;0;23
171280;2019;0;25
171280;2020;0;31
171280;2021;0;27
171320;2012;4;227
171320;2013;1;219
171320;2014;1;178
171320;2015;0;267
171320;2016;1;261
171320;2017;3;239
171320;2018;1;276
171320;2019;2;234
171320;2020;2;265
171320;2021;2;246
171330;2012;0;160
171330;2013;2;133
171330;2014;0;119
171330;2015;3;134
171330;2016;3;177
171330;2017;1;144
171330;2018;0;170
171330;2019;5;162
171330;2020;1;162
171330;2021;0;157
171360;2012;1;101
171360;2013;1;100
171360;2014;0;69
171360;2015;0;86
171360;2016;0;72
171360;2017;1;108
171360;2018;0;88
171360;2019;1;68
171360;2020;0;62
171360;2021;0;79
171370;2012;0;21
171370;2013;0;17
171370;2014;0;34
171370;2015;0;36
171370;2016;0;25
171370;2017;1;32
171370;2018;0;33
171370;2019;0;25
171370;2020;0;21
171370;2021;0;27
171380;2012;1;70
171380;2013;1;49
171380;2014;0;46
171380;2015;0;56
171380;2016;0;65
171380;2017;1;66
171380;2018;0;77
171380;2019;0;59
171380;2020;0;56
171380;2021;1;66
171395;2012;0;45
171395;2013;0;44
171395;2014;0;41
171395;2015;0;43
171395;2016;0;42
171395;2017;1;49
171395;2018;0;54
171395;2019;1;45
171395;2020;1;50
171395;2021;0;44
171420;2012;1;104
171420;2013;1;127
171420;2014;0;81
171420;2015;0;109
171420;2016;0;103
171420;2017;2;94
171420;2018;1;122
171420;2019;3;115
171420;2020;1;116
171420;2021;0;88
171430;2012;0;49
171430;2013;0;48
171430;2014;0;48
171430;2015;0;40
171430;2016;0;45
171430;2017;1;59
171430;2018;0;62
171430;2019;0;53
171430;2020;0;46
171430;2021;0;53
171488;2012;0;139
171488;2013;0;118
171488;2014;2;160
171488;2015;2;170
171488;2016;0;145
171488;2017;1;160
171488;2018;2;143
171488;2019;0;137
171488;2020;1;129
171488;2021;1;129
171500;2012;0;46
171500;2013;0;46
171500;2014;0;59
171500;2015;1;51
171500;2016;0;34
171500;2017;0;48
171500;2018;0;40
171500;2019;0;53
171500;2020;0;37
171500;2021;0;46
171510;2012;1;65
171510;2013;1;65
171510;2014;0;54
171510;2015;0;55
171510;2016;0;51
171510;2017;0;69
171510;2018;0;61
171510;2019;0;55
171510;2020;1;62
171510;2021;0;57
171515;2012;0;19
171515;2013;0;23
171515;2014;1;18
171515;2015;0;19
171515;2016;1;19
171515;2017;0;24
171515;2018;0;16
171515;2019;0;14
171515;2020;0;18
171515;2021;0;19
171525;2012;0;28
171525;2013;0;34
171525;2014;1;28
171525;2015;0;33
171525;2016;0;31
171525;2017;0;29
171525;2018;1;24
171525;2019;0;28
171525;2020;0;28
171525;2021;0;36
171550;2012;0;11
171550;2013;0;21
171550;2014;0;20
171550;2015;0;15
171550;2016;0;23
171550;2017;0;29
171550;2018;0;20
171550;2019;0;17
171550;2020;0;16
171550;2021;0;16
171570;2012;0;54
171570;2013;0;42
171570;2014;0;45
171570;2015;0;41
171570;2016;0;57
171570;2017;0;61
171570;2018;0;52
171570;2019;0;71
171570;2020;0;52
171570;2021;0;42
171575;2012;0;66
171575;2013;0;55
171575;2014;2;62
171575;2015;0;65
171575;2016;0;70
171575;2017;0;54
171575;2018;0;90
171575;2019;0;92
171575;2020;0;60
171575;2021;0;80
171610;2012;2;395
171610;2013;5;363
171610;2014;2;410
171610;2015;2;628
171610;2016;2;615
171610;2017;1;643
171610;2018;0;651
171610;2019;0;671
171610;2020;3;636
171610;2021;2;624
171620;2012;0;121
171620;2013;2;97
171620;2014;0;94
171620;2015;0;117
171620;2016;2;121
171620;2017;0;68
171620;2018;1;98
171620;2019;0;81
171620;2020;0;120
171620;2021;1;137
171630;2012;0;63
171630;2013;0;44
171630;2014;0;66
171630;2015;0;49
171630;2016;0;59
171630;2017;1;57
171630;2018;0;56
171630;2019;0;46
171630;2020;0;57
171630;2021;0;52
171650;2012;5;149
171650;2013;1;150
171650;2014;2;135
171650;2015;1;220
171650;2016;3;217
171650;2017;1;240
171650;2018;1;208
171650;2019;1;236
171650;2020;1;218
171650;2021;1;203
171660;2012;2;93
171660;2013;1;105
171660;2014;3;107
171660;2015;1;107
171660;2016;1;104
171660;2017;0;105
171660;2018;0;115
171660;2019;4;114
171660;2020;1;119
171660;2021;0;116
171665;2012;1;63
171665;2013;0;44
171665;2014;0;56
171665;2015;0;50
171665;2016;1;63
171665;2017;0;54
171665;2018;0;58
171665;2019;0;58
171665;2020;0;58
171665;2021;1;62
171670;2012;0;95
171670;2013;2;95
171670;2014;0;97
171670;2015;1;107
171670;2016;2;94
171670;2017;0;93
171670;2018;0;109
171670;2019;0;94
171670;2020;1;93
171670;2021;0;108
171700;2012;1;65
171700;2013;2;47
171700;2014;0;52
171700;2015;0;60
171700;2016;2;42
171700;2017;0;46
171700;2018;1;65
171700;2019;1;49
171700;2020;2;46
171700;2021;0;40
171720;2012;0;37
171720;2013;2;36
171720;2014;0;31
171720;2015;1;28
171720;2016;0;28
171720;2017;1;41
171720;2018;0;28
171720;2019;0;29
171720;2020;0;27
171720;2021;2;32
171750;2012;0;80
171750;2013;1;60
171750;2014;0;83
171750;2015;0;66
171750;2016;0;79
171750;2017;0;82
171750;2018;0;81
171750;2019;1;85
171750;2020;0;75
171750;2021;0;75
171780;2012;1;51
171780;2013;1;47
171780;2014;0;49
171780;2015;0;52
171780;2016;0;50
171780;2017;1;43
171780;2018;1;46
171780;2019;0;30
171780;2020;0;45
171780;2021;0;29
171790;2012;1;111
171790;2013;2;106
171790;2014;0;99
171790;2015;0;97
171790;2016;0;110
171790;2017;0;93
171790;2018;0;89
171790;2019;0;82
171790;2020;0;86
171790;2021;0;107
171800;2012;0;38
171800;2013;0;36
171800;2014;0;47
171800;2015;0;44
171800;2016;0;45
171800;2017;1;36
171800;2018;1;42
171800;2019;1;32
171800;2020;1;42
171800;2021;0;43
171820;2012;6;681
171820;2013;6;679
171820;2014;7;648
171820;2015;4;699
171820;2016;4;678
171820;2017;4;762
171820;2018;6;794
171820;2019;2;796
171820;2020;6;828
171820;2021;5;765
171830;2012;0;65
171830;2013;1;78
171830;2014;0;93
171830;2015;1;109
171830;2016;0;91
171830;2017;0;79
171830;2018;0;80
171830;2019;1;68
171830;2020;0;60
171830;2021;2;77
171840;2012;0;43
171840;2013;0;41
171840;2014;1;47
171840;2015;1;50
171840;2016;0;47
171840;2017;0;40
171840;2018;0;42
171840;2019;0;34
171840;2020;0;37
171840;2021;0;37
171845;2012;0;36
171845;2013;1;25
171845;2014;0;30
171845;2015;0;32
171845;2016;0;39
171845;2017;1;30
171845;2018;0;27
171845;2019;0;26
171845;2020;0;25
171845;2021;0;29
171850;2012;1;57
171850;2013;0;59
171850;2014;1;45
171850;2015;2;60
171850;2016;0;49
171850;2017;0;47
171850;2018;0;38
171850;2019;0;48
171850;2020;0;33
171850;2021;0;59
171855;2012;0;57
171855;2013;1;52
171855;2014;0;61
171855;2015;0;63
171855;2016;0;62
171855;2017;0;53
171855;2018;0;50
171855;2019;0;48
171855;2020;1;46
171855;2021;1;57
171865;2012;1;29
171865;2013;0;35
171865;2014;1;35
171865;2015;0;27
171865;2016;0;37
171865;2017;0;34
171865;2018;0;36
171865;2019;0;31
171865;2020;0;25
171865;2021;0;29
171870;2012;0;27
171870;2013;0;27
171870;2014;0;36
171870;2015;0;21
171870;2016;0;35
171870;2017;1;37
171870;2018;0;36
171870;2019;1;33
171870;2020;0;36
171870;2021;0;36
171875;2012;0;63
171875;2013;0;53
171875;2014;0;46
171875;2015;0;42
171875;2016;0;54
171875;2017;0;56
171875;2018;0;54
171875;2019;1;54
171875;2020;0;55
171875;2021;1;59
171880;2012;1;35
171880;2013;0;45
171880;2014;0;73
171880;2015;0;63
171880;2016;0;56
171880;2017;1;54
171880;2018;1;84
171880;2019;0;50
171880;2020;0;60
171880;2021;0;75
171884;2012;0;39
171884;2013;0;36
171884;2014;2;47
171884;2015;1;35
171884;2016;0;41
171884;2017;0;37
171884;2018;0;41
171884;2019;0;43
171884;2020;1;44
171884;2021;1;39
171886;2012;0;91
171886;2013;0;109
171886;2014;2;96
171886;2015;1;108
171886;2016;1;99
171886;2017;1;76
171886;2018;0;111
171886;2019;0;106
171886;2020;0;93
171886;2021;0;91
171888;2012;0;42
171888;2013;1;36
171888;2014;1;23
171888;2015;0;33
171888;2016;0;34
171888;2017;0;36
171888;2018;0;35
171888;2019;0;38
171888;2020;0;34
171888;2021;0;37
171889;2012;0;29
171889;2013;0;20
171889;2014;0;24
171889;2015;0;27
171889;2016;0;18
171889;2017;0;21
171889;2018;0;23
171889;2019;0;23
171889;2020;0;35
171889;2021;0;26
171890;2012;0;61
171890;2013;0;58
171890;2014;0;58
171890;2015;1;75
171890;2016;0;69
171890;2017;0;64
171890;2018;2;74
171890;2019;0;63
171890;2020;2;73
171890;2021;0;77
171900;2012;0;43
171900;2013;0;58
171900;2014;0;50
171900;2015;0;32
171900;2016;0;33
171900;2017;0;57
171900;2018;0;36
171900;2019;0;50
171900;2020;2;53
171900;2021;0;46
172000;2012;1;33
172000;2013;0;26
172000;2014;0;21
172000;2015;0;29
172000;2016;0;28
172000;2017;1;28
172000;2018;1;21
172000;2019;0;26
172000;2020;0;21
172000;2021;0;26
172010;2012;0;42
172010;2013;2;61
172010;2014;0;68
172010;2015;0;75
172010;2016;0;62
172010;2017;0;60
172010;2018;1;73
172010;2019;1;68
172010;2020;0;48
172010;2021;0;71
172015;2012;0;20
172015;2013;0;24
172015;2014;0;20
172015;2015;0;14
172015;2016;0;18
172015;2017;1;20
172015;2018;1;29
172015;2019;0;24
172015;2020;0;21
172015;2021;0;18
172020;2012;3;99
172020;2013;1;149
172020;2014;1;107
172020;2015;2;134
172020;2016;1;132
172020;2017;1;145
172020;2018;1;130
172020;2019;0;125
172020;2020;0;107
172020;2021;0;130
172025;2012;0;24
172025;2013;0;23
172025;2014;0;31
172025;2015;2;34
172025;2016;0;32
172025;2017;0;26
172025;2018;1;27
172025;2019;2;29
172025;2020;0;33
172025;2021;0;24
172030;2012;0;32
172030;2013;0;62
172030;2014;1;48
172030;2015;1;65
172030;2016;0;59
172030;2017;0;48
172030;2018;1;57
172030;2019;0;51
172030;2020;1;59
172030;2021;0;48
172049;2012;1;42
172049;2013;0;57
172049;2014;1;49
172049;2015;1;52
172049;2016;0;40
172049;2017;1;49
172049;2018;1;51
172049;2019;1;51
172049;2020;0;38
172049;2021;0;36
172065;2012;1;81
172065;2013;0;66
172065;2014;1;81
172065;2015;0;74
172065;2016;0;64
172065;2017;1;68
172065;2018;0;66
172065;2019;1;81
172065;2020;0;69
172065;2021;0;55
172080;2012;1;88
172080;2013;2;128
172080;2014;0;133
172080;2015;0;113
172080;2016;0;110
172080;2017;1;120
172080;2018;0;141
172080;2019;1;107
172080;2020;1;128
172080;2021;1;119
172085;2012;0;22
172085;2013;0;17
172085;2014;1;16
172085;2015;1;20
172085;2016;0;29
172085;2017;0;20
172085;2018;0;21
172085;2019;0;11
172085;2020;0;24
172085;2021;0;18
172090;2012;1;117
172090;2013;0;112
172090;2014;1;118
172090;2015;5;127
172090;2016;1;120
172090;2017;1;144
172090;2018;1;117
172090;2019;1;110
172090;2020;2;103
172090;2021;1;142
172093;2012;0;28
172093;2013;0;35
172093;2014;0;29
172093;2015;0;23
172093;2016;0;22
172093;2017;0;14
172093;2018;0;21
172093;2019;0;32
172093;2020;0;30
172093;2021;0;30
172097;2012;1;32
172097;2013;0;26
172097;2014;0;24
172097;2015;0;38
172097;2016;0;27
172097;2017;0;36
172097;2018;0;29
172097;2019;0;25
172097;2020;0;23
172097;2021;0;31
172100;2012;15;1828
172100;2013;14;1939
172100;2014;20;1959
172100;2015;13;1867
172100;2016;16;1861
172100;2017;9;1925
172100;2018;10;2274
172100;2019;16;2314
172100;2020;26;2449
172100;2021;19;1957
172110;2012;2;135
172110;2013;4;155
172110;2014;1;114
172110;2015;1;174
172110;2016;0;146
172110;2017;0;176
172110;2018;1;206
172110;2019;1;172
172110;2020;1;163
172110;2021;2;172
172120;2012;3;207
172120;2013;4;234
172120;2014;3;213
172120;2015;3;234
172120;2016;5;199
172120;2017;6;298
172120;2018;3;307
172120;2019;5;306
172120;2020;1;279
172120;2021;0;323
172125;2012;0;17
172125;2013;1;20
172125;2014;0;21
172125;2015;0;31
172125;2016;0;22
172125;2017;0;22
172125;2018;0;20
172125;2019;0;11
172125;2020;1;30
172125;2021;0;32
172130;2012;0;31
172130;2013;0;23
172130;2014;0;22
172130;2015;0;17
172130;2016;0;26
172130;2017;1;19
172130;2018;0;15
172130;2019;0;25
172130;2020;0;24
172130;2021;0;33
172208;2012;2;104
172208;2013;1;103
172208;2014;1;129
172208;2015;0;123
172208;2016;1;115
172208;2017;0;105
172208;2018;0;117
172208;2019;0;98
172208;2020;1;113
172208;2021;1;114
172210;2012;1;131
172210;2013;2;147
172210;2014;5;166
172210;2015;3;190
172210;2016;0;143
172210;2017;2;192
172210;2018;2;186
172210;2019;0;149
172210;2020;1;140
172210;2021;0;140
210000;2012;0;3
210000;2013;0;2
210000;2014;0;2
210000;2015;0;8
210000;2016;0;3
210000;2017;0;4
210000;2018;0;6
210000;2019;0;8
210000;2020;0;4
210000;2021;0;3
210005;2012;10;661
210005;2013;24;718
210005;2014;12;784
210005;2015;21;837
210005;2016;12;1056
210005;2017;9;1050
210005;2018;13;1047
210005;2019;3;983
210005;2020;8;888
210005;2021;15;1002
210010;2012;2;96
210010;2013;0;80
210010;2014;2;102
210010;2015;1;89
210010;2016;1;90
210010;2017;1;90
210010;2018;3;123
210010;2019;1;106
210010;2020;2;90
210010;2021;3;96
210015;2012;7;101
210015;2013;7;119
210015;2014;2;94
210015;2015;2;140
210015;2016;0;132
210015;2017;3;133
210015;2018;1;149
210015;2019;3;158
210015;2020;2;147
210015;2021;0;162
210020;2012;15;155
210020;2013;14;151
210020;2014;3;131
210020;2015;2;98
210020;2016;2;100
210020;2017;0;129
210020;2018;1;152
210020;2019;1;144
210020;2020;0;153
210020;2021;3;156
210030;2012;0;266
210030;2013;1;302
210030;2014;2;280
210030;2015;0;263
210030;2016;4;252
210030;2017;1;259
210030;2018;1;276
210030;2019;1;266
210030;2020;3;252
210030;2021;2;262
210040;2012;1;79
210040;2013;2;62
210040;2014;0;77
210040;2015;1;77
210040;2016;0;67
210040;2017;1;63
210040;2018;0;81
210040;2019;0;76
210040;2020;0;66
210040;2021;0;60
210043;2012;4;255
210043;2013;2;286
210043;2014;9;298
210043;2015;2;277
210043;2016;1;261
210043;2017;2;248
210043;2018;0;277
210043;2019;1;251
210043;2020;5;262
210043;2021;7;270
210047;2012;7;306
210047;2013;4;260
210047;2014;2;204
210047;2015;5;140
210047;2016;3;150
210047;2017;6;215
210047;2018;3;166
210047;2019;3;155
210047;2020;4;208
210047;2021;5;248
210050;2012;2;70
210050;2013;0;89
210050;2014;4;96
210050;2015;1;120
210050;2016;0;103
210050;2017;2;130
210050;2018;1;140
210050;2019;2;163
210050;2020;2;156
210050;2021;3;140
210055;2012;0;70
210055;2013;0;98
210055;2014;2;92
210055;2015;1;85
210055;2016;1;94
210055;2017;1;112
210055;2018;1;93
210055;2019;1;81
210055;2020;1;85
210055;2021;1;101
210060;2012;12;219
210060;2013;5;213
210060;2014;8;260
210060;2015;3;218
210060;2016;6;376
210060;2017;3;280
210060;2018;6;273
210060;2019;7;295
210060;2020;12;324
210060;2021;3;458
210070;2012;3;110
210070;2013;4;156
210070;2014;5;137
210070;2015;12;137
210070;2016;2;108
210070;2017;3;121
210070;2018;8;183
210070;2019;5;189
210070;2020;0;197
210070;2021;1;222
210080;2012;3;264
210080;2013;2;210
210080;2014;5;242
210080;2015;3;223
210080;2016;1;222
210080;2017;0;253
210080;2018;1;266
210080;2019;2;218
210080;2020;0;239
210080;2021;5;253
210083;2012;52;106
210083;2013;15;54
210083;2014;3;23
210083;2015;2;20
210083;2016;8;9
210083;2017;2;47
210083;2018;1;56
210083;2019;0;55
210083;2020;4;69
210083;2021;1;157
210087;2012;0;96
210087;2013;2;131
210087;2014;5;133
210087;2015;1;135
210087;2016;2;160
210087;2017;1;163
210087;2018;2;102
210087;2019;1;96
210087;2020;1;138
210087;2021;3;116
210090;2012;49;307
210090;2013;11;306
210090;2014;11;378
210090;2015;7;408
210090;2016;4;400
210090;2017;13;365
210090;2018;22;434
210090;2019;26;383
210090;2020;6;428
210090;2021;18;378
210095;2012;8;213
210095;2013;3;260
210095;2014;8;274
210095;2015;9;285
210095;2016;5;266
210095;2017;3;257
210095;2018;4;265
210095;2019;6;272
210095;2020;8;389
210095;2021;9;442
210100;2012;2;224
210100;2013;4;264
210100;2014;1;263
210100;2015;3;253
210100;2016;2;136
210100;2017;2;160
210100;2018;0;375
210100;2019;1;322
210100;2020;2;287
210100;2021;2;283
210110;2012;1;117
210110;2013;1;109
210110;2014;1;147
210110;2015;0;101
210110;2016;2;107
210110;2017;0;107
210110;2018;0;124
210110;2019;1;119
210110;2020;0;135
210110;2021;0;89
210120;2012;17;1078
210120;2013;17;849
210120;2014;28;740
210120;2015;31;829
210120;2016;25;959
210120;2017;15;916
210120;2018;14;889
210120;2019;9;866
210120;2020;7;852
210120;2021;11;1007
210125;2012;3;186
210125;2013;4;208
210125;2014;1;214
210125;2015;4;263
210125;2016;1;248
210125;2017;5;226
210125;2018;4;242
210125;2019;3;238
210125;2020;2;240
210125;2021;2;197
210130;2012;0;29
210130;2013;0;26
210130;2014;0;20
210130;2015;0;20
210130;2016;0;10
210130;2017;4;65
210130;2018;2;92
210130;2019;3;109
210130;2020;2;94
210130;2021;0;57
210135;2012;0;30
210135;2013;1;30
210135;2014;0;36
210135;2015;0;30
210135;2016;0;34
210135;2017;2;41
210135;2018;0;38
210135;2019;1;45
210135;2020;0;35
210135;2021;0;45
210140;2012;0;38
210140;2013;3;37
210140;2014;2;59
210140;2015;3;70
210140;2016;6;108
210140;2017;9;899
210140;2018;12;1081
210140;2019;9;1072
210140;2020;10;1067
210140;2021;8;1146
210150;2012;4;219
210150;2013;3;215
210150;2014;1;213
210150;2015;2;202
210150;2016;1;223
210150;2017;2;208
210150;2018;2;244
210150;2019;3;227
210150;2020;0;220
210150;2021;1;253
210160;2012;12;575
210160;2013;8;500
210160;2014;19;649
210160;2015;2;696
210160;2016;5;659
210160;2017;4;744
210160;2018;2;741
210160;2019;6;745
210160;2020;8;149
210160;2021;7;316
210170;2012;8;423
210170;2013;14;516
210170;2014;3;637
210170;2015;3;654
210170;2016;5;680
210170;2017;3;644
210170;2018;1;444
210170;2019;1;416
210170;2020;11;417
210170;2021;3;429
210173;2012;3;35
210173;2013;1;37
210173;2014;1;45
210173;2015;1;43
