"codmunres","ano","faixa_de_peso","evitaveis_neonatal_outros","evitaveis_neonatal_recem_nascido","evitaveis_neonatal_mulher_gestacao","evitaveis_neonatal_parto","evitaveis_neonatal_tratamento","evitaveis_neonatal_saude","evitaveis_neonatal_mal_definidas","evitaveis_neonatal_imunoprevencao","obitos_neonatais_totais"
"351020",2022,"> 1500 g",2,0,0,0,0,0,0,0,2
"351020",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"351020",2023,"> 1500 g",1,0,0,1,0,0,0,0,2
"351020",2023,"outros",0,0,0,0,1,0,0,0,1
"351030",2022,"> 1500 g",1,0,1,0,0,0,0,0,2
"351030",2022,"> 1000 g",2,0,0,0,0,0,0,0,2
"351030",2022,"outros",0,1,0,0,0,0,0,0,1
"351030",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351040",2022,"> 1500 g",1,0,1,0,0,0,0,0,2
"351040",2022,"outros",0,0,8,0,0,0,0,0,8
"351040",2023,"> 1500 g",2,0,1,0,0,0,0,0,3
"351040",2023,"outros",0,1,0,0,0,0,0,0,1
"351050",2022,"outros",1,1,1,3,0,0,0,0,6
"351050",2022,"> 1000 g",1,2,0,0,0,0,0,0,3
"351050",2022,"> 1500 g",2,1,0,1,0,0,0,0,4
"351050",2023,"> 1000 g",0,3,1,0,0,0,0,0,4
"351050",2023,"outros",1,2,1,1,0,0,0,0,5
"351050",2023,"> 1500 g",1,1,0,1,0,0,0,0,3
"351060",2022,"outros",5,4,29,9,0,2,1,0,50
"351060",2022,"> 1000 g",2,1,2,2,0,0,0,0,7
"351060",2022,"> 1500 g",7,2,1,2,0,0,0,0,12
"351060",2023,"> 1500 g",6,2,3,5,0,1,0,0,17
"351060",2023,"outros",3,0,18,5,0,0,0,0,26
"351060",2023,"> 1000 g",2,0,0,0,0,0,0,0,2
"351070",2023,"outros",0,0,0,0,1,0,0,0,1
"351070",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351080",2022,"> 1500 g",2,0,0,0,0,0,0,0,2
"351080",2022,"outros",0,0,0,1,0,0,0,0,1
"351080",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"351080",2023,"outros",0,0,1,0,0,0,0,0,1
"351090",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351090",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351100",2022,"outros",0,0,1,0,0,0,0,0,1
"351100",2023,"outros",0,1,0,1,0,0,0,0,2
"351110",2022,"> 1500 g",4,3,0,0,0,0,0,0,7
"351110",2022,"outros",1,1,0,0,0,0,0,0,2
"351110",2023,"> 1500 g",3,0,0,1,0,0,0,0,4
"351110",2023,"outros",1,0,0,0,0,0,0,0,1
"351110",2023,"> 1000 g",0,3,0,0,0,0,0,0,3
"351120",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351120",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351130",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"351130",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351140",2022,"outros",0,1,1,0,0,0,0,0,2
"351140",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"351140",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351150",2023,"outros",0,0,1,0,0,0,0,0,1
"351150",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351160",2022,"outros",0,0,2,0,0,0,0,0,2
"351160",2023,"outros",2,0,0,0,0,0,0,0,2
"351160",2023,"> 1000 g",0,0,0,1,0,0,0,0,1
"351160",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"351170",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"351170",2023,"outros",0,1,1,0,0,0,0,0,2
"351170",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"351190",2022,"outros",0,1,0,0,0,0,0,0,1
"351190",2023,"outros",0,1,0,1,0,0,0,0,2
"351200",2022,"outros",0,1,1,0,0,0,0,0,2
"351200",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351210",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"351210",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"351210",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"351220",2022,"outros",0,0,2,0,0,0,0,0,2
"351220",2022,"> 1500 g",1,0,0,0,0,1,0,0,2
"351220",2023,"outros",0,0,4,0,0,0,0,0,4
"351220",2023,"> 1500 g",1,0,0,1,0,0,0,0,2
"351220",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"351230",2022,"outros",0,0,1,0,0,0,0,0,1
"351230",2023,"outros",0,0,1,0,0,0,0,0,1
"351240",2022,"outros",0,1,1,0,0,0,0,0,2
"351240",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"351240",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"351240",2023,"outros",0,2,1,0,0,0,0,0,3
"351250",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351250",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351260",2022,"outros",0,0,1,0,0,0,0,0,1
"351260",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"351260",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"351270",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351270",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351280",2022,"outros",1,0,1,0,0,0,2,0,4
"351280",2022,"> 1500 g",1,1,0,0,0,0,0,0,2
"351280",2023,"outros",1,1,2,1,0,0,0,0,5
"351290",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"351290",2022,"outros",0,1,0,0,0,0,0,0,1
"351290",2023,"outros",1,0,0,0,0,0,0,0,1
"351300",2022,"outros",2,7,16,0,0,0,0,0,25
"351300",2022,"> 1500 g",8,5,0,1,0,0,0,0,14
"351300",2023,"> 1000 g",0,2,2,0,0,0,0,0,4
"351300",2023,"outros",5,4,6,4,0,0,0,0,19
"351300",2023,"> 1500 g",3,1,0,1,0,0,0,0,5
"351310",2022,"outros",0,0,2,1,0,0,0,0,3
"351310",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"351310",2023,"> 1000 g",1,0,2,0,0,0,0,0,3
"351310",2023,"outros",0,0,1,0,0,0,0,0,1
"351310",2023,"> 1500 g",3,0,0,0,0,0,0,0,3
"351320",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"351320",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351330",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351330",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351340",2022,"> 1000 g",1,0,1,0,0,0,0,0,2
"351340",2022,"outros",1,4,1,1,0,0,0,0,7
"351340",2022,"> 1500 g",0,1,0,1,0,0,0,0,2
"351340",2023,"outros",0,2,2,0,0,0,0,0,4
"351340",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"351340",2023,"> 1500 g",1,1,0,0,0,0,0,0,2
"351350",2022,"> 1000 g",0,0,1,1,0,0,0,0,2
"351350",2022,"outros",1,2,3,2,0,0,0,0,8
"351350",2022,"> 1500 g",2,0,0,0,0,0,0,0,2
"351350",2023,"> 1500 g",3,2,1,0,0,0,0,0,6
"351350",2023,"outros",2,1,2,0,0,0,0,0,5
"351350",2023,"> 1000 g",3,1,0,0,0,0,0,0,4
"351360",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351360",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351370",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"351370",2022,"outros",0,1,0,0,0,0,0,0,1
"351370",2023,"outros",0,0,1,0,0,0,0,0,1
"351380",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"351380",2022,"> 1500 g",5,2,3,0,0,0,0,0,10
"351380",2022,"outros",4,6,12,3,0,0,0,0,25
"351380",2023,"> 1000 g",0,1,2,1,1,0,0,0,5
"351380",2023,"> 1500 g",2,3,2,2,0,0,0,0,9
"351380",2023,"outros",4,1,13,4,0,0,0,0,22
"351385",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351385",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351390",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"351390",2023,"outros",1,0,0,1,0,0,0,0,2
"351390",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351400",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"351400",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"351400",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351410",2022,"outros",0,0,1,0,0,0,0,0,1
"351410",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"351410",2023,"> 1500 g",1,1,1,0,0,0,0,0,3
"351410",2023,"outros",0,0,2,0,0,0,0,0,2
"351420",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351420",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351430",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351430",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351440",2022,"> 1500 g",2,0,1,0,0,0,0,0,3
"351440",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"351450",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"351450",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"351460",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"351460",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351470",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"351470",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351480",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"351480",2023,"outros",1,0,0,0,0,0,0,0,1
"351480",2023,"> 1500 g",0,2,0,0,0,0,0,0,2
"351490",2022,"> 1500 g",2,1,0,0,0,1,1,0,5
"351490",2022,"outros",0,0,0,0,0,1,0,0,1
"351490",2023,"outros",0,0,1,0,0,0,0,0,1
"351492",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351492",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351495",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351495",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351500",2022,"> 1000 g",1,0,1,2,0,0,0,0,4
"351500",2022,"outros",2,3,5,1,0,0,0,0,11
"351500",2022,"> 1500 g",5,1,0,2,0,0,0,0,8
"351500",2023,"> 1500 g",4,3,1,1,0,0,0,0,9
"351500",2023,"outros",0,3,5,5,0,0,0,0,13
"351500",2023,"> 1000 g",1,3,0,1,0,0,0,0,5
"351510",2022,"outros",0,0,2,0,0,0,0,0,2
"351510",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"351510",2023,"outros",0,0,1,1,0,0,0,0,2
"351510",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"351512",2023,"outros",1,0,0,0,0,0,0,0,1
"351512",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351515",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"351515",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"351515",2023,"outros",1,1,0,0,0,0,0,0,2
"351518",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"351518",2022,"outros",0,2,0,0,0,0,0,0,2
"351518",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"351518",2023,"outros",0,1,2,0,0,0,0,0,3
"351518",2023,"> 1500 g",1,0,0,1,0,0,0,0,2
"351519",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351519",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351520",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"351520",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"351530",2022,"outros",0,0,1,0,0,0,0,0,1
"351530",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"351535",2022,"outros",1,0,0,0,0,0,0,0,1
"351535",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351540",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"351540",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"351550",2022,"> 1500 g",0,0,1,1,0,0,0,0,2
"351550",2022,"outros",0,0,1,0,0,0,0,0,1
"351550",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"351550",2023,"> 1500 g",2,0,0,0,1,0,0,0,3
"351560",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"351560",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351565",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351565",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351570",2022,"> 1000 g",0,1,1,0,0,0,0,0,2
"351570",2022,"> 1500 g",4,1,2,3,0,2,0,0,12
"351570",2022,"outros",0,8,7,3,0,0,0,0,18
"351570",2023,"> 1500 g",2,1,1,2,0,0,1,0,7
"351570",2023,"outros",0,4,8,0,0,0,0,0,12
"351570",2023,"> 1000 g",0,0,0,1,0,0,0,0,1
"351580",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351580",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351590",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351590",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351600",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"351600",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351610",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351610",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351620",2022,"> 1000 g",2,0,2,0,0,0,0,0,4
"351620",2022,"> 1500 g",5,1,1,1,0,0,0,0,8
"351620",2022,"outros",0,3,6,2,0,0,0,0,11
"351620",2023,"outros",4,4,12,1,0,1,1,0,23
"351620",2023,"> 1500 g",4,2,3,2,0,0,0,0,11
"351620",2023,"> 1000 g",0,1,0,1,0,0,0,0,2
"351630",2022,"> 1500 g",5,1,2,4,0,0,1,0,13
"351630",2022,"> 1000 g",1,2,1,0,0,0,0,0,4
"351630",2022,"outros",3,5,4,3,0,0,0,0,15
"351630",2023,"> 1000 g",0,3,1,0,0,0,0,0,4
"351630",2023,"outros",2,4,4,3,0,0,0,0,13
"351630",2023,"> 1500 g",1,1,0,0,0,0,0,0,2
"351640",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"351640",2022,"outros",1,1,3,1,0,0,0,0,6
"351640",2022,"> 1500 g",3,1,0,0,0,0,0,0,4
"351640",2023,"outros",0,3,2,1,0,0,1,0,7
"351640",2023,"> 1500 g",3,0,2,1,0,0,0,0,6
"351640",2023,"> 1000 g",1,0,0,1,0,0,0,0,2
"351650",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"351650",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351660",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"351660",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351670",2022,"outros",0,0,3,0,0,0,0,0,3
"351670",2022,"> 1000 g",2,0,0,0,0,0,0,0,2
"351670",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"351670",2023,"outros",0,0,3,0,0,0,0,0,3
"351670",2023,"> 1500 g",2,0,0,0,0,0,0,0,2
"351680",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351680",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351685",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351685",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351690",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"351690",2023,"outros",0,0,3,0,0,0,0,0,3
"351690",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"351700",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351700",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351710",2022,"> 1500 g",1,0,0,1,0,0,0,0,2
"351710",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351720",2023,"outros",0,0,2,0,0,0,0,0,2
"351720",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351730",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"351730",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351740",2022,"outros",0,1,1,0,0,0,0,0,2
"351740",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"351740",2023,"> 1000 g",0,1,1,0,0,0,0,0,2
"351740",2023,"> 1500 g",1,0,1,1,0,0,0,0,3
"351750",2022,"outros",1,0,1,0,0,0,0,0,2
"351750",2022,"> 1500 g",1,0,0,2,0,0,0,0,3
"351750",2023,"outros",0,0,2,0,0,0,0,0,2
"351760",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351760",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351770",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351770",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351780",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351780",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351790",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351790",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351800",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351800",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351810",2022,"> 1500 g",1,1,0,0,0,0,0,0,2
"351810",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351820",2022,"> 1500 g",0,0,0,0,0,0,1,0,1
"351820",2023,"> 1000 g",1,0,1,0,0,0,0,0,2
"351820",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"351830",2022,"outros",0,0,2,0,0,0,0,0,2
"351830",2022,"> 1500 g",2,0,0,0,0,0,0,0,2
"351830",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351840",2022,"> 1000 g",1,0,1,0,0,0,0,0,2
"351840",2022,"outros",1,0,3,0,0,0,0,0,4
"351840",2022,"> 1500 g",1,1,0,0,0,0,0,0,2
"351840",2023,"> 1000 g",3,0,1,0,0,0,0,0,4
"351840",2023,"> 1500 g",0,2,1,0,0,0,0,0,3
"351840",2023,"outros",1,1,2,1,0,0,0,0,5
"351850",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"351850",2023,"outros",0,0,1,0,0,0,0,0,1
"351860",2022,"outros",0,0,3,0,0,0,0,0,3
"351860",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"351860",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351870",2022,"> 1000 g",1,0,7,1,0,0,0,0,9
"351870",2022,"> 1500 g",6,3,3,3,0,0,0,0,15
"351870",2022,"outros",1,0,11,1,0,0,0,0,13
"351870",2023,"> 1000 g",2,0,5,0,0,0,0,0,7
"351870",2023,"> 1500 g",6,4,2,2,1,0,0,0,15
"351870",2023,"outros",1,0,6,1,0,0,0,0,8
"351880",2022,"> 1000 g",3,7,10,0,0,0,1,0,21
"351880",2022,"> 1500 g",27,7,6,15,0,1,0,0,56
"351880",2022,"outros",5,14,47,10,0,0,0,0,76
"351880",2023,"> 1000 g",6,9,3,3,0,0,0,0,21
"351880",2023,"> 1500 g",13,11,8,6,1,0,0,0,39
"351880",2023,"outros",9,20,43,6,0,0,0,0,78
"351885",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"351885",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351890",2023,"outros",0,0,1,0,0,0,0,0,1
"351890",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"351890",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351900",2023,"outros",0,1,0,0,0,0,0,0,1
"351900",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351905",2022,"outros",1,0,1,0,0,0,0,0,2
"351905",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351907",2022,"outros",0,5,7,2,0,0,1,0,15
"351907",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"351907",2022,"> 1500 g",3,1,0,0,1,0,0,0,5
"351907",2023,"outros",3,1,3,1,0,0,1,0,9
"351907",2023,"> 1000 g",0,1,1,0,0,0,0,0,2
"351910",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"351910",2023,"outros",0,1,0,0,0,0,0,0,1
"351910",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351920",2022,"outros",0,0,2,0,0,0,0,0,2
"351920",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"351925",2023,"outros",0,0,1,0,0,0,0,0,1
"351925",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351930",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"351930",2023,"outros",1,0,0,0,0,0,0,0,1
"351940",2023,"outros",1,0,1,0,0,0,0,0,2
"351940",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"351940",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351950",2022,"outros",1,0,0,0,0,0,1,0,2
"351950",2023,"outros",1,0,0,0,0,0,0,0,1
"351960",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"351960",2022,"> 1500 g",1,1,0,0,0,0,0,0,2
"351960",2022,"outros",0,0,0,2,0,0,0,0,2
"351960",2023,"outros",1,1,1,1,0,0,0,0,4
"351970",2022,"> 1000 g",1,0,1,0,0,0,0,0,2
"351970",2022,"outros",1,3,3,0,0,0,0,0,7
"351970",2022,"> 1500 g",0,1,0,2,0,0,0,0,3
"351970",2023,"> 1500 g",0,0,2,0,0,0,0,0,2
"351970",2023,"outros",1,0,0,1,0,0,0,0,2
"351980",2023,"outros",0,1,0,0,0,0,0,0,1
"351980",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351990",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"351990",2022,"outros",0,1,0,0,0,0,0,0,1
"351990",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"352000",2022,"> 1500 g",1,1,0,0,0,0,0,0,2
"352000",2023,"outros",0,0,1,0,0,0,0,0,1
"352000",2023,"> 1500 g",1,1,0,0,0,0,0,0,2
"352010",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"352010",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"352020",2023,"outros",0,0,1,0,0,0,0,0,1
"352020",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"352030",2022,"outros",0,0,1,0,0,0,0,0,1
"352030",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"352030",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"352030",2023,"outros",0,0,1,0,0,0,0,0,1
"352040",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"352040",2023,"> 1500 g",0,1,0,0,0,0,1,0,2
"352040",2023,"outros",0,1,3,0,0,0,0,0,4
"352042",2022,"outros",0,0,2,0,0,0,0,0,2
"352042",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"352042",2023,"> 1000 g",1,0,1,0,0,0,0,0,2
"352042",2023,"outros",0,0,2,0,0,0,0,0,2
"352044",2022,"outros",0,1,1,0,0,0,0,0,2
"352044",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"352044",2023,"outros",2,1,0,0,0,0,0,0,3
"352050",2022,"> 1500 g",2,2,1,5,0,1,0,0,11
"352050",2022,"outros",3,1,5,1,0,0,0,0,10
"352050",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"352050",2023,"outros",0,4,3,0,0,0,0,0,7
"352050",2023,"> 1500 g",2,0,0,0,1,0,0,0,3
"352050",2023,"> 1000 g",0,2,0,0,0,0,0,0,2
"352060",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"352060",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"352070",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"352070",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"352080",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"352080",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"352090",2022,"outros",0,1,1,0,0,0,4,0,6
"352090",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"352090",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"352100",2022,"> 1000 g",0,0,1,1,0,0,0,0,2
"352100",2022,"outros",0,1,1,1,0,0,0,0,3
"352100",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"352110",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"352110",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"352115",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"352115",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"352120",2022,"> 1500 g",1,1,0,0,0,0,0,0,2
"352120",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"352130",2022,"outros",1,0,0,0,0,0,0,0,1
"352130",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"352130",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"352140",2022,"outros",0,1,1,0,0,0,0,0,2
"352140",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"352140",2023,"> 1500 g",1,0,0,1,0,0,0,0,2
"352150",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"352150",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"352160",2023,"outros",0,0,1,0,0,0,0,0,1
"352160",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"352170",2022,"outros",0,0,1,1,0,0,0,0,2
"352170",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"352170",2023,"outros",0,0,1,0,0,0,0,0,1
"352180",2022,"outros",0,1,0,0,0,0,0,0,1
"352180",2023,"outros",0,0,1,0,0,0,0,0,1
"352180",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"352180",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"352190",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"352190",2022,"outros",0,2,2,0,0,0,0,0,4
"352190",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"352190",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"352200",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"352200",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"352210",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"352210",2022,"outros",0,0,3,0,0,0,0,0,3
"352210",2022,"> 1500 g",3,0,0,0,0,0,0,0,3
"352210",2023,"> 1500 g",0,0,2,0,0,0,1,0,3
"352210",2023,"outros",0,0,1,2,0,0,0,0,3
"352210",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"352215",2023,"outros",0,0,0,1,0,0,0,0,1
"352215",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"352220",2022,"outros",2,1,5,2,0,0,0,0,10
"352220",2022,"> 1500 g",0,0,0,4,0,0,0,0,4
"352220",2023,"> 1500 g",2,2,0,0,0,0,0,0,4
"352220",2023,"outros",2,3,0,1,0,0,0,0,6
"352220",2023,"> 1000 g",0,0,0,2,0,0,0,0,2
"352230",2022,"> 1500 g",0,1,2,1,0,0,0,0,4
"352230",2022,"outros",0,3,3,0,0,0,0,0,6
"352230",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"352230",2023,"outros",1,4,6,0,0,0,0,0,11
"352230",2023,"> 1500 g",2,0,0,0,1,0,0,0,3
"352240",2022,"> 1500 g",2,4,1,0,0,0,0,0,7
"352240",2022,"outros",0,0,6,0,0,0,0,0,6
"352240",2023,"outros",0,0,7,1,0,0,0,0,8
"352240",2023,"> 1500 g",0,1,0,1,0,0,0,0,2
"352250",2022,"outros",0,8,6,7,0,0,1,0,22
"352250",2022,"> 1500 g",1,2,4,1,1,0,0,0,9
"352250",2022,"> 1000 g",1,0,0,1,0,0,0,0,2
"352250",2023,"> 1500 g",2,0,2,0,0,0,0,0,4
"352250",2023,"outros",2,2,7,0,0,0,0,0,11
"352250",2023,"> 1000 g",0,0,0,1,0,0,0,0,1
"352260",2022,"outros",0,1,2,0,0,0,0,0,3
