"codmunres","ano","faixa_de_peso","evitaveis_neonatal_outros","evitaveis_neonatal_recem_nascido","evitaveis_neonatal_mulher_gestacao","evitaveis_neonatal_parto","evitaveis_neonatal_tratamento","evitaveis_neonatal_saude","evitaveis_neonatal_mal_definidas","evitaveis_neonatal_imunoprevencao","obitos_neonatais_totais"
"330510",2022,"outros",2,9,20,1,0,0,0,0,32
"330510",2023,"> 1000 g",1,2,2,0,0,0,0,0,5
"330510",2023,"> 1500 g",10,2,2,4,0,1,0,0,19
"330510",2023,"outros",1,5,16,2,0,0,0,0,24
"330513",2022,"outros",0,2,0,0,0,0,0,0,2
"330513",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"330515",2022,"outros",1,0,1,0,0,0,0,0,2
"330515",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"330515",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"330515",2023,"> 1500 g",0,0,2,0,0,0,0,0,2
"330515",2023,"outros",1,0,2,0,0,0,0,0,3
"330520",2022,"> 1500 g",2,0,1,0,0,0,0,0,3
"330520",2022,"outros",3,1,3,1,0,0,0,0,8
"330520",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"330520",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"330520",2023,"> 1500 g",5,1,2,1,0,0,0,0,9
"330520",2023,"outros",1,0,2,0,0,0,0,0,3
"330530",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"330530",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"330540",2022,"> 1500 g",0,0,0,0,0,0,1,0,1
"330540",2023,"outros",0,0,1,0,0,0,0,0,1
"330540",2023,"> 1500 g",0,1,0,1,0,0,0,0,2
"330550",2022,"outros",0,1,1,0,0,0,0,0,2
"330550",2022,"> 1500 g",2,0,0,1,0,0,0,0,3
"330550",2023,"outros",0,1,1,0,0,0,0,0,2
"330550",2023,"> 1500 g",0,0,0,1,0,1,0,0,2
"330550",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"330555",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"330555",2022,"> 1500 g",3,1,2,1,0,0,0,0,7
"330555",2022,"outros",1,2,1,1,0,0,0,0,5
"330555",2023,"outros",0,1,1,0,1,0,0,0,3
"330555",2023,"> 1500 g",1,1,0,1,0,0,0,0,3
"330560",2022,"outros",0,0,1,0,0,0,0,0,1
"330560",2023,"outros",0,0,1,1,0,0,0,0,2
"330560",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"330570",2022,"outros",0,0,1,0,0,0,0,0,1
"330570",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"330570",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"330575",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"330575",2022,"> 1500 g",0,0,0,0,0,1,0,0,1
"330575",2023,"outros",1,1,1,0,0,0,0,0,3
"330580",2022,"> 1500 g",2,0,1,0,0,0,1,0,4
"330580",2022,"outros",0,1,3,0,0,0,0,0,4
"330580",2023,"outros",0,0,1,2,0,0,0,0,3
"330580",2023,"> 1500 g",2,0,0,0,0,0,0,0,2
"330590",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"330590",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"330600",2022,"> 1500 g",2,1,2,0,0,0,1,0,6
"330600",2022,"outros",0,1,2,1,0,0,0,0,4
"330600",2022,"> 1000 g",0,0,0,1,0,0,0,0,1
"330600",2023,"> 1500 g",0,1,1,1,0,0,0,0,3
"330600",2023,"outros",0,0,0,2,0,0,0,0,2
"330600",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"330610",2022,"outros",0,1,2,0,0,0,0,0,3
"330610",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"330610",2023,"outros",0,1,1,0,0,0,0,0,2
"330610",2023,"> 1500 g",1,1,0,1,0,0,0,0,3
"330610",2023,"> 1000 g",0,0,0,1,0,0,0,0,1
"330615",2022,"outros",0,0,1,1,0,0,0,0,2
"330615",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"330615",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"330620",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"330620",2022,"outros",1,0,1,0,0,0,0,0,2
"330620",2022,"> 1500 g",2,1,0,1,0,0,0,0,4
"330620",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"330630",2022,"> 1000 g",1,0,3,0,0,0,0,0,4
"330630",2022,"> 1500 g",4,2,1,2,0,0,0,0,9
"330630",2022,"outros",2,2,6,0,0,0,0,0,10
"330630",2023,"outros",1,2,6,0,0,0,1,0,10
"330630",2023,"> 1000 g",2,2,2,0,0,0,0,0,6
"330630",2023,"> 1500 g",2,1,1,0,0,0,0,0,4
"350010",2022,"> 1500 g",1,0,1,1,0,0,0,0,3
"350010",2023,"> 1500 g",1,0,0,1,0,0,0,0,2
"350020",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350020",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350030",2022,"outros",0,0,0,1,0,0,1,0,2
"350030",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"350030",2023,"outros",0,1,0,0,0,0,0,0,1
"350040",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"350040",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350050",2022,"outros",0,0,0,1,0,0,0,0,1
"350050",2023,"outros",0,1,0,0,0,0,0,0,1
"350055",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350055",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350060",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350060",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350070",2022,"outros",1,0,1,0,0,0,0,0,2
"350070",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"350070",2023,"outros",0,1,0,0,0,0,0,0,1
"350075",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350075",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350080",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350080",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350090",2022,"outros",0,0,1,0,0,0,0,0,1
"350090",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"350100",2022,"outros",0,0,1,0,0,0,0,0,1
"350100",2023,"outros",0,0,1,0,0,0,0,0,1
"350100",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"350110",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"350110",2022,"outros",0,1,0,0,0,0,0,0,1
"350110",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350115",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"350115",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"350115",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"350120",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350120",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350130",2022,"> 1500 g",1,0,0,1,0,0,0,0,2
"350130",2022,"> 1000 g",0,0,0,1,0,0,0,0,1
"350130",2022,"outros",0,1,0,0,0,0,0,0,1
"350130",2023,"> 1500 g",1,0,1,0,0,0,0,0,2
"350130",2023,"outros",1,0,0,0,0,0,0,0,1
"350140",2023,"outros",0,0,2,0,0,0,0,0,2
"350140",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350150",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350150",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350160",2022,"outros",0,0,4,3,0,0,0,0,7
"350160",2022,"> 1000 g",1,1,0,0,0,0,0,0,2
"350160",2022,"> 1500 g",3,4,0,0,0,0,0,0,7
"350160",2023,"outros",1,1,5,1,0,0,0,0,8
"350160",2023,"> 1500 g",4,0,0,2,0,0,0,0,6
"350160",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"350170",2022,"> 1500 g",1,0,1,0,0,0,0,0,2
"350170",2022,"outros",0,0,1,0,0,0,0,0,1
"350170",2023,"outros",0,0,3,0,0,0,0,0,3
"350170",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"350180",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350180",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350190",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"350190",2022,"outros",0,2,1,0,0,0,0,0,3
"350190",2023,"outros",0,1,1,0,0,0,0,0,2
"350190",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"350200",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"350200",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"350210",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"350210",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"350210",2023,"> 1000 g",0,0,3,1,0,0,0,0,4
"350210",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"350220",2022,"outros",0,0,1,0,0,0,0,0,1
"350220",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"350220",2023,"> 1500 g",0,1,1,0,0,0,0,0,2
"350230",2022,"outros",0,0,1,0,0,0,0,0,1
"350230",2023,"outros",0,0,1,0,0,0,0,0,1
"350240",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"350240",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350250",2022,"outros",0,0,0,0,0,0,1,0,1
"350250",2022,"> 1500 g",2,0,0,0,0,0,0,0,2
"350250",2023,"outros",1,1,1,0,0,0,0,0,3
"350250",2023,"> 1000 g",1,1,0,0,0,0,0,0,2
"350260",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350260",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350270",2023,"outros",0,0,0,1,0,0,0,0,1
"350270",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350275",2022,"outros",0,1,2,1,0,0,0,0,4
"350275",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"350275",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"350280",2022,"> 1500 g",1,1,1,1,0,0,1,0,5
"350280",2022,"> 1000 g",0,1,1,1,0,0,0,0,3
"350280",2022,"outros",0,3,7,2,0,0,0,0,12
"350280",2023,"> 1000 g",1,0,1,1,0,0,0,0,3
"350280",2023,"outros",0,5,3,5,0,0,0,0,13
"350280",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"350290",2023,"outros",0,0,2,0,0,0,0,0,2
"350290",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"350290",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"350290",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350300",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"350300",2022,"outros",0,0,0,1,0,0,0,0,1
"350300",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350310",2022,"outros",0,0,1,0,0,0,0,0,1
"350310",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"350310",2023,"outros",0,0,0,0,0,0,1,0,1
"350310",2023,"> 1500 g",2,0,0,0,0,0,0,0,2
"350315",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350315",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350320",2022,"outros",0,3,3,1,0,1,0,0,8
"350320",2022,"> 1000 g",1,1,0,0,0,0,0,0,2
"350320",2022,"> 1500 g",0,2,0,0,0,0,0,0,2
"350320",2023,"> 1000 g",0,0,3,0,0,0,0,0,3
"350320",2023,"> 1500 g",7,1,2,3,0,0,0,0,13
"350320",2023,"outros",0,3,8,0,0,0,0,0,11
"350330",2022,"> 1000 g",1,4,1,1,0,0,0,0,7
"350330",2022,"outros",0,0,4,0,0,0,0,0,4
"350330",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"350330",2023,"> 1000 g",0,1,2,0,0,0,0,0,3
"350330",2023,"outros",0,0,2,0,0,0,0,0,2
"350330",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"350335",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350335",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350340",2022,"outros",0,1,1,0,0,0,0,0,2
"350340",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350350",2023,"outros",0,1,0,0,0,0,0,0,1
"350350",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350360",2022,"outros",0,1,0,0,0,0,0,0,1
"350360",2023,"> 1500 g",0,1,1,0,0,0,0,0,2
"350360",2023,"outros",0,0,1,0,0,0,0,0,1
"350370",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350370",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350380",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"350380",2022,"outros",1,0,0,0,0,0,0,0,1
"350380",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350390",2022,"> 1000 g",0,0,1,3,0,0,0,0,4
"350390",2022,"outros",0,0,3,0,0,0,0,0,3
"350390",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"350390",2023,"> 1500 g",1,0,1,2,0,0,0,0,4
"350390",2023,"outros",2,3,1,0,0,0,0,0,6
"350390",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"350395",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350395",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350400",2022,"outros",1,3,2,0,0,0,1,0,7
"350400",2022,"> 1500 g",2,0,1,1,0,0,0,0,4
"350400",2023,"> 1000 g",0,1,1,0,0,0,0,0,2
"350400",2023,"outros",1,1,4,0,0,0,0,0,6
"350400",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"350410",2022,"> 1000 g",0,1,2,1,0,0,0,0,4
"350410",2022,"> 1500 g",3,0,1,0,0,0,0,0,4
"350410",2022,"outros",1,3,2,0,0,0,0,0,6
"350410",2023,"> 1500 g",3,2,1,1,0,0,0,0,7
"350410",2023,"outros",1,2,3,0,0,0,0,0,6
"350420",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"350420",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"350430",2022,"> 1500 g",2,0,0,0,0,0,0,0,2
"350430",2023,"outros",0,1,0,0,0,0,0,0,1
"350440",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350440",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350450",2022,"outros",1,4,4,0,0,0,0,0,9
"350450",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"350450",2022,"> 1500 g",4,1,0,0,0,0,0,0,5
"350450",2023,"> 1000 g",1,1,1,0,0,0,0,0,3
"350450",2023,"> 1500 g",4,0,2,0,0,0,0,0,6
"350450",2023,"outros",1,1,3,0,0,0,0,0,5
"350460",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"350460",2022,"outros",1,0,0,1,0,0,0,0,2
"350460",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"350460",2023,"outros",0,1,0,0,0,0,0,0,1
"350470",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350470",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350480",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"350480",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350490",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"350490",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350500",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350500",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350510",2022,"outros",0,1,0,0,0,0,0,0,1
"350510",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350520",2022,"> 1500 g",1,0,1,1,0,0,0,0,3
"350520",2023,"outros",0,0,2,0,0,0,0,0,2
"350520",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"350520",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"350530",2022,"outros",0,0,4,0,0,0,0,0,4
"350530",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"350530",2023,"outros",1,0,1,1,0,0,0,0,3
"350535",2023,"outros",0,0,1,0,0,0,0,0,1
"350535",2023,"> 1500 g",1,0,0,1,0,0,0,0,2
"350535",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350540",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350540",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350550",2022,"> 1000 g",1,1,1,0,0,0,0,0,3
"350550",2022,"outros",0,5,3,1,0,0,0,0,9
"350550",2022,"> 1500 g",1,2,0,0,0,0,0,0,3
"350550",2023,"outros",0,2,4,0,0,0,0,0,6
"350550",2023,"> 1500 g",2,1,0,0,0,0,0,0,3
"350550",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"350560",2022,"outros",0,1,0,1,0,0,0,0,2
"350560",2023,"> 1500 g",1,0,0,0,0,0,1,0,2
"350560",2023,"outros",0,0,3,0,0,0,0,0,3
"350570",2022,"outros",3,6,8,5,0,0,0,0,22
"350570",2022,"> 1000 g",1,1,0,0,0,0,0,0,2
"350570",2022,"> 1500 g",4,2,0,2,0,0,0,0,8
"350570",2023,"> 1500 g",2,1,1,2,0,0,1,0,7
"350570",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"350570",2023,"outros",3,1,7,1,0,0,0,0,12
"350580",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"350580",2022,"outros",0,1,0,0,0,0,0,0,1
"350580",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"350580",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"350590",2022,"> 1500 g",1,0,3,0,0,0,0,0,4
"350590",2022,"outros",1,2,2,1,0,0,0,0,6
"350590",2023,"outros",1,1,4,0,0,0,0,0,6
"350600",2022,"> 1000 g",0,0,3,0,0,0,0,0,3
"350600",2022,"> 1500 g",6,0,6,2,0,0,0,0,14
"350600",2022,"outros",3,0,9,0,0,0,0,0,12
"350600",2023,"> 1000 g",0,0,1,1,0,0,0,0,2
"350600",2023,"> 1500 g",7,0,1,0,0,0,0,0,8
"350600",2023,"outros",3,0,6,1,0,0,0,0,10
"350610",2022,"outros",1,0,1,0,0,0,0,0,2
"350610",2022,"> 1500 g",3,1,0,0,0,0,0,0,4
"350610",2023,"outros",0,0,1,2,0,0,0,0,3
"350610",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"350620",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350620",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350630",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350630",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350635",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"350635",2022,"outros",0,0,1,0,0,0,0,0,1
"350635",2022,"> 1500 g",4,1,0,3,0,0,0,0,8
"350635",2023,"> 1000 g",1,1,1,0,0,0,0,0,3
"350635",2023,"> 1500 g",2,1,1,3,0,0,0,0,7
"350635",2023,"outros",1,0,2,0,0,0,0,0,3
"350640",2022,"> 1500 g",1,0,0,0,0,1,0,0,2
"350640",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350650",2022,"> 1000 g",0,0,2,0,0,0,0,0,2
"350650",2022,"outros",0,1,3,2,0,0,0,0,6
"350650",2022,"> 1500 g",3,1,0,0,0,0,0,0,4
"350650",2023,"> 1500 g",1,0,0,2,0,0,1,0,4
"350650",2023,"outros",0,1,1,1,0,0,0,0,3
"350660",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"350660",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350670",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"350670",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350680",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"350680",2022,"outros",0,0,2,0,0,0,0,0,2
"350680",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350690",2022,"outros",0,0,1,0,0,0,0,0,1
"350690",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"350690",2023,"outros",0,1,0,0,0,0,0,0,1
"350700",2022,"outros",1,3,3,0,0,0,0,0,7
"350700",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"350700",2023,"> 1000 g",0,1,1,0,0,0,0,0,2
"350700",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"350700",2023,"outros",0,3,3,0,0,0,0,0,6
"350710",2023,"outros",0,1,0,0,0,0,0,0,1
"350710",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350715",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350715",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350720",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350720",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350730",2023,"outros",0,0,0,1,0,0,0,0,1
"350730",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350740",2022,"outros",0,0,1,0,0,0,1,0,2
"350740",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"350740",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"350745",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350745",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350750",2022,"> 1000 g",1,0,2,0,0,0,0,0,3
"350750",2022,"outros",1,1,3,0,0,0,0,0,5
"350750",2022,"> 1500 g",3,1,0,0,0,0,0,0,4
"350750",2023,"outros",0,0,2,0,0,0,0,0,2
"350750",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"350750",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"350760",2022,"> 1500 g",9,1,1,0,0,1,0,0,12
"350760",2022,"outros",0,5,2,0,0,0,0,0,7
"350760",2022,"> 1000 g",1,1,0,0,0,0,0,0,2
"350760",2023,"outros",0,3,3,0,0,0,0,0,6
"350760",2023,"> 1500 g",4,1,0,0,0,0,0,0,5
"350760",2023,"> 1000 g",0,4,0,0,0,0,0,0,4
"350770",2023,"outros",0,1,0,0,0,0,0,0,1
"350770",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350775",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"350775",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350780",2023,"outros",0,1,0,0,0,0,0,0,1
"350780",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350790",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"350790",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"350790",2023,"> 1500 g",0,1,1,0,0,0,0,0,2
"350800",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"350800",2022,"outros",0,0,0,1,0,0,0,0,1
"350800",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"350810",2023,"outros",0,0,1,0,0,0,0,0,1
"350810",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350820",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350820",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350830",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350830",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350840",2022,"> 1500 g",2,2,0,1,0,0,0,0,5
"350840",2022,"outros",1,2,0,1,0,0,0,0,4
"350840",2022,"> 1000 g",0,2,0,0,0,0,0,0,2
"350840",2023,"> 1500 g",0,2,0,1,0,0,0,0,3
"350850",2022,"> 1500 g",1,0,1,0,0,0,0,0,2
"350850",2022,"outros",0,0,2,0,0,0,0,0,2
"350850",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"350850",2023,"outros",1,3,4,2,0,0,0,0,10
"350850",2023,"> 1500 g",2,0,0,1,0,0,0,0,3
"350860",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"350860",2022,"outros",1,1,3,1,0,0,0,0,6
"350860",2022,"> 1000 g",0,0,0,1,0,0,0,0,1
"350860",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350870",2023,"outros",2,0,1,0,0,0,0,0,3
"350870",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350880",2022,"outros",0,1,2,1,0,0,0,0,4
"350880",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"350880",2023,"outros",0,0,1,0,0,0,0,0,1
"350890",2022,"outros",0,0,0,0,0,0,1,0,1
"350890",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350900",2022,"> 1000 g",1,0,1,0,0,0,0,0,2
"350900",2022,"outros",0,3,4,2,0,0,0,0,9
"350900",2022,"> 1500 g",4,1,0,1,0,0,0,0,6
"350900",2023,"> 1500 g",1,0,1,1,0,0,0,0,3
"350900",2023,"outros",0,1,4,1,0,0,0,0,6
"350900",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"350910",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350910",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350920",2022,"outros",1,4,3,0,0,0,0,0,8
"350920",2022,"> 1000 g",1,1,0,1,0,0,0,0,3
"350920",2022,"> 1500 g",0,2,0,2,0,0,0,0,4
"350920",2023,"outros",0,3,4,0,0,0,0,0,7
"350920",2023,"> 1000 g",0,2,0,0,0,0,0,0,2
"350920",2023,"> 1500 g",0,2,0,0,0,1,0,0,3
"350925",2022,"outros",0,0,1,0,0,0,1,0,2
"350925",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"350925",2023,"outros",0,1,2,0,0,0,0,0,3
"350925",2023,"> 1500 g",0,1,0,1,0,0,0,0,2
"350930",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350930",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350940",2022,"> 1500 g",1,1,0,1,0,0,0,0,3
"350940",2022,"outros",0,1,0,0,0,0,0,0,1
"350940",2023,"outros",0,1,1,0,0,0,0,0,2
"350940",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"350945",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"350945",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"350950",2022,"outros",5,16,17,6,0,0,1,0,45
"350950",2022,"> 1000 g",5,3,4,1,0,0,0,0,13
"350950",2022,"> 1500 g",8,7,3,5,2,0,0,0,25
"350950",2023,"outros",3,8,16,6,0,0,1,0,34
"350950",2023,"> 1000 g",5,1,1,0,0,0,0,0,7
"350950",2023,"> 1500 g",11,7,2,3,0,1,0,0,24
"350960",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"350960",2022,"outros",0,1,1,0,0,0,0,0,2
"350960",2023,"outros",1,1,3,0,0,0,0,0,5
"350960",2023,"> 1500 g",2,0,0,0,0,0,0,0,2
"350970",2022,"> 1500 g",2,0,0,1,0,0,0,0,3
"350970",2022,"outros",1,1,0,0,0,0,0,0,2
"350970",2023,"> 1500 g",1,0,0,0,0,1,0,0,2
"350970",2023,"> 1000 g",0,0,0,1,0,0,0,0,1
"350970",2023,"outros",0,0,0,1,0,0,0,0,1
"350980",2023,"outros",0,0,1,0,0,0,0,0,1
"350980",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"350990",2022,"> 1500 g",0,0,0,1,0,0,1,0,2
"350990",2022,"outros",0,0,1,0,0,0,0,0,1
"350990",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"350995",2022,"outros",0,1,0,0,0,0,0,0,1
"350995",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351000",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"351000",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351010",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"351010",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"351015",2022,"outros",0,1,0,0,0,0,0,0,1
"351015",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"351015",2023,"outros",0,1,0,0,0,0,0,0,1
"351020",2022,"outros",0,2,1,0,0,0,0,0,3
