"codmunres","ano","total_de_nascidos_vivos","nascidos_vivos_com_baixo_peso","nascidos_vivos_prematuros","nascidos_vivos_termo_precoce","nascidos_vivos_peso_menor_1500","nascidos_vivos_peso_1500_a_1999","nascidos_vivos_peso_2000_a_2499","nascidos_vivos_menos_de_28_semanas","nascidos_vivos_28_a_32_semanas","nascidos_vivos_33_a_34_semanas","nascidos_vivos_35_a_36_semanas","nascidos_condicoes_ameacadoras"
"240430",2013,162,18,19,53,3,0,15,2,5,1,11,7
"240430",2014,168,7,19,46,1,2,4,1,7,4,6,7
"240430",2015,164,18,31,51,2,3,13,4,5,5,17,6
"240430",2016,137,9,14,48,3,0,6,0,2,3,9,5
"240430",2017,137,7,11,41,0,0,7,0,1,2,8,2
"240430",2018,168,7,19,58,0,0,7,0,4,3,12,2
"240430",2019,139,20,20,46,4,1,15,0,3,7,10,8
"240430",2020,118,15,20,43,2,4,9,2,1,6,11,4
"240430",2021,144,16,18,59,5,2,9,5,2,3,8,7
"240430",2022,115,15,19,42,0,3,12,0,0,5,14,0
"240440",2012,103,10,17,26,3,1,6,0,4,5,8,3
"240440",2013,119,9,14,30,1,2,6,0,4,5,5,5
"240440",2014,128,9,15,35,3,1,5,1,1,5,8,3
"240440",2015,130,10,15,45,2,3,5,1,2,0,12,4
"240440",2016,129,7,14,47,0,0,7,1,3,1,9,2
"240440",2017,125,8,15,33,1,1,6,1,3,2,9,3
"240440",2018,108,9,22,40,0,1,8,0,2,3,17,1
"240440",2019,125,8,15,60,0,0,8,0,0,2,13,0
"240440",2020,105,4,12,50,1,0,3,1,1,1,9,3
"240440",2021,91,8,14,42,2,1,5,1,1,4,8,4
"240440",2022,97,12,24,44,3,3,6,1,5,2,16,5
"240450",2012,229,16,22,64,0,4,12,0,5,4,13,2
"240450",2013,200,16,23,46,3,4,9,2,4,5,12,6
"240450",2014,268,32,32,96,4,4,24,3,4,12,13,10
"240450",2015,298,26,33,65,5,5,16,3,4,11,15,12
"240450",2016,258,18,32,65,4,3,11,4,5,2,21,8
"240450",2017,283,20,29,57,3,3,14,2,6,10,11,7
"240450",2018,310,25,35,56,4,3,18,1,4,6,24,10
"240450",2019,276,21,26,84,6,2,13,1,8,0,17,7
"240450",2020,327,27,35,88,1,10,16,0,9,6,20,6
"240450",2021,274,23,29,72,1,3,19,0,4,4,21,7
"240450",2022,256,21,24,76,1,8,12,0,3,9,12,3
"240460",2012,137,14,19,33,3,5,6,3,4,6,6,7
"240460",2013,117,13,16,19,6,1,6,1,6,2,7,8
"240460",2014,114,9,17,29,3,3,3,2,4,3,8,9
"240460",2015,139,12,15,32,2,1,9,1,1,4,9,4
"240460",2016,148,19,22,24,3,7,9,2,4,8,8,5
"240460",2017,132,12,16,33,2,0,10,2,3,2,9,5
"240460",2018,141,15,25,27,6,1,8,6,6,6,7,10
"240460",2019,136,17,20,42,4,0,13,2,3,4,11,6
"240460",2020,117,5,11,26,2,1,2,1,0,3,7,4
"240460",2021,132,11,17,38,1,2,8,2,0,1,14,3
"240460",2022,138,7,23,35,2,1,4,1,2,10,10,4
"240470",2012,209,14,22,53,2,2,10,1,2,5,14,6
"240470",2013,237,9,27,69,3,1,5,0,5,8,14,5
"240470",2014,214,11,23,74,5,1,5,2,2,2,17,6
"240470",2015,238,14,24,60,3,3,8,2,2,4,16,4
"240470",2016,208,18,35,65,4,4,10,1,4,11,19,5
"240470",2017,230,16,28,71,2,3,11,0,2,10,16,3
"240470",2018,249,20,40,70,3,3,14,3,6,9,22,8
"240470",2019,196,24,31,52,4,7,13,0,3,11,17,5
"240470",2020,202,16,23,51,4,3,9,4,3,6,10,9
"240470",2021,201,26,31,60,4,5,17,1,12,6,12,11
"240470",2022,165,19,32,54,2,2,15,0,2,10,20,9
"240480",2012,22,0,0,8,0,0,0,0,0,0,0,0
"240480",2013,25,5,2,11,0,3,2,0,2,0,0,2
"240480",2014,20,1,1,7,0,0,1,0,0,0,1,0
"240480",2015,21,1,0,7,0,0,1,0,0,0,0,0
"240480",2016,15,3,3,4,1,0,2,0,1,2,0,1
"240480",2017,25,1,2,10,0,0,1,1,0,1,0,1
"240480",2018,19,0,2,6,0,0,0,0,0,0,2,0
"240480",2019,15,3,2,5,0,0,3,0,0,0,2,0
"240480",2020,19,0,0,7,0,0,0,0,0,0,0,0
"240480",2021,16,0,1,3,0,0,0,0,0,0,1,0
"240480",2022,22,0,0,9,0,0,0,0,0,0,0,0
"240485",2012,126,11,24,39,2,3,6,0,6,9,9,6
"240485",2013,120,10,20,31,2,2,6,1,5,3,11,6
"240485",2014,120,9,14,39,1,1,7,0,4,3,7,3
"240485",2015,114,11,14,33,0,3,8,1,5,3,5,4
"240485",2016,113,5,13,30,2,1,2,1,0,3,9,3
"240485",2017,99,10,13,22,5,2,3,5,1,3,4,7
"240485",2018,134,14,17,38,4,0,10,2,1,3,11,4
"240485",2019,86,6,10,31,3,0,3,1,2,2,5,3
"240485",2020,89,6,13,22,2,1,3,0,2,4,7,3
"240485",2021,104,7,9,31,2,2,3,2,2,1,4,5
"240485",2022,69,7,7,24,0,2,5,0,1,1,5,2
"240490",2012,75,4,9,18,1,0,3,0,2,1,6,2
"240490",2013,64,1,6,18,0,1,0,0,1,2,3,1
"240490",2014,60,7,11,23,2,0,5,1,2,3,5,3
"240490",2015,65,4,10,23,1,1,2,0,1,1,8,2
"240490",2016,76,14,11,23,1,1,12,0,2,2,7,4
"240490",2017,70,6,7,22,0,0,6,0,0,2,5,0
"240490",2018,64,6,9,33,0,2,4,0,0,1,8,0
"240490",2019,48,2,3,27,1,0,1,0,1,2,0,2
"240490",2020,66,6,13,31,1,0,5,0,0,6,7,3
"240490",2021,72,5,6,32,0,0,5,0,1,0,5,1
"240490",2022,61,5,8,30,0,1,4,1,1,3,3,1
"240500",2012,108,5,5,34,0,1,4,0,1,2,2,2
"240500",2013,109,11,20,22,3,3,5,2,3,4,11,5
"240500",2014,100,5,8,22,1,0,4,0,1,2,5,2
"240500",2015,113,8,10,17,0,2,6,0,1,1,8,1
"240500",2016,112,6,11,6,0,2,4,0,0,2,9,0
"240500",2017,90,8,9,22,2,1,5,0,2,2,5,2
"240500",2018,110,7,10,17,0,2,5,1,1,0,8,2
"240500",2019,108,7,7,23,1,1,5,1,0,0,6,3
"240500",2020,130,13,16,37,1,1,11,0,3,3,10,4
"240500",2021,100,12,14,18,1,1,10,1,0,2,11,1
"240500",2022,103,9,10,27,2,2,5,0,2,1,7,5
"240510",2012,85,7,10,17,0,3,4,0,2,3,4,2
"240510",2013,72,6,12,16,1,1,4,1,1,2,8,2
"240510",2014,102,5,8,30,0,1,4,0,1,4,3,2
"240510",2015,101,6,13,22,1,0,5,0,1,3,9,1
"240510",2016,86,6,16,18,1,2,3,2,6,2,6,4
"240510",2017,88,5,13,25,3,1,1,2,0,5,6,4
"240510",2018,81,6,12,13,1,0,5,0,2,2,8,2
"240510",2019,79,7,11,23,1,2,4,1,3,0,7,3
"240510",2020,93,9,15,24,1,4,4,0,1,7,7,1
"240510",2021,95,7,13,26,2,3,2,1,5,1,6,6
"240510",2022,80,6,10,20,1,0,5,1,2,2,5,3
"240520",2012,76,4,12,23,0,1,3,1,1,1,9,2
"240520",2013,72,5,13,20,0,0,5,0,2,2,8,0
"240520",2014,70,3,8,22,0,1,2,1,1,2,3,3
"240520",2015,62,3,7,16,0,0,3,0,1,3,3,0
"240520",2016,59,2,5,16,0,1,1,0,2,0,3,0
"240520",2017,55,5,7,20,1,2,2,0,1,2,4,2
"240520",2018,68,4,7,26,1,0,3,0,0,0,7,2
"240520",2019,58,3,3,23,0,0,3,0,0,1,2,0
"240520",2020,59,8,13,20,0,2,6,0,4,4,5,1
"240520",2021,49,5,8,16,1,0,4,1,1,1,5,3
"240520",2022,52,4,9,18,0,3,1,0,0,3,6,0
"240530",2012,114,10,12,28,0,1,9,0,2,1,9,1
"240530",2013,119,11,18,19,3,1,7,3,4,3,8,8
"240530",2014,121,11,23,28,1,2,8,0,5,6,11,5
"240530",2015,117,10,18,12,0,2,8,0,2,4,12,4
"240530",2016,124,8,13,14,0,3,5,1,0,0,12,5
"240530",2017,144,12,12,37,0,3,9,0,0,4,8,1
"240530",2018,150,12,23,30,3,4,5,1,3,5,14,5
"240530",2019,173,16,26,41,1,2,13,0,2,5,19,3
"240530",2020,157,12,18,39,3,2,7,0,5,5,8,6
"240530",2021,131,14,18,44,1,5,8,1,1,8,8,5
"240530",2022,103,10,10,35,2,1,7,2,1,4,3,6
"240540",2012,101,6,17,26,0,2,4,1,1,9,6,1
"240540",2013,107,3,5,26,1,0,2,0,0,1,4,5
"240540",2014,105,8,13,23,0,1,7,0,1,4,8,3
"240540",2015,96,5,12,9,2,1,2,5,0,1,6,6
"240540",2016,116,5,13,5,0,1,4,1,1,1,10,2
"240540",2017,86,2,8,23,1,1,0,0,1,2,5,3
"240540",2018,107,8,16,23,1,1,6,0,2,2,12,1
"240540",2019,116,5,5,30,0,0,5,0,0,0,5,1
"240540",2020,92,7,13,20,0,2,5,0,2,2,9,2
"240540",2021,86,8,16,25,2,1,5,0,7,3,6,6
"240540",2022,73,4,8,20,0,1,3,0,0,5,3,1
"240550",2012,34,4,4,6,2,0,2,1,0,2,1,2
"240550",2013,35,1,4,7,0,0,1,0,1,0,3,1
"240550",2014,27,1,7,3,1,0,0,2,2,2,1,3
"240550",2015,26,2,4,4,0,0,2,0,0,2,2,0
"240550",2016,24,2,3,8,0,0,2,0,0,2,1,0
"240550",2017,35,2,7,11,0,0,2,1,0,1,5,2
"240550",2018,37,4,5,5,3,0,1,2,1,1,1,4
"240550",2019,38,3,5,6,0,3,0,0,2,3,0,2
"240550",2020,29,2,5,3,2,0,0,0,3,0,2,3
"240550",2021,34,2,1,10,1,0,1,0,0,0,1,2
"240550",2022,35,3,3,10,1,1,1,0,2,0,1,2
"240560",2012,164,4,18,47,1,1,2,0,3,3,12,9
"240560",2013,167,9,17,50,3,1,5,1,3,6,7,6
"240560",2014,166,4,19,47,0,1,3,0,2,1,16,1
"240560",2015,181,15,26,59,5,3,7,2,5,7,12,13
"240560",2016,168,14,17,53,3,5,6,0,2,3,12,7
"240560",2017,144,7,14,57,1,2,4,0,1,2,11,4
"240560",2018,196,13,15,64,0,3,10,0,0,5,10,2
"240560",2019,167,12,15,47,2,2,8,2,2,2,9,4
"240560",2020,161,13,26,38,1,2,10,1,4,2,19,9
"240560",2021,140,7,14,44,2,0,5,0,1,3,10,4
"240560",2022,170,19,23,65,1,4,14,0,4,9,10,4
"240570",2012,116,8,16,51,1,2,5,1,2,3,10,4
"240570",2013,107,8,10,35,0,1,7,0,0,1,9,0
"240570",2014,126,14,18,40,3,2,9,1,1,5,11,3
"240570",2015,122,11,22,40,0,2,9,1,2,6,13,4
"240570",2016,94,5,13,28,0,4,1,0,3,3,7,3
"240570",2017,100,7,10,29,0,2,5,0,0,4,6,0
"240570",2018,117,16,21,31,2,1,13,3,3,4,11,6
"240570",2019,101,10,11,37,0,2,8,0,0,8,3,0
"240570",2020,103,10,11,40,0,4,6,0,1,5,5,1
"240570",2021,106,9,12,38,2,3,4,0,2,4,6,5
"240570",2022,89,7,9,29,2,2,3,3,1,2,3,5
"240580",2012,491,29,58,88,5,5,19,3,9,11,35,13
"240580",2013,493,44,49,91,4,10,30,2,10,6,31,14
"240580",2014,529,52,77,94,2,14,36,1,12,19,45,17
"240580",2015,522,37,52,100,8,5,24,3,10,13,26,17
"240580",2016,512,37,67,120,7,4,26,3,13,14,37,22
"240580",2017,506,44,73,121,9,6,29,6,12,17,38,18
"240580",2018,514,46,71,107,6,4,36,2,17,8,44,21
"240580",2019,500,52,58,104,12,9,31,6,7,13,32,18
"240580",2020,505,53,64,130,8,13,32,4,11,19,30,21
"240580",2021,519,38,61,122,10,11,17,5,16,9,31,26
"240580",2022,530,41,77,131,5,10,26,2,6,21,48,15
"240590",2012,33,2,4,15,0,0,2,0,1,3,0,1
"240590",2013,42,3,3,25,0,1,2,0,1,1,1,1
"240590",2014,42,2,0,16,0,0,2,0,0,0,0,0
"240590",2015,24,5,4,10,1,1,3,0,0,0,4,1
"240590",2016,26,3,7,9,0,2,1,1,1,3,2,2
"240590",2017,35,3,6,12,0,1,2,0,1,2,3,1
"240590",2018,40,3,12,12,1,2,0,2,3,0,7,3
"240590",2019,35,2,1,19,0,0,2,0,0,0,1,0
"240590",2020,21,2,2,6,0,0,2,0,0,1,1,0
"240590",2021,20,2,4,4,1,1,0,1,1,0,2,2
"240590",2022,32,2,5,12,0,0,2,0,0,0,5,0
"240600",2012,76,7,7,32,2,3,2,0,2,3,2,5
"240600",2013,84,6,11,36,1,1,4,0,1,3,7,3
"240600",2014,80,7,13,27,2,3,2,1,1,7,4,3
"240600",2015,69,6,11,20,0,0,6,0,0,2,9,0
"240600",2016,68,11,10,27,1,2,8,1,1,2,6,2
"240600",2017,64,5,6,37,1,0,4,0,1,1,4,1
"240600",2018,81,8,16,28,3,1,4,2,2,1,11,4
"240600",2019,79,6,13,37,2,0,4,2,0,2,9,2
"240600",2020,71,9,13,26,2,1,6,0,3,4,6,3
"240600",2021,78,8,17,37,1,1,6,0,1,5,11,2
"240600",2022,61,6,11,29,0,2,4,0,3,4,4,2
"240610",2012,246,17,28,102,5,3,9,3,3,8,14,8
"240610",2013,253,16,34,108,1,1,14,2,3,10,19,4
"240610",2014,212,12,33,80,1,3,8,1,2,11,19,4
"240610",2015,263,27,33,112,7,4,16,3,3,7,20,8
"240610",2016,200,17,37,82,5,2,10,1,7,11,18,10
"240610",2017,215,16,38,84,1,3,12,1,6,7,24,8
"240610",2018,203,18,24,70,3,3,12,3,2,3,16,4
"240610",2019,224,19,25,77,2,4,13,2,6,7,10,7
"240610",2020,192,11,21,71,2,5,4,1,1,7,12,4
"240610",2021,215,17,27,82,4,5,8,2,3,8,14,7
"240610",2022,184,19,18,67,4,3,12,1,3,4,10,5
"240615",2012,38,2,3,12,0,0,2,0,0,0,3,0
"240615",2013,56,6,9,19,2,0,4,1,2,3,3,4
"240615",2014,52,3,8,8,0,0,3,0,3,1,4,2
"240615",2015,30,2,4,4,1,0,1,0,0,2,2,1
"240615",2016,17,3,5,4,1,1,1,1,0,2,2,1
"240615",2017,21,2,2,7,0,0,2,0,0,0,2,0
"240615",2018,18,2,2,6,0,1,1,0,1,0,1,0
"240615",2019,12,3,2,3,1,0,2,0,1,0,1,1
"240615",2020,13,4,5,3,1,2,1,0,3,0,2,1
"240615",2021,40,3,2,10,0,1,2,0,1,1,0,0
"240615",2022,51,2,1,17,0,0,2,0,0,0,1,0
"240620",2012,75,8,13,17,1,1,6,0,1,3,9,5
"240620",2013,73,11,13,11,0,1,10,1,1,3,7,2
"240620",2014,92,10,9,26,0,2,8,0,0,1,8,1
"240620",2015,81,6,9,17,1,1,4,0,2,3,4,2
"240620",2016,91,8,18,12,1,2,5,0,2,1,15,4
"240620",2017,88,5,6,23,1,1,3,0,1,1,4,2
"240620",2018,86,9,11,25,2,1,6,0,3,3,5,4
"240620",2019,115,8,12,27,0,1,7,0,0,3,9,1
"240620",2020,88,11,11,25,2,2,7,1,3,0,7,3
"240620",2021,77,8,11,19,2,2,4,0,3,1,7,3
"240620",2022,98,10,8,34,1,0,9,0,2,1,5,2
"240630",2012,97,8,11,22,3,0,5,1,3,4,3,6
"240630",2013,97,2,7,23,0,0,2,0,0,2,5,0
"240630",2014,86,7,13,17,1,1,5,1,1,1,10,3
"240630",2015,103,13,18,21,1,2,10,1,1,2,14,3
"240630",2016,105,9,9,28,0,0,9,0,0,3,6,2
"240630",2017,94,8,10,20,4,1,3,2,1,2,5,4
"240630",2018,112,5,6,30,0,1,4,0,0,2,4,1
"240630",2019,99,10,10,31,2,2,6,1,1,3,5,4
"240630",2020,81,3,7,22,0,0,3,0,0,0,7,1
"240630",2021,101,16,14,32,3,1,12,2,1,4,7,4
"240630",2022,85,3,6,26,0,0,3,0,0,1,5,2
"240640",2012,39,2,4,10,0,0,2,1,0,0,3,1
"240640",2013,36,5,3,6,0,0,5,0,0,0,3,1
"240640",2014,41,3,2,14,2,0,1,0,2,0,0,2
"240640",2015,34,3,4,4,0,0,3,0,0,2,2,0
"240640",2016,42,4,4,7,0,0,4,0,0,0,4,0
"240640",2017,35,1,3,7,0,0,1,0,0,1,2,0
"240640",2018,55,8,11,6,2,1,5,2,2,4,3,4
"240640",2019,42,4,6,13,1,0,3,0,1,2,3,1
"240640",2020,45,5,8,17,1,2,2,0,2,1,5,1
"240640",2021,32,2,3,6,1,0,1,1,1,0,1,2
"240640",2022,32,7,7,12,1,1,5,0,2,1,4,3
"240650",2012,209,16,19,59,2,3,11,0,2,7,10,7
"240650",2013,204,13,23,44,1,1,11,1,3,3,16,4
"240650",2014,248,24,22,58,1,7,16,1,5,7,9,5
"240650",2015,249,24,30,53,5,4,15,2,5,6,17,13
"240650",2016,236,25,34,59,2,7,16,0,5,12,17,8
"240650",2017,216,15,26,60,3,3,9,2,5,6,13,13
"240650",2018,218,21,32,57,7,2,12,4,2,8,18,12
"240650",2019,218,23,24,62,7,5,11,3,2,8,11,9
"240650",2020,198,16,25,45,3,2,11,2,5,5,13,8
"240650",2021,194,16,26,46,2,6,8,2,2,9,13,3
"240650",2022,223,25,37,65,7,5,13,4,6,8,19,13
"240660",2012,150,9,19,30,0,1,8,0,5,3,11,4
"240660",2013,141,12,27,25,3,4,5,1,6,9,11,8
"240660",2014,136,6,19,31,1,2,3,1,2,4,12,5
"240660",2015,140,8,21,29,2,1,5,1,3,5,12,5
"240660",2016,132,5,14,37,2,0,3,1,1,7,5,4
"240660",2017,131,14,17,30,1,2,11,0,2,3,12,4
"240660",2018,153,12,20,40,3,0,9,2,1,5,12,4
"240660",2019,155,12,12,50,3,3,6,0,3,3,6,6
"240660",2020,160,11,12,23,0,2,9,0,2,2,8,4
"240660",2021,142,13,14,39,1,2,10,0,2,3,9,4
"240660",2022,127,14,15,44,2,2,10,2,3,3,7,4
"240670",2012,117,9,14,22,2,4,3,1,4,2,7,5
"240670",2013,98,6,15,17,1,0,5,0,4,3,8,7
"240670",2014,107,10,21,18,3,1,6,1,3,7,10,6
"240670",2015,145,14,23,37,1,4,9,1,3,4,15,2
"240670",2016,100,15,18,18,5,2,8,4,4,4,6,9
"240670",2017,109,7,11,28,0,1,6,0,2,0,9,3
"240670",2018,106,8,18,31,3,2,3,2,1,6,9,3
"240670",2019,113,12,19,21,1,3,8,3,0,6,10,3
"240670",2020,117,14,15,27,1,2,11,0,3,3,9,3
"240670",2021,117,12,18,28,3,2,7,3,4,2,9,7
"240670",2022,108,14,17,26,0,8,6,1,7,3,6,6
"240680",2012,85,9,17,17,3,1,5,2,4,3,8,7
"240680",2013,71,6,5,17,2,0,4,0,0,2,3,2
"240680",2014,67,9,7,14,3,2,4,0,4,0,3,5
"240680",2015,69,8,7,12,0,1,7,0,1,3,3,2
"240680",2016,56,6,8,4,0,0,6,2,1,0,5,4
"240680",2017,83,8,9,22,0,1,7,0,0,3,6,2
"240680",2018,84,9,18,20,3,2,4,1,3,5,9,4
"240680",2019,66,1,4,20,0,0,1,0,0,1,3,2
"240680",2020,65,1,2,24,0,0,1,0,0,0,2,1
"240680",2021,67,7,15,14,0,2,5,0,3,2,10,1
"240680",2022,54,3,7,21,0,1,2,0,1,0,6,2
"240690",2012,52,5,7,12,1,2,2,1,1,0,5,2
"240690",2013,43,8,8,8,2,1,5,3,1,1,3,3
"240690",2014,50,4,11,13,2,1,1,2,0,2,7,3
"240690",2015,49,0,0,12,0,0,0,0,0,0,0,0
"240690",2016,33,1,3,14,0,0,1,0,0,1,2,0
"240690",2017,27,2,3,11,0,0,2,0,0,1,2,0
"240690",2018,41,2,3,20,0,1,1,0,0,0,3,0
"240690",2019,46,5,6,21,0,0,5,0,1,0,5,0
"240690",2020,27,2,2,10,0,0,2,0,0,0,2,0
"240690",2021,37,2,3,15,1,0,1,1,1,0,1,3
"240690",2022,38,2,7,13,1,1,0,0,2,1,4,1
"240700",2012,159,10,17,51,2,1,7,1,3,3,8,6
"240700",2013,134,8,12,47,1,0,7,1,2,1,7,4
"240700",2014,161,9,14,68,0,1,8,0,1,4,9,1
"240700",2015,172,6,22,73,3,1,2,0,7,4,11,5
"240700",2016,142,10,18,64,2,2,6,1,3,3,11,3
"240700",2017,164,22,17,71,5,1,16,3,1,3,10,7
"240700",2018,134,13,14,58,2,2,9,2,1,4,7,3
"240700",2019,151,8,19,69,2,3,3,1,4,6,8,5
"240700",2020,139,7,13,71,3,1,3,0,2,1,10,4
"240700",2021,109,7,14,42,3,0,4,1,2,3,8,4
"240700",2022,104,9,18,43,1,3,5,0,1,6,11,1
"240710",2012,829,76,118,209,14,12,50,7,19,28,64,29
"240710",2013,907,85,123,214,15,14,56,12,21,26,64,37
"240710",2014,893,85,133,206,14,15,56,11,23,31,67,40
"240710",2015,982,88,138,243,15,22,51,7,31,25,71,39
"240710",2016,929,103,166,199,17,24,62,11,31,27,95,44
"240710",2017,1052,100,150,260,11,20,69,6,24,34,85,31
"240710",2018,1091,118,165,306,22,14,82,9,34,33,89,41
"240710",2019,1007,85,119,290,16,12,57,5,17,19,78,30
"240710",2020,964,102,150,277,17,17,68,8,24,43,75,34
"240710",2021,1006,100,156,308,15,16,69,10,24,37,85,32
"240710",2022,889,106,143,292,13,23,70,12,23,27,81,39
"240720",2012,255,21,39,91,4,5,12,1,7,11,20,9
"240720",2013,176,17,34,82,5,8,4,2,8,10,14,9
"240720",2014,459,39,57,181,6,5,28,4,6,11,36,17
"240720",2015,426,20,37,53,5,3,12,1,5,7,24,10
"240720",2016,354,37,47,71,5,10,22,2,15,1,29,13
"240720",2017,335,21,36,112,2,4,15,1,4,10,21,5
"240720",2018,317,37,50,122,7,6,24,2,13,11,24,15
"240720",2019,318,27,45,89,7,4,16,7,7,7,24,14
"240720",2020,281,25,36,102,6,5,14,3,4,6,23,9
"240720",2021,298,19,37,91,6,3,10,3,8,5,21,13
"240720",2022,248,16,29,61,3,1,12,1,3,3,22,5
"240725",2012,61,7,12,24,2,1,4,1,1,3,6,2
"240725",2013,61,5,4,21,1,0,4,0,1,1,2,3
"240725",2014,51,5,6,19,0,1,4,0,1,0,5,1
"240725",2015,54,4,3,27,0,0,4,0,0,1,2,0
"240725",2016,56,2,7,23,1,0,1,1,0,2,4,2
"240725",2017,44,1,5,17,0,0,1,0,0,1,4,0
"240725",2018,53,3,7,25,1,1,1,2,0,3,2,2
"240725",2019,56,6,9,21,3,1,2,3,0,0,6,3
"240725",2020,55,3,2,33,1,0,2,1,0,0,1,1
"240725",2021,47,7,7,25,2,2,3,1,2,1,3,3
"240725",2022,39,2,2,26,0,0,2,0,1,0,1,1
"240730",2012,89,7,13,45,0,1,6,0,2,4,7,0
"240730",2013,81,9,7,49,2,2,5,0,2,2,3,3
"240730",2014,88,8,6,58,3,0,5,3,0,2,1,5
"240730",2015,106,7,7,50,4,0,3,0,3,0,4,4
"240730",2016,80,3,11,31,1,0,2,2,2,3,4,3
"240730",2017,102,9,8,59,0,4,5,0,2,2,4,2
"240730",2018,109,7,12,56,4,0,3,2,2,3,5,4
"240730",2019,103,7,8,60,1,1,5,1,0,4,3,1
"240730",2020,98,4,14,46,0,1,3,0,1,2,11,0
"240730",2021,115,6,3,62,0,0,6,0,0,1,2,0
"240730",2022,77,11,14,32,1,4,6,1,2,2,9,2
"240740",2012,71,9,11,21,4,1,4,0,5,3,3,8
"240740",2013,90,5,11,34,0,1,4,0,5,3,3,3
"240740",2014,101,6,12,32,2,1,3,1,2,3,6,3
"240740",2015,76,2,16,24,0,2,0,3,2,2,9,5
"240740",2016,87,7,14,21,0,1,6,0,1,4,9,2
"240740",2017,89,5,14,25,2,1,2,0,6,1,7,5
"240740",2018,99,4,8,29,0,1,3,0,0,1,7,2
"240740",2019,106,9,14,47,1,0,8,0,2,2,10,3
"240740",2020,88,7,17,40,2,3,2,1,3,2,11,4
"240740",2021,94,7,13,37,0,1,6,0,1,0,12,1
"240740",2022,78,10,16,35,2,3,5,0,2,2,12,3
"240750",2012,126,9,19,22,1,2,6,0,3,5,11,3
"240750",2013,154,17,28,38,4,5,8,2,6,8,12,10
"240750",2014,158,15,31,31,2,2,11,2,8,4,17,10
"240750",2015,156,12,21,28,2,0,10,3,1,3,14,6
"240750",2016,139,18,20,30,2,3,13,1,1,8,10,2
"240750",2017,128,16,24,21,3,2,11,0,5,6,13,7
"240750",2018,136,13,22,35,3,6,4,2,2,4,14,4
"240750",2019,132,16,18,22,1,2,13,2,0,6,10,5
"240750",2020,159,16,23,38,3,2,11,2,2,5,14,3
"240750",2021,131,16,22,33,3,4,9,2,4,6,10,6
"240750",2022,115,5,7,28,0,0,5,0,0,2,5,2
"240760",2012,48,1,3,20,0,0,1,0,0,1,2,0
"240760",2013,47,2,4,17,0,1,1,0,1,1,2,0
"240760",2014,51,1,4,18,0,0,1,0,0,1,3,1
"240760",2015,52,5,7,15,2,1,2,1,1,0,5,2
"240760",2016,52,1,3,17,0,1,0,0,0,1,2,0
"240760",2017,62,6,9,15,0,0,6,0,1,3,5,1
"240760",2018,54,4,11,14,1,2,1,0,2,3,6,3
"240760",2019,54,2,9,17,0,0,2,0,1,1,7,1
"240760",2020,40,2,4,18,0,2,0,0,1,1,2,3
"240760",2021,56,5,4,15,1,2,2,0,1,0,3,1
"240760",2022,41,5,9,11,0,1,4,0,0,4,5,0
"240770",2012,131,9,15,33,2,0,7,2,1,7,5,8
"240770",2013,158,22,25,34,6,4,12,2,8,5,10,14
"240770",2014,142,9,18,28,4,2,3,2,4,2,10,6
"240770",2015,175,11,15,31,1,2,8,0,2,4,9,5
"240770",2016,146,14,11,45,0,0,14,0,0,3,8,2
"240770",2017,174,19,23,41,6,1,12,4,0,2,17,6
"240770",2018,179,13,21,44,4,0,9,1,3,3,14,9
"240770",2019,166,11,9,36,2,1,8,0,1,1,7,3
"240770",2020,168,20,24,49,4,5,11,1,4,11,8,7
"240770",2021,202,12,13,60,1,2,9,0,2,2,9,4
"240770",2022,161,11,15,41,1,2,8,1,1,4,9,2
"240780",2012,266,20,38,57,1,2,17,1,8,8,21,10
"240780",2013,300,23,43,63,3,2,18,3,4,9,26,10
"240780",2014,297,25,37,66,3,4,18,1,8,10,18,7
"240780",2015,277,29,33,61,6,4,19,4,7,5,17,10
"240780",2016,297,17,34,77,5,2,10,1,6,7,20,7
"240780",2017,281,21,32,67,5,3,13,4,2,6,20,6
"240780",2018,287,32,33,72,4,10,18,4,4,6,19,8
"240780",2019,263,21,25,72,4,3,14,1,1,8,15,7
"240780",2020,295,14,23,80,4,1,9,2,3,2,16,9
"240780",2021,271,22,26,73,6,2,14,3,5,5,13,10
"240780",2022,278,20,31,88,2,4,14,1,4,7,19,8
"240790",2012,34,1,5,8,0,0,1,0,2,1,2,0
"240790",2013,32,1,3,4,0,0,1,0,1,1,1,0
"240790",2014,33,6,4,11,0,1,5,0,1,0,3,2
"240790",2015,42,4,8,7,0,0,4,0,0,1,7,1
"240790",2016,48,3,6,2,1,0,2,0,1,0,5,2
"240790",2017,42,3,0,8,1,0,2,0,0,0,0,1
"240790",2018,47,0,6,6,0,0,0,0,0,2,4,1
"240790",2019,49,2,5,10,0,0,2,0,0,1,4,1
"240790",2020,44,2,3,10,0,1,1,0,1,0,2,2
"240790",2021,41,5,6,11,1,1,3,1,0,1,4,5
"240790",2022,28,5,4,6,1,0,4,0,1,1,2,2
"240800",2012,3819,322,551,1385,64,68,190,27,87,111,326,126
"240800",2013,3975,321,533,1510,62,58,201,21,75,114,323,139
"240800",2014,3954,324,572,1383,48,66,210,26,74,134,338,112
"240800",2015,4056,346,576,1372,65,64,217,19,87,110,360,122
