"codmunres","ano","total_de_nascidos_vivos","nascidos_vivos_com_baixo_peso","nascidos_vivos_prematuros","nascidos_vivos_termo_precoce","nascidos_vivos_peso_menor_1500","nascidos_vivos_peso_1500_a_1999","nascidos_vivos_peso_2000_a_2499","nascidos_vivos_menos_de_28_semanas","nascidos_vivos_28_a_32_semanas","nascidos_vivos_33_a_34_semanas","nascidos_vivos_35_a_36_semanas","nascidos_condicoes_ameacadoras"
"240070",2021,148,10,25,60,2,1,7,1,5,3,16,6
"240070",2022,157,21,30,55,6,0,15,3,5,6,16,9
"240080",2012,155,10,18,40,2,3,5,1,1,9,7,3
"240080",2013,139,11,23,41,4,4,3,1,6,3,13,7
"240080",2014,142,10,19,47,0,3,7,1,6,4,8,4
"240080",2015,147,6,15,42,2,0,4,0,3,4,8,5
"240080",2016,136,14,20,35,3,0,11,2,3,4,11,5
"240080",2017,117,11,7,33,1,2,8,2,3,0,2,5
"240080",2018,136,11,26,33,0,2,9,0,5,6,15,6
"240080",2019,128,11,15,32,2,0,9,1,4,2,8,6
"240080",2020,143,10,24,42,1,2,7,1,4,4,15,2
"240080",2021,124,14,19,40,3,2,9,1,4,7,7,5
"240080",2022,130,12,19,42,4,0,8,0,4,2,13,4
"240090",2012,112,4,10,48,0,0,4,0,1,2,7,1
"240090",2013,79,5,11,27,2,2,1,0,4,2,5,4
"240090",2014,90,11,13,35,0,5,6,0,0,3,10,0
"240090",2015,110,6,13,56,0,1,5,0,0,1,12,0
"240090",2016,77,6,9,35,1,0,5,2,0,1,6,2
"240090",2017,74,5,6,31,2,0,3,1,1,2,2,4
"240090",2018,66,4,5,32,1,0,3,0,0,1,4,2
"240090",2019,71,6,8,29,2,0,4,0,0,5,3,3
"240090",2020,88,10,11,40,4,1,5,2,2,1,6,5
"240090",2021,72,10,9,31,0,4,6,0,1,3,5,1
"240090",2022,77,7,4,37,2,1,4,0,0,1,3,3
"240100",2012,412,24,48,171,2,10,12,2,5,17,24,8
"240100",2013,446,22,36,143,2,4,16,2,4,11,19,6
"240100",2014,413,33,43,154,7,3,23,1,7,17,18,12
"240100",2015,438,24,41,184,6,1,17,2,5,11,23,16
"240100",2016,407,36,46,144,17,6,13,11,4,11,20,20
"240100",2017,369,24,46,134,8,2,14,4,7,14,21,11
"240100",2018,413,30,50,148,10,6,14,3,9,9,29,16
"240100",2019,408,29,45,125,4,7,18,3,2,13,27,9
"240100",2020,441,41,45,149,3,12,26,0,9,15,21,10
"240100",2021,412,43,48,135,8,7,28,5,6,12,25,14
"240100",2022,377,34,43,101,8,9,17,4,4,14,21,12
"240110",2012,366,40,60,96,4,9,27,3,9,11,36,14
"240110",2013,351,27,37,91,6,5,16,2,7,8,20,12
"240110",2014,355,34,51,92,10,5,19,2,9,15,25,15
"240110",2015,414,38,60,105,11,6,21,3,11,9,37,18
"240110",2016,325,29,58,109,4,7,18,3,9,11,35,12
"240110",2017,373,35,51,102,9,2,24,3,7,9,32,12
"240110",2018,336,29,61,108,0,5,24,1,6,13,41,9
"240110",2019,320,21,56,99,4,5,12,2,6,15,33,8
"240110",2020,319,33,46,122,3,5,25,1,3,10,32,4
"240110",2021,313,45,54,116,7,3,35,1,12,4,37,14
"240110",2022,298,36,45,107,4,10,22,3,6,9,27,9
"240120",2012,236,17,36,63,1,0,16,2,5,10,19,6
"240120",2013,200,24,34,46,8,4,12,3,8,1,22,12
"240120",2014,161,11,17,35,1,3,7,1,4,4,8,5
"240120",2015,202,18,24,44,4,2,12,2,2,5,15,6
"240120",2016,207,16,18,45,1,1,14,0,1,4,13,3
"240120",2017,185,12,21,39,3,1,8,2,2,3,14,3
"240120",2018,199,24,22,59,3,6,15,3,3,4,12,7
"240120",2019,187,26,23,43,6,5,15,2,6,5,10,8
"240120",2020,172,15,14,39,0,4,11,0,1,8,5,1
"240120",2021,180,16,29,46,2,3,11,2,4,5,18,4
"240120",2022,170,13,21,55,1,3,9,0,3,5,13,3
"240130",2012,104,14,19,29,2,3,9,1,1,4,13,3
"240130",2013,117,6,10,26,2,1,3,0,1,1,8,2
"240130",2014,102,3,10,26,0,0,3,0,0,4,6,3
"240130",2015,119,7,13,26,4,0,3,3,4,0,6,8
"240130",2016,81,5,9,27,2,0,3,0,2,1,6,2
"240130",2017,103,12,20,24,2,5,5,1,4,5,10,4
"240130",2018,104,6,13,23,2,2,2,0,3,2,8,4
"240130",2019,91,11,11,28,2,3,6,1,0,3,7,3
"240130",2020,82,7,12,28,2,1,4,1,2,7,2,5
"240130",2021,81,6,9,26,2,1,3,1,1,2,5,4
"240130",2022,84,6,14,25,2,0,4,1,0,3,10,2
"240140",2012,110,8,10,22,0,2,6,0,1,3,6,2
"240140",2013,109,19,21,28,5,6,8,2,2,9,8,9
"240140",2014,122,11,13,26,0,2,9,0,2,7,4,2
"240140",2015,115,13,11,23,2,3,8,0,5,0,6,5
"240140",2016,110,10,11,29,1,2,7,0,3,0,8,3
"240140",2017,127,10,14,34,1,6,3,0,6,4,4,4
"240140",2018,114,8,8,32,3,3,2,0,4,0,4,5
"240140",2019,113,8,7,46,1,3,4,0,1,0,6,3
"240140",2020,93,10,10,33,1,1,8,1,0,4,5,2
"240140",2021,117,15,17,24,5,3,7,3,4,2,8,7
"240140",2022,112,8,7,36,3,1,4,2,2,1,2,6
"240145",2012,401,34,44,139,3,6,25,4,11,8,21,12
"240145",2013,378,26,67,145,4,3,19,3,8,10,45,14
"240145",2014,409,25,49,112,1,4,20,1,2,11,35,7
"240145",2015,437,53,70,131,7,18,28,3,14,17,36,17
"240145",2016,394,34,65,121,5,7,22,5,9,13,38,15
"240145",2017,397,25,63,119,8,2,15,8,7,11,37,18
"240145",2018,367,28,45,111,2,5,21,3,8,6,28,9
"240145",2019,352,22,43,107,0,6,16,1,7,11,24,6
"240145",2020,343,33,50,142,5,5,23,2,8,10,30,7
"240145",2021,353,34,58,119,9,11,14,2,6,14,36,15
"240145",2022,325,29,53,112,5,3,21,3,4,7,39,11
"240150",2012,28,2,5,3,0,1,1,0,3,1,1,2
"240150",2013,51,9,5,11,1,1,7,0,1,1,3,1
"240150",2014,42,7,8,9,0,2,5,0,1,4,3,0
"240150",2015,46,8,9,7,1,2,5,1,0,2,5,4
"240150",2016,40,5,5,8,0,1,4,0,1,0,4,3
"240150",2017,51,2,3,11,0,2,0,0,0,0,3,0
"240150",2018,39,3,1,9,0,0,3,0,0,0,1,1
"240150",2019,50,9,8,12,0,1,8,0,1,0,7,1
"240150",2020,53,3,3,15,1,0,2,1,0,0,2,1
"240150",2021,58,8,9,14,2,1,5,1,2,1,5,3
"240150",2022,40,4,5,9,0,3,1,0,2,2,1,2
"240160",2012,84,5,8,22,1,0,4,0,4,2,2,5
"240160",2013,63,9,8,13,1,2,6,1,2,1,4,2
"240160",2014,67,4,8,16,1,0,3,0,3,1,4,3
"240160",2015,63,6,5,13,0,2,4,1,1,0,3,2
"240160",2016,68,7,17,18,2,0,5,3,5,3,6,8
"240160",2017,66,3,15,7,0,0,3,0,2,3,10,3
"240160",2018,72,8,10,16,0,0,8,1,3,2,4,3
"240160",2019,67,5,6,17,1,0,4,0,1,0,5,2
"240160",2020,67,4,5,15,0,0,4,0,1,1,3,1
"240160",2021,49,4,10,9,0,1,3,0,0,3,7,0
"240160",2022,48,3,6,18,1,0,2,0,2,0,4,2
"240165",2012,35,4,4,8,0,0,4,0,0,0,4,0
"240165",2013,36,4,8,13,1,2,1,0,2,0,6,3
"240165",2014,42,2,2,8,0,0,2,0,0,0,2,0
"240165",2015,49,2,1,13,0,1,1,0,1,0,0,0
"240165",2016,32,3,5,6,1,0,2,0,0,1,4,1
"240165",2017,32,0,1,5,0,0,0,0,0,0,1,0
"240165",2018,50,6,6,11,1,1,4,1,0,2,3,2
"240165",2019,54,3,2,17,0,0,3,0,0,0,2,1
"240165",2020,51,8,8,13,2,0,6,0,2,0,6,4
"240165",2021,37,3,6,7,0,0,3,0,0,3,3,0
"240165",2022,36,3,5,4,1,1,1,1,1,0,3,2
"240170",2012,124,11,20,28,1,3,7,0,3,4,13,4
"240170",2013,103,8,15,20,0,1,7,1,0,6,8,1
"240170",2014,139,15,15,32,3,2,10,2,4,3,6,5
"240170",2015,113,11,17,12,0,4,7,1,1,5,10,1
"240170",2016,112,8,20,9,2,1,5,0,4,0,16,3
"240170",2017,124,12,19,35,2,2,8,2,3,7,7,5
"240170",2018,149,13,21,29,4,4,5,0,4,1,16,9
"240170",2019,121,15,21,27,1,4,10,0,3,4,14,4
"240170",2020,120,9,15,34,2,2,5,1,3,3,8,6
"240170",2021,125,13,14,36,1,2,10,1,2,7,4,5
"240170",2022,142,15,21,40,4,2,9,3,1,4,13,6
"240180",2012,174,8,29,35,0,2,6,2,7,3,17,8
"240180",2013,150,8,16,35,3,2,3,0,4,4,8,8
"240180",2014,177,12,17,36,2,2,8,1,4,6,6,7
"240180",2015,179,12,14,34,0,1,11,0,1,2,11,4
"240180",2016,182,10,14,47,0,5,5,0,0,4,10,1
"240180",2017,164,18,20,40,5,4,9,1,5,5,9,6
"240180",2018,169,14,13,37,3,0,11,2,1,3,7,5
"240180",2019,168,12,16,36,3,4,5,1,5,5,5,6
"240180",2020,172,23,24,39,3,6,14,1,10,2,11,10
"240180",2021,176,21,23,52,4,6,11,1,3,2,17,5
"240180",2022,174,22,23,63,3,4,15,1,4,0,18,6
"240185",2012,89,10,12,11,4,3,3,2,2,2,4,8
"240185",2013,75,10,11,7,3,2,5,1,2,4,4,4
"240185",2014,66,9,7,14,1,2,6,0,4,1,2,5
"240185",2015,92,6,18,19,1,0,5,1,2,5,10,5
"240185",2016,81,6,7,18,0,3,3,0,2,1,4,1
"240185",2017,75,7,9,14,2,1,4,2,2,1,4,2
"240185",2018,73,7,10,17,2,1,4,1,3,2,4,4
"240185",2019,76,4,6,21,0,0,4,0,1,2,3,0
"240185",2020,85,11,11,16,1,2,8,1,1,0,9,2
"240185",2021,72,7,7,15,0,2,5,0,0,1,6,2
"240185",2022,98,9,12,32,1,3,5,0,4,6,2,1
"240190",2012,54,7,10,4,2,3,2,0,1,2,7,3
"240190",2013,46,2,6,7,0,0,2,0,1,3,2,2
"240190",2014,51,2,2,6,0,2,0,0,1,0,1,1
"240190",2015,55,6,7,6,0,1,5,0,2,3,2,2
"240190",2016,59,6,6,8,1,3,2,0,2,0,4,3
"240190",2017,48,4,7,15,0,0,4,0,0,1,6,0
"240190",2018,58,3,2,13,1,0,2,0,1,0,1,1
"240190",2019,44,3,4,12,1,1,1,1,0,2,1,2
"240190",2020,53,3,3,13,0,1,2,0,1,0,2,0
"240190",2021,52,3,7,9,1,1,1,0,1,3,3,1
"240190",2022,38,5,5,9,2,1,2,0,1,3,1,3
"240200",2012,782,56,95,220,15,11,30,3,23,16,53,45
"240200",2013,731,58,87,210,11,13,34,7,15,17,48,34
"240200",2014,713,39,66,185,7,10,22,1,17,14,34,26
"240200",2015,747,55,88,239,6,12,37,0,6,24,58,23
"240200",2016,699,53,81,210,14,10,29,3,15,14,49,29
"240200",2017,686,48,71,235,8,9,31,3,9,18,41,19
"240200",2018,688,46,74,209,13,8,25,4,14,16,40,30
"240200",2019,671,51,77,191,6,10,35,3,10,15,49,26
"240200",2020,668,54,67,202,11,10,33,4,8,14,41,20
"240200",2021,704,63,76,216,15,11,37,7,11,9,49,29
"240200",2022,580,55,66,173,13,9,33,4,10,11,41,19
"240210",2012,140,9,10,37,1,1,7,0,1,3,6,1
"240210",2013,118,10,14,30,3,1,6,2,2,3,7,4
"240210",2014,146,6,13,35,1,1,4,0,1,5,6,1
"240210",2015,145,11,17,19,2,0,9,2,2,3,10,5
"240210",2016,137,10,16,6,2,1,7,0,2,2,12,3
"240210",2017,135,14,16,33,3,1,10,3,1,3,9,5
"240210",2018,120,16,20,20,4,3,9,3,3,3,11,5
"240210",2019,139,11,18,35,1,4,6,0,4,3,11,4
"240210",2020,121,7,11,33,2,0,5,0,2,1,8,4
"240210",2021,127,10,20,27,1,0,9,1,3,3,13,3
"240210",2022,111,6,17,22,1,1,4,0,4,3,10,3
"240220",2012,579,41,91,111,9,4,28,6,13,21,51,25
"240220",2013,539,43,76,117,8,12,23,6,15,22,33,21
"240220",2014,532,41,77,98,8,10,23,3,15,19,40,17
"240220",2015,549,46,73,97,3,10,33,1,8,17,47,13
"240220",2016,505,39,47,105,6,2,31,3,7,12,25,14
"240220",2017,539,35,38,110,7,9,19,4,4,10,20,13
"240220",2018,527,38,46,123,8,10,20,1,7,12,26,19
"240220",2019,526,42,56,131,6,12,24,0,7,16,33,12
"240220",2020,505,39,56,106,9,5,25,5,6,12,33,13
"240220",2021,494,43,54,135,8,12,23,4,8,13,29,17
"240220",2022,414,26,44,128,5,4,17,2,6,5,31,9
"240230",2012,284,25,31,98,6,4,15,2,6,8,15,15
"240230",2013,253,23,43,58,7,3,13,3,7,16,17,11
"240230",2014,299,25,43,86,8,3,14,5,5,11,22,13
"240230",2015,262,18,32,76,7,1,10,0,9,7,16,11
"240230",2016,223,19,26,66,2,5,12,0,1,4,21,6
"240230",2017,244,21,32,58,3,3,15,1,6,7,18,6
"240230",2018,262,27,41,80,2,8,17,1,13,13,14,10
"240230",2019,236,12,41,75,1,3,8,1,7,8,25,8
"240230",2020,266,20,29,110,1,6,13,0,2,12,15,3
"240230",2021,190,19,35,70,6,3,10,1,5,10,19,12
"240230",2022,222,33,41,84,5,13,15,1,12,9,19,14
"240240",2012,111,12,13,25,2,2,8,0,2,4,6,3
"240240",2013,112,5,12,31,3,2,0,1,2,3,6,4
"240240",2014,112,10,14,29,0,0,10,0,0,6,8,3
"240240",2015,96,10,16,30,2,0,8,0,1,3,12,3
"240240",2016,68,5,5,22,0,2,3,0,0,1,4,0
"240240",2017,88,7,10,23,0,0,7,0,0,4,6,0
"240240",2018,88,7,12,9,2,0,5,0,3,0,9,4
"240240",2019,93,6,7,32,0,2,4,0,1,2,4,3
"240240",2020,105,8,15,34,1,2,5,1,1,4,9,3
"240240",2021,92,3,10,31,0,2,1,0,2,1,7,2
"240240",2022,100,7,13,32,0,3,4,0,4,3,6,0
"240250",2012,136,11,19,42,0,3,8,2,2,5,9,5
"240250",2013,144,9,11,39,3,3,3,1,4,0,6,4
"240250",2014,138,6,9,47,1,1,4,0,1,3,5,2
"240250",2015,141,6,17,46,1,2,3,0,1,7,8,2
"240250",2016,102,5,15,30,3,0,2,3,0,2,10,4
"240250",2017,114,13,20,20,6,3,4,0,6,5,9,8
"240250",2018,122,9,21,39,1,0,8,1,1,7,12,2
"240250",2019,134,14,22,35,4,4,6,0,2,8,12,6
"240250",2020,90,9,14,24,2,2,5,0,3,2,9,2
"240250",2021,94,12,17,23,0,4,8,0,1,5,11,1
"240250",2022,77,9,19,24,3,1,5,2,3,5,9,4
"240260",2012,1101,78,156,231,14,12,52,10,22,36,88,42
"240260",2013,1197,86,161,256,17,16,53,5,38,32,86,42
"240260",2014,1282,108,241,281,24,14,70,12,41,38,150,56
"240260",2015,1234,112,182,239,23,22,67,12,28,43,99,48
"240260",2016,1060,87,183,258,18,14,55,11,41,35,96,59
"240260",2017,1131,88,169,249,19,12,57,14,38,32,85,50
"240260",2018,1158,80,161,254,17,10,53,11,31,29,90,48
"240260",2019,1041,76,131,257,19,12,45,15,19,26,71,40
"240260",2020,1118,74,127,323,15,11,48,12,22,24,69,32
"240260",2021,1157,80,138,293,17,13,50,10,21,27,80,37
"240260",2022,1034,79,137,288,10,19,50,9,18,34,76,29
"240270",2012,141,7,13,43,0,4,3,0,1,3,9,3
"240270",2013,131,10,14,39,2,1,7,1,2,2,9,5
"240270",2014,149,9,9,40,0,1,8,0,2,3,4,2
"240270",2015,126,14,15,37,4,2,8,4,1,3,7,5
"240270",2016,128,6,16,25,1,1,4,0,0,5,11,5
"240270",2017,124,7,17,30,1,0,6,1,2,5,9,3
"240270",2018,151,16,23,26,3,3,10,1,3,4,15,3
"240270",2019,132,11,13,35,3,1,7,0,2,4,7,5
"240270",2020,122,16,24,28,3,0,13,0,1,7,16,4
"240270",2021,143,11,13,34,1,0,10,0,2,4,7,4
"240270",2022,127,12,15,42,4,2,6,1,3,3,8,4
"240280",2012,66,8,4,15,1,1,6,0,0,1,3,1
"240280",2013,71,5,4,12,0,0,5,0,0,1,3,2
"240280",2014,72,6,7,12,1,1,4,0,2,1,4,2
"240280",2015,96,6,10,9,0,1,5,1,0,2,7,1
"240280",2016,70,6,12,1,1,1,4,2,2,1,7,5
"240280",2017,71,4,12,16,0,2,2,0,0,0,12,4
"240280",2018,83,10,15,17,0,3,7,0,2,6,7,3
"240280",2019,76,5,11,18,0,1,4,0,0,3,8,0
"240280",2020,65,7,7,15,2,1,4,0,1,2,4,2
"240280",2021,84,14,13,22,3,2,9,0,3,4,6,5
"240280",2022,63,2,7,10,0,1,1,0,1,1,5,1
"240290",2012,61,3,8,26,1,1,1,0,3,1,4,2
"240290",2013,71,1,5,33,0,1,0,0,0,2,3,0
"240290",2014,71,5,10,34,2,2,1,2,4,1,3,5
"240290",2015,61,7,4,29,3,0,4,2,0,1,1,3
"240290",2016,67,4,4,27,0,0,4,0,0,1,3,0
"240290",2017,52,4,7,20,0,0,4,0,0,2,5,0
"240290",2018,68,3,2,30,0,1,2,0,0,0,2,0
"240290",2019,58,9,8,23,0,3,6,0,3,3,2,1
"240290",2020,69,3,4,36,2,0,1,1,1,0,2,2
"240290",2021,59,8,11,29,2,2,4,1,1,3,6,5
"240290",2022,47,7,10,14,3,0,4,1,2,2,5,3
"240300",2012,102,9,8,31,2,3,4,0,0,4,3,8
"240300",2013,98,6,14,41,1,0,5,0,2,3,9,3
"240300",2014,94,5,9,22,1,3,1,1,1,4,3,4
"240300",2015,95,9,11,34,2,3,4,2,0,4,5,4
"240300",2016,75,1,6,29,0,1,0,0,1,1,4,2
"240300",2017,94,4,11,27,1,0,3,0,1,3,7,2
"240300",2018,86,11,12,26,2,7,2,0,7,3,2,7
"240300",2019,70,8,10,19,2,1,5,2,0,1,7,2
"240300",2020,93,8,9,28,1,0,7,0,2,1,6,1
"240300",2021,88,5,7,30,0,1,4,0,0,3,4,1
"240300",2022,63,9,9,18,2,2,5,0,2,2,5,3
"240310",2012,548,53,76,214,7,13,33,3,12,20,41,18
"240310",2013,545,36,66,186,8,7,21,4,7,13,42,18
"240310",2014,536,46,58,174,6,9,31,3,8,16,31,13
"240310",2015,521,37,60,148,6,7,24,1,5,15,39,13
"240310",2016,456,25,58,128,3,4,18,1,7,16,34,7
"240310",2017,506,40,61,147,6,10,24,4,6,10,41,13
"240310",2018,517,39,64,155,9,7,23,4,12,14,34,20
"240310",2019,499,54,64,167,7,11,36,0,11,9,44,12
"240310",2020,463,45,71,152,5,11,29,0,12,13,46,11
"240310",2021,468,39,67,156,8,5,26,3,12,7,45,13
"240310",2022,447,31,57,143,3,3,25,2,5,13,37,8
"240320",2012,109,7,9,56,1,2,4,1,1,4,3,2
"240320",2013,102,4,12,56,1,1,2,1,0,5,6,2
"240320",2014,113,9,13,62,1,1,7,1,2,4,6,1
"240320",2015,96,7,6,51,1,1,5,0,1,0,5,1
"240320",2016,103,2,7,59,0,0,2,0,0,1,6,1
"240320",2017,102,8,7,65,3,0,5,0,4,2,1,4
"240320",2018,92,3,11,46,0,0,3,0,0,0,11,0
"240320",2019,99,7,11,59,1,2,4,0,1,1,9,1
"240320",2020,111,5,8,67,1,0,4,1,1,2,4,2
"240320",2021,93,8,6,49,0,1,7,0,2,0,4,1
"240320",2022,88,7,13,39,2,1,4,0,2,3,8,4
"240325",2012,3706,253,466,1064,49,36,168,35,77,96,258,131
"240325",2013,3912,334,511,1169,49,65,220,27,78,131,273,105
"240325",2014,4025,333,557,1267,52,54,227,22,71,110,354,97
"240325",2015,4149,367,520,1214,49,84,234,21,64,106,329,112
"240325",2016,3811,326,493,1268,59,74,193,6,69,108,310,97
"240325",2017,3898,323,453,1239,50,58,215,8,55,110,280,93
"240325",2018,3936,353,483,1224,84,69,200,21,55,112,295,122
"240325",2019,3449,273,425,1124,62,35,176,21,73,78,253,108
"240325",2020,3462,288,462,1170,69,60,159,29,69,98,266,112
"240325",2021,3495,325,431,1228,53,61,211,15,66,76,274,91
"240325",2022,3292,291,429,1159,52,57,182,24,59,88,258,96
"240330",2012,80,5,9,35,1,0,4,1,3,0,5,3
"240330",2013,75,6,9,31,1,1,4,1,4,0,4,3
"240330",2014,93,12,12,39,2,1,9,1,6,1,4,5
"240330",2015,81,7,12,32,1,1,5,3,2,1,6,6
"240330",2016,81,6,9,32,3,2,1,1,2,2,4,4
"240330",2017,97,4,12,40,0,0,4,0,4,1,7,5
"240330",2018,82,6,6,43,1,2,3,2,0,0,4,2
"240330",2019,89,7,12,41,3,0,4,0,3,3,6,4
"240330",2020,85,6,12,36,0,3,3,0,1,2,9,1
"240330",2021,94,5,15,43,0,1,4,0,1,6,8,2
"240330",2022,78,7,7,39,1,1,5,0,1,2,4,1
"240340",2012,62,4,6,17,0,0,4,0,1,0,5,1
"240340",2013,80,4,9,25,0,1,3,0,1,1,7,1
"240340",2014,64,3,7,14,0,1,2,0,0,1,6,3
"240340",2015,67,4,2,11,0,1,3,0,0,1,1,2
"240340",2016,61,5,5,13,0,0,5,0,1,1,3,1
"240340",2017,51,2,7,11,1,0,1,1,1,1,4,2
"240340",2018,69,6,10,13,1,2,3,0,0,1,9,2
"240340",2019,60,3,5,12,0,0,3,0,0,1,4,0
"240340",2020,70,5,7,23,0,1,4,1,0,3,3,3
"240340",2021,69,9,4,25,3,1,5,0,2,0,2,3
"240340",2022,46,5,8,18,1,2,2,0,1,1,6,1
"240350",2012,132,9,13,38,1,0,8,1,1,1,10,2
"240350",2013,107,13,16,27,3,1,9,1,5,3,7,5
"240350",2014,92,3,10,26,0,0,3,0,1,3,6,2
"240350",2015,110,9,15,26,2,2,5,0,3,2,10,4
"240350",2016,94,6,11,20,1,0,5,1,4,3,3,3
"240350",2017,98,9,16,22,2,2,5,1,3,3,9,7
"240350",2018,97,16,19,24,1,2,13,2,2,3,12,5
"240350",2019,112,12,10,25,0,2,10,0,2,3,5,1
"240350",2020,117,5,10,29,0,1,4,0,0,1,9,1
"240350",2021,113,13,10,45,5,1,7,0,5,0,5,6
"240350",2022,88,8,7,18,3,2,3,1,2,3,1,4
"240360",2012,376,24,47,71,5,1,18,2,8,12,25,11
"240360",2013,518,34,69,146,8,6,20,7,8,14,40,16
"240360",2014,544,53,71,141,5,10,38,4,9,19,39,18
"240360",2015,568,40,61,142,12,5,23,8,3,17,33,20
"240360",2016,564,48,88,152,4,15,29,1,11,23,53,15
"240360",2017,569,55,90,165,11,11,33,5,12,14,59,22
"240360",2018,650,55,99,174,10,11,34,5,13,25,56,18
"240360",2019,560,41,89,150,4,12,25,9,11,17,52,19
"240360",2020,512,48,68,162,9,11,28,9,9,15,35,19
"240360",2021,640,66,95,203,15,11,40,7,15,24,49,22
"240360",2022,571,50,66,176,4,11,35,5,5,15,41,16
"240370",2012,67,2,6,36,1,0,1,0,2,1,3,2
"240370",2013,48,2,8,14,0,0,2,0,0,3,5,0
"240370",2014,69,6,6,21,2,1,3,2,1,1,2,3
"240370",2015,75,7,7,30,2,1,4,0,3,1,3,2
"240370",2016,74,5,11,26,2,0,3,0,2,2,7,3
"240370",2017,66,6,15,25,1,0,5,1,3,3,8,3
"240370",2018,55,4,13,13,0,1,3,0,1,3,9,2
"240370",2019,41,4,5,12,1,0,3,1,0,1,3,1
"240370",2020,53,4,10,21,1,0,3,0,2,5,3,1
"240370",2021,55,5,7,17,2,0,3,0,1,1,5,2
"240370",2022,45,3,7,17,0,0,3,0,0,1,6,0
"240375",2012,33,1,4,10,1,0,0,1,2,0,1,2
"240375",2013,38,4,7,14,1,2,1,0,2,2,3,2
"240375",2014,34,0,5,6,0,0,0,0,0,1,4,0
"240375",2015,45,3,6,7,1,0,2,1,1,4,0,2
"240375",2016,30,2,4,11,0,0,2,0,0,2,2,0
"240375",2017,40,5,5,14,0,1,4,0,0,1,4,0
"240375",2018,45,2,3,10,0,1,1,0,1,1,1,0
"240375",2019,35,2,4,10,0,0,2,0,0,1,3,1
"240375",2020,29,5,5,11,2,0,3,0,2,2,1,2
"240375",2021,41,6,11,10,2,2,2,1,4,1,5,4
"240375",2022,27,0,3,8,0,0,0,0,1,0,2,0
"240380",2012,135,8,20,42,3,0,5,2,1,1,16,5
"240380",2013,123,8,17,32,0,2,6,2,4,5,6,2
"240380",2014,117,13,18,34,1,4,8,0,2,8,8,3
"240380",2015,119,8,12,32,1,3,4,0,2,2,8,3
"240380",2016,97,7,11,33,0,1,6,0,1,3,7,0
"240380",2017,108,13,21,30,2,2,9,1,2,9,9,5
"240380",2018,122,9,13,35,2,3,4,0,3,3,7,4
"240380",2019,106,12,16,26,3,2,7,1,6,2,7,4
"240380",2020,109,5,13,26,1,2,2,0,3,4,6,1
"240380",2021,89,4,8,37,0,1,3,0,0,4,4,2
"240380",2022,103,11,10,41,5,1,5,1,3,2,4,7
"240390",2012,46,10,12,17,1,2,7,0,1,2,9,2
"240390",2013,33,2,2,18,1,1,0,0,0,0,2,1
"240390",2014,51,3,6,29,1,0,2,1,0,2,3,1
"240390",2015,27,6,6,14,4,0,2,4,1,0,1,4
"240390",2016,32,0,5,15,0,0,0,0,1,0,4,1
"240390",2017,45,2,4,19,0,0,2,0,0,0,4,0
"240390",2018,40,0,5,18,0,0,0,0,0,0,5,0
"240390",2019,32,2,4,19,0,0,2,0,1,0,3,0
"240390",2020,34,2,1,18,0,0,2,0,0,0,1,0
"240390",2021,32,1,3,21,0,0,1,0,0,1,2,1
"240390",2022,29,3,8,11,3,0,0,2,1,1,4,3
"240400",2012,59,1,10,25,0,0,1,0,0,5,5,0
"240400",2013,37,2,3,18,0,0,2,0,0,1,2,0
"240400",2014,48,4,4,23,0,0,4,0,0,0,4,0
"240400",2015,57,1,7,18,0,0,1,0,0,1,6,0
"240400",2016,54,3,7,14,0,0,3,0,0,0,7,0
"240400",2017,53,2,7,18,1,0,1,0,1,3,3,1
"240400",2018,61,4,8,26,1,0,3,0,1,4,3,1
"240400",2019,50,5,10,18,1,2,2,0,2,3,5,2
"240400",2020,57,5,11,20,0,1,4,0,1,3,7,2
"240400",2021,56,4,8,26,3,1,0,2,3,1,2,5
"240400",2022,44,7,11,15,2,3,2,2,3,2,4,3
"240410",2012,32,1,7,7,0,0,1,0,0,1,6,0
"240410",2013,19,1,5,6,0,0,1,0,0,0,5,0
"240410",2014,31,2,1,15,0,0,2,0,0,0,1,0
"240410",2015,39,4,5,10,0,0,4,0,0,0,5,0
"240410",2016,34,3,6,4,0,1,2,0,1,2,3,0
"240410",2017,34,5,7,6,0,2,3,0,1,1,5,1
"240410",2018,37,3,6,9,1,2,0,0,2,0,4,3
"240410",2019,39,1,4,13,0,0,1,0,1,2,1,1
"240410",2020,36,2,5,11,0,0,2,0,1,1,3,2
"240410",2021,41,1,3,8,0,1,0,0,0,1,2,0
"240410",2022,29,1,2,10,1,0,0,0,1,1,0,3
"240420",2012,493,39,71,116,9,7,23,8,13,11,39,18
"240420",2013,533,43,64,138,5,7,31,4,5,19,36,17
"240420",2014,462,31,63,103,4,5,22,3,10,15,35,12
"240420",2015,497,39,58,108,7,5,27,7,4,8,39,15
"240420",2016,477,34,54,107,5,6,23,1,13,11,29,12
"240420",2017,495,39,54,116,4,7,28,3,4,14,33,9
"240420",2018,508,47,61,112,8,7,32,3,8,8,42,12
"240420",2019,491,32,38,146,6,1,25,2,7,5,24,12
"240420",2020,482,53,66,131,13,12,28,6,8,17,35,16
"240420",2021,493,41,49,156,12,1,28,7,5,10,27,17
"240420",2022,419,40,46,128,10,3,27,3,6,9,28,16
"240430",2012,191,19,28,58,2,6,11,2,5,7,14,5
