"codmunres","municipio","uf","regiao","ano","obitos_fetais_mais_28sem","peso_menos_1500_mais_28sem","peso_1500_1999_mais_28sem","peso_2000_2499_mais_28sem","peso_mais_2500_mais_28sem"
"290320","Barreiras","BA","Nordeste","2016",22,5,3,2,12
"290320","Barreiras","BA","Nordeste","2017",26,2,6,3,15
"290320","Barreiras","BA","Nordeste","2018",31,0,0,0,0
"290320","Barreiras","BA","Nordeste","2019",24,3,2,2,17
"290320","Barreiras","BA","Nordeste","2020",26,4,6,1,15
"290320","Barreiras","BA","Nordeste","2021",25,2,2,4,17
"290323","Barro Alto","BA","Nordeste","2012",3,0,1,0,2
"290323","Barro Alto","BA","Nordeste","2013",2,1,0,0,1
"290323","Barro Alto","BA","Nordeste","2014",4,2,1,1,0
"290323","Barro Alto","BA","Nordeste","2015",3,2,0,0,1
"290323","Barro Alto","BA","Nordeste","2016",2,0,0,0,2
"290323","Barro Alto","BA","Nordeste","2018",1,0,0,0,1
"290323","Barro Alto","BA","Nordeste","2019",4,1,0,0,3
"290327","Barrocas","BA","Nordeste","2012",1,0,0,0,1
"290327","Barrocas","BA","Nordeste","2013",3,3,0,0,0
"290327","Barrocas","BA","Nordeste","2014",4,0,0,1,3
"290327","Barrocas","BA","Nordeste","2015",4,1,0,1,2
"290327","Barrocas","BA","Nordeste","2016",1,0,0,0,1
"290327","Barrocas","BA","Nordeste","2017",1,0,1,0,0
"290327","Barrocas","BA","Nordeste","2018",6,0,0,0,0
"290327","Barrocas","BA","Nordeste","2019",2,0,0,0,2
"290327","Barrocas","BA","Nordeste","2021",2,0,1,1,0
"290330","Barro Preto","BA","Nordeste","2012",3,0,1,0,2
"290330","Barro Preto","BA","Nordeste","2013",3,0,0,0,3
"290330","Barro Preto","BA","Nordeste","2015",1,0,1,0,0
"290330","Barro Preto","BA","Nordeste","2016",1,1,0,0,0
"290330","Barro Preto","BA","Nordeste","2017",4,3,0,0,1
"290330","Barro Preto","BA","Nordeste","2018",1,0,0,1,0
"290330","Barro Preto","BA","Nordeste","2019",1,0,1,0,0
"290340","Belmonte","BA","Nordeste","2012",10,0,0,0,0
"290340","Belmonte","BA","Nordeste","2013",7,1,1,1,4
"290340","Belmonte","BA","Nordeste","2014",2,0,0,1,1
"290340","Belmonte","BA","Nordeste","2015",5,1,0,0,4
"290340","Belmonte","BA","Nordeste","2016",1,0,0,0,1
"290340","Belmonte","BA","Nordeste","2017",8,0,2,2,4
"290340","Belmonte","BA","Nordeste","2018",4,1,0,1,2
"290340","Belmonte","BA","Nordeste","2019",8,1,0,1,6
"290340","Belmonte","BA","Nordeste","2020",5,1,0,1,3
"290340","Belmonte","BA","Nordeste","2021",3,1,0,0,2
"290350","Belo Campo","BA","Nordeste","2012",4,0,1,3,0
"290350","Belo Campo","BA","Nordeste","2013",5,0,1,0,4
"290350","Belo Campo","BA","Nordeste","2014",3,0,0,0,3
"290350","Belo Campo","BA","Nordeste","2015",7,1,2,0,4
"290350","Belo Campo","BA","Nordeste","2016",6,1,1,1,3
"290350","Belo Campo","BA","Nordeste","2017",7,0,0,1,6
"290350","Belo Campo","BA","Nordeste","2018",6,4,0,0,2
"290350","Belo Campo","BA","Nordeste","2019",3,0,0,2,1
"290350","Belo Campo","BA","Nordeste","2020",2,0,0,0,2
"290350","Belo Campo","BA","Nordeste","2021",6,0,0,0,0
"290360","Biritinga","BA","Nordeste","2012",3,0,2,0,1
"290360","Biritinga","BA","Nordeste","2013",3,1,1,0,1
"290360","Biritinga","BA","Nordeste","2014",7,0,0,0,0
"290360","Biritinga","BA","Nordeste","2015",7,2,0,3,2
"290360","Biritinga","BA","Nordeste","2016",5,0,0,0,5
"290360","Biritinga","BA","Nordeste","2017",2,0,0,0,2
"290360","Biritinga","BA","Nordeste","2018",3,0,2,1,0
"290360","Biritinga","BA","Nordeste","2019",5,1,0,0,4
"290360","Biritinga","BA","Nordeste","2020",3,1,0,0,2
"290360","Biritinga","BA","Nordeste","2021",2,0,0,0,2
"290370","Boa Nova","BA","Nordeste","2012",2,0,1,0,1
"290370","Boa Nova","BA","Nordeste","2013",3,1,1,0,1
"290370","Boa Nova","BA","Nordeste","2014",2,1,1,0,0
"290370","Boa Nova","BA","Nordeste","2016",3,0,0,1,2
"290370","Boa Nova","BA","Nordeste","2017",3,1,0,0,2
"290370","Boa Nova","BA","Nordeste","2018",2,0,0,0,2
"290370","Boa Nova","BA","Nordeste","2019",3,1,0,0,2
"290370","Boa Nova","BA","Nordeste","2020",5,2,2,0,1
"290370","Boa Nova","BA","Nordeste","2021",1,0,0,0,1
"290380","Boa Vista do Tupim","BA","Nordeste","2012",2,0,0,0,2
"290380","Boa Vista do Tupim","BA","Nordeste","2013",1,0,0,0,1
"290380","Boa Vista do Tupim","BA","Nordeste","2014",5,0,0,0,0
"290380","Boa Vista do Tupim","BA","Nordeste","2015",6,1,0,0,5
"290380","Boa Vista do Tupim","BA","Nordeste","2016",1,0,0,0,1
"290380","Boa Vista do Tupim","BA","Nordeste","2017",2,0,0,0,0
"290380","Boa Vista do Tupim","BA","Nordeste","2018",3,0,0,0,3
"290380","Boa Vista do Tupim","BA","Nordeste","2019",4,1,0,1,2
"290380","Boa Vista do Tupim","BA","Nordeste","2020",4,0,0,0,4
"290380","Boa Vista do Tupim","BA","Nordeste","2021",6,1,1,0,4
"290390","Bom Jesus da Lapa","BA","Nordeste","2012",16,1,0,0,15
"290390","Bom Jesus da Lapa","BA","Nordeste","2013",16,0,0,0,0
"290390","Bom Jesus da Lapa","BA","Nordeste","2014",19,4,1,3,11
"290390","Bom Jesus da Lapa","BA","Nordeste","2015",16,2,2,4,8
"290390","Bom Jesus da Lapa","BA","Nordeste","2016",14,1,3,3,7
"290390","Bom Jesus da Lapa","BA","Nordeste","2017",8,1,2,1,4
"290390","Bom Jesus da Lapa","BA","Nordeste","2018",11,1,1,1,8
"290390","Bom Jesus da Lapa","BA","Nordeste","2019",15,3,1,2,9
"290390","Bom Jesus da Lapa","BA","Nordeste","2020",13,2,1,1,9
"290390","Bom Jesus da Lapa","BA","Nordeste","2021",7,1,2,0,4
"290395","Bom Jesus da Serra","BA","Nordeste","2012",3,0,0,0,0
"290395","Bom Jesus da Serra","BA","Nordeste","2013",2,0,0,0,0
"290395","Bom Jesus da Serra","BA","Nordeste","2014",3,0,0,0,0
"290395","Bom Jesus da Serra","BA","Nordeste","2015",2,0,1,0,1
"290395","Bom Jesus da Serra","BA","Nordeste","2016",3,0,0,0,3
"290395","Bom Jesus da Serra","BA","Nordeste","2017",1,0,0,0,1
"290395","Bom Jesus da Serra","BA","Nordeste","2019",4,3,0,0,1
"290395","Bom Jesus da Serra","BA","Nordeste","2020",3,1,0,0,2
"290395","Bom Jesus da Serra","BA","Nordeste","2021",2,0,1,0,1
"290400","Boninal","BA","Nordeste","2012",1,0,0,1,0
"290400","Boninal","BA","Nordeste","2013",4,0,0,0,0
"290400","Boninal","BA","Nordeste","2014",2,0,0,1,1
"290400","Boninal","BA","Nordeste","2016",1,0,0,0,1
"290400","Boninal","BA","Nordeste","2017",3,1,0,0,2
"290400","Boninal","BA","Nordeste","2019",1,0,1,0,0
"290405","Bonito","BA","Nordeste","2012",6,0,0,1,5
"290405","Bonito","BA","Nordeste","2013",5,2,1,0,2
"290405","Bonito","BA","Nordeste","2014",6,1,0,0,5
"290405","Bonito","BA","Nordeste","2015",4,0,0,0,0
"290405","Bonito","BA","Nordeste","2016",3,0,1,0,2
"290405","Bonito","BA","Nordeste","2017",2,1,0,1,0
"290405","Bonito","BA","Nordeste","2018",8,2,1,1,4
"290405","Bonito","BA","Nordeste","2019",2,0,1,0,1
"290405","Bonito","BA","Nordeste","2020",4,1,1,0,2
"290405","Bonito","BA","Nordeste","2021",2,0,0,0,2
"290410","Boquira","BA","Nordeste","2012",1,0,0,0,1
"290410","Boquira","BA","Nordeste","2013",1,1,0,0,0
"290410","Boquira","BA","Nordeste","2014",3,0,0,0,3
"290410","Boquira","BA","Nordeste","2015",4,0,0,0,0
"290410","Boquira","BA","Nordeste","2016",3,0,0,0,3
"290410","Boquira","BA","Nordeste","2017",6,0,1,2,3
"290410","Boquira","BA","Nordeste","2018",4,3,0,0,1
"290410","Boquira","BA","Nordeste","2020",2,0,0,0,2
"290410","Boquira","BA","Nordeste","2021",9,3,0,0,6
"290420","Botuporã","BA","Nordeste","2012",3,1,0,0,2
"290420","Botuporã","BA","Nordeste","2013",2,0,0,0,0
"290420","Botuporã","BA","Nordeste","2016",1,0,0,0,1
"290420","Botuporã","BA","Nordeste","2017",3,0,1,0,2
"290420","Botuporã","BA","Nordeste","2018",2,1,0,1,0
"290420","Botuporã","BA","Nordeste","2021",1,1,0,0,0
"290430","Brejões","BA","Nordeste","2012",3,1,0,1,1
"290430","Brejões","BA","Nordeste","2013",2,1,0,0,1
"290430","Brejões","BA","Nordeste","2014",2,0,0,1,1
"290430","Brejões","BA","Nordeste","2015",2,1,0,0,1
"290430","Brejões","BA","Nordeste","2016",4,0,1,1,2
"290430","Brejões","BA","Nordeste","2017",4,1,1,1,1
"290430","Brejões","BA","Nordeste","2018",2,0,1,0,1
"290430","Brejões","BA","Nordeste","2019",5,1,0,0,4
"290430","Brejões","BA","Nordeste","2020",1,0,0,0,1
"290430","Brejões","BA","Nordeste","2021",2,1,0,1,0
"290440","Brejolândia","BA","Nordeste","2012",2,1,0,0,1
"290440","Brejolândia","BA","Nordeste","2013",1,0,0,0,1
"290440","Brejolândia","BA","Nordeste","2014",2,1,0,0,1
"290440","Brejolândia","BA","Nordeste","2015",1,0,0,0,1
"290440","Brejolândia","BA","Nordeste","2016",2,0,0,1,1
"290440","Brejolândia","BA","Nordeste","2017",1,0,0,0,1
"290440","Brejolândia","BA","Nordeste","2018",2,0,0,0,2
"290440","Brejolândia","BA","Nordeste","2021",4,2,0,0,2
"290450","Brotas de Macaúbas","BA","Nordeste","2014",2,0,1,0,1
"290450","Brotas de Macaúbas","BA","Nordeste","2015",4,0,0,0,4
"290450","Brotas de Macaúbas","BA","Nordeste","2016",8,2,2,1,3
"290450","Brotas de Macaúbas","BA","Nordeste","2017",4,0,0,1,3
"290450","Brotas de Macaúbas","BA","Nordeste","2018",5,0,0,0,0
"290450","Brotas de Macaúbas","BA","Nordeste","2019",1,0,0,0,1
"290450","Brotas de Macaúbas","BA","Nordeste","2020",2,0,0,0,2
"290460","Brumado","BA","Nordeste","2012",18,2,4,1,11
"290460","Brumado","BA","Nordeste","2013",10,0,3,2,5
"290460","Brumado","BA","Nordeste","2014",16,2,1,2,11
"290460","Brumado","BA","Nordeste","2015",11,0,3,2,6
"290460","Brumado","BA","Nordeste","2016",12,0,0,0,0
"290460","Brumado","BA","Nordeste","2017",11,2,1,0,8
"290460","Brumado","BA","Nordeste","2018",11,0,0,0,0
"290460","Brumado","BA","Nordeste","2019",7,0,0,0,0
"290460","Brumado","BA","Nordeste","2020",14,2,2,4,6
"290460","Brumado","BA","Nordeste","2021",11,0,3,1,7
"290470","Buerarema","BA","Nordeste","2012",5,0,0,0,5
"290470","Buerarema","BA","Nordeste","2013",5,1,2,0,2
"290470","Buerarema","BA","Nordeste","2014",4,0,1,1,2
"290470","Buerarema","BA","Nordeste","2015",9,1,2,0,6
"290470","Buerarema","BA","Nordeste","2016",2,0,0,0,2
"290470","Buerarema","BA","Nordeste","2017",5,0,0,1,4
"290470","Buerarema","BA","Nordeste","2018",3,0,0,1,2
"290470","Buerarema","BA","Nordeste","2019",5,0,1,1,3
"290470","Buerarema","BA","Nordeste","2020",4,0,0,1,3
"290470","Buerarema","BA","Nordeste","2021",7,0,1,0,6
"290475","Buritirama","BA","Nordeste","2012",5,2,0,2,1
"290475","Buritirama","BA","Nordeste","2013",4,0,0,1,3
"290475","Buritirama","BA","Nordeste","2014",7,3,1,1,2
"290475","Buritirama","BA","Nordeste","2015",4,3,0,0,1
"290475","Buritirama","BA","Nordeste","2016",6,1,1,1,3
"290475","Buritirama","BA","Nordeste","2017",5,0,1,1,3
"290475","Buritirama","BA","Nordeste","2018",4,2,1,0,1
"290475","Buritirama","BA","Nordeste","2019",7,3,0,1,3
"290475","Buritirama","BA","Nordeste","2020",6,3,0,0,3
"290475","Buritirama","BA","Nordeste","2021",3,0,1,0,2
"290480","Caatiba","BA","Nordeste","2012",1,0,0,0,1
"290480","Caatiba","BA","Nordeste","2013",1,0,0,0,1
"290480","Caatiba","BA","Nordeste","2014",1,0,0,0,0
"290480","Caatiba","BA","Nordeste","2017",1,0,0,0,0
"290480","Caatiba","BA","Nordeste","2018",1,1,0,0,0
"290480","Caatiba","BA","Nordeste","2019",3,1,0,0,2
"290480","Caatiba","BA","Nordeste","2020",2,0,0,1,1
"290480","Caatiba","BA","Nordeste","2021",2,0,0,0,0
"290485","Cabaceiras do Paraguaçu","BA","Nordeste","2012",5,1,0,1,3
"290485","Cabaceiras do Paraguaçu","BA","Nordeste","2013",6,0,0,0,0
"290485","Cabaceiras do Paraguaçu","BA","Nordeste","2014",7,0,0,0,7
"290485","Cabaceiras do Paraguaçu","BA","Nordeste","2015",8,0,2,0,6
"290485","Cabaceiras do Paraguaçu","BA","Nordeste","2016",3,0,0,0,3
"290485","Cabaceiras do Paraguaçu","BA","Nordeste","2017",8,0,0,0,0
"290485","Cabaceiras do Paraguaçu","BA","Nordeste","2018",5,1,0,0,4
"290485","Cabaceiras do Paraguaçu","BA","Nordeste","2019",3,0,0,0,3
"290485","Cabaceiras do Paraguaçu","BA","Nordeste","2020",7,1,1,2,3
"290490","Cachoeira","BA","Nordeste","2012",9,0,0,0,0
"290490","Cachoeira","BA","Nordeste","2013",9,0,0,0,0
"290490","Cachoeira","BA","Nordeste","2014",8,1,0,1,6
"290490","Cachoeira","BA","Nordeste","2015",8,1,1,1,5
"290490","Cachoeira","BA","Nordeste","2016",7,0,0,0,0
"290490","Cachoeira","BA","Nordeste","2017",9,1,1,0,7
"290490","Cachoeira","BA","Nordeste","2018",9,0,0,0,0
"290490","Cachoeira","BA","Nordeste","2019",7,1,2,0,4
"290490","Cachoeira","BA","Nordeste","2020",10,0,0,0,0
"290490","Cachoeira","BA","Nordeste","2021",7,0,1,0,6
"290500","Caculé","BA","Nordeste","2012",3,0,0,1,2
"290500","Caculé","BA","Nordeste","2013",2,1,0,0,1
"290500","Caculé","BA","Nordeste","2014",4,0,0,3,1
"290500","Caculé","BA","Nordeste","2015",6,1,1,0,4
"290500","Caculé","BA","Nordeste","2016",4,1,1,0,2
"290500","Caculé","BA","Nordeste","2017",3,0,0,2,1
"290500","Caculé","BA","Nordeste","2018",1,1,0,0,0
"290500","Caculé","BA","Nordeste","2019",2,0,1,0,1
"290500","Caculé","BA","Nordeste","2020",4,1,0,3,0
"290500","Caculé","BA","Nordeste","2021",4,1,1,1,1
"290510","Caém","BA","Nordeste","2012",1,0,0,0,1
"290510","Caém","BA","Nordeste","2015",2,0,1,0,1
"290510","Caém","BA","Nordeste","2017",5,1,3,0,1
"290510","Caém","BA","Nordeste","2018",2,0,1,0,1
"290510","Caém","BA","Nordeste","2019",1,0,0,1,0
"290510","Caém","BA","Nordeste","2020",1,0,1,0,0
"290510","Caém","BA","Nordeste","2021",3,0,0,1,2
"290515","Caetanos","BA","Nordeste","2013",2,0,1,1,0
"290515","Caetanos","BA","Nordeste","2015",1,0,0,0,1
"290515","Caetanos","BA","Nordeste","2016",3,0,1,0,2
"290515","Caetanos","BA","Nordeste","2017",1,0,0,0,1
"290515","Caetanos","BA","Nordeste","2018",1,0,0,0,0
"290515","Caetanos","BA","Nordeste","2019",2,0,1,0,1
"290515","Caetanos","BA","Nordeste","2020",4,1,0,0,3
"290515","Caetanos","BA","Nordeste","2021",4,0,1,1,2
"290520","Caetité","BA","Nordeste","2012",7,0,0,0,0
"290520","Caetité","BA","Nordeste","2013",9,0,0,0,0
"290520","Caetité","BA","Nordeste","2014",9,1,1,0,7
"290520","Caetité","BA","Nordeste","2015",13,3,1,2,7
"290520","Caetité","BA","Nordeste","2016",9,1,1,2,5
"290520","Caetité","BA","Nordeste","2017",9,1,2,3,3
"290520","Caetité","BA","Nordeste","2018",12,0,2,4,6
"290520","Caetité","BA","Nordeste","2019",8,0,0,0,0
"290520","Caetité","BA","Nordeste","2020",9,0,1,0,8
"290520","Caetité","BA","Nordeste","2021",10,0,2,0,8
"290530","Cafarnaum","BA","Nordeste","2012",3,0,0,0,3
"290530","Cafarnaum","BA","Nordeste","2013",6,0,1,1,4
"290530","Cafarnaum","BA","Nordeste","2014",4,1,0,1,2
"290530","Cafarnaum","BA","Nordeste","2015",4,1,0,1,2
"290530","Cafarnaum","BA","Nordeste","2016",4,1,0,1,2
"290530","Cafarnaum","BA","Nordeste","2017",6,2,0,1,3
"290530","Cafarnaum","BA","Nordeste","2018",4,0,0,3,1
"290530","Cafarnaum","BA","Nordeste","2019",4,1,0,0,3
"290530","Cafarnaum","BA","Nordeste","2020",5,1,0,1,3
"290530","Cafarnaum","BA","Nordeste","2021",4,0,0,1,3
"290540","Cairu","BA","Nordeste","2012",1,0,0,0,1
"290540","Cairu","BA","Nordeste","2013",2,0,0,0,0
"290540","Cairu","BA","Nordeste","2014",4,0,0,0,0
"290540","Cairu","BA","Nordeste","2015",3,0,1,0,2
"290540","Cairu","BA","Nordeste","2016",2,1,0,1,0
"290540","Cairu","BA","Nordeste","2017",4,0,1,0,3
"290540","Cairu","BA","Nordeste","2018",10,0,0,0,0
"290540","Cairu","BA","Nordeste","2019",3,1,0,0,2
"290540","Cairu","BA","Nordeste","2020",2,0,0,0,0
"290540","Cairu","BA","Nordeste","2021",2,0,1,0,1
"290550","Caldeirão Grande","BA","Nordeste","2012",2,0,1,0,1
"290550","Caldeirão Grande","BA","Nordeste","2014",3,0,0,0,3
"290550","Caldeirão Grande","BA","Nordeste","2015",1,0,1,0,0
"290550","Caldeirão Grande","BA","Nordeste","2016",3,0,0,0,0
"290550","Caldeirão Grande","BA","Nordeste","2017",2,0,0,1,1
"290550","Caldeirão Grande","BA","Nordeste","2018",3,0,0,0,3
"290550","Caldeirão Grande","BA","Nordeste","2019",1,0,0,0,1
"290550","Caldeirão Grande","BA","Nordeste","2020",2,0,0,0,0
"290550","Caldeirão Grande","BA","Nordeste","2021",2,0,0,0,2
"290560","Camacan","BA","Nordeste","2012",10,1,1,1,7
"290560","Camacan","BA","Nordeste","2013",14,0,0,0,0
"290560","Camacan","BA","Nordeste","2014",7,2,0,1,4
"290560","Camacan","BA","Nordeste","2015",10,1,2,2,5
"290560","Camacan","BA","Nordeste","2016",3,1,0,0,2
"290560","Camacan","BA","Nordeste","2017",5,0,2,2,1
"290560","Camacan","BA","Nordeste","2018",10,0,0,0,0
"290560","Camacan","BA","Nordeste","2019",3,0,0,0,3
"290560","Camacan","BA","Nordeste","2020",10,2,0,0,8
"290560","Camacan","BA","Nordeste","2021",5,0,0,0,5
"290570","Camaçari","BA","Nordeste","2012",54,8,6,7,33
"290570","Camaçari","BA","Nordeste","2013",55,0,0,0,0
"290570","Camaçari","BA","Nordeste","2014",52,8,7,6,31
"290570","Camaçari","BA","Nordeste","2015",57,7,9,3,38
"290570","Camaçari","BA","Nordeste","2016",64,0,0,0,0
"290570","Camaçari","BA","Nordeste","2017",65,0,0,0,0
"290570","Camaçari","BA","Nordeste","2018",59,0,0,0,0
"290570","Camaçari","BA","Nordeste","2019",68,0,0,0,0
"290570","Camaçari","BA","Nordeste","2020",42,0,0,0,0
"290570","Camaçari","BA","Nordeste","2021",57,12,6,4,35
"290580","Camamu","BA","Nordeste","2012",10,2,1,1,6
"290580","Camamu","BA","Nordeste","2013",15,0,0,0,0
"290580","Camamu","BA","Nordeste","2014",10,1,0,1,8
"290580","Camamu","BA","Nordeste","2015",12,2,3,1,6
"290580","Camamu","BA","Nordeste","2016",5,0,0,0,0
"290580","Camamu","BA","Nordeste","2017",11,0,0,0,0
"290580","Camamu","BA","Nordeste","2018",11,0,1,2,8
"290580","Camamu","BA","Nordeste","2019",10,0,0,0,0
"290580","Camamu","BA","Nordeste","2020",10,2,1,0,7
"290580","Camamu","BA","Nordeste","2021",11,0,0,0,0
"290590","Campo Alegre de Lourdes","BA","Nordeste","2012",1,0,0,0,1
"290590","Campo Alegre de Lourdes","BA","Nordeste","2016",1,0,0,0,1
"290590","Campo Alegre de Lourdes","BA","Nordeste","2017",1,0,0,0,1
"290590","Campo Alegre de Lourdes","BA","Nordeste","2018",6,0,0,0,0
"290590","Campo Alegre de Lourdes","BA","Nordeste","2019",5,0,0,0,0
"290590","Campo Alegre de Lourdes","BA","Nordeste","2020",4,0,0,0,4
"290590","Campo Alegre de Lourdes","BA","Nordeste","2021",7,0,0,0,0
"290600","Campo Formoso","BA","Nordeste","2012",7,0,0,0,0
"290600","Campo Formoso","BA","Nordeste","2013",12,0,0,0,0
"290600","Campo Formoso","BA","Nordeste","2014",9,0,1,1,7
"290600","Campo Formoso","BA","Nordeste","2015",5,0,1,0,4
"290600","Campo Formoso","BA","Nordeste","2016",3,0,1,1,1
"290600","Campo Formoso","BA","Nordeste","2017",13,2,1,3,7
"290600","Campo Formoso","BA","Nordeste","2018",21,1,3,3,14
"290600","Campo Formoso","BA","Nordeste","2019",13,2,3,0,8
"290600","Campo Formoso","BA","Nordeste","2020",16,4,6,1,5
"290600","Campo Formoso","BA","Nordeste","2021",15,0,0,0,0
"290610","Canápolis","BA","Nordeste","2012",3,2,0,1,0
"290610","Canápolis","BA","Nordeste","2013",2,0,0,0,2
"290610","Canápolis","BA","Nordeste","2015",1,0,0,0,1
"290610","Canápolis","BA","Nordeste","2017",2,0,0,0,0
"290610","Canápolis","BA","Nordeste","2018",2,0,0,0,2
"290610","Canápolis","BA","Nordeste","2019",4,0,0,0,0
"290610","Canápolis","BA","Nordeste","2020",1,0,0,0,1
"290620","Canarana","BA","Nordeste","2012",7,2,2,0,3
"290620","Canarana","BA","Nordeste","2013",8,0,0,2,6
"290620","Canarana","BA","Nordeste","2014",8,1,1,1,5
"290620","Canarana","BA","Nordeste","2015",9,2,2,0,5
"290620","Canarana","BA","Nordeste","2016",13,0,0,0,0
"290620","Canarana","BA","Nordeste","2017",1,0,0,0,1
"290620","Canarana","BA","Nordeste","2018",6,0,0,0,0
"290620","Canarana","BA","Nordeste","2019",2,0,1,0,1
"290620","Canarana","BA","Nordeste","2020",7,2,1,0,4
"290620","Canarana","BA","Nordeste","2021",2,1,0,0,1
"290630","Canavieiras","BA","Nordeste","2012",8,0,0,0,0
"290630","Canavieiras","BA","Nordeste","2013",11,1,1,3,6
"290630","Canavieiras","BA","Nordeste","2014",9,0,0,0,0
"290630","Canavieiras","BA","Nordeste","2015",4,0,0,2,2
"290630","Canavieiras","BA","Nordeste","2016",5,0,2,1,2
"290630","Canavieiras","BA","Nordeste","2017",5,0,0,0,5
"290630","Canavieiras","BA","Nordeste","2018",6,1,0,1,4
"290630","Canavieiras","BA","Nordeste","2019",10,1,2,2,5
"290630","Canavieiras","BA","Nordeste","2020",8,1,1,1,5
"290630","Canavieiras","BA","Nordeste","2021",7,3,1,2,1
"290640","Candeal","BA","Nordeste","2013",3,1,0,1,1
"290640","Candeal","BA","Nordeste","2014",3,1,0,0,2
"290640","Candeal","BA","Nordeste","2015",2,1,1,0,0
"290640","Candeal","BA","Nordeste","2016",1,0,0,0,1
"290640","Candeal","BA","Nordeste","2017",1,1,0,0,0
"290640","Candeal","BA","Nordeste","2018",1,0,0,0,1
"290650","Candeias","BA","Nordeste","2012",18,0,0,0,0
"290650","Candeias","BA","Nordeste","2013",22,5,3,2,12
"290650","Candeias","BA","Nordeste","2014",14,1,2,4,7
"290650","Candeias","BA","Nordeste","2015",21,0,0,0,0
"290650","Candeias","BA","Nordeste","2016",11,0,0,0,0
"290650","Candeias","BA","Nordeste","2017",12,1,1,1,9
"290650","Candeias","BA","Nordeste","2018",9,2,0,1,6
"290650","Candeias","BA","Nordeste","2019",11,2,1,0,8
"290650","Candeias","BA","Nordeste","2020",20,3,5,3,9
"290650","Candeias","BA","Nordeste","2021",13,2,1,1,9
"290660","Candiba","BA","Nordeste","2012",2,0,0,0,2
"290660","Candiba","BA","Nordeste","2013",2,1,0,0,1
"290660","Candiba","BA","Nordeste","2015",2,0,0,0,2
"290660","Candiba","BA","Nordeste","2016",1,0,0,0,1
"290660","Candiba","BA","Nordeste","2017",4,0,0,1,3
"290660","Candiba","BA","Nordeste","2018",1,0,0,0,1
"290660","Candiba","BA","Nordeste","2020",1,0,1,0,0
"290670","Cândido Sales","BA","Nordeste","2012",2,0,1,0,1
"290670","Cândido Sales","BA","Nordeste","2013",4,0,0,0,0
"290670","Cândido Sales","BA","Nordeste","2014",3,1,0,0,2
"290670","Cândido Sales","BA","Nordeste","2015",7,2,2,1,2
"290670","Cândido Sales","BA","Nordeste","2016",2,0,1,0,1
"290670","Cândido Sales","BA","Nordeste","2017",13,3,2,1,7
"290670","Cândido Sales","BA","Nordeste","2018",5,0,0,0,0
"290670","Cândido Sales","BA","Nordeste","2019",5,0,0,0,5
"290670","Cândido Sales","BA","Nordeste","2020",5,0,0,1,4
"290670","Cândido Sales","BA","Nordeste","2021",4,1,0,1,2
"290680","Cansanção","BA","Nordeste","2012",13,0,0,0,0
"290680","Cansanção","BA","Nordeste","2013",6,1,0,2,3
"290680","Cansanção","BA","Nordeste","2014",4,1,0,0,3
"290680","Cansanção","BA","Nordeste","2015",5,1,2,0,2
"290680","Cansanção","BA","Nordeste","2016",7,2,0,1,4
"290680","Cansanção","BA","Nordeste","2017",5,0,0,0,5
"290680","Cansanção","BA","Nordeste","2018",8,1,0,2,5
"290680","Cansanção","BA","Nordeste","2019",6,1,0,0,5
"290680","Cansanção","BA","Nordeste","2020",1,0,0,0,1
"290680","Cansanção","BA","Nordeste","2021",11,1,1,0,9
"290682","Canudos","BA","Nordeste","2012",5,0,0,0,5
"290682","Canudos","BA","Nordeste","2013",2,0,0,1,1
"290682","Canudos","BA","Nordeste","2014",1,0,0,1,0
"290682","Canudos","BA","Nordeste","2015",6,0,1,0,5
"290682","Canudos","BA","Nordeste","2016",1,0,0,0,1
"290682","Canudos","BA","Nordeste","2017",4,0,1,0,3
"290682","Canudos","BA","Nordeste","2018",2,1,0,1,0
"290682","Canudos","BA","Nordeste","2019",1,0,1,0,0
"290682","Canudos","BA","Nordeste","2020",4,0,0,0,0
"290682","Canudos","BA","Nordeste","2021",1,0,0,1,0
"290685","Capela do Alto Alegre","BA","Nordeste","2012",1,0,0,1,0
"290685","Capela do Alto Alegre","BA","Nordeste","2014",5,2,0,0,3
"290685","Capela do Alto Alegre","BA","Nordeste","2015",1,0,0,0,0
"290685","Capela do Alto Alegre","BA","Nordeste","2016",1,1,0,0,0
"290685","Capela do Alto Alegre","BA","Nordeste","2017",1,0,0,0,1
"290685","Capela do Alto Alegre","BA","Nordeste","2019",1,0,0,1,0
"290685","Capela do Alto Alegre","BA","Nordeste","2020",1,0,0,0,1
"290685","Capela do Alto Alegre","BA","Nordeste","2021",3,1,2,0,0
"290687","Capim Grosso","BA","Nordeste","2012",5,1,0,2,2
"290687","Capim Grosso","BA","Nordeste","2013",7,0,0,0,0
"290687","Capim Grosso","BA","Nordeste","2014",10,1,2,3,4
"290687","Capim Grosso","BA","Nordeste","2015",7,0,0,0,0
"290687","Capim Grosso","BA","Nordeste","2016",6,2,0,1,3
"290687","Capim Grosso","BA","Nordeste","2017",5,1,3,0,1
"290687","Capim Grosso","BA","Nordeste","2018",2,0,1,0,1
"290687","Capim Grosso","BA","Nordeste","2019",5,0,1,0,4
"290687","Capim Grosso","BA","Nordeste","2020",3,0,1,0,2
"290687","Capim Grosso","BA","Nordeste","2021",8,0,0,0,0
"290689","Caraíbas","BA","Nordeste","2013",4,0,0,1,3
