CODMUNRES,ANO,subregistro_SINASC,subregistro_SIM
510343,2016,1.8541,0.2572
510343,2017,2.4878,0.1036
510343,2018,2.5304,2.616
510343,2019,0.0316,0.0929
510345,2015,0.9898,0.2444
510345,2016,3.0848,0.268
510345,2017,1.0687,2.4414
510345,2018,2.0799,0.0678
510345,2019,0.0296,2.8017
510350,2015,2.1761,2.7354
510350,2016,1.6696,1.0408
510350,2017,0.0218,1.669
510350,2018,0.0137,1.6576
510350,2019,0.2554,0.0779
510360,2015,1.2907,6.1464
510360,2016,3.4647,1.8707
510360,2017,3.6689,0.1209
510360,2018,0.0373,4.1354
510360,2019,0.0312,1.836
510370,2015,3.4718,3.7905
510370,2016,1.1077,2.3023
510370,2017,1.1075,4.6332
510370,2018,0.5573,0.1981
510370,2019,1.3731,2.3873
510380,2015,2.1644,0.2369
510380,2016,2.326,26.9383
510380,2017,0.0551,31.3277
510380,2018,6.5919,4.2432
510380,2019,0.0294,8.4278
510385,2015,6.5422,10.8905
510385,2016,1.7811,0.3408
510385,2017,0.8834,1.2902
510385,2018,0.0703,0.6218
510385,2019,0.0695,0.1084
510390,2015,5.9272,0.2792
510390,2016,12.2668,6.1385
510390,2017,10.8092,5.1146
510390,2018,2.1683,3.6826
510390,2019,0.9875,0.1809
510395,2015,5.6723,4.2774
510395,2016,5.7677,0.299
510395,2017,0.0583,0.1218
510395,2018,5.9186,0.0854
510395,2019,0.0288,9.7551
510410,2015,3.6415,1.5128
510410,2016,0.3128,0.9268
510410,2017,1.8899,2.6596
510410,2018,1.719,0.6936
510410,2019,0.0356,0.6688
510420,2015,3.7414,5.3788
510420,2016,1.1304,3.342
510420,2017,0.826,1.2273
510420,2018,0.0381,0.0667
510420,2019,0.9908,1.1322
510450,2015,3.419,0.2162
510450,2016,0.094,0.2413
510450,2017,0.0769,5.6698
510450,2018,0.0306,0.0694
510450,2019,0.0355,0.1201
510452,2015,4.6508,0.252
510452,2016,2.1718,0.211
510452,2017,0.9421,4.8355
510452,2018,0.0242,0.1015
510452,2019,0.0296,0.1119
510454,2015,2.8032,0.2705
510454,2016,2.4144,3.9991
510454,2017,3.4631,4.6355
510454,2018,1.2726,4.2268
510454,2019,1.0936,0.0985
510455,2015,5.5782,3.9368
510455,2016,5.718,3.8677
510455,2017,5.073,0.2158
510455,2018,0.0305,0.0835
510455,2019,1.1603,6.341
510460,2015,3.8717,0.3154
510460,2016,2.7217,0.2811
510460,2017,0.0581,0.1256
510460,2018,0.0248,0.0633
510460,2019,0.609,1.924
510480,2015,0.9275,0.7381
510480,2016,1.4209,0.1221
510480,2017,0.6234,0.6848
510480,2018,0.4484,0.0422
510480,2019,0.4741,1.2153
510490,2015,1.8616,2.1813
510490,2016,3.8234,0.3662
510490,2017,0.0712,4.0615
510490,2018,2.3132,4.6548
510490,2019,0.9727,0.1558
510500,2015,3.7018,3.7186
510500,2016,3.0727,2.0732
510500,2017,2.3268,3.1079
510500,2018,1.6767,6.323
510500,2019,1.5603,6.3621
510510,2015,1.667,0.9575
510510,2016,9.6732,3.4777
510510,2017,1.3637,2.6053
510510,2018,1.95,1.7501
510510,2019,0.3603,0.5849
510515,2015,0.6541,0.2781
510515,2016,0.3505,0.6505
510515,2017,0.4278,0.8522
510515,2018,0.1661,0.491
510515,2019,0.5622,1.903
510517,2015,1.7232,0.2416
510517,2016,0.1113,0.2122
510517,2017,1.5786,0.0967
510517,2018,0.0468,0.0917
510517,2019,0.0377,2.4747
510520,2015,3.6134,4.4777
510520,2016,4.6532,5.2597
510520,2017,5.7268,4.8643
510520,2018,3.8704,1.6545
510520,2019,2.9753,1.5582
510523,2015,1.6665,3.2871
510523,2016,4.0994,0.3238
510523,2017,0.079,0.1271
510523,2018,1.5463,0.0831
510523,2019,1.3204,0.1206
510525,2015,0.4747,4.0865
510525,2016,0.1085,1.6314
510525,2017,0.0961,0.5719
510525,2018,0.2921,1.2361
510525,2019,0.5037,0.043
510530,2015,0.0603,41.7634
510530,2016,3.7284,13.4663
510530,2017,1.9806,0.1079
510530,2018,0.0035,0.0546
510530,2019,4.2015,0.0486
510550,2015,2.9962,5.5578
510550,2016,3.2653,4.7435
510550,2017,2.7816,1.5994
510550,2018,7.5069,6.595
510550,2019,1.8915,6.7031
510558,2015,2.2674,3.5271
510558,2016,0.1953,0.349
510558,2017,2.1172,1.5025
510558,2018,0.6329,0.0956
510558,2019,6.1127,7.6639
510560,2015,15.4948,0.1775
510560,2016,1.4345,0.1831
510560,2017,1.5609,2.4461
510560,2018,0.0141,1.1675
510560,2019,0.5645,2.1688
510562,2015,2.8348,0.1833
510562,2016,2.3884,1.1552
510562,2017,2.1747,4.3531
510562,2018,0.2499,0.6226
510562,2019,0.2542,0.0728
510590,2015,4.1328,5.0441
510590,2016,9.6518,7.6359
510590,2017,6.1047,2.0472
510590,2018,3.4934,4.7444
510590,2019,8.4775,7.9355
510600,2015,3.0476,6.6982
510600,2016,1.2334,0.1538
510600,2017,0.0291,4.3055
510600,2018,0.0289,0.0406
510600,2019,0.0156,0.048
510610,2015,1.0004,4.0059
510610,2016,2.6058,1.4315
510610,2017,0.0816,0.1418
510610,2018,0.0417,1.4125
510610,2019,0.7042,2.7873
510615,2015,10.6656,6.8577
510615,2016,5.7138,8.2692
510615,2017,4.6563,2.7601
510615,2018,2.1639,8.0585
510615,2019,2.1321,3.0548
510617,2015,16.9114,6.2462
510617,2016,0.8478,5.5646
510617,2017,0.7892,8.4744
510617,2018,3.595,0.083
510617,2019,1.2938,0.1515
510618,2015,4.7282,0.4325
510618,2016,2.804,4.0161
510618,2017,5.9694,0.1617
510618,2018,1.1236,0.117
510618,2019,2.1932,4.8928
510619,2015,3.7729,11.7926
510619,2016,0.091,25.2887
510619,2017,0.0584,0.093
510619,2018,2.0651,0.0623
510619,2019,0.0286,9.214
510620,2015,4.5787,9.5609
510620,2016,0.0882,0.4582
510620,2017,0.0563,5.8759
510620,2018,0.0242,5.9839
510620,2019,9.1298,7.0175
510621,2015,3.7001,5.605
510621,2016,1.2796,3.0528
510621,2017,1.8916,3.0685
510621,2018,0.0303,0.078
510621,2019,0.037,0.1124
510622,2015,1.7249,4.3794
510622,2016,1.2046,1.5275
510622,2017,0.2487,0.7556
510622,2018,0.1158,0.7687
510622,2019,0.2132,0.0449
510623,2015,3.2928,2.7154
510623,2016,2.4386,1.8645
510623,2017,0.0768,0.1217
510623,2018,0.0316,0.0831
510623,2019,0.411,0.099
510624,2015,0.1842,8.7533
510624,2016,0.1039,5.0402
510624,2017,3.001,8.4561
510624,2018,1.2636,0.0902
510624,2019,0.0484,0.1369
510625,2015,0.8806,2.6079
510625,2016,0.8326,4.1772
510625,2017,2.5276,1.0813
510625,2018,0.3293,3.9919
510625,2019,0.9288,1.5612
510626,2015,6.0568,6.994
510626,2016,0.107,6.8019
510626,2017,2.0104,0.1362
510626,2018,0.0357,0.0723
510626,2019,0.0499,0.1363
510627,2015,2.5385,0.339
510627,2016,4.7536,4.2096
510627,2017,1.7408,0.1396
510627,2018,0.0305,4.083
510627,2019,2.1206,0.12
510628,2015,6.9682,0.3661
510628,2016,5.5986,0.2987
510628,2017,2.2526,2.7675
510628,2018,0.044,0.0702
510628,2019,0.0521,2.8552
510629,2015,1.2276,2.1152
510629,2016,0.6392,1.8989
510629,2017,2.5867,0.12
510629,2018,0.5508,0.0687
510629,2019,0.0365,1.5899
510630,2015,4.5093,2.1671
510630,2016,0.4542,0.4315
510630,2017,0.386,0.932
510630,2018,0.0436,0.089
510630,2019,0.0679,0.1239
510631,2015,6.8591,0.4091
510631,2016,5.3725,0.3896
510631,2017,13.1101,0.1643
510631,2018,0.0318,20.0849
510631,2019,9.7182,14.3991
510637,2015,1.0859,0.3866
510637,2016,2.6967,2.6877
510637,2017,1.3174,0.9895
510637,2018,0.4663,0.9757
510637,2019,1.0462,1.6371
510642,2015,10.7513,2.3486
510642,2016,2.7817,2.7064
510642,2017,1.8934,0.7493
510642,2018,0.5131,0.0861
510642,2019,0.2196,2.1767
510645,2015,5.0125,0.411
510645,2016,0.0921,0.4433
510645,2017,0.0586,11.2315
510645,2018,0.0249,5.6299
510645,2019,1.9926,5.1178
510650,2015,5.5856,4.407
510650,2016,1.3658,3.9932
510650,2017,1.6377,3.298
510650,2018,1.0044,0.9632
510650,2019,0.8095,1.3577
510665,2015,1.4837,0.1466
510665,2016,1.7126,0.1341
510665,2017,0.0322,3.7485
510665,2018,2.4513,0.0419
510665,2019,1.1142,0.0535
510670,2015,0.1206,8.5132
510670,2016,6.706,0.1533
510670,2017,4.7846,8.3987
510670,2018,0.0135,0.0519
510670,2019,0.0113,0.0576
510675,2015,0.6315,3.3866
510675,2016,3.0178,4.1706
510675,2017,1.1255,1.9439
510675,2018,1.0434,0.7869
510675,2019,0.382,1.8
510677,2015,1.8645,8.6046
510677,2016,5.294,7.7899
510677,2017,5.0873,0.1071
510677,2018,4.2408,0.0901
510677,2019,0.6306,3.488
510680,2015,0.1473,0.211
510680,2016,8.9457,0.2637
510680,2017,2.4789,3.2471
510680,2018,0.0232,2.9972
510680,2019,0.03,5.2175
510682,2015,8.8471,1.8018
510682,2016,6.8968,6.2569
510682,2017,2.2823,0.1455
510682,2018,3.6814,3.1206
510682,2019,2.1356,0.1441
510685,2015,0.2133,4.8195
510685,2016,0.1035,5.3445
510685,2017,7.3232,3.4427
510685,2018,0.0308,0.0929
510685,2019,0.0566,0.1058
510700,2015,21.435,4.6597
510700,2016,20.8837,3.7721
510700,2017,10.3303,0.1014
510700,2018,1.4588,1.6217
510700,2019,0.4366,1.4884
510704,2015,3.4826,4.9211
510704,2016,1.3342,1.3753
510704,2017,0.185,0.4032
510704,2018,0.0931,0.0397
510704,2019,0.2288,0.6917
510706,2015,2.0682,2.6125
510706,2016,1.0021,0.3381
510706,2017,0.0972,0.1485
510706,2018,0.2628,0.0988
510706,2019,0.4547,1.5469
510710,2015,2.865,1.0668
510710,2016,1.4827,1.0078
510710,2017,2.1136,0.9942
510710,2018,0.3649,0.8226
510710,2019,0.4407,1.795
510715,2015,2.6255,0.2771
510715,2016,0.0531,0.257
510715,2017,2.3772,0.1031
510715,2018,5.0342,0.0685
510715,2019,0.0312,6.3506
510718,2015,0.7405,3.9171
510718,2016,1.3622,2.2293
510718,2017,0.2739,3.8334
510718,2018,0.1393,1.8065
510718,2019,1.2147,2.15
510719,2015,11.7311,6.3887
510719,2016,3.4925,0.1294
510719,2017,2.5855,7.1995
510719,2018,0.013,0.0627
510719,2019,0.0092,0.0583
510720,2015,6.241,0.2964
510720,2016,9.0048,7.5804
510720,2017,0.7852,2.4911
510720,2018,0.8372,0.0756
510720,2019,1.2425,0.1176
510724,2015,1.8594,5.5289
510724,2016,0.0943,0.2183
510724,2017,0.0587,0.1304
510724,2018,0.0243,0.0761
510724,2019,1.2498,0.1325
510726,2015,7.2459,4.3253
510726,2016,7.2139,0.1924
510726,2017,0.0284,4.065
510726,2018,1.2481,0.0502
510726,2019,3.8559,0.0626
510729,2015,0.1347,0.2118
510729,2016,0.046,0.2685
510729,2017,0.0305,3.9252
510729,2018,0.0221,0.0645
510729,2019,0.0147,0.0994
510730,2015,3.6764,1.5315
510730,2016,1.899,1.4621
510730,2017,0.4458,1.3312
510730,2018,0.8339,1.4284
510730,2019,1.0667,2.0099
510735,2015,7.1124,15.7928
510735,2016,6.4098,9.3938
510735,2017,19.4481,8.131
510735,2018,6.4531,10.6206
510735,2019,2.1194,8.4584
510740,2015,6.1989,10.7974
510740,2016,14.1233,7.6563
510740,2017,4.2198,3.4284
510740,2018,4.2452,0.0675
510740,2019,2.7335,3.9286
510757,2015,8.5189,0.3528
510757,2016,0.0939,0.4011
510757,2017,0.0758,18.291
510757,2018,0.0308,0.1271
510757,2019,0.0391,0.0898
510760,2015,1.142,2.677
510760,2016,0.507,1.0743
510760,2017,0.1735,0.4199
510760,2018,0.0973,0.418
510760,2019,0.1218,0.3346
510770,2015,1.2827,4.3249
510770,2016,1.2671,1.7989
510770,2017,1.8507,2.8759
510770,2018,2.1944,2.1953
510770,2019,2.0465,2.9836
510774,2015,13.7543,0.4544
510774,2016,3.791,13.0226
510774,2017,9.5803,0.1651
510774,2018,17.0472,0.0826
510774,2019,7.351,0.1094
510775,2015,6.5834,6.9179
510775,2016,4.8529,3.8159
510775,2017,0.0558,3.8131
510775,2018,0.0236,0.0707
510775,2019,0.0296,0.0793
510776,2015,0.1418,0.2243
510776,2016,0.0954,0.2309
510776,2017,0.0564,9.1548
510776,2018,0.0388,0.0639
510776,2019,0.0295,0.103
510777,2015,4.0493,16.4318
510777,2016,4.0617,12.2634
510777,2017,12.3361,9.8331
510777,2018,10.2898,7.7978
510777,2019,0.0544,10.6377
510779,2015,2.9545,0.3746
510779,2016,0.1005,0.2565
510779,2017,1.8956,0.2272
510779,2018,0.0198,0.061
510779,2019,0.0645,0.1557
510780,2015,1.137,1.0943
510780,2016,0.5753,1.9036
510780,2017,0.7,2.2499
510780,2018,3.2085,0.072
510780,2019,1.2646,0.1053
510785,2015,4.0918,6.2047
510785,2016,7.9406,9.1825
510785,2017,5.2842,6.0001
510785,2018,0.7241,5.7342
510785,2019,12.1311,12.6046
510787,2015,4.8167,5.1328
510787,2016,2.6344,0.308
510787,2017,1.3797,1.5734
510787,2018,0.2131,0.0849
510787,2019,1.6166,4.5987
510788,2015,4.4849,11.3249
510788,2016,0.09,20.2504
510788,2017,4.2279,50.068
510788,2018,15.4065,44.4816
510788,2019,0.035,16.755
510790,2015,5.6049,7.1111
510790,2016,0.2881,0.7125
510790,2017,0.424,0.1871
510790,2018,0.0808,0.3173
510790,2019,0.1702,0.3369
510792,2015,2.6722,1.7631
510792,2016,0.1541,1.3046
510792,2017,0.2268,0.8464
510792,2018,0.1794,0.6636
510792,2019,0.0793,0.3378
510794,2015,2.3192,5.9814
510794,2016,2.0238,0.3352
510794,2017,1.5139,0.1442
510794,2018,0.0299,0.0813
510794,2019,0.039,5.0153
510795,2015,2.7909,2.811
510795,2016,1.6486,1.208
510795,2017,0.202,0.2799
510795,2018,0.1937,0.6132
510795,2019,0.1242,0.6881
510800,2015,0.1442,0.3168
510800,2016,0.0925,2.3316
510800,2017,0.0602,0.1195
510800,2018,0.4781,0.1043
510800,2019,0.0314,0.0932
510805,2015,6.993,0.2641
510805,2016,0.1008,0.2439
510805,2017,1.8998,0.1057
510805,2018,0.0253,0.0717
510805,2019,0.032,0.114
510810,2015,0.1298,0.2576
510810,2016,0.0549,0.3458
510810,2017,0.0834,0.0979
510810,2018,0.0405,0.051
510810,2019,0.0313,0.1081
510820,2015,2.9624,5.1793
510820,2016,0.0444,0.1909
510820,2017,2.1047,3.0071
510820,2018,0.0125,0.0577
510820,2019,0.0098,0.066
510830,2015,0.1934,0.458
510830,2016,0.1082,0.32
510830,2017,0.0865,0.1422
510830,2018,0.038,0.0833
510830,2019,0.0499,6.784
510835,2015,0.1439,0.2514
510835,2016,0.0902,21.9633
510835,2017,0.0578,9.2169
510835,2018,0.0245,0.0605
510835,2019,0.0291,0.1198
510840,2015,2.4438,1.6802
510840,2016,0.9372,1.7077
510840,2017,0.9392,1.6381
510840,2018,0.8607,1.1539
510840,2019,0.7637,1.1957
510850,2015,1.4819,4.5484
510850,2016,0.8825,0.2281
510850,2017,0.0763,0.1155
510850,2018,0.0301,0.072
510850,2019,0.0394,2.2772
510860,2015,2.5286,7.5828
510860,2016,2.7519,4.9329
510860,2017,5.4189,0.127
510860,2018,3.2251,5.398
510860,2019,0.7342,9.0022
510880,2015,6.0183,10.5423
510880,2016,3.9364,6.2489
510880,2017,0.0604,0.0758
510880,2018,0.0247,0.0691
510880,2019,0.0301,0.1136
510885,2015,2.4402,2.4753
510885,2016,0.0459,0.2434
510885,2017,0.0224,0.0811
510885,2018,0.0134,0.0548
510885,2019,1.9713,0.1035
510890,2015,5.3175,5.5581
510890,2016,0.1142,4.2137
510890,2017,3.5645,0.1184
510890,2018,2.5383,0.0817
510890,2019,3.7515,0.187
510895,2015,1.8991,3.8156
510895,2016,0.1037,2.5483
510895,2017,7.1582,0.1256
510895,2018,0.0301,0.1019
510895,2019,1.6616,0.1274
520005,2015,1.6036,6.3603
520005,2016,2.6818,1.4854
520005,2017,0.0103,4.1452
520005,2018,0.007,2.5107
520005,2019,1.1755,0.0595
520010,2015,1.5896,1.2897
520010,2016,0.5526,2.5543
520010,2017,0.0147,0.0575
520010,2018,0.0079,3.0787
520010,2019,0.0162,0.0911
520013,2015,1.0168,2.0823
520013,2016,0.0193,1.5647
520013,2017,0.9843,0.8357
520013,2018,0.0091,0.7503
520013,2019,0.8272,0.7133
520015,2015,4.2163,5.6842
520015,2016,3.1351,0.0536
520015,2017,0.0049,0.0509
520015,2018,0.0044,7.4871
520015,2019,0.0044,0.1077
520017,2015,16.0655,21.6702
520017,2016,0.0235,0.1526
520017,2017,0.0149,0.0806
520017,2018,0.0146,0.136
520017,2019,0.0145,0.0822
520020,2015,0.0698,0.1968
520020,2016,0.014,0.0757
520020,2017,0.0137,0.0657
520020,2018,0.015,0.0755
520020,2019,14.2986,0.1079
520025,2015,0.8873,1.0345
520025,2016,0.7406,0.548
520025,2017,0.5013,0.0528
520025,2018,0.3341,3.085
520025,2019,0.2964,2.8137
520030,2015,2.8497,1.6979
520030,2016,0.4899,0.5976
520030,2017,0.0113,0.0403
520030,2018,0.933,0.0734
520030,2019,1.1131,8.3606
520050,2015,0.0538,6.3076
520050,2016,8.0102,0.0359
520050,2017,0.0133,0.0367
520050,2018,0.0048,5.6093
520050,2019,6.2542,0.0591
520055,2015,0.0709,6.0497
520055,2016,2.9844,8.2046
520055,2017,0.8622,0.0613
520055,2018,0.0159,0.0834
520055,2019,0.0131,4.596
520060,2015,7.2555,0.0938
520060,2016,6.9152,2.7543
520060,2017,3.1972,0.0326
520060,2018,8.855,5.3129
520060,2019,4.139,2.6682
520080,2015,5.0816,1.6941
520080,2016,0.841,3.075
520080,2017,0.0142,0.0658
520080,2018,0.7733,2.8415
520080,2019,0.0136,2.414
520082,2015,0.1014,16.9307
520082,2016,4.0259,0.1367
520082,2017,0.0221,0.0837
520082,2018,0.016,6.3975
520082,2019,0.0213,0.1076
520085,2015,4.2236,2.683
520085,2016,4.1825,2.1512
520085,2017,2.5134,0.0463
520085,2018,2.36,2.4423
520085,2019,0.01,4.3276
520090,2015,0.1148,0.2169
520090,2016,0.0279,3.9531
520090,2017,6.2681,0.07
520090,2018,6.5334,0.1033
520090,2019,2.5179,0.0975
520110,2015,0.374,0.8909
520110,2016,0.0692,0.3036
520110,2017,0.0833,0.7548
520110,2018,0.1161,0.7352
520110,2019,0.0902,0.4876
520120,2015,0.0252,20.0543
520120,2016,0.0071,0.0212
520120,2017,0.0038,0.028
520120,2018,0.0022,0.032
520120,2019,0.0028,0.0289
520130,2015,1.3268,1.7654
520130,2016,0.4327,0.9301
520130,2017,1.0479,0.0911
520130,2018,0.0129,0.0623
520130,2019,0.0134,0.7625
520140,2015,0.8265,1.431
520140,2016,0.3888,0.4286
520140,2017,0.1498,0.3306
520140,2018,0.1519,0.9284
520140,2019,0.7386,0.5216
520145,2015,2.8527,0.3388
520145,2016,0.0256,0.1069
520145,2017,3.5863,0.0817
520145,2018,0.01,0.1166
520145,2019,0.0147,0.0991
520150,2015,0.1121,6.88
520150,2016,0.0276,0.1217
520150,2017,0.0192,0.0865
520150,2018,0.0134,4.2767
520150,2019,0.0176,8.1089
520160,2015,3.3903,5.6986
520160,2016,2.3947,3.6252
520160,2017,0.0096,0.0666
520160,2018,4.4508,2.4624
520160,2019,0.0097,2.3615
520170,2015,0.0389,2.3283
520170,2016,0.4145,1.8353
520170,2017,1.3267,0.024
520170,2018,0.8266,1.4606
520170,2019,0.4257,0.0413
520180,2015,1.313,3.1477
520180,2016,2.2356,1.8645
520180,2017,2.3195,0.0445
520180,2018,0.7532,0.0574
520180,2019,0.7821,0.0616
520215,2015,5.5292,9.1194
520215,2016,0.0247,2.6341
520215,2017,0.0151,7.7527
520215,2018,0.0101,8.7082
520215,2019,1.4846,1.6395
520235,2015,0.1151,4.5177
520235,2016,0.0255,5.0828
520235,2017,2.4573,0.0859
520235,2018,0.0133,0.1034
520235,2019,0.0166,0.0928
520250,2015,8.6249,8.1767
520250,2016,1.1035,5.7945
520250,2017,2.4036,3.7672
520250,2018,1.9238,6.6808
520250,2019,1.0531,3.6625
520260,2015,4.2328,3.5512
520260,2016,3.1382,0.0836
520260,2017,0.0153,0.0754
520260,2018,0.0155,5.6699
520260,2019,0.0134,0.0858
520280,2015,0.0814,4.1555
520280,2016,0.0199,7.4828
520280,2017,5.5716,0.0788
520280,2018,0.0102,0.0777
520280,2019,10.3603,5.6504
520310,2015,6.3502,6.4726
520310,2016,8.0253,5.9884
520310,2017,0.0453,0.0803
520310,2018,0.0126,0.0864
520310,2019,0.0158,0.0978
520320,2015,3.4334,2.0603
520320,2016,0.6691,0.0452
520320,2017,3.3625,0.0248
520320,2018,0.6627,2.0168
520320,2019,1.8251,1.503
520330,2015,1.2356,4.1646
520330,2016,0.8052,1.6962
520330,2017,0.2275,2.6472
520330,2018,0.2243,0.0654
520330,2019,0.0044,1.0398
520340,2015,5.4501,1.6636
520340,2016,2.4629,1.8188
520340,2017,0.9677,0.12
520340,2018,0.8232,1.5936
520340,2019,1.8682,1.2617
520350,2015,1.8186,4.8059
520350,2016,0.9155,0.886
520350,2017,0.018,0.0777
520350,2018,0.2944,0.8504
520350,2019,0.2943,0.7503
520355,2015,0.0559,3.208
520355,2016,0.8178,2.2481
520355,2017,0.0175,2.0271
520355,2018,0.0059,2.1274
520355,2019,0.0084,0.0882
520357,2015,0.1159,10.3042
520357,2016,0.0287,0.1352
520357,2017,6.2666,0.0989
520357,2018,0.0132,21.5501
520357,2019,2.1445,10.6219
520360,2015,1.7628,12.5966
520360,2016,2.2868,2.6285
520360,2017,2.2387,0.052
520360,2018,2.2394,0.0709
520360,2019,2.5731,0.0711
520380,2015,1.7165,7.8374
520380,2016,1.3229,2.4552
520380,2017,4.7811,2.441
520380,2018,1.2446,0.0883
520380,2019,2.7916,4.6256
520390,2015,0.0708,2.7186
520390,2016,0.0143,0.0884
520390,2017,1.3745,0.064
520390,2018,0.016,0.0892
520390,2019,0.0131,0.0763
520393,2015,0.0573,0.1082
520393,2016,0.0184,0.0785
520393,2017,0.0133,0.0406
520393,2018,0.0082,0.0728
520393,2019,0.0134,0.0731
520396,2015,2.6854,3.9414
520396,2016,0.0104,4.4336
520396,2017,0.0141,0.0649
520396,2018,0.0137,0.0963
520396,2019,0.0142,0.0772
520400,2015,2.0489,0.1651
520400,2016,1.7388,2.4267
520400,2017,0.9508,2.4477
520400,2018,0.0166,3.9372
520400,2019,1.7828,0.0916
520410,2015,0.069,3.015
520410,2016,0.724,0.0901
520410,2017,0.0146,0.0514
520410,2018,2.0985,1.7185
520410,2019,0.6847,4.4276
520420,2015,0.0741,11.2515
520420,2016,11.1248,0.1269
520420,2017,0.014,0.0764
520420,2018,8.3472,0.145
520420,2019,0.0129,0.1052
520425,2015,0.0522,3.0024
520425,2016,0.0108,1.4298
520425,2017,0.013,0.0591
520425,2018,0.0124,0.0728
520425,2019,0.0134,0.0755
520430,2015,1.2179,3.4012
520430,2016,0.0113,1.1955
520430,2017,0.6026,0.0517
520430,2018,0.5518,3.2034
520430,2019,0.0042,1.0073
520440,2015,1.1191,1.0639
520440,2016,0.5703,1.2441
520440,2017,0.0148,0.9266
520440,2018,0.9361,4.8123
520440,2019,2.1078,0.8983
520450,2015,0.4138,0.987
520450,2016,0.0893,0.5161
520450,2017,0.1654,0.7988
520450,2018,0.0828,0.2493
520450,2019,0.2321,0.2479
520455,2015,2.7583,0.1549
520455,2016,0.0331,0.087
520455,2017,0.0133,2.7655
520455,2018,0.0081,0.083
520455,2019,0.013,0.0776
520460,2015,7.6177,4.57
520460,2016,3.6577,3.1329
520460,2017,2.3439,0.0769
520460,2018,1.509,0.1132
520460,2019,4.6711,3.4249
520465,2015,0.1033,10.8958
520465,2016,0.0286,0.126
520465,2017,2.6722,0.0944
520465,2018,2.5155,8.8288
520465,2019,3.4712,28.6471
520470,2015,3.3386,5.4285
520470,2016,3.797,3.332
520470,2017,1.2415,0.0776
520470,2018,2.3765,6.8575
520470,2019,0.6934,2.9872
520480,2015,0.0738,12.2184
520480,2016,5.9053,6.9785
520480,2017,2.645,0.0843
520480,2018,1.186,4.737
520480,2019,0.0131,2.7774
520485,2015,0.9601,5.169
520485,2016,0.0155,6.3035
520485,2017,0.0133,0.0532
520485,2018,0.009,0.0948
520485,2019,1.9536,0.0812
520490,2015,1.7551,3.2827
520490,2016,2.3418,2.3793
520490,2017,1.483,2.1318
520490,2018,1.6377,0.9073
520490,2019,0.6299,0.9757
520495,2015,0.0796,0.2382
520495,2016,0.0238,0.1056
520495,2017,0.0147,0.062
520495,2018,0.0158,0.1183
520495,2019,0.0135,0.0853
520500,2015,0.0558,0.1142
520500,2016,0.0179,0.054
520500,2017,0.8602,0.0446
520500,2018,1.7474,1.3828
520500,2019,0.0139,0.0677
520505,2015,0.0618,0.2066
520505,2016,0.019,0.0868
520505,2017,0.0138,0.0712
520505,2018,0.0082,3.5592
520505,2019,0.0148,0.0735
520510,2015,1.5258,1.3896
520510,2016,0.483,0.5062
520510,2017,0.7527,0.5261
520510,2018,0.2086,0.1893
520510,2019,0.3613,0.3465
520520,2015,6.1423,23.3371
520520,2016,1.7504,5.7739
520520,2017,0.0167,14.742
520520,2018,4.9307,16.3917
520520,2019,0.0176,0.072
520530,2015,5.164,5.6063
520530,2016,4.1734,11.5008
520530,2017,3.4571,1.6015
520530,2018,0.6785,2.1627
520530,2019,0.7742,2.1622
520540,2015,1.4139,2.1233
520540,2016,0.0031,1.3196
520540,2017,0.001,0.0082
520540,2018,0.001,0.6076
520540,2019,0.0021,0.0212
520545,2015,0.0477,1.593
520545,2016,0.0088,0.0386
520545,2017,0.0049,0.0299
520545,2018,0.0046,0.0494
520545,2019,0.0052,3.9029
520547,2015,2.045,3.0945
520547,2016,0.5479,4.0717
520547,2017,0.5545,0.0485
520547,2018,1.689,0.0935
520547,2019,0.7762,3.4199
520549,2015,1.8155,2.0679
520549,2016,2.7873,1.3601
520549,2017,1.0896,0.7456
520549,2018,0.7927,3.5337
520549,2019,1.2582,2.7583
520551,2015,2.9923,2.0231
520551,2016,0.7135,2.4951
520551,2017,0.821,3.7828
520551,2018,0.6826,1.7595
520551,2019,0.7489,0.0756
520552,2015,0.0642,0.1788
520552,2016,2.1565,0.0954
520552,2017,0.0052,0.064
520552,2018,2.5054,5.5234
520552,2019,2.1778,0.0887
520570,2015,4.4236,0.1855
520570,2016,7.4304,0.1267
520570,2017,2.8717,8.7801
520570,2018,0.0162,0.0994
520570,2019,0.0145,0.0906
520580,2015,1.003,4.824
520580,2016,1.1768,0.1107
520580,2017,0.0168,0.0793
520580,2018,0.0151,0.1024
520580,2019,0.0129,0.0878
520590,2015,1.2595,0.1223
520590,2016,0.0143,2.1197
520590,2017,0.9884,0.0495
520590,2018,1.8707,2.0073
520590,2019,0.0132,5.9579
520620,2015,15.0209,2.3452
520620,2016,0.7827,1.1249
520620,2017,0.6644,1.1432
520620,2018,1.0421,1.1435
520620,2019,0.2179,0.67
520630,2015,10.3959,27.0113
520630,2016,0.0185,0.0638
520630,2017,0.0132,4.2242
520630,2018,0.0127,6.1418
520630,2019,3.2377,2.8769
520640,2015,0.4901,2.7075
520640,2016,1.4763,1.9682
520640,2017,0.4459,0.0314
520640,2018,0.0055,0.9813
520640,2019,0.4282,0.0335
520650,2015,6.315,0.1768
520650,2016,0.0146,3.5308
520650,2017,0.0144,0.0394
520650,2018,3.4634,0.076
520650,2019,0.013,2.7796
