"ano","codmunres","condicoes_ameacadoras_totais","condicoes_ameacadoras_incompletos_intersecao","condicoes_ameacadoras_incompletos_uniao"
2019,"351060",6561,0,39
2020,"351060",5671,0,40
2021,"351060",5611,0,30
2022,"351060",5342,0,28
2023,"351060",5048,0,27
2012,"351070",133,0,42
2013,"351070",141,0,34
2014,"351070",123,0,1
2015,"351070",118,0,0
2016,"351070",140,0,0
2017,"351070",118,0,0
2018,"351070",113,0,0
2019,"351070",103,0,1
2020,"351070",95,0,0
2021,"351070",88,0,0
2022,"351070",103,0,0
2023,"351070",106,0,0
2012,"351080",347,0,293
2013,"351080",300,0,51
2014,"351080",296,0,5
2015,"351080",323,0,18
2016,"351080",292,0,16
2017,"351080",316,0,12
2018,"351080",312,0,3
2019,"351080",296,0,2
2020,"351080",275,0,7
2021,"351080",242,0,2
2022,"351080",292,0,0
2023,"351080",269,0,3
2012,"351090",27,0,1
2013,"351090",19,0,1
2014,"351090",23,0,0
2015,"351090",24,0,1
2016,"351090",26,0,0
2017,"351090",29,0,2
2018,"351090",24,0,0
2019,"351090",21,0,0
2020,"351090",14,0,0
2021,"351090",13,0,0
2022,"351090",16,0,0
2023,"351090",15,0,0
2012,"351100",245,0,14
2013,"351100",276,0,17
2014,"351100",267,0,13
2015,"351100",239,0,20
2016,"351100",257,0,9
2017,"351100",246,0,24
2018,"351100",223,0,1
2019,"351100",257,0,2
2020,"351100",192,0,2
2021,"351100",212,0,1
2022,"351100",194,0,1
2023,"351100",204,0,0
2012,"351110",1494,0,467
2013,"351110",1351,0,2
2014,"351110",1440,0,2
2015,"351110",1417,0,4
2016,"351110",1353,0,2
2017,"351110",1352,0,6
2018,"351110",1347,0,5
2019,"351110",1329,0,2
2020,"351110",1288,0,9
2021,"351110",1164,0,8
2022,"351110",1192,0,4
2023,"351110",1153,0,8
2012,"351120",94,0,31
2013,"351120",89,0,0
2014,"351120",95,0,1
2015,"351120",95,0,0
2016,"351120",90,0,0
2017,"351120",93,0,1
2018,"351120",75,0,0
2019,"351120",64,0,0
2020,"351120",74,0,0
2021,"351120",75,0,0
2022,"351120",60,0,2
2023,"351120",52,0,0
2012,"351130",82,0,15
2013,"351130",82,0,0
2014,"351130",82,0,0
2015,"351130",115,0,1
2016,"351130",99,0,0
2017,"351130",102,0,0
2018,"351130",115,0,0
2019,"351130",118,0,1
2020,"351130",119,0,0
2021,"351130",139,0,0
2022,"351130",137,0,0
2023,"351130",136,0,1
2012,"351140",248,0,58
2013,"351140",240,0,4
2014,"351140",233,0,38
2015,"351140",261,0,0
2016,"351140",256,0,20
2017,"351140",244,0,5
2018,"351140",263,0,11
2019,"351140",267,0,4
2020,"351140",233,0,1
2021,"351140",242,0,0
2022,"351140",220,0,1
2023,"351140",248,0,0
2012,"351150",526,0,104
2013,"351150",514,0,7
2014,"351150",553,0,1
2015,"351150",560,0,9
2016,"351150",545,0,3
2017,"351150",503,0,2
2018,"351150",506,0,3
2019,"351150",508,0,0
2020,"351150",467,0,0
2021,"351150",451,0,0
2022,"351150",475,0,0
2023,"351150",478,0,0
2012,"351160",222,0,62
2013,"351160",228,0,2
2014,"351160",250,0,5
2015,"351160",243,0,2
2016,"351160",252,0,1
2017,"351160",282,0,0
2018,"351160",247,0,0
2019,"351160",233,0,0
2020,"351160",240,0,1
2021,"351160",226,0,0
2022,"351160",238,0,1
2023,"351160",251,0,1
2012,"351170",197,0,70
2013,"351170",194,0,25
2014,"351170",208,0,3
2015,"351170",228,0,1
2016,"351170",196,0,0
2017,"351170",206,0,2
2018,"351170",225,0,0
2019,"351170",175,0,0
2020,"351170",181,0,0
2021,"351170",186,0,0
2022,"351170",192,0,1
2023,"351170",178,0,1
2012,"351190",127,0,29
2013,"351190",115,0,2
2014,"351190",107,0,3
2015,"351190",117,0,1
2016,"351190",90,0,0
2017,"351190",107,0,1
2018,"351190",116,0,2
2019,"351190",98,0,0
2020,"351190",85,0,0
2021,"351190",81,0,3
2022,"351190",88,0,0
2023,"351190",84,0,1
2012,"351200",236,0,104
2013,"351200",242,0,12
2014,"351200",245,0,1
2015,"351200",261,0,1
2016,"351200",224,0,0
2017,"351200",247,0,0
2018,"351200",229,0,0
2019,"351200",201,0,0
2020,"351200",191,0,2
2021,"351200",235,0,0
2022,"351200",218,0,0
2023,"351200",204,0,0
2012,"351210",91,0,36
2013,"351210",112,0,13
2014,"351210",115,0,2
2015,"351210",106,0,0
2016,"351210",93,0,0
2017,"351210",85,0,0
2018,"351210",102,0,1
2019,"351210",90,0,0
2020,"351210",67,0,0
2021,"351210",87,0,0
2022,"351210",79,0,0
2023,"351210",104,0,0
2012,"351220",384,0,113
2013,"351220",408,0,4
2014,"351220",404,0,14
2015,"351220",398,0,12
2016,"351220",397,0,16
2017,"351220",410,0,4
2018,"351220",486,0,7
2019,"351220",447,0,1
2020,"351220",398,0,1
2021,"351220",385,0,2
2022,"351220",413,0,4
2023,"351220",372,0,4
2012,"351230",215,0,10
2013,"351230",212,0,32
2014,"351230",219,0,3
2015,"351230",207,0,1
2016,"351230",203,0,0
2017,"351230",208,0,2
2018,"351230",216,0,0
2019,"351230",209,0,0
2020,"351230",165,0,0
2021,"351230",192,0,2
2022,"351230",171,0,3
2023,"351230",187,0,2
2012,"351240",273,0,7
2013,"351240",306,0,4
2014,"351240",299,0,1
2015,"351240",293,0,0
2016,"351240",317,0,1
2017,"351240",282,0,1
2018,"351240",288,0,2
2019,"351240",290,0,0
2020,"351240",297,0,2
2021,"351240",251,0,1
2022,"351240",293,0,1
2023,"351240",273,0,1
2012,"351250",69,0,5
2013,"351250",78,0,2
2014,"351250",66,0,0
2015,"351250",65,0,0
2016,"351250",71,0,0
2017,"351250",72,0,0
2018,"351250",58,0,0
2019,"351250",54,0,0
2020,"351250",59,0,1
2021,"351250",38,0,1
2022,"351250",47,0,1
2023,"351250",47,0,0
2012,"351260",57,0,0
2013,"351260",46,0,0
2014,"351260",48,0,0
2015,"351260",49,0,2
2016,"351260",54,0,1
2017,"351260",51,0,0
2018,"351260",41,0,1
2019,"351260",52,0,0
2020,"351260",51,0,0
2021,"351260",44,0,0
2022,"351260",41,0,0
2023,"351260",44,0,0
2012,"351270",51,0,7
2013,"351270",67,0,2
2014,"351270",53,0,1
2015,"351270",52,0,0
2016,"351270",47,0,1
2017,"351270",54,0,0
2018,"351270",45,0,0
2019,"351270",58,0,0
2020,"351270",57,0,0
2021,"351270",38,0,0
2022,"351270",40,0,0
2023,"351270",40,0,0
2012,"351280",829,0,41
2013,"351280",888,0,42
2014,"351280",832,0,42
2015,"351280",774,0,3
2016,"351280",686,0,11
2017,"351280",739,0,8
2018,"351280",756,0,4
2019,"351280",653,0,1
2020,"351280",640,0,1
2021,"351280",665,0,3
2022,"351280",616,0,1
2023,"351280",610,0,2
2012,"351290",74,0,17
2013,"351290",69,0,1
2014,"351290",75,0,0
2015,"351290",88,0,0
2016,"351290",60,0,0
2017,"351290",68,0,0
2018,"351290",92,0,0
2019,"351290",94,0,1
2020,"351290",98,0,0
2021,"351290",78,0,0
2022,"351290",102,0,0
2023,"351290",84,0,0
2012,"351300",3934,0,146
2013,"351300",4069,0,25
2014,"351300",4259,0,21
2015,"351300",4450,0,85
2016,"351300",4260,0,14
2017,"351300",4311,0,4
2018,"351300",4214,0,18
2019,"351300",4189,0,16
2020,"351300",3978,0,14
2021,"351300",3809,0,16
2022,"351300",3692,0,15
2023,"351300",3560,0,12
2012,"351310",415,0,10
2013,"351310",433,0,7
2014,"351310",409,0,3
2015,"351310",449,0,3
2016,"351310",416,0,2
2017,"351310",402,0,2
2018,"351310",414,0,3
2019,"351310",400,0,1
2020,"351310",396,0,4
2021,"351310",371,0,1
2022,"351310",360,0,1
2023,"351310",353,0,1
2012,"351320",90,0,24
2013,"351320",122,0,1
2014,"351320",101,0,1
2015,"351320",119,0,1
2016,"351320",105,0,1
2017,"351320",121,0,2
2018,"351320",104,0,1
2019,"351320",115,0,1
2020,"351320",104,0,1
2021,"351320",120,0,3
2022,"351320",109,0,1
2023,"351320",94,0,0
2012,"351330",23,0,21
2013,"351330",23,0,0
2014,"351330",15,0,0
2015,"351330",23,0,0
2016,"351330",26,0,0
2017,"351330",28,0,0
2018,"351330",26,0,0
2019,"351330",14,0,0
2020,"351330",22,0,0
2021,"351330",22,0,0
2022,"351330",12,0,0
2023,"351330",22,0,0
2012,"351340",1093,0,283
2013,"351340",1018,0,23
2014,"351340",1072,0,4
2015,"351340",1040,0,127
2016,"351340",946,0,22
2017,"351340",925,0,15
2018,"351340",924,0,23
2019,"351340",885,0,21
2020,"351340",877,0,10
2021,"351340",871,0,4
2022,"351340",854,0,4
2023,"351340",760,0,3
2012,"351350",1985,0,60
2013,"351350",1890,0,3
2014,"351350",1897,0,3
2015,"351350",1914,0,7
2016,"351350",1681,0,6
2017,"351350",1620,0,10
2018,"351350",1624,0,6
2019,"351350",1489,0,4
2020,"351350",1600,0,7
2021,"351350",1399,0,14
2022,"351350",1341,0,14
2023,"351350",1304,0,4
2012,"351360",265,0,94
2013,"351360",231,0,11
2014,"351360",227,0,0
2015,"351360",221,0,2
2016,"351360",227,0,2
2017,"351360",241,0,4
2018,"351360",249,0,0
2019,"351360",262,0,2
2020,"351360",231,0,1
2021,"351360",226,0,2
2022,"351360",241,0,0
2023,"351360",229,0,0
2012,"351370",393,0,29
2013,"351370",405,0,3
2014,"351370",368,0,0
2015,"351370",381,0,1
2016,"351370",333,0,2
2017,"351370",359,0,1
2018,"351370",366,0,5
2019,"351370",341,0,2
2020,"351370",350,0,0
2021,"351370",325,0,0
2022,"351370",287,0,0
2023,"351370",324,0,2
2012,"351380",6455,0,45
2013,"351380",6321,0,29
2014,"351380",6392,0,31
2015,"351380",6292,0,21
2016,"351380",6040,0,32
2017,"351380",5880,0,20
2018,"351380",5584,0,15
2019,"351380",5412,0,23
2020,"351380",4805,0,24
2021,"351380",4482,0,15
2022,"351380",4235,0,13
2023,"351380",4230,0,13
2012,"351385",13,0,11
2013,"351385",36,0,2
2014,"351385",16,0,1
2015,"351385",13,0,2
2016,"351385",18,0,0
2017,"351385",13,0,0
2018,"351385",13,0,0
2019,"351385",15,0,0
2020,"351385",25,0,0
2021,"351385",15,0,0
2022,"351385",12,0,0
2023,"351385",13,0,0
2012,"351390",141,0,61
2013,"351390",144,0,1
2014,"351390",121,0,7
2015,"351390",127,0,1
2016,"351390",127,0,10
2017,"351390",116,0,0
2018,"351390",129,0,2
2019,"351390",139,0,0
2020,"351390",118,0,0
2021,"351390",112,0,1
2022,"351390",115,0,1
2023,"351390",126,0,0
2012,"351400",111,0,2
2013,"351400",123,0,1
2014,"351400",128,0,0
2015,"351400",121,0,2
2016,"351400",97,0,2
2017,"351400",120,0,0
2018,"351400",99,0,1
2019,"351400",99,0,0
2020,"351400",103,0,0
2021,"351400",93,0,1
2022,"351400",107,0,0
2023,"351400",111,0,0
2012,"351410",370,0,132
2013,"351410",344,0,1
2014,"351410",368,0,13
2015,"351410",350,0,9
2016,"351410",354,0,5
2017,"351410",334,0,4
2018,"351410",331,0,2
2019,"351410",303,0,4
2020,"351410",285,0,12
2021,"351410",273,0,18
2022,"351410",271,0,35
2023,"351410",285,0,0
2012,"351420",14,0,12
2013,"351420",20,0,3
2014,"351420",26,0,2
2015,"351420",19,0,1
2016,"351420",16,0,1
2017,"351420",25,0,0
2018,"351420",19,0,0
2019,"351420",22,0,0
2020,"351420",30,0,0
2021,"351420",30,0,1
2022,"351420",23,0,0
2023,"351420",20,0,0
2012,"351430",91,0,4
2013,"351430",82,0,0
2014,"351430",75,0,3
2015,"351430",100,0,3
2016,"351430",102,0,2
2017,"351430",96,0,7
2018,"351430",85,0,0
2019,"351430",90,0,0
2020,"351430",75,0,0
2021,"351430",81,0,0
2022,"351430",85,0,1
2023,"351430",82,0,0
2012,"351440",495,0,20
2013,"351440",464,0,8
2014,"351440",491,0,2
2015,"351440",484,0,8
2016,"351440",517,0,1
2017,"351440",491,0,3
2018,"351440",497,0,2
2019,"351440",496,0,0
2020,"351440",471,0,1
2021,"351440",419,0,0
2022,"351440",499,0,0
2023,"351440",448,0,1
2012,"351450",149,0,24
2013,"351450",142,0,2
2014,"351450",138,0,2
2015,"351450",138,0,0
2016,"351450",122,0,1
2017,"351450",147,0,0
2018,"351450",135,0,0
2019,"351450",150,0,0
2020,"351450",126,0,0
2021,"351450",141,0,0
2022,"351450",135,0,0
2023,"351450",147,0,1
2012,"351460",99,0,1
2013,"351460",95,0,1
2014,"351460",100,0,0
2015,"351460",119,0,1
2016,"351460",103,0,2
2017,"351460",99,0,0
2018,"351460",128,0,1
2019,"351460",108,0,1
2020,"351460",111,0,1
2021,"351460",111,0,0
2022,"351460",107,0,0
2023,"351460",85,0,0
2012,"351470",84,0,84
2013,"351470",59,0,3
2014,"351470",67,0,0
2015,"351470",82,0,0
2016,"351470",88,0,0
2017,"351470",81,0,1
2018,"351470",89,0,0
2019,"351470",81,0,0
2020,"351470",85,0,0
2021,"351470",66,0,0
2022,"351470",82,0,0
2023,"351470",79,0,1
2012,"351480",211,0,168
2013,"351480",229,0,20
2014,"351480",211,0,6
2015,"351480",232,0,7
2016,"351480",213,0,3
2017,"351480",206,0,1
2018,"351480",238,0,10
2019,"351480",183,0,1
2020,"351480",191,0,2
2021,"351480",203,0,1
2022,"351480",146,0,1
2023,"351480",165,0,0
2012,"351490",248,0,56
2013,"351490",180,0,6
2014,"351490",208,0,0
2015,"351490",230,0,1
2016,"351490",200,0,0
2017,"351490",208,0,0
2018,"351490",214,0,31
2019,"351490",204,0,9
2020,"351490",208,0,1
2021,"351490",185,0,1
2022,"351490",190,0,2
2023,"351490",180,0,1
2012,"351492",35,0,14
2013,"351492",41,0,0
2014,"351492",44,0,0
2015,"351492",43,0,1
2016,"351492",38,0,0
2017,"351492",28,0,0
2018,"351492",34,0,0
2019,"351492",35,0,1
2020,"351492",22,0,0
2021,"351492",29,0,1
2022,"351492",18,0,0
2023,"351492",29,0,0
2012,"351495",20,0,8
2013,"351495",23,0,0
2014,"351495",20,0,0
2015,"351495",18,0,0
2016,"351495",23,0,0
2017,"351495",18,0,0
2018,"351495",24,0,0
2019,"351495",23,0,0
2020,"351495",28,0,0
2021,"351495",23,0,0
2022,"351495",14,0,0
2023,"351495",19,0,1
2012,"351500",4568,0,58
2013,"351500",4580,0,59
2014,"351500",4575,0,18
2015,"351500",4554,0,22
2016,"351500",4240,0,13
2017,"351500",4295,0,12
2018,"351500",4223,0,6
2019,"351500",4024,0,22
2020,"351500",3588,0,9
2021,"351500",3592,0,13
2022,"351500",3440,0,16
2023,"351500",3332,0,19
2012,"351510",965,0,46
2013,"351510",975,0,27
2014,"351510",927,0,16
2015,"351510",1005,0,14
2016,"351510",972,0,15
2017,"351510",1008,0,11
2018,"351510",958,0,9
2019,"351510",857,0,15
2020,"351510",845,0,8
2021,"351510",787,0,4
2022,"351510",755,0,5
2023,"351510",804,0,5
2012,"351512",30,0,10
2013,"351512",27,0,2
2014,"351512",27,0,1
2015,"351512",40,0,2
2016,"351512",21,0,0
2017,"351512",32,0,0
2018,"351512",35,0,0
2019,"351512",33,0,0
2020,"351512",32,0,0
2021,"351512",20,0,1
2022,"351512",24,0,0
2023,"351512",41,0,0
2012,"351515",243,0,5
2013,"351515",253,0,1
2014,"351515",249,1,2
2015,"351515",286,0,2
2016,"351515",254,0,1
2017,"351515",272,0,0
2018,"351515",291,0,1
2019,"351515",261,0,0
2020,"351515",277,0,2
2021,"351515",272,0,1
2022,"351515",256,0,0
2023,"351515",281,0,0
2012,"351518",467,0,143
2013,"351518",496,0,0
2014,"351518",487,0,6
2015,"351518",452,0,10
2016,"351518",422,2,3
2017,"351518",478,0,0
2018,"351518",476,0,0
2019,"351518",441,0,0
2020,"351518",434,0,0
2021,"351518",397,0,0
2022,"351518",394,0,1
2023,"351518",413,0,1
2012,"351519",69,0,38
2013,"351519",53,0,8
2014,"351519",56,0,3
2015,"351519",66,0,1
2016,"351519",53,0,0
2017,"351519",55,0,0
2018,"351519",59,0,0
2019,"351519",76,0,1
2020,"351519",54,0,0
2021,"351519",61,0,1
2022,"351519",70,0,1
2023,"351519",72,0,1
2012,"351520",84,0,54
2013,"351520",88,0,2
2014,"351520",110,0,0
2015,"351520",93,0,0
2016,"351520",79,0,0
2017,"351520",109,0,0
2018,"351520",83,0,0
2019,"351520",95,0,3
2020,"351520",89,0,0
2021,"351520",99,0,0
2022,"351520",84,0,0
2023,"351520",99,0,0
2012,"351530",35,0,14
2013,"351530",42,0,6
2014,"351530",28,0,0
2015,"351530",50,0,0
2016,"351530",33,0,0
2017,"351530",39,0,0
2018,"351530",32,0,0
2019,"351530",42,0,0
2020,"351530",29,0,0
2021,"351530",17,0,0
2022,"351530",23,0,0
2023,"351530",16,0,0
2012,"351535",120,0,15
2013,"351535",130,0,2
2014,"351535",102,0,0
2015,"351535",120,0,2
2016,"351535",105,0,1
2017,"351535",110,0,0
2018,"351535",111,0,1
2019,"351535",102,0,1
2020,"351535",102,0,0
2021,"351535",80,0,0
2022,"351535",93,0,1
2023,"351535",86,0,0
2012,"351540",186,0,43
2013,"351540",190,0,9
2014,"351540",210,0,1
2015,"351540",225,0,0
2016,"351540",200,0,1
2017,"351540",178,0,0
2018,"351540",210,0,0
2019,"351540",226,0,4
2020,"351540",189,0,0
2021,"351540",214,0,0
2022,"351540",179,0,0
2023,"351540",166,0,0
2012,"351550",754,0,680
2013,"351550",773,0,33
2014,"351550",800,0,2
2015,"351550",865,0,1
2016,"351550",713,0,1
2017,"351550",793,0,0
2018,"351550",800,0,0
2019,"351550",754,0,0
2020,"351550",690,0,1
2021,"351550",734,0,0
2022,"351550",751,0,1
2023,"351550",673,0,0
2012,"351560",65,0,19
2013,"351560",43,0,1
2014,"351560",53,0,1
2015,"351560",54,0,0
2016,"351560",53,1,1
2017,"351560",67,0,1
2018,"351560",56,0,1
2019,"351560",48,0,0
2020,"351560",55,0,0
2021,"351560",56,0,0
2022,"351560",57,0,0
2023,"351560",45,0,0
2012,"351565",15,0,12
2013,"351565",20,0,4
2014,"351565",18,0,0
2015,"351565",14,0,0
2016,"351565",20,0,0
2017,"351565",18,0,0
2018,"351565",23,0,1
2019,"351565",15,0,0
2020,"351565",19,0,0
2021,"351565",19,0,0
2022,"351565",19,0,0
2023,"351565",18,0,0
2012,"351570",2918,0,275
2013,"351570",2885,0,78
2014,"351570",2772,0,20
2015,"351570",3197,0,63
2016,"351570",2971,0,30
2017,"351570",2900,0,16
2018,"351570",2846,0,22
2019,"351570",2777,0,21
2020,"351570",2607,0,30
2021,"351570",2430,0,27
2022,"351570",2373,0,23
2023,"351570",2279,0,18
2012,"351580",15,0,1
2013,"351580",17,0,0
2014,"351580",22,0,0
2015,"351580",13,0,0
2016,"351580",20,0,0
2017,"351580",21,0,0
2018,"351580",12,0,0
2019,"351580",15,0,0
2020,"351580",14,0,0
2021,"351580",12,0,0
2022,"351580",16,0,0
2023,"351580",15,0,0
2012,"351590",19,0,3
2013,"351590",28,0,0
2014,"351590",24,0,0
2015,"351590",33,0,0
2016,"351590",18,0,0
2017,"351590",26,0,0
2018,"351590",27,0,0
2019,"351590",14,0,0
2020,"351590",23,0,0
2021,"351590",17,0,0
2022,"351590",19,0,0
2023,"351590",19,0,0
2012,"351600",131,0,126
2013,"351600",110,0,30
2014,"351600",119,0,5
2015,"351600",125,0,3
2016,"351600",102,0,0
2017,"351600",130,0,0
2018,"351600",95,0,0
2019,"351600",112,0,0
2020,"351600",115,0,0
2021,"351600",90,0,0
2022,"351600",89,0,0
2023,"351600",109,0,0
2012,"351610",37,0,31
2013,"351610",39,0,0
2014,"351610",40,0,1
2015,"351610",40,0,0
2016,"351610",34,0,0
2017,"351610",33,0,0
2018,"351610",21,0,0
2019,"351610",31,0,0
2020,"351610",31,0,0
2021,"351610",22,0,0
2022,"351610",30,0,0
2023,"351610",29,0,0
2012,"351620",4468,0,784
2013,"351620",4635,0,22
2014,"351620",4830,0,25
2015,"351620",4911,0,17
2016,"351620",4954,0,25
2017,"351620",5002,0,19
2018,"351620",4976,0,17
2019,"351620",4657,0,16
2020,"351620",4446,0,22
2021,"351620",4219,0,23
2022,"351620",4229,0,33
2023,"351620",4255,0,42
2012,"351630",2833,0,446
2013,"351630",2948,0,118
2014,"351630",3067,0,138
2015,"351630",3114,0,93
2016,"351630",2922,0,26
2017,"351630",2928,0,14
2018,"351630",2880,0,16
2019,"351630",2838,0,20
2020,"351630",2604,0,20
2021,"351630",2684,0,14
2022,"351630",2597,0,37
2023,"351630",2489,0,11
2012,"351640",2132,0,383
2013,"351640",2066,0,63
2014,"351640",2243,0,60
2015,"351640",2368,0,25
2016,"351640",2239,0,19
2017,"351640",2318,0,17
2018,"351640",2204,0,16
2019,"351640",2160,0,9
2020,"351640",1955,0,11
2021,"351640",2035,0,10
2022,"351640",1943,0,14
2023,"351640",1833,0,9
2012,"351650",36,0,14
2013,"351650",43,0,1
2014,"351650",33,0,1
2015,"351650",32,0,0
2016,"351650",28,0,0
2017,"351650",25,0,0
2018,"351650",38,0,0
2019,"351650",22,0,0
2020,"351650",30,0,0
2021,"351650",24,0,0
2022,"351650",21,0,0
2023,"351650",29,0,0
2012,"351660",77,0,75
2013,"351660",72,0,4
2014,"351660",72,0,1
2015,"351660",67,0,0
2016,"351660",65,0,0
2017,"351660",78,0,1
2018,"351660",79,0,0
2019,"351660",64,0,2
2020,"351660",62,0,0
2021,"351660",54,0,0
2022,"351660",53,0,0
2023,"351660",49,0,1
2012,"351670",538,0,535
2013,"351670",538,0,89
2014,"351670",545,0,1
2015,"351670",553,0,1
2016,"351670",509,0,2
2017,"351670",530,0,0
2018,"351670",528,0,1
2019,"351670",516,0,2
2020,"351670",484,0,0
2021,"351670",490,0,2
2022,"351670",449,0,1
2023,"351670",454,0,0
2012,"351680",54,0,9
2013,"351680",49,0,0
2014,"351680",44,0,0
2015,"351680",44,0,0
2016,"351680",49,0,0
2017,"351680",49,0,0
2018,"351680",35,0,0
2019,"351680",29,0,1
2020,"351680",45,0,0
2021,"351680",31,0,0
2022,"351680",26,0,1
2023,"351680",33,0,0
2012,"351685",58,0,2
2013,"351685",66,0,6
2014,"351685",60,0,0
2015,"351685",67,0,1
2016,"351685",55,0,7
2017,"351685",69,0,0
2018,"351685",61,0,0
2019,"351685",78,0,1
2020,"351685",69,0,1
2021,"351685",61,0,0
2022,"351685",47,0,0
2023,"351685",73,0,1
2012,"351690",108,0,37
2013,"351690",124,0,0
2014,"351690",134,0,0
2015,"351690",102,0,4
2016,"351690",113,0,1
2017,"351690",122,0,2
2018,"351690",121,0,1
2019,"351690",93,0,1
2020,"351690",85,0,0
2021,"351690",94,0,0
2022,"351690",96,0,0
2023,"351690",111,0,0
2012,"351700",106,0,6
2013,"351700",113,0,0
2014,"351700",117,0,5
2015,"351700",123,0,1
2016,"351700",104,0,1
2017,"351700",100,0,0
2018,"351700",92,0,0
2019,"351700",91,0,0
2020,"351700",87,0,1
2021,"351700",87,0,0
2022,"351700",79,0,0
2023,"351700",74,0,0
2012,"351710",54,0,5
2013,"351710",61,0,0
2014,"351710",65,0,0
2015,"351710",63,0,0
2016,"351710",37,0,0
2017,"351710",58,0,0
2018,"351710",53,0,0
2019,"351710",51,0,0
2020,"351710",45,0,0
2021,"351710",52,0,0
2022,"351710",38,0,0
2023,"351710",41,0,0
2012,"351720",164,0,19
2013,"351720",127,0,2
2014,"351720",156,0,12
2015,"351720",135,0,2
2016,"351720",160,0,1
2017,"351720",152,0,0
2018,"351720",140,0,0
2019,"351720",142,0,0
2020,"351720",144,0,0
2021,"351720",122,0,0
2022,"351720",146,0,0
2023,"351720",153,0,0
2012,"351730",106,0,77
2013,"351730",78,0,1
2014,"351730",69,0,2
2015,"351730",69,0,0
2016,"351730",80,0,1
2017,"351730",89,0,0
2018,"351730",50,0,0
2019,"351730",72,0,0
2020,"351730",75,0,1
2021,"351730",61,0,0
2022,"351730",51,0,0
2023,"351730",53,0,0
2012,"351740",477,0,239
2013,"351740",474,0,5
2014,"351740",480,0,3
2015,"351740",442,0,2
2016,"351740",441,0,2
2017,"351740",479,0,0
2018,"351740",457,0,1
2019,"351740",487,0,1
2020,"351740",424,0,0
2021,"351740",425,0,3
2022,"351740",437,0,2
2023,"351740",431,0,0
2012,"351750",212,0,25
2013,"351750",201,0,0
2014,"351750",232,0,0
2015,"351750",246,0,1
2016,"351750",256,0,0
2017,"351750",240,0,0
2018,"351750",254,0,0
2019,"351750",238,0,0
2020,"351750",251,0,0
2021,"351750",255,0,0
2022,"351750",236,0,2
2023,"351750",255,0,2
2012,"351760",248,0,42
2013,"351760",254,0,1
2014,"351760",244,0,1
2015,"351760",258,0,0
2016,"351760",222,0,0
2017,"351760",272,0,0
2018,"351760",259,0,1
2019,"351760",248,0,1
2020,"351760",194,0,0
2021,"351760",209,0,0
2022,"351760",194,0,0
2023,"351760",180,0,1
2012,"351770",239,0,176
2013,"351770",222,0,36
2014,"351770",251,0,34
2015,"351770",267,0,37
2016,"351770",188,0,3
2017,"351770",240,0,12
2018,"351770",235,0,5
2019,"351770",219,0,1
2020,"351770",195,0,2
2021,"351770",191,0,0
2022,"351770",201,0,1
2023,"351770",186,0,2
2012,"351780",81,0,2
2013,"351780",78,0,2
2014,"351780",71,0,2
2015,"351780",77,0,6
2016,"351780",82,0,7
2017,"351780",71,0,1
2018,"351780",77,0,0
2019,"351780",75,0,0
2020,"351780",66,0,0
2021,"351780",69,0,0
2022,"351780",47,0,0
2023,"351780",50,0,0
2012,"351790",120,0,51
2013,"351790",127,0,43
2014,"351790",114,0,2
2015,"351790",113,0,1
2016,"351790",95,0,0
2017,"351790",123,0,0
2018,"351790",111,0,0
2019,"351790",114,0,0
2020,"351790",111,0,1
2021,"351790",105,0,0
2022,"351790",117,0,1
2023,"351790",90,0,0
2012,"351800",16,0,14
2013,"351800",18,0,1
2014,"351800",23,0,0
2015,"351800",20,0,0
2016,"351800",17,0,0
2017,"351800",11,0,0
2018,"351800",25,0,0
2019,"351800",24,0,0
2020,"351800",15,0,0
2021,"351800",17,0,0
2022,"351800",22,0,0
2023,"351800",16,0,0
2012,"351810",92,0,76
2013,"351810",72,0,3
2014,"351810",68,0,1
2015,"351810",74,0,0
2016,"351810",77,0,0
2017,"351810",86,0,0
2018,"351810",80,0,1
2019,"351810",63,0,0
2020,"351810",52,0,0
2021,"351810",70,0,0
2022,"351810",85,0,0
2023,"351810",52,0,0
2012,"351820",399,0,26
2013,"351820",390,0,0
2014,"351820",381,0,3
2015,"351820",425,0,2
2016,"351820",377,0,1
2017,"351820",370,0,0
2018,"351820",339,0,0
2019,"351820",357,0,0
2020,"351820",340,0,0
2021,"351820",317,0,2
2022,"351820",307,0,0
2023,"351820",278,0,0
2012,"351830",406,0,178
2013,"351830",411,0,7
2014,"351830",426,0,0
2015,"351830",429,0,2
2016,"351830",415,0,2
2017,"351830",406,0,0
2018,"351830",419,0,0
2019,"351830",412,0,5
2020,"351830",432,0,3
2021,"351830",392,0,0
2022,"351830",340,0,0
2023,"351830",327,0,3
2012,"351840",1428,0,641
2013,"351840",1410,0,83
2014,"351840",1530,0,16
2015,"351840",1461,0,68
2016,"351840",1386,0,34
2017,"351840",1523,0,12
2018,"351840",1481,0,3
2019,"351840",1567,0,6
2020,"351840",1479,0,7
2021,"351840",1380,0,9
2022,"351840",1315,0,5
2023,"351840",1324,0,2
2012,"351850",138,0,23
2013,"351850",155,0,1
2014,"351850",164,0,1
2015,"351850",123,0,4
2016,"351850",157,0,2
2017,"351850",152,0,3
2018,"351850",179,0,2
2019,"351850",158,0,0
2020,"351850",144,0,1
2021,"351850",125,0,0
2022,"351850",133,0,0
2023,"351850",144,0,0
