"codmunres","ano","faixa_de_peso","evitaveis_neonatal_outros","evitaveis_neonatal_recem_nascido","evitaveis_neonatal_mulher_gestacao","evitaveis_neonatal_parto","evitaveis_neonatal_mal_definidas","evitaveis_neonatal_saude","evitaveis_neonatal_tratamento","evitaveis_neonatal_imunoprevencao","obitos_neonatais_totais"
"354780",2012,"> 1000 g",0,4,5,2,0,0,0,0,11
"354780",2013,"outros",6,6,19,4,1,1,0,0,37
"354780",2013,"> 1000 g",0,2,5,0,0,0,0,0,7
"354780",2013,"> 1500 g",10,0,4,1,0,1,0,0,16
"354780",2014,"> 1500 g",12,4,2,1,1,1,0,1,22
"354780",2014,"> 1000 g",1,4,6,1,0,0,0,0,12
"354780",2014,"outros",1,4,24,1,0,0,0,0,30
"354780",2015,"> 1000 g",0,2,3,1,0,0,0,0,6
"354780",2015,"> 1500 g",15,3,3,3,0,1,0,0,25
"354780",2015,"outros",6,6,15,3,0,0,0,0,30
"354780",2016,"> 1000 g",2,2,1,0,0,0,0,0,5
"354780",2016,"> 1500 g",15,2,1,7,0,0,2,0,27
"354780",2016,"outros",3,2,11,0,0,0,0,0,16
"354780",2017,"> 1500 g",6,1,3,1,1,1,0,0,13
"354780",2017,"> 1000 g",2,2,3,0,0,0,0,0,7
"354780",2017,"outros",2,3,11,2,0,0,0,0,18
"354780",2018,"> 1000 g",1,1,2,0,0,0,0,0,4
"354780",2018,"> 1500 g",17,1,4,1,0,0,1,0,24
"354780",2018,"outros",4,6,10,2,0,0,0,0,22
"354780",2019,"outros",1,8,10,0,1,0,0,0,20
"354780",2019,"> 1000 g",2,2,1,0,0,0,0,0,5
"354780",2019,"> 1500 g",12,1,5,4,0,0,0,0,22
"354780",2020,"> 1000 g",6,0,3,0,0,0,0,0,9
"354780",2020,"> 1500 g",5,1,4,2,0,0,0,0,12
"354780",2020,"outros",1,6,13,4,0,0,0,0,24
"354780",2021,"> 1500 g",11,1,1,1,0,1,1,0,16
"354780",2021,"outros",4,11,8,4,0,0,0,0,27
"354780",2021,"> 1000 g",1,3,0,1,0,0,0,0,5
"354780",2022,"> 1000 g",4,2,1,0,0,0,0,0,7
"354780",2022,"> 1500 g",9,2,1,1,0,1,0,0,14
"354780",2022,"outros",7,4,21,2,0,0,0,0,34
"354790",2012,"outros",0,0,1,0,0,0,0,0,1
"354790",2012,"> 1500 g",1,0,0,0,0,0,0,0,1
"354790",2014,"> 1500 g",0,0,0,1,0,0,0,0,1
"354790",2017,"> 1500 g",0,0,0,0,0,0,1,0,1
"354790",2019,"> 1500 g",1,0,0,0,0,0,0,0,1
"354790",2020,"> 1500 g",0,0,1,0,0,0,0,0,1
"354790",2013,"não se aplica",0,0,0,0,0,0,0,0,0
"354790",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"354790",2016,"não se aplica",0,0,0,0,0,0,0,0,0
"354790",2018,"não se aplica",0,0,0,0,0,0,0,0,0
"354790",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"354790",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"354800",2012,"> 1500 g",2,1,0,0,0,0,0,0,3
"354800",2014,"outros",0,0,1,0,0,0,0,0,1
"354800",2015,"> 1500 g",0,1,0,0,0,0,0,0,1
"354800",2015,"outros",0,1,0,0,0,0,0,0,1
"354800",2016,"outros",0,0,1,0,0,0,0,0,1
"354800",2017,"outros",0,0,1,0,0,0,0,0,1
"354800",2017,"> 1500 g",2,0,0,0,0,0,0,0,2
"354800",2017,"> 1000 g",0,1,0,0,0,0,0,0,1
"354800",2018,"outros",0,1,0,0,0,0,0,0,1
"354800",2019,"> 1500 g",1,0,0,0,0,0,0,0,1
"354800",2019,"outros",1,0,0,0,0,0,0,0,1
"354800",2020,"> 1500 g",1,0,0,0,0,0,0,0,1
"354800",2020,"outros",0,1,0,0,0,0,0,0,1
"354800",2021,"outros",0,0,1,0,0,0,0,0,1
"354800",2022,"outros",0,0,1,0,0,0,0,0,1
"354800",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"354800",2013,"não se aplica",0,0,0,0,0,0,0,0,0
"354805",2012,"outros",0,1,0,0,0,0,0,0,1
"354805",2015,"> 1000 g",0,0,1,0,0,0,0,0,1
"354805",2016,"> 1500 g",0,1,0,0,0,0,0,0,1
"354805",2017,"outros",0,0,1,0,0,0,0,0,1
"354805",2018,"> 1000 g",0,1,0,2,0,0,0,0,3
"354805",2019,"> 1000 g",0,0,0,0,1,0,0,0,1
"354805",2019,"outros",0,0,0,1,0,0,0,0,1
"354805",2020,"outros",0,0,2,0,0,0,0,0,2
"354805",2021,"outros",0,0,1,0,0,0,0,0,1
"354805",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"354805",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"354805",2013,"não se aplica",0,0,0,0,0,0,0,0,0
"354805",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"354810",2016,"> 1500 g",1,0,0,0,0,0,0,0,1
"354810",2016,"outros",0,0,0,1,0,0,0,0,1
"354810",2022,"> 1500 g",1,1,0,0,0,0,0,0,2
"354810",2012,"não se aplica",0,0,0,0,0,0,0,0,0
"354810",2013,"não se aplica",0,0,0,0,0,0,0,0,0
"354810",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"354810",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"354810",2017,"não se aplica",0,0,0,0,0,0,0,0,0
"354810",2018,"não se aplica",0,0,0,0,0,0,0,0,0
"354810",2019,"não se aplica",0,0,0,0,0,0,0,0,0
"354810",2020,"não se aplica",0,0,0,0,0,0,0,0,0
"354810",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"354820",2012,"> 1500 g",0,0,0,1,0,0,0,0,1
"354820",2016,"> 1500 g",1,0,0,0,0,0,0,0,1
"354820",2016,"outros",0,0,0,1,0,0,0,0,1
"354820",2017,"> 1500 g",1,0,0,0,0,0,0,0,1
"354820",2017,"outros",0,0,0,1,0,0,0,0,1
"354820",2019,"outros",0,0,3,0,0,0,0,0,3
"354820",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"354820",2022,"outros",0,1,0,0,0,0,0,0,1
"354820",2013,"não se aplica",0,0,0,0,0,0,0,0,0
"354820",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"354820",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"354820",2018,"não se aplica",0,0,0,0,0,0,0,0,0
"354820",2020,"não se aplica",0,0,0,0,0,0,0,0,0
"354820",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"354830",2013,"outros",0,0,1,0,0,0,0,0,1
"354830",2021,"> 1000 g",1,0,0,0,0,0,0,0,1
"354830",2012,"não se aplica",0,0,0,0,0,0,0,0,0
"354830",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"354830",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"354830",2016,"não se aplica",0,0,0,0,0,0,0,0,0
"354830",2017,"não se aplica",0,0,0,0,0,0,0,0,0
"354830",2018,"não se aplica",0,0,0,0,0,0,0,0,0
"354830",2019,"não se aplica",0,0,0,0,0,0,0,0,0
"354830",2020,"não se aplica",0,0,0,0,0,0,0,0,0
"354830",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"354840",2013,"outros",0,0,1,0,0,0,0,0,1
"354840",2014,"> 1000 g",0,1,0,0,0,0,0,0,1
"354840",2015,"> 1500 g",0,0,1,0,0,0,0,0,1
"354840",2016,"outros",0,1,1,0,0,0,0,0,2
"354840",2017,"outros",0,0,1,0,0,0,0,0,1
"354840",2019,"outros",0,1,0,0,0,0,0,0,1
"354840",2022,"outros",0,0,1,0,0,0,0,0,1
"354840",2012,"não se aplica",0,0,0,0,0,0,0,0,0
"354840",2018,"não se aplica",0,0,0,0,0,0,0,0,0
"354840",2020,"não se aplica",0,0,0,0,0,0,0,0,0
"354840",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"354850",2012,"> 1000 g",1,2,4,1,0,0,0,0,8
"354850",2012,"> 1500 g",9,5,3,1,0,0,0,0,18
"354850",2012,"outros",3,5,6,3,0,0,0,0,17
"354850",2013,"> 1000 g",1,4,7,0,0,0,0,0,12
"354850",2013,"> 1500 g",6,4,2,2,0,0,1,0,15
"354850",2013,"outros",1,3,5,3,0,0,0,0,12
"354850",2014,"> 1500 g",7,5,4,4,1,0,0,0,21
"354850",2014,"> 1000 g",0,1,6,0,0,0,0,0,7
"354850",2014,"outros",3,4,16,2,0,0,0,0,25
"354850",2015,"> 1000 g",2,1,3,2,0,0,0,0,8
"354850",2015,"> 1500 g",7,4,4,3,0,0,0,0,18
"354850",2015,"outros",1,2,9,3,0,0,0,0,15
"354850",2016,"> 1000 g",1,2,3,0,0,0,0,0,6
"354850",2016,"> 1500 g",2,3,4,3,0,0,0,0,12
"354850",2016,"outros",0,1,8,7,0,0,0,0,16
"354850",2017,"> 1000 g",1,1,1,0,0,0,0,0,3
"354850",2017,"> 1500 g",4,2,4,5,0,0,0,0,15
"354850",2017,"outros",0,3,11,0,0,0,0,0,14
"354850",2018,"> 1000 g",1,0,6,0,0,0,0,0,7
"354850",2018,"> 1500 g",5,1,3,1,0,1,0,0,11
"354850",2018,"outros",1,2,8,0,0,1,0,0,12
"354850",2019,"> 1000 g",0,1,3,0,0,0,0,0,4
"354850",2019,"> 1500 g",5,2,2,3,0,1,0,0,13
"354850",2019,"outros",1,1,10,1,0,1,0,0,14
"354850",2020,"> 1000 g",3,1,1,0,0,0,0,0,5
"354850",2020,"> 1500 g",3,2,1,1,0,0,0,0,7
"354850",2020,"outros",2,0,3,2,0,0,0,0,7
"354850",2021,"> 1000 g",0,0,4,1,0,0,0,0,5
"354850",2021,"> 1500 g",5,2,3,1,0,0,0,0,11
"354850",2021,"outros",2,0,8,0,0,0,0,0,10
"354850",2022,"> 1500 g",2,1,2,1,0,0,0,0,6
"354850",2022,"outros",0,1,6,2,0,0,0,0,9
"354850",2022,"> 1000 g",1,1,0,0,0,0,0,0,2
"354860",2012,"> 1500 g",0,0,0,1,0,0,0,0,1
"354860",2013,"> 1500 g",1,0,0,0,0,0,0,0,1
"354860",2017,"outros",0,0,1,0,0,0,0,0,1
"354860",2018,"outros",0,0,1,0,0,0,0,0,1
"354860",2019,"> 1000 g",1,0,0,0,0,0,0,0,1
"354860",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"354860",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"354860",2016,"não se aplica",0,0,0,0,0,0,0,0,0
"354860",2020,"não se aplica",0,0,0,0,0,0,0,0,0
"354860",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"354860",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"354870",2012,"> 1000 g",2,3,5,2,0,0,0,0,12
"354870",2012,"> 1500 g",10,2,5,3,0,0,0,0,20
"354870",2012,"outros",2,1,24,4,0,0,0,0,31
"354870",2013,"> 1000 g",6,0,7,0,1,0,0,0,14
"354870",2013,"outros",3,3,26,6,1,0,0,0,39
"354870",2013,"> 1500 g",12,3,5,5,0,0,1,0,26
"354870",2014,"outros",2,4,23,4,1,0,0,0,34
"354870",2014,"> 1000 g",1,0,6,2,0,0,0,0,9
"354870",2014,"> 1500 g",17,6,3,1,0,0,1,0,28
"354870",2015,"> 1500 g",12,2,3,1,1,0,1,0,20
"354870",2015,"> 1000 g",2,0,3,2,0,0,0,0,7
"354870",2015,"outros",3,0,26,6,0,0,0,0,35
"354870",2016,"> 1000 g",2,0,4,2,0,0,0,0,8
"354870",2016,"> 1500 g",12,3,2,2,0,0,0,0,19
"354870",2016,"outros",3,1,28,7,0,0,0,0,39
"354870",2017,"> 1000 g",3,1,3,0,0,0,0,0,7
"354870",2017,"> 1500 g",9,5,1,3,0,1,1,0,20
"354870",2017,"outros",1,1,33,4,0,0,0,0,39
"354870",2018,"> 1000 g",2,2,6,0,0,0,0,0,10
"354870",2018,"> 1500 g",14,0,4,0,0,1,0,0,19
"354870",2018,"outros",2,4,29,6,0,0,1,0,42
"354870",2019,"> 1000 g",4,2,4,0,0,0,0,0,10
"354870",2019,"> 1500 g",9,3,4,2,0,0,0,0,18
"354870",2019,"outros",2,3,30,0,0,0,0,0,35
"354870",2020,"> 1500 g",17,2,1,2,1,0,1,0,24
"354870",2020,"> 1000 g",1,1,2,1,0,0,0,0,5
"354870",2020,"outros",2,6,17,4,0,0,0,0,29
"354870",2021,"> 1000 g",2,0,3,2,0,0,0,0,7
"354870",2021,"> 1500 g",7,4,1,4,0,0,1,0,17
"354870",2021,"outros",3,4,21,7,0,0,0,0,35
"354870",2022,"outros",7,0,21,2,1,0,0,0,31
"354870",2022,"> 1000 g",3,0,1,0,0,0,0,0,4
"354870",2022,"> 1500 g",7,1,3,1,0,1,0,0,13
"354880",2012,"> 1500 g",1,0,1,0,0,0,0,0,2
"354880",2012,"outros",0,2,0,0,0,0,0,0,2
"354880",2013,"> 1500 g",0,1,1,0,0,0,0,0,2
"354880",2013,"> 1000 g",1,2,0,0,0,0,0,0,3
"354880",2013,"outros",1,2,0,0,0,0,0,0,3
"354880",2014,"> 1500 g",0,0,1,0,0,0,0,0,1
"354880",2014,"outros",0,4,4,0,0,0,0,0,8
"354880",2015,"> 1500 g",1,0,3,1,0,0,1,0,6
"354880",2015,"outros",0,0,2,1,0,0,0,0,3
"354880",2016,"outros",0,4,2,1,0,0,0,0,7
"354880",2016,"> 1500 g",1,1,0,0,0,0,0,0,2
"354880",2016,"> 1000 g",0,1,0,0,0,0,0,0,1
"354880",2017,"> 1000 g",2,1,0,0,0,0,0,0,3
"354880",2017,"> 1500 g",1,0,0,0,0,0,0,0,1
"354880",2017,"outros",1,2,0,0,0,0,0,0,3
"354880",2018,"outros",1,4,1,0,0,0,0,0,6
"354880",2018,"> 1000 g",1,0,0,0,0,0,0,0,1
"354880",2018,"> 1500 g",2,1,0,0,0,0,0,0,3
"354880",2019,"outros",0,3,1,1,0,0,0,0,5
"354880",2019,"> 1000 g",1,1,0,0,0,0,0,0,2
"354880",2019,"> 1500 g",2,0,0,1,0,0,0,0,3
"354880",2020,"outros",0,0,4,0,0,0,0,0,4
"354880",2020,"> 1000 g",1,0,0,0,0,0,0,0,1
"354880",2020,"> 1500 g",1,0,0,0,0,0,0,0,1
"354880",2021,"outros",0,1,3,0,0,0,0,0,4
"354880",2022,"> 1000 g",0,0,1,1,0,0,0,0,2
"354880",2022,"outros",1,2,5,0,0,0,0,0,8
"354880",2022,"> 1500 g",3,1,0,0,0,0,0,0,4
"354890",2012,"> 1500 g",0,3,3,0,1,0,0,0,7
"354890",2012,"outros",0,1,5,4,0,0,0,0,10
"354890",2012,"> 1000 g",1,0,0,0,0,0,0,0,1
"354890",2013,"outros",1,0,9,0,0,0,0,0,10
"354890",2013,"> 1000 g",2,0,0,1,0,0,0,0,3
"354890",2013,"> 1500 g",7,3,0,0,0,0,0,0,10
"354890",2014,"> 1000 g",2,1,1,0,0,0,0,0,4
"354890",2014,"outros",3,3,12,2,0,0,0,0,20
"354890",2014,"> 1500 g",4,1,0,2,0,0,0,0,7
"354890",2015,"> 1000 g",0,0,2,0,1,0,0,0,3
"354890",2015,"> 1500 g",3,2,2,1,0,0,0,0,8
"354890",2015,"outros",1,2,8,1,0,0,1,0,13
"354890",2016,"> 1000 g",1,1,1,0,0,0,0,0,3
"354890",2016,"> 1500 g",3,1,1,1,0,0,0,0,6
"354890",2016,"outros",0,1,3,0,0,0,0,0,4
"354890",2017,"> 1000 g",0,0,1,0,0,0,0,0,1
"354890",2017,"outros",1,1,3,2,0,0,0,0,7
"354890",2017,"> 1500 g",3,2,0,0,0,1,1,0,7
"354890",2018,"> 1000 g",3,1,4,0,0,0,0,0,8
"354890",2018,"outros",1,3,8,1,0,0,0,0,13
"354890",2018,"> 1500 g",3,3,0,1,0,0,0,0,7
"354890",2019,"outros",0,4,7,0,0,0,0,0,11
"354890",2019,"> 1500 g",3,1,0,1,0,0,0,0,5
"354890",2020,"outros",2,2,6,1,0,0,0,0,11
"354890",2020,"> 1500 g",3,1,0,1,0,0,0,0,5
"354890",2021,"> 1500 g",7,1,2,1,0,0,0,0,11
"354890",2021,"outros",1,2,6,0,0,0,0,0,9
"354890",2021,"> 1000 g",0,3,0,0,0,0,0,0,3
"354890",2022,"> 1500 g",3,1,2,2,0,0,1,0,9
"354890",2022,"outros",3,4,5,0,0,0,0,0,12
"354890",2022,"> 1000 g",1,1,0,0,0,0,0,0,2
"354900",2013,"outros",0,0,1,0,0,0,0,0,1
"354900",2012,"não se aplica",0,0,0,0,0,0,0,0,0
"354900",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"354900",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"354900",2016,"não se aplica",0,0,0,0,0,0,0,0,0
"354900",2017,"não se aplica",0,0,0,0,0,0,0,0,0
"354900",2018,"não se aplica",0,0,0,0,0,0,0,0,0
"354900",2019,"não se aplica",0,0,0,0,0,0,0,0,0
"354900",2020,"não se aplica",0,0,0,0,0,0,0,0,0
"354900",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"354900",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"354910",2012,"> 1500 g",2,0,1,0,0,0,0,0,3
"354910",2012,"outros",1,0,1,0,0,0,0,0,2
"354910",2012,"> 1000 g",0,0,0,1,0,0,0,0,1
"354910",2013,"outros",0,0,1,1,0,0,0,0,2
"354910",2013,"> 1000 g",2,0,0,0,0,0,0,0,2
"354910",2013,"> 1500 g",0,0,0,1,0,0,0,0,1
"354910",2014,"outros",2,1,1,0,1,0,0,0,5
"354910",2014,"> 1500 g",3,0,0,1,0,0,0,0,4
"354910",2015,"outros",1,3,0,2,1,0,0,0,7
"354910",2015,"> 1000 g",0,0,1,0,0,0,0,0,1
"354910",2015,"> 1500 g",1,0,0,2,0,0,0,0,3
"354910",2016,"outros",1,1,2,0,1,0,0,0,5
"354910",2016,"> 1000 g",0,0,1,0,0,0,0,0,1
"354910",2016,"> 1500 g",2,0,0,0,0,0,0,0,2
"354910",2017,"outros",2,2,4,1,1,0,0,0,10
"354910",2017,"> 1500 g",2,0,0,1,0,0,0,0,3
"354910",2018,"outros",1,0,1,0,1,0,0,0,3
"354910",2018,"> 1500 g",0,1,1,0,0,0,0,0,2
"354910",2019,"> 1000 g",2,1,2,0,0,0,0,0,5
"354910",2019,"outros",0,3,0,0,0,0,0,0,3
"354910",2020,"> 1000 g",1,0,1,0,0,0,0,0,2
"354910",2020,"> 1500 g",0,3,1,0,0,0,1,0,5
"354910",2020,"outros",0,0,2,0,0,0,0,0,2
"354910",2021,"outros",0,0,4,1,1,0,0,0,6
"354910",2021,"> 1500 g",1,1,1,1,0,0,0,0,4
"354910",2021,"> 1000 g",0,1,0,0,0,0,0,0,1
"354910",2022,"outros",0,0,2,0,0,0,0,0,2
"354910",2022,"> 1500 g",1,0,0,1,0,0,0,0,2
"354920",2014,"outros",0,0,1,0,0,0,0,0,1
"354920",2012,"não se aplica",0,0,0,0,0,0,0,0,0
"354920",2013,"não se aplica",0,0,0,0,0,0,0,0,0
"354920",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"354920",2016,"não se aplica",0,0,0,0,0,0,0,0,0
"354920",2017,"não se aplica",0,0,0,0,0,0,0,0,0
"354920",2018,"não se aplica",0,0,0,0,0,0,0,0,0
"354920",2019,"não se aplica",0,0,0,0,0,0,0,0,0
"354920",2020,"não se aplica",0,0,0,0,0,0,0,0,0
"354920",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"354920",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"354925",2012,"> 1500 g",0,0,0,1,0,1,0,0,2
"354925",2013,"não se aplica",0,0,0,0,0,0,0,0,0
"354925",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"354925",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"354925",2016,"não se aplica",0,0,0,0,0,0,0,0,0
"354925",2017,"não se aplica",0,0,0,0,0,0,0,0,0
"354925",2018,"não se aplica",0,0,0,0,0,0,0,0,0
"354925",2019,"não se aplica",0,0,0,0,0,0,0,0,0
"354925",2020,"não se aplica",0,0,0,0,0,0,0,0,0
"354925",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"354925",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"354930",2014,"> 1000 g",0,0,1,0,0,0,0,0,1
"354930",2017,"outros",0,0,1,0,0,0,0,0,1
"354930",2019,"> 1500 g",0,1,0,0,0,0,0,0,1
"354930",2020,"> 1500 g",0,0,1,0,0,0,0,0,1
"354930",2012,"não se aplica",0,0,0,0,0,0,0,0,0
"354930",2013,"não se aplica",0,0,0,0,0,0,0,0,0
"354930",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"354930",2016,"não se aplica",0,0,0,0,0,0,0,0,0
"354930",2018,"não se aplica",0,0,0,0,0,0,0,0,0
"354930",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"354930",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"354940",2012,"outros",0,1,3,0,0,0,0,0,4
"354940",2013,"> 1000 g",1,0,0,0,0,0,0,0,1
"354940",2013,"> 1500 g",2,0,0,0,0,0,0,0,2
"354940",2013,"outros",1,0,0,1,0,0,0,0,2
"354940",2014,"outros",1,1,1,0,0,0,0,0,3
"354940",2014,"> 1500 g",0,1,0,0,0,0,0,0,1
"354940",2015,"outros",1,1,0,0,0,0,0,0,2
"354940",2015,"> 1000 g",0,1,0,0,0,0,0,0,1
"354940",2016,"outros",0,1,1,1,0,0,0,0,3
"354940",2016,"> 1500 g",1,0,0,0,0,0,0,0,1
"354940",2017,"> 1500 g",1,0,1,0,0,0,0,0,2
"354940",2017,"> 1000 g",1,0,0,0,0,0,0,0,1
"354940",2017,"outros",0,1,0,0,0,0,0,0,1
"354940",2018,"> 1000 g",1,0,1,0,0,0,0,0,2
"354940",2018,"> 1500 g",4,0,0,0,0,0,0,0,4
"354940",2018,"outros",0,0,0,1,0,0,0,0,1
"354940",2019,"> 1000 g",1,0,0,0,0,0,0,0,1
"354940",2019,"outros",1,1,0,0,0,0,0,0,2
"354940",2020,"outros",0,0,0,1,0,0,0,0,1
"354940",2020,"> 1500 g",0,1,0,0,0,0,0,0,1
"354940",2021,"outros",0,1,0,0,0,0,0,0,1
"354940",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"354940",2022,"outros",0,1,1,0,0,1,0,0,3
"354940",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"354950",2012,"> 1000 g",0,1,0,0,0,0,0,0,1
"354950",2013,"> 1500 g",0,0,0,0,0,0,1,0,1
"354950",2014,"outros",1,0,1,0,0,0,0,0,2
"354950",2016,"outros",0,1,0,0,0,0,0,0,1
"354950",2017,"outros",0,0,1,0,0,0,0,0,1
"354950",2017,"> 1500 g",0,1,0,0,0,0,0,0,1
"354950",2018,"outros",0,0,3,0,0,0,0,0,3
"354950",2018,"> 1500 g",1,0,0,0,0,0,0,0,1
"354950",2019,"outros",0,0,1,0,0,0,0,0,1
"354950",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"354950",2020,"não se aplica",0,0,0,0,0,0,0,0,0
"354950",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"354950",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"354960",2014,"outros",0,0,1,0,0,0,0,0,1
"354960",2015,"outros",1,0,0,0,0,0,0,0,1
"354960",2018,"outros",0,1,0,0,0,0,0,0,1
"354960",2019,"> 1500 g",0,0,0,0,1,0,0,0,1
"354960",2019,"> 1000 g",0,0,1,0,0,0,0,0,1
"354960",2020,"> 1500 g",0,0,0,1,0,0,0,0,1
"354960",2020,"> 1000 g",0,1,0,0,0,0,0,0,1
"354960",2012,"não se aplica",0,0,0,0,0,0,0,0,0
"354960",2013,"não se aplica",0,0,0,0,0,0,0,0,0
"354960",2016,"não se aplica",0,0,0,0,0,0,0,0,0
"354960",2017,"não se aplica",0,0,0,0,0,0,0,0,0
"354960",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"354960",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"354970",2012,"> 1000 g",0,0,1,0,0,0,0,0,1
"354970",2012,"> 1500 g",0,1,1,0,0,0,0,0,2
"354970",2012,"outros",0,1,2,0,0,0,0,0,3
"354970",2013,"outros",0,0,4,0,0,0,0,0,4
"354970",2013,"> 1000 g",1,0,0,0,0,0,0,0,1
"354970",2013,"> 1500 g",1,1,0,1,0,0,1,0,4
"354970",2014,"> 1000 g",0,0,1,1,0,0,0,0,2
"354970",2014,"> 1500 g",1,1,2,0,0,0,0,0,4
"354970",2014,"outros",0,2,1,0,0,0,0,0,3
"354970",2015,"> 1000 g",0,0,1,1,0,0,0,0,2
"354970",2015,"outros",1,0,0,0,0,0,0,0,1
"354970",2015,"> 1500 g",0,1,0,1,0,0,0,0,2
"354970",2016,"outros",1,0,2,0,0,0,0,0,3
"354970",2016,"> 1500 g",3,1,0,1,0,0,0,0,5
"354970",2017,"> 1500 g",2,1,0,0,0,0,0,0,3
"354970",2017,"outros",0,1,0,0,0,0,0,0,1
"354970",2018,"> 1500 g",0,1,0,0,1,0,0,0,2
"354970",2018,"outros",0,2,1,0,0,0,0,0,3
"354970",2019,"> 1500 g",0,0,0,1,0,0,0,0,1
"354970",2019,"outros",0,1,0,1,0,0,0,0,2
"354970",2020,"outros",3,0,3,0,0,0,0,0,6
"354970",2020,"> 1500 g",2,0,0,0,0,0,0,0,2
"354970",2021,"outros",0,3,3,0,0,0,0,0,6
"354970",2021,"> 1500 g",4,0,0,0,0,0,0,0,4
"354970",2022,"outros",2,2,1,1,0,0,0,0,6
"354970",2022,"> 1500 g",0,1,0,1,0,0,0,0,2
"354980",2012,"> 1000 g",2,0,2,1,0,0,0,0,5
"354980",2012,"> 1500 g",4,2,1,0,0,1,0,0,8
"354980",2012,"outros",0,1,15,1,0,0,0,0,17
"354980",2013,"> 1000 g",1,1,1,0,0,0,0,0,3
"354980",2013,"> 1500 g",7,2,3,2,0,0,1,0,15
"354980",2013,"outros",2,4,7,2,0,0,0,0,15
"354980",2014,"> 1000 g",3,0,3,0,0,0,0,0,6
"354980",2014,"> 1500 g",8,4,4,2,0,0,0,0,18
"354980",2014,"outros",1,5,2,1,0,0,0,0,9
"354980",2015,"> 1000 g",2,0,2,0,0,0,0,0,4
"354980",2015,"> 1500 g",6,2,1,2,0,0,0,0,11
"354980",2015,"outros",0,9,8,0,0,0,0,0,17
"354980",2016,"> 1000 g",2,1,1,0,0,0,0,0,4
"354980",2016,"> 1500 g",6,1,1,0,0,0,0,0,8
"354980",2016,"outros",2,3,6,1,0,0,0,0,12
"354980",2017,"outros",1,5,10,1,0,0,0,0,17
"354980",2017,"> 1000 g",3,0,0,0,0,0,0,0,3
"354980",2017,"> 1500 g",7,1,0,2,0,1,0,0,11
"354980",2018,"> 1000 g",3,1,4,0,0,0,0,0,8
"354980",2018,"> 1500 g",7,0,1,0,0,1,1,0,10
"354980",2018,"outros",2,1,13,1,0,0,0,0,17
"354980",2019,"> 1000 g",2,1,1,0,0,0,0,0,4
"354980",2019,"> 1500 g",9,2,1,0,0,2,0,0,14
"354980",2019,"outros",1,2,12,2,0,0,0,0,17
"354980",2020,"outros",5,1,12,0,0,0,0,0,18
"354980",2020,"> 1000 g",4,0,0,0,0,0,0,0,4
"354980",2020,"> 1500 g",11,0,0,0,0,0,0,0,11
"354980",2021,"outros",1,0,5,1,0,0,0,0,7
"354980",2021,"> 1000 g",2,0,0,0,0,0,0,0,2
"354980",2021,"> 1500 g",10,0,0,1,0,0,0,0,11
"354980",2022,"> 1500 g",6,3,2,3,0,0,0,0,14
"354980",2022,"outros",2,1,12,2,0,0,0,0,17
"354980",2022,"> 1000 g",1,2,0,0,0,0,0,0,3
