"codmunres","ano","obitos_fetais_mais_28sem","peso_menos_1500_mais_28sem","peso_1500_1999_mais_28sem","peso_2000_2499_mais_28sem","peso_mais_2500_mais_28sem"
316760,2017,2,0,1,1,0
316760,2018,1,0,0,1,0
316760,2019,3,1,0,0,1
316770,2014,1,0,1,0,0
316770,2016,2,1,1,0,0
316770,2020,1,0,0,0,1
316780,2014,1,1,0,0,0
316780,2016,1,0,0,1,0
316780,2018,1,0,0,1,0
316790,2016,1,1,0,0,0
316790,2018,1,1,0,0,0
316790,2019,1,1,0,0,0
316790,2020,1,1,0,0,0
316800,2012,4,1,1,1,1
316800,2013,2,0,0,0,2
316800,2014,5,1,2,1,1
316800,2015,3,2,0,1,0
316800,2016,2,0,0,1,1
316800,2017,3,2,0,0,1
316800,2018,5,0,2,1,2
316800,2019,2,0,1,0,1
316800,2020,3,1,0,0,2
316805,2013,1,1,0,0,0
316805,2014,1,0,0,0,1
316805,2016,1,0,0,0,1
316805,2020,1,0,0,1,0
316810,2020,2,1,0,0,1
316820,2012,1,0,0,0,1
316820,2015,1,0,0,1,0
316820,2017,2,0,0,1,1
316830,2013,1,0,1,0,0
316830,2015,3,0,1,0,2
316840,2014,2,0,1,1,0
316840,2015,3,2,0,0,1
316840,2017,1,0,0,1,0
316840,2019,1,0,0,0,1
316850,2012,1,0,0,0,1
316850,2013,1,0,0,0,1
316850,2018,2,0,1,0,0
316850,2019,1,0,0,0,1
316860,2012,12,1,4,3,3
316860,2013,17,6,6,1,4
316860,2014,17,4,4,3,5
316860,2015,24,5,6,3,7
316860,2016,23,6,6,4,6
316860,2017,18,5,2,4,6
316860,2018,25,11,4,2,8
316860,2019,12,6,0,3,3
316860,2020,11,4,0,2,4
316870,2012,9,1,1,1,2
316870,2013,5,1,1,1,2
316870,2014,5,1,0,1,1
316870,2015,9,1,4,0,4
316870,2016,10,4,3,1,2
316870,2017,5,1,0,0,4
316870,2018,15,3,6,2,4
316870,2019,6,2,0,0,4
316870,2020,8,2,2,0,3
316880,2012,2,0,1,1,0
316880,2013,1,0,1,0,0
316880,2014,2,1,0,0,1
316880,2017,2,0,0,0,2
316880,2020,1,0,0,0,1
316890,2019,1,1,0,0,0
316900,2012,3,2,0,0,1
316900,2014,2,0,0,0,2
316900,2015,2,0,0,1,0
316900,2016,3,1,0,0,1
316900,2018,4,1,0,0,2
316900,2019,2,1,0,1,0
316900,2020,2,1,0,0,1
316905,2017,1,0,0,1,0
316910,2012,1,0,0,0,1
316910,2015,1,0,1,0,0
316910,2018,1,0,0,0,1
316910,2019,1,0,0,0,1
316920,2012,1,0,0,1,0
316920,2013,1,0,0,0,1
316920,2016,1,0,0,0,1
316920,2018,1,1,0,0,0
316930,2012,7,1,1,2,3
316930,2013,3,1,1,0,1
316930,2014,6,5,1,0,0
316930,2015,9,5,1,0,2
316930,2016,7,2,1,1,3
316930,2017,13,5,0,5,3
316930,2018,13,4,2,4,3
316930,2019,12,0,5,4,3
316930,2020,4,3,1,0,0
316935,2012,2,1,0,1,0
316935,2013,2,1,0,0,1
316935,2014,5,3,1,0,1
316935,2015,3,0,0,0,3
316935,2016,3,0,2,0,0
316935,2017,2,1,0,1,0
316935,2018,1,0,1,0,0
316935,2019,3,2,0,0,1
316935,2020,2,0,1,0,1
316940,2012,7,2,1,1,2
316940,2013,7,2,0,2,2
316940,2014,9,4,0,3,2
316940,2015,8,0,3,1,4
316940,2016,6,1,1,0,4
316940,2017,6,1,1,2,2
316940,2018,7,1,1,2,3
316940,2019,4,2,0,0,2
316940,2020,9,1,3,2,2
316950,2012,2,0,0,1,1
316950,2014,2,1,0,0,0
316950,2015,1,0,0,0,0
316950,2016,1,0,1,0,0
316950,2017,1,0,0,1,0
316950,2020,1,1,0,0,0
316960,2012,2,0,0,1,1
316960,2013,2,1,1,0,0
316960,2014,2,0,0,2,0
316960,2015,4,1,0,0,3
316960,2016,2,0,0,1,1
316960,2017,1,0,0,0,1
316960,2018,1,0,1,0,0
316960,2020,2,1,1,0,0
316970,2012,2,2,0,0,0
316970,2013,1,0,0,0,1
316970,2014,1,0,0,1,0
316970,2015,2,1,0,0,1
316970,2016,1,0,0,0,1
316970,2017,2,0,0,1,1
316970,2018,1,1,0,0,0
316970,2019,2,1,0,0,1
316980,2014,2,1,0,0,0
316980,2018,1,0,0,0,1
316980,2019,1,0,1,0,0
316990,2012,9,2,2,1,2
316990,2013,11,4,3,0,3
316990,2014,5,2,0,0,0
316990,2015,10,3,0,5,2
316990,2016,7,2,0,0,5
316990,2017,5,2,1,0,0
316990,2018,3,1,0,0,0
316990,2019,10,4,1,0,4
316990,2020,10,5,1,1,3
317000,2012,4,0,2,1,1
317000,2013,1,0,0,0,1
317000,2015,1,0,0,0,1
317000,2017,2,1,0,1,0
317000,2019,2,1,0,0,1
317000,2020,1,0,0,0,1
317005,2012,2,1,0,0,1
317005,2014,1,0,0,1,0
317005,2016,1,0,0,1,0
317005,2018,2,1,1,0,0
317005,2019,1,0,0,0,1
317005,2020,2,1,0,0,1
317010,2012,16,3,3,3,7
317010,2013,22,7,4,3,3
317010,2014,14,4,4,4,2
317010,2015,23,3,9,6,3
317010,2016,17,6,5,3,3
317010,2017,22,6,1,5,9
317010,2018,19,5,6,2,6
317010,2019,24,8,8,1,7
317010,2020,21,5,3,4,9
317020,2012,30,8,9,3,9
317020,2013,45,20,8,4,13
317020,2014,32,10,7,9,6
317020,2015,51,13,5,10,19
317020,2016,37,6,10,4,15
317020,2017,43,15,8,11,8
317020,2018,30,9,4,6,11
317020,2019,43,18,9,3,13
317020,2020,40,20,9,2,9
317030,2012,1,0,0,0,1
317030,2013,1,1,0,0,0
317030,2018,1,0,1,0,0
317030,2019,1,0,0,0,0
317040,2012,8,3,1,1,3
317040,2013,5,0,1,1,3
317040,2014,6,4,1,1,0
317040,2015,4,2,0,0,2
317040,2016,4,2,1,0,1
317040,2017,10,1,3,1,5
317040,2018,5,1,1,2,1
317040,2019,9,2,1,0,5
317043,2012,4,1,1,0,2
317043,2017,1,1,0,0,0
317043,2019,1,0,1,0,0
317047,2018,2,2,0,0,0
317050,2012,1,0,0,0,1
317050,2013,2,1,0,0,1
317050,2014,3,1,0,0,2
317050,2015,2,1,1,0,0
317050,2016,1,0,0,0,1
317050,2017,1,1,0,0,0
317050,2018,3,1,1,0,1
317050,2019,1,0,0,0,1
317052,2012,1,0,0,0,1
317052,2013,2,1,1,0,0
317052,2014,1,0,0,0,1
317052,2015,1,0,0,0,1
317052,2017,1,1,0,0,0
317052,2020,1,0,0,0,1
317057,2014,1,0,0,0,1
317057,2016,1,0,1,0,0
317057,2019,1,0,1,0,0
317060,2012,1,0,0,0,1
317065,2012,2,0,2,0,0
317065,2013,1,1,0,0,0
317065,2014,1,0,1,0,0
317065,2016,1,0,1,0,0
317065,2017,1,0,0,0,1
317065,2018,1,0,0,0,1
317065,2019,1,1,0,0,0
317070,2012,6,2,2,0,2
317070,2013,4,1,0,1,0
317070,2014,12,3,5,3,0
317070,2015,10,2,3,1,3
317070,2016,14,5,2,1,5
317070,2017,7,3,2,0,2
317070,2018,7,2,2,1,2
317070,2019,8,2,3,0,2
317070,2020,8,1,3,0,4
317075,2012,1,0,0,0,0
317075,2014,1,0,0,1,0
317075,2017,2,1,0,0,1
317075,2019,1,1,0,0,0
317075,2020,1,1,0,0,0
317080,2012,3,1,0,1,1
317080,2013,6,2,0,0,4
317080,2014,4,3,1,0,0
317080,2015,3,1,2,0,0
317080,2016,3,1,0,1,1
317080,2017,3,1,0,1,1
317080,2018,3,0,1,1,1
317080,2019,3,1,1,1,0
317080,2020,3,1,0,0,1
317090,2012,5,1,1,0,3
317090,2013,4,1,0,1,1
317090,2014,1,0,0,0,1
317090,2015,1,0,0,1,0
317090,2016,1,0,0,0,1
317090,2017,4,1,2,0,1
317090,2018,3,1,0,0,2
317090,2019,2,2,0,0,0
317090,2020,1,0,0,0,1
317100,2012,1,0,1,0,0
317100,2014,1,1,0,0,0
317100,2015,1,0,0,0,0
317100,2016,1,0,0,0,1
317100,2017,2,1,0,0,1
317100,2018,2,0,0,1,1
317100,2019,2,1,1,0,0
317100,2020,1,0,0,1,0
317103,2013,1,0,1,0,0
317103,2014,2,2,0,0,0
317103,2015,1,0,0,1,0
317103,2016,2,0,1,0,1
317103,2017,3,0,1,1,1
317103,2018,2,0,1,1,0
317103,2019,3,2,0,0,1
317103,2020,2,1,1,0,0
317107,2018,1,0,0,0,1
317107,2019,1,1,0,0,0
317110,2018,1,0,0,1,0
317115,2013,1,1,0,0,0
317115,2014,2,0,0,0,2
317115,2015,2,0,0,0,2
317115,2019,1,0,0,0,1
317120,2012,7,2,1,0,4
317120,2013,11,3,3,2,2
317120,2014,11,4,3,0,4
317120,2015,10,3,1,1,5
317120,2016,17,7,3,1,5
317120,2017,17,4,4,2,7
317120,2018,11,4,2,3,2
317120,2019,14,5,0,1,7
317120,2020,12,2,3,4,2
317130,2012,9,2,1,2,2
317130,2013,4,2,1,0,1
317130,2014,14,7,4,2,1
317130,2015,4,0,0,0,4
317130,2016,3,0,1,1,1
317130,2017,7,4,0,0,1
317130,2018,5,2,0,0,1
317130,2019,6,1,1,0,3
317130,2020,5,1,0,2,2
317140,2013,1,1,0,0,0
317140,2016,1,1,0,0,0
317150,2013,1,0,0,0,0
317150,2014,4,1,0,0,3
317150,2017,1,1,0,0,0
317160,2012,2,1,0,0,1
317160,2013,1,0,0,0,1
317160,2014,1,0,0,0,1
317160,2015,1,0,0,1,0
317160,2016,1,1,0,0,0
317160,2017,1,0,0,0,1
317160,2018,2,1,1,0,0
317160,2019,1,0,0,1,0
317160,2020,2,1,0,1,0
317170,2012,1,0,0,1,0
317170,2015,2,1,0,0,1
317170,2018,2,0,1,0,1
317180,2012,2,2,0,0,0
317180,2013,2,1,0,0,1
317180,2015,2,0,0,0,1
317180,2016,2,0,0,0,1
317180,2017,2,0,1,0,1
317180,2019,4,0,0,1,3
317190,2015,1,1,0,0,0
317200,2012,8,4,1,0,1
317200,2013,2,1,0,0,1
317200,2014,6,2,2,0,0
317200,2015,4,0,1,1,2
317200,2016,7,3,4,0,0
317200,2017,6,3,1,0,2
317200,2018,4,0,1,0,2
317200,2019,2,0,1,1,0
317200,2020,5,0,1,1,3
317210,2012,1,1,0,0,0
317210,2014,1,0,1,0,0
317210,2016,2,0,0,0,2
320010,2012,4,1,1,1,0
320010,2013,4,0,0,1,1
320010,2014,3,0,0,1,1
320010,2015,5,1,1,2,1
320010,2016,3,1,0,0,1
320010,2017,4,1,0,1,1
320010,2018,1,0,0,0,1
320010,2019,3,2,0,0,1
320010,2020,3,0,1,1,1
320013,2013,1,0,0,1,0
320013,2014,1,0,0,0,0
320013,2015,1,1,0,0,0
320013,2016,1,1,0,0,0
320013,2017,2,1,0,0,1
320016,2014,2,1,0,1,0
320016,2015,1,0,0,0,1
320016,2016,1,0,0,0,0
320016,2017,2,0,2,0,0
320020,2012,6,0,1,1,3
320020,2013,5,1,3,0,1
320020,2014,1,0,0,0,0
320020,2015,5,2,0,0,3
320020,2016,2,1,0,1,0
320020,2017,1,1,0,0,0
320020,2018,3,0,0,1,1
320020,2019,5,0,0,0,2
320020,2020,3,1,1,1,0
320030,2012,2,1,0,1,0
320030,2013,1,0,0,0,1
320030,2014,1,0,1,0,0
320030,2015,1,1,0,0,0
320030,2016,1,0,0,1,0
320030,2020,3,1,2,0,0
320035,2012,3,0,1,0,1
320035,2014,1,0,1,0,0
320035,2015,2,2,0,0,0
320035,2016,1,1,0,0,0
320035,2017,1,0,1,0,0
320035,2018,1,0,0,0,1
320035,2020,1,0,0,0,1
320040,2012,4,1,2,0,1
320040,2013,6,0,2,1,2
320040,2014,3,1,1,0,1
320040,2015,1,0,0,0,1
320040,2016,1,0,0,0,1
320040,2017,4,0,0,0,4
320040,2018,3,0,1,0,2
320040,2019,2,0,1,0,1
320050,2018,1,0,0,1,0
320050,2019,1,0,0,1,0
320050,2020,1,1,0,0,0
320060,2012,8,1,1,0,3
320060,2013,11,0,2,3,4
320060,2014,8,2,0,1,2
320060,2015,15,5,1,2,4
320060,2016,6,1,0,0,0
320060,2017,4,0,1,0,2
320060,2018,5,2,0,1,1
320060,2019,6,0,0,2,0
320060,2020,12,4,1,0,5
320070,2013,2,0,0,0,0
320070,2014,1,0,0,1,0
320070,2015,1,0,0,0,1
320070,2017,1,0,0,0,1
320070,2018,1,0,1,0,0
320070,2020,1,0,0,0,1
320080,2012,1,1,0,0,0
320080,2013,2,1,0,0,1
320080,2014,2,1,0,0,1
320080,2015,1,0,0,0,1
320080,2016,2,0,1,0,0
320080,2018,3,1,1,0,1
320080,2019,2,0,0,0,1
320080,2020,3,0,0,1,2
320090,2012,4,0,1,1,2
320090,2013,6,2,2,2,0
320090,2014,16,8,2,2,2
320090,2015,4,1,0,0,2
320090,2016,3,0,0,0,3
320090,2017,1,0,0,0,0
320090,2018,2,0,0,1,1
320090,2019,4,2,0,0,1
320090,2020,3,1,0,1,1
320100,2012,2,0,1,0,0
320100,2013,1,0,0,0,1
320100,2014,2,1,0,0,0
320100,2015,2,0,0,0,0
320100,2016,1,0,0,0,1
320100,2017,2,0,1,0,1
320100,2019,1,0,0,0,0
320100,2020,3,1,1,1,0
320110,2012,3,1,1,0,1
320110,2013,2,1,0,0,1
320110,2014,1,1,0,0,0
320110,2015,1,1,0,0,0
320110,2016,1,1,0,0,0
320110,2017,1,1,0,0,0
320110,2018,1,0,0,0,1
320115,2012,2,0,0,0,1
320115,2013,1,0,0,0,1
320115,2014,1,0,1,0,0
320115,2015,1,0,0,0,0
320115,2016,1,0,1,0,0
320115,2017,1,0,0,0,0
320115,2019,3,2,0,1,0
320115,2020,3,1,1,0,1
320120,2012,17,4,2,3,4
320120,2013,19,5,3,1,6
320120,2014,26,9,3,6,6
320120,2015,19,5,4,3,7
320120,2016,18,3,2,8,4
320120,2017,15,4,1,5,5
320120,2018,15,5,0,1,3
320120,2019,13,4,3,1,5
320120,2020,7,2,1,1,2
320130,2012,46,11,9,7,9
320130,2013,53,17,7,6,16
320130,2014,52,15,6,5,12
320130,2015,62,25,10,8,16
320130,2016,38,7,5,4,7
320130,2017,39,15,5,3,10
320130,2018,48,11,9,3,18
320130,2019,35,8,7,5,9
320130,2020,40,8,7,9,14
320140,2013,2,0,0,0,0
320140,2014,1,0,0,0,1
320140,2016,1,1,0,0,0
320140,2017,4,2,1,1,0
320140,2018,3,0,1,0,2
320140,2019,1,1,0,0,0
320140,2020,2,0,1,0,0
320150,2012,9,3,1,2,2
320150,2013,7,3,0,3,1
320150,2014,11,5,0,2,3
320150,2015,12,5,3,2,2
320150,2016,19,4,0,4,8
320150,2017,7,2,1,1,2
320150,2018,3,0,1,2,0
320150,2019,5,3,1,1,0
320150,2020,5,2,2,0,1
320160,2012,2,2,0,0,0
320160,2013,3,1,1,1,0
320160,2014,1,0,0,1,0
320160,2015,4,1,0,0,0
320160,2016,3,1,0,0,1
320160,2017,5,3,0,0,1
320160,2018,1,0,0,1,0
320160,2019,3,0,2,0,1
320160,2020,4,2,1,0,0
320170,2012,2,0,0,1,1
320170,2013,2,1,0,0,0
320170,2014,2,0,1,0,1
320170,2015,1,1,0,0,0
320170,2016,1,0,0,0,0
320170,2017,1,0,0,0,1
320170,2019,1,0,0,0,1
320170,2020,2,0,0,0,2
320180,2014,1,0,0,0,0
320180,2015,1,0,0,0,0
320180,2016,1,0,0,0,1
320190,2012,3,2,1,0,0
320190,2013,4,1,0,1,1
320190,2014,3,0,0,1,1
320190,2015,1,1,0,0,0
320190,2016,3,1,1,0,0
320190,2017,2,1,1,0,0
320190,2018,4,3,0,0,0
320190,2019,3,0,1,0,1
320190,2020,1,0,0,0,0
320200,2012,1,0,0,0,0
320200,2016,1,1,0,0,0
320200,2018,1,0,0,0,1
320210,2012,2,1,1,0,0
320210,2013,1,0,0,1,0
320210,2014,2,0,0,1,1
320210,2015,2,0,0,0,1
320210,2016,4,1,1,1,0
320210,2017,2,0,0,0,1
320210,2020,1,0,1,0,0
320220,2012,1,1,0,0,0
320220,2013,1,0,0,1,0
320220,2014,2,0,0,2,0
320220,2015,1,0,1,0,0
320220,2016,5,0,0,1,3
320220,2017,2,0,0,0,2
320220,2018,2,0,1,0,1
320220,2019,1,0,1,0,0
320220,2020,2,0,1,0,0
320225,2013,1,0,0,0,1
320225,2017,1,1,0,0,0
320225,2019,1,0,0,0,1
320230,2012,3,0,1,0,2
320230,2013,5,4,1,0,0
320230,2014,4,2,0,0,0
320230,2015,1,0,0,0,0
320230,2016,5,1,0,1,2
320230,2017,3,1,0,0,2
320230,2018,3,1,1,0,1
320230,2019,4,1,1,0,2
320230,2020,5,2,0,2,1
320240,2012,20,4,2,2,10
320240,2013,14,4,3,2,5
320240,2014,15,2,1,1,10
320240,2015,17,5,1,4,4
320240,2016,16,3,5,1,3
320240,2017,9,3,1,0,3
320240,2018,11,1,2,2,4
320240,2019,9,0,1,2,3
320240,2020,13,2,2,0,8
320245,2012,2,1,1,0,0
320245,2013,2,0,1,1,0
320245,2014,1,1,0,0,0
320245,2015,2,0,0,1,1
320245,2017,3,0,1,0,1
320245,2018,1,0,0,0,1
320245,2019,1,0,0,0,1
320245,2020,3,1,0,1,1
320250,2012,2,0,0,0,1
320250,2013,3,2,0,0,0
320250,2016,3,0,0,0,2
320250,2018,1,0,0,0,1
320250,2020,2,1,1,0,0
320255,2012,1,0,0,0,0
320255,2013,2,0,1,0,0
320255,2015,1,0,1,0,0
320255,2016,1,0,0,0,1
320255,2017,2,1,1,0,0
320255,2019,3,2,0,0,1
320255,2020,1,1,0,0,0
320260,2012,3,0,0,0,1
320260,2015,3,1,0,1,0
320260,2016,1,0,1,0,0
320260,2017,1,1,0,0,0
320260,2018,1,0,0,0,0
320265,2012,2,1,1,0,0
320265,2013,3,0,0,0,2
320265,2014,1,0,1,0,0
320265,2015,1,0,0,0,0
320265,2016,2,2,0,0,0
320265,2017,1,0,0,1,0
320265,2018,3,1,1,0,1
320265,2020,4,1,0,1,2
320270,2012,1,1,0,0,0
320270,2013,3,1,0,1,1
320270,2014,1,0,1,0,0
320270,2016,1,0,0,0,0
320270,2017,1,0,0,1,0
320270,2018,2,0,1,0,0
320270,2019,3,0,0,2,1
320280,2012,4,2,0,0,1
320280,2013,4,1,1,0,2
320280,2014,7,5,0,0,2
320280,2015,9,1,1,1,6
320280,2016,5,0,0,1,4
320280,2017,4,1,1,0,0
320280,2018,4,1,1,1,1
320280,2019,5,0,0,0,4
320280,2020,4,0,2,1,1
320290,2012,1,0,0,0,1
320290,2014,1,0,1,0,0
320290,2015,1,0,0,0,1
320290,2016,3,2,1,0,0
320290,2018,2,0,0,0,0
320290,2019,2,0,1,0,1
320290,2020,1,1,0,0,0
320300,2012,1,0,0,1,0
320300,2013,1,1,0,0,0
320300,2014,1,0,1,0,0
320300,2015,4,2,1,0,1
320300,2016,5,0,0,2,2
320300,2017,4,2,0,2,0
320300,2018,2,1,0,0,1
320300,2019,1,0,0,0,1
320300,2020,4,1,2,0,1
320305,2012,2,0,0,0,1
320305,2013,2,1,0,0,1
320305,2014,3,2,0,0,0
320305,2015,3,0,0,1,2
320305,2016,3,1,0,1,0
320305,2017,1,1,0,0,0
320305,2018,5,1,0,2,1
320305,2019,2,1,1,0,0
320305,2020,5,2,1,0,2
320310,2015,1,0,0,0,1
320310,2016,2,1,1,0,0
320310,2017,3,1,0,1,1
320313,2015,1,0,0,0,1
320313,2017,3,1,2,0,0
320313,2020,1,0,1,0,0
320316,2012,2,0,0,2,0
320316,2013,1,0,0,0,1
320316,2014,1,1,0,0,0
320316,2015,1,0,0,0,1
320316,2016,1,0,0,0,0
320316,2017,2,1,0,0,1
320320,2012,17,7,1,2,4
320320,2013,18,5,2,1,8
320320,2014,13,5,2,0,3
320320,2015,15,3,1,6,3
320320,2016,16,5,2,2,4
320320,2017,15,5,3,3,4
320320,2018,7,0,1,3,0
320320,2019,12,1,1,3,4
320320,2020,14,4,3,1,5
320330,2012,1,0,1,0,0
320330,2013,3,1,0,0,1
320330,2014,1,0,1,0,0
320330,2015,1,1,0,0,0
320330,2017,3,1,2,0,0
320330,2018,1,1,0,0,0
320330,2019,3,0,0,1,1
320330,2020,1,1,0,0,0
320332,2012,1,0,0,1,0
320332,2013,5,1,0,1,1
320332,2014,2,0,0,0,2
320332,2015,2,1,0,0,1
320332,2016,3,2,1,0,0
320332,2017,3,0,2,0,1
320332,2018,1,0,0,0,0
320332,2019,1,0,0,0,0
320332,2020,2,0,1,0,1
320334,2013,3,0,0,2,1
320334,2014,2,1,0,0,1
320334,2015,2,1,0,1,0
320334,2017,1,0,1,0,0
320334,2018,1,1,0,0,0
320334,2019,2,0,1,0,0
320334,2020,4,1,0,1,2
320335,2013,1,0,0,1,0
320335,2014,1,0,0,1,0
320335,2018,2,0,0,0,1
320335,2019,2,1,0,1,0
320340,2012,3,2,0,0,0
320340,2013,2,0,1,1,0
320340,2015,4,0,0,1,2
320340,2016,1,0,0,0,1
320340,2017,1,0,0,0,1
320340,2018,3,1,0,1,1
320340,2019,3,0,2,0,1
320340,2020,3,1,0,0,2
320350,2012,2,0,1,1,0
320350,2013,4,1,0,0,2
320350,2014,5,1,1,2,1
320350,2016,4,1,0,0,1
320350,2017,3,0,1,1,1
320350,2018,2,0,0,0,2
320350,2019,2,0,1,0,0
320350,2020,2,1,0,1,0
320360,2012,2,0,0,0,2
320360,2013,1,0,0,0,1
320360,2014,2,0,0,0,1
320360,2017,1,0,0,0,0
320360,2018,1,0,0,0,0
320370,2013,1,0,0,1,0
320370,2014,1,0,0,0,0
320370,2015,2,1,1,0,0
320370,2016,1,0,0,0,1
320370,2017,3,0,0,0,2
320370,2018,3,1,1,0,1
320370,2019,4,1,1,1,1
320380,2013,1,0,0,0,1
320380,2014,1,0,1,0,0
320380,2015,3,0,1,2,0
320380,2016,1,0,0,0,1
320380,2017,2,1,1,0,0
320380,2019,3,0,0,1,0
320380,2020,1,0,0,0,1
320390,2012,4,0,1,0,3
320390,2013,3,1,0,0,2
320390,2014,2,0,0,0,2
320390,2015,2,0,1,1,0
320390,2016,6,0,1,1,1
320390,2017,2,0,0,0,2
320390,2018,4,2,0,0,1
320390,2020,2,1,0,0,1
320400,2012,3,0,1,1,0
320400,2014,1,0,0,0,1
320400,2015,2,0,0,1,1
320400,2016,3,2,0,0,0
320400,2019,2,0,0,0,2
320405,2012,5,1,0,1,3
320405,2013,5,2,1,0,2
320405,2014,4,1,0,1,1
320405,2015,3,1,1,1,0
320405,2016,5,0,0,1,1
320405,2017,3,1,1,0,0
320405,2018,3,0,1,0,0
320405,2019,3,1,0,0,0
320405,2020,3,1,1,0,0
320410,2012,2,0,1,0,1
320410,2013,4,1,0,2,1
320410,2014,7,1,2,1,3
320410,2015,2,0,0,0,1
320410,2016,4,1,1,0,2
320410,2017,4,1,0,1,1
320410,2018,2,0,0,0,0
320410,2019,3,1,0,1,0
320410,2020,3,0,1,1,1
320420,2013,3,0,1,0,2
320420,2014,1,0,0,0,1
320420,2015,3,0,1,1,0
320420,2016,2,0,0,0,2
320420,2017,2,0,2,0,0
320420,2018,3,1,1,1,0
320420,2019,3,0,1,0,1
320420,2020,3,1,0,1,0
320425,2013,2,1,1,0,0
320425,2014,1,0,0,1,0
320425,2015,2,1,1,0,0
320425,2017,5,2,0,0,2
320425,2018,1,0,0,0,1
320425,2019,1,0,0,0,1
320430,2013,1,0,0,1,0
320430,2014,2,1,0,1,0
320430,2015,2,0,1,0,1
320430,2016,1,0,0,0,1
320430,2017,1,0,0,0,1
320430,2018,1,0,0,0,0
320430,2019,1,0,0,0,1
320430,2020,1,0,0,0,0
320435,2013,2,0,1,0,1
320435,2015,1,0,1,0,0
320435,2017,1,0,0,0,1
320435,2018,1,1,0,0,0
320435,2020,1,0,0,0,1
320440,2013,1,1,0,0,0
320440,2015,1,0,1,0,0
320440,2017,1,0,0,0,1
320450,2012,1,0,0,0,0
320450,2014,6,1,3,1,1
320450,2015,4,1,2,0,0
320450,2016,1,0,0,0,1
320450,2017,1,0,0,0,0
320450,2018,1,0,0,0,1
320450,2019,3,1,0,0,2
320450,2020,1,1,0,0,0
320455,2012,2,1,0,0,0
320455,2013,4,2,0,1,1
320455,2014,8,3,0,2,1
320455,2015,2,0,0,2,0
320455,2016,3,1,0,0,0
320455,2017,5,1,0,3,0
320455,2018,4,1,1,0,1
320455,2019,6,0,0,1,4
320455,2020,9,3,1,2,2
320460,2012,1,0,0,0,1
320460,2013,1,1,0,0,0
320460,2014,2,0,0,1,1
320460,2015,1,0,0,0,0
320460,2016,3,3,0,0,0
320460,2017,6,2,1,0,1
320460,2018,1,0,0,0,0
320460,2019,2,0,0,1,1
320460,2020,3,3,0,0,0
320465,2013,1,0,0,0,1
320465,2015,1,0,0,1,0
320465,2016,2,0,0,2,0
320465,2017,1,1,0,0,0
320465,2018,2,0,0,0,0
320465,2020,1,0,0,1,0
320470,2012,6,3,0,1,2
320470,2013,3,1,0,1,1
320470,2014,2,1,0,0,1
320470,2015,2,0,0,1,1
320470,2016,3,0,1,0,1
320470,2017,4,1,1,0,2
320470,2019,1,0,0,0,0
320470,2020,2,1,0,0,1
320480,2012,2,1,0,0,1
320480,2013,3,1,1,0,0
320480,2014,2,0,0,0,2
320480,2016,1,0,0,0,1
320480,2017,2,0,0,1,0
320480,2018,1,1,0,0,0
320480,2019,1,0,0,0,1
320490,2012,10,2,2,3,2
320490,2013,11,3,5,2,1
320490,2014,11,5,1,2,3
320490,2015,19,7,1,2,6
320490,2016,18,4,3,3,5
320490,2017,13,2,2,2,4
320490,2018,16,7,1,3,1
320490,2019,14,4,2,2,3
320490,2020,21,7,1,5,8
320495,2014,1,1,0,0,0
320495,2015,1,0,1,0,0
320495,2018,1,0,0,0,1
320500,2012,54,19,5,4,22
320500,2013,66,23,14,8,15
320500,2014,55,15,11,7,18
320500,2015,71,18,14,13,21
320500,2016,64,13,10,7,25
320500,2017,51,13,6,9,17
320500,2018,40,12,3,7,13
320500,2019,51,13,6,8,19
320500,2020,49,16,4,8,15
320501,2012,4,0,1,1,1
320501,2013,1,0,0,0,1
320501,2014,3,0,0,1,2
320501,2015,3,1,1,0,1
320501,2016,4,1,1,0,1
320501,2017,1,1,0,0,0
320501,2018,2,1,0,0,0
320501,2019,3,0,0,0,0
320501,2020,2,2,0,0,0
320503,2012,2,0,0,0,0
320503,2015,1,0,0,0,1
320503,2016,3,2,0,0,0
320503,2017,1,0,0,0,0
320503,2018,1,0,0,0,1
320503,2019,1,0,0,0,1
320503,2020,1,0,0,0,1
320506,2012,1,0,0,1,0
320506,2013,3,2,0,1,0
320506,2014,4,1,0,0,2
320506,2016,1,0,0,0,1
320506,2017,4,1,0,0,1
320506,2018,1,1,0,0,0
320506,2019,4,1,0,1,1
320506,2020,3,1,2,0,0
320510,2012,10,1,0,2,6
320510,2013,9,2,0,1,3
320510,2014,9,3,1,0,4
320510,2015,8,2,2,4,0
320510,2016,12,3,2,1,3
320510,2017,14,2,2,3,4
320510,2018,10,3,2,1,3
320510,2019,13,4,1,1,4
320510,2020,9,3,1,1,3
320515,2013,1,0,0,1,0
320515,2016,1,0,0,0,1
320515,2019,1,0,0,0,1
320515,2020,1,1,0,0,0
320517,2012,1,0,0,0,1
320517,2016,2,0,1,0,1
320517,2017,1,0,0,0,1
320517,2018,2,0,0,0,2
320517,2019,1,0,0,0,0
320520,2012,49,20,8,3,13
320520,2013,39,10,6,2,11
320520,2014,38,8,6,3,13
320520,2015,45,14,5,4,17
320520,2016,32,9,3,6,9
320520,2017,34,9,7,1,8
320520,2018,50,14,3,4,14
320520,2019,39,10,6,6,11
320520,2020,33,7,4,4,13
320530,2012,26,7,7,2,8
