"","CODMUNRES","ANO","INCOMPLETUDE","TOTAIS","UF"
"2713","231126",2022,152,229,"CE"
"2714","231126",2023,151,206,"CE"
"2715","231130",2021,896,1234,"CE"
"2716","231130",2022,58,1212,"CE"
"2717","231130",2023,24,1147,"CE"
"2718","231135",2021,2,175,"CE"
"2719","231135",2022,4,177,"CE"
"2720","231135",2023,5,151,"CE"
"2721","231140",2021,83,1197,"CE"
"2722","231140",2022,8,1093,"CE"
"2723","231140",2023,12,1095,"CE"
"2724","231150",2021,3,249,"CE"
"2725","231150",2023,3,264,"CE"
"2726","231160",2021,13,399,"CE"
"2727","231160",2022,4,359,"CE"
"2728","231160",2023,10,365,"CE"
"2729","231170",2021,3,254,"CE"
"2730","231170",2022,1,226,"CE"
"2731","231170",2023,10,245,"CE"
"2732","231180",2021,18,925,"CE"
"2733","231180",2022,19,908,"CE"
"2734","231180",2023,9,823,"CE"
"2735","231190",2021,2,191,"CE"
"2736","231190",2022,3,145,"CE"
"2737","231190",2023,4,173,"CE"
"2738","231195",2021,3,344,"CE"
"2739","231195",2023,1,307,"CE"
"2740","231200",2021,9,392,"CE"
"2741","231200",2022,4,368,"CE"
"2742","231200",2023,4,394,"CE"
"2743","231210",2022,2,230,"CE"
"2744","231210",2023,1,224,"CE"
"2745","231220",2021,38,499,"CE"
"2746","231220",2022,13,453,"CE"
"2747","231220",2023,20,471,"CE"
"2748","231230",2021,26,733,"CE"
"2749","231230",2022,5,763,"CE"
"2750","231230",2023,3,672,"CE"
"2751","231240",2021,40,823,"CE"
"2752","231240",2022,27,829,"CE"
"2753","231240",2023,30,860,"CE"
"2754","231260",2021,4,152,"CE"
"2755","231260",2022,3,111,"CE"
"2756","231260",2023,4,87,"CE"
"2757","231270",2021,154,286,"CE"
"2758","231270",2022,10,266,"CE"
"2759","231270",2023,5,265,"CE"
"2760","231280",2021,2,103,"CE"
"2761","231280",2023,5,120,"CE"
"2762","231290",2021,40,2934,"CE"
"2763","231290",2022,45,2776,"CE"
"2764","231290",2023,35,2638,"CE"
"2765","231300",2021,87,215,"CE"
"2766","231300",2023,4,177,"CE"
"2767","231310",2021,22,349,"CE"
"2768","231310",2022,5,313,"CE"
"2769","231310",2023,7,308,"CE"
"2770","230565",2023,118,142,"CE"
"2771","230580",2021,89,647,"CE"
"2772","230580",2022,55,544,"CE"
"2773","230580",2023,85,555,"CE"
"2774","230590",2021,247,471,"CE"
"2775","230590",2022,178,452,"CE"
"2776","230590",2023,164,444,"CE"
"2777","230600",2021,2,142,"CE"
"2778","230600",2022,2,135,"CE"
"2779","230600",2023,9,144,"CE"
"2780","230610",2021,197,398,"CE"
"2781","230610",2022,151,330,"CE"
"2782","230610",2023,161,382,"CE"
"2783","230620",2021,1,81,"CE"
"2784","230620",2022,1,68,"CE"
"2785","230625",2021,42,754,"CE"
"2786","230625",2022,50,686,"CE"
"2787","230625",2023,34,794,"CE"
"2788","230630",2021,11,630,"CE"
"2789","230630",2022,14,558,"CE"
"2790","230630",2023,24,525,"CE"
"2791","230640",2021,154,2115,"CE"
"2792","230640",2022,86,2045,"CE"
"2793","230640",2023,131,2093,"CE"
"2794","230650",2022,3,182,"CE"
"2795","230650",2023,5,172,"CE"
"2796","230655",2021,17,708,"CE"
"2797","230655",2022,12,632,"CE"
"2798","230655",2023,1,648,"CE"
"2799","230660",2021,22,271,"CE"
"2800","230660",2022,23,247,"CE"
"2801","230660",2023,15,250,"CE"
"2802","230670",2021,3,226,"CE"
"2803","230670",2022,3,206,"CE"
"2804","230670",2023,4,194,"CE"
"2805","230680",2021,3,116,"CE"
"2806","230680",2022,3,122,"CE"
"2807","230680",2023,5,112,"CE"
"2808","230690",2021,1,415,"CE"
"2809","230690",2022,2,367,"CE"
"2810","230690",2023,6,357,"CE"
"2811","230700",2021,3,369,"CE"
"2812","230700",2022,4,304,"CE"
"2813","230700",2023,1,338,"CE"
"2814","230710",2021,5,392,"CE"
"2815","230710",2022,3,352,"CE"
"2816","230720",2022,2,93,"CE"
"2817","230725",2021,24,377,"CE"
"2818","230725",2022,45,393,"CE"
"2819","230725",2023,57,422,"CE"
"2820","230730",2021,9,3914,"CE"
"2821","230730",2022,13,3634,"CE"
"2822","230730",2023,4,3773,"CE"
"2823","230740",2021,3,323,"CE"
"2824","230740",2022,3,297,"CE"
"2825","230740",2023,2,311,"CE"
"2826","230750",2022,13,287,"CE"
"2827","230750",2023,4,286,"CE"
"2828","230760",2021,28,705,"CE"
"2829","230760",2022,22,698,"CE"
"2830","230760",2023,12,702,"CE"
"2831","230763",2021,18,178,"CE"
"2832","230763",2022,4,178,"CE"
"2833","230763",2023,10,206,"CE"
"2834","230765",2021,198,4149,"CE"
"2835","230765",2022,152,3658,"CE"
"2836","230765",2023,148,3625,"CE"
"2837","230770",2021,52,1219,"CE"
"2838","230770",2022,36,1189,"CE"
"2839","230770",2023,34,1242,"CE"
"2840","230780",2021,4,513,"CE"
"2841","230780",2022,4,530,"CE"
"2842","230780",2023,2,534,"CE"
"2843","230790",2021,1,187,"CE"
"2844","230800",2021,12,539,"CE"
"2845","230800",2022,5,514,"CE"
"2846","230800",2023,9,500,"CE"
"2847","230810",2021,8,703,"CE"
"2848","230810",2022,9,665,"CE"
"2849","230810",2023,3,624,"CE"
"2850","230820",2021,2,201,"CE"
"2851","230820",2022,2,174,"CE"
"2852","230820",2023,5,179,"CE"
"2853","230830",2021,3,350,"CE"
"2854","230830",2022,4,353,"CE"
"2855","230830",2023,4,309,"CE"
"2856","230835",2021,99,150,"CE"
"2857","230835",2022,41,144,"CE"
"2858","230835",2023,15,140,"CE"
"2859","230837",2021,5,170,"CE"
"2860","230837",2022,5,152,"CE"
"2861","230837",2023,5,161,"CE"
"2862","230840",2021,11,612,"CE"
"2863","230840",2022,18,565,"CE"
"2864","230840",2023,22,539,"CE"
"2865","230850",2021,1,461,"CE"
"2866","230850",2022,1,430,"CE"
"2867","230850",2023,5,427,"CE"
"2868","230860",2021,109,215,"CE"
"2869","230860",2022,67,189,"CE"
"2870","230860",2023,51,175,"CE"
"2871","230870",2021,9,729,"CE"
"2872","230870",2022,12,686,"CE"
"2873","230870",2023,6,707,"CE"
"2874","230880",2021,1,101,"CE"
"2875","230880",2022,1,114,"CE"
"2876","230880",2023,1,121,"CE"
"2877","230890",2021,14,328,"CE"
"2878","230890",2022,4,330,"CE"
"2879","230890",2023,4,333,"CE"
"2880","230900",2021,3,158,"CE"
"2881","230900",2022,23,186,"CE"
"2882","230900",2023,9,167,"CE"
"2883","230910",2021,5,151,"CE"
"2884","230910",2022,4,116,"CE"
"2885","230910",2023,2,112,"CE"
"2886","230920",2023,2,253,"CE"
"2887","230930",2021,167,392,"CE"
"2888","230930",2022,115,338,"CE"
"2889","230930",2023,99,351,"CE"
"2890","230940",2021,296,357,"CE"
"2891","230940",2022,248,312,"CE"
"2892","230940",2023,262,324,"CE"
"2893","230945",2021,9,272,"CE"
"2894","230945",2022,12,245,"CE"
"2895","230945",2023,5,264,"CE"
"2896","230950",2021,3,211,"CE"
"2897","230950",2022,3,222,"CE"
"2898","230960",2021,38,953,"CE"
"2899","230960",2022,157,889,"CE"
"2900","230960",2023,26,817,"CE"
"2901","230970",2021,18,1029,"CE"
"2902","230970",2022,47,1049,"CE"
"2903","230970",2023,33,1065,"CE"
"2904","230980",2021,7,131,"CE"
"2905","230980",2022,2,123,"CE"
"2906","230980",2023,3,126,"CE"
"2907","230990",2022,3,80,"CE"
"2908","231000",2021,8,105,"CE"
"2909","231000",2023,1,100,"CE"
"2910","231010",2021,4,107,"CE"
"2911","231010",2022,4,82,"CE"
"2912","231010",2023,2,83,"CE"
"2913","231020",2021,28,557,"CE"
"2914","231020",2022,15,540,"CE"
"2915","231020",2023,11,504,"CE"
"2916","231025",2021,15,426,"CE"
"2917","231025",2022,24,449,"CE"
"2918","231025",2023,6,437,"CE"
"2919","231030",2021,5,456,"CE"
"2920","231030",2022,1,446,"CE"
"2921","231030",2023,7,410,"CE"
"2922","231040",2021,11,100,"CE"
"2923","231040",2022,4,121,"CE"
"2924","231040",2023,5,104,"CE"
"2925","231050",2021,116,488,"CE"
"2926","231050",2022,13,404,"CE"
"2927","231050",2023,5,415,"CE"
"2928","231060",2021,4,175,"CE"
"2929","231060",2022,3,131,"CE"
"2930","231060",2023,1,137,"CE"
"2931","230010",2021,3,147,"CE"
"2932","230010",2022,3,149,"CE"
"2933","230010",2023,4,125,"CE"
"2934","230015",2021,4,189,"CE"
"2935","230015",2022,4,184,"CE"
"2936","230015",2023,4,217,"CE"
"2937","230020",2021,14,970,"CE"
"2938","230020",2022,5,969,"CE"
"2939","230020",2023,5,899,"CE"
"2940","230030",2021,2,552,"CE"
"2941","230030",2022,1,519,"CE"
"2942","230030",2023,3,452,"CE"
"2943","230040",2022,1,163,"CE"
"2944","230040",2023,2,122,"CE"
"2945","230050",2021,6,153,"CE"
"2946","230050",2022,2,129,"CE"
"2947","230050",2023,1,136,"CE"
"2948","230070",2021,6,188,"CE"
"2949","230070",2023,12,135,"CE"
"2950","230075",2021,44,772,"CE"
"2951","230075",2022,21,658,"CE"
"2952","230075",2023,36,681,"CE"
"2953","230080",2022,1,97,"CE"
"2954","230080",2023,1,77,"CE"
"2955","230090",2021,5,169,"CE"
"2956","230090",2022,5,139,"CE"
"2957","230090",2023,3,133,"CE"
"2958","230100",2021,651,1151,"CE"
"2959","230100",2022,445,1069,"CE"
"2960","230100",2023,40,1171,"CE"
"2961","230110",2021,10,941,"CE"
"2962","230110",2022,13,866,"CE"
"2963","230110",2023,8,820,"CE"
"2964","230120",2021,14,341,"CE"
"2965","230120",2022,7,301,"CE"
"2966","230120",2023,9,304,"CE"
"2967","230125",2021,101,132,"CE"
"2968","230125",2022,108,153,"CE"
"2969","230125",2023,126,169,"CE"
"2970","230130",2023,2,315,"CE"
"2971","230140",2021,4,152,"CE"
"2972","230140",2022,4,144,"CE"
"2973","230140",2023,4,116,"CE"
"2974","230150",2021,1,88,"CE"
"2975","230150",2022,2,75,"CE"
"2976","230150",2023,1,77,"CE"
"2977","230160",2021,2,282,"CE"
"2978","230160",2022,1,259,"CE"
"2979","230160",2023,2,252,"CE"
"2980","230170",2021,2,302,"CE"
"2981","230170",2022,5,301,"CE"
"2982","230180",2021,1,55,"CE"
"2983","230185",2021,136,226,"CE"
"2984","230185",2022,3,203,"CE"
"2985","230185",2023,1,260,"CE"
"2986","230190",2021,4,1193,"CE"
"2987","230190",2022,9,1111,"CE"
"2988","230190",2023,4,1056,"CE"
"2989","230195",2021,13,300,"CE"
"2990","230195",2022,30,265,"CE"
"2991","230195",2023,7,278,"CE"
"2992","230200",2021,7,236,"CE"
"2993","230200",2022,1,207,"CE"
"2994","230200",2023,1,193,"CE"
"2995","230205",2022,3,209,"CE"
"2996","230205",2023,3,217,"CE"
"2997","230210",2021,15,490,"CE"
"2998","230210",2022,14,444,"CE"
"2999","230210",2023,15,449,"CE"
"3000","230220",2021,5,643,"CE"
"3001","230220",2022,34,569,"CE"
"3002","230220",2023,24,587,"CE"
"3003","230230",2021,16,399,"CE"
"3004","230230",2022,4,356,"CE"
"3005","230230",2023,7,341,"CE"
"3006","230240",2021,42,652,"CE"
"3007","230240",2022,13,565,"CE"
"3008","230240",2023,18,584,"CE"
"3009","230250",2022,6,705,"CE"
"3010","230250",2023,1,718,"CE"
"3011","230260",2021,3,958,"CE"
"3012","230260",2022,19,894,"CE"
"3013","230260",2023,8,971,"CE"
"3014","230270",2021,3,367,"CE"
"3015","230280",2021,141,1078,"CE"
"3016","230280",2022,82,1018,"CE"
"3017","230280",2023,106,1034,"CE"
"3018","230290",2021,7,220,"CE"
"3019","230290",2022,8,234,"CE"
"3020","230290",2023,6,199,"CE"
"3021","230300",2021,17,239,"CE"
"3022","230300",2022,13,195,"CE"
"3023","230300",2023,11,194,"CE"
"3024","230310",2021,6,236,"CE"
"3025","230310",2023,2,193,"CE"
"3026","230320",2021,1,375,"CE"
"3027","230320",2022,3,383,"CE"
"3028","230320",2023,2,379,"CE"
"3029","230330",2021,1,156,"CE"
"3030","230330",2022,1,196,"CE"
"3031","230330",2023,2,157,"CE"
"3032","230340",2021,6,276,"CE"
"3033","230340",2022,2,238,"CE"
"3034","230340",2023,3,233,"CE"
"3035","230350",2021,33,938,"CE"
"3036","230350",2022,31,888,"CE"
"3037","230350",2023,15,898,"CE"
"3038","230360",2022,3,127,"CE"
"3039","230360",2023,8,111,"CE"
"3040","230365",2021,3,85,"CE"
"3041","230365",2022,4,100,"CE"
"3042","230365",2023,3,83,"CE"
"3043","230370",2021,306,4979,"CE"
"3044","230370",2022,217,4789,"CE"
"3045","230370",2023,249,4583,"CE"
"3046","230380",2022,1,264,"CE"
"3047","230390",2021,2,173,"CE"
"3048","230390",2022,2,151,"CE"
"3049","230390",2023,5,134,"CE"
"3050","230393",2021,116,170,"CE"
"3051","230393",2022,2,147,"CE"
"3052","230393",2023,2,137,"CE"
"3053","230395",2021,21,261,"CE"
"3054","230395",2022,33,190,"CE"
"3055","230395",2023,9,222,"CE"
"3056","230400",2021,13,303,"CE"
"3057","230400",2022,5,266,"CE"
"3058","230400",2023,4,267,"CE"
"3059","230410",2021,873,951,"CE"
"3060","230410",2022,850,926,"CE"
"3061","230410",2023,859,908,"CE"
"3062","230420",2021,6,2083,"CE"
"3063","230420",2022,8,1884,"CE"
"3064","230420",2023,16,1873,"CE"
"3065","230423",2021,12,263,"CE"
"3066","230423",2023,6,215,"CE"
"3067","230425",2021,7,459,"CE"
"3068","230425",2022,13,438,"CE"
"3069","230425",2023,9,477,"CE"
"3070","230426",2023,1,81,"CE"
"3071","230428",2021,145,1221,"CE"
"3072","230428",2022,143,1102,"CE"
"3073","230428",2023,106,1195,"CE"
"3074","230430",2021,2,241,"CE"
"3075","230430",2022,7,195,"CE"
"3076","230430",2023,9,211,"CE"
"3077","230435",2021,3,265,"CE"
"3078","230435",2022,3,240,"CE"
"3079","230435",2023,3,255,"CE"
"3080","230440",2021,2794,31744,"CE"
"3081","230440",2022,2596,29676,"CE"
"3082","230440",2023,2314,29370,"CE"
"3083","230445",2021,2,213,"CE"
"3084","230445",2022,8,214,"CE"
"3085","230445",2023,2,205,"CE"
"3086","230450",2021,5,235,"CE"
"3087","230450",2022,4,232,"CE"
"3088","230450",2023,2,245,"CE"
"3089","230460",2021,2,88,"CE"
"3090","230460",2022,2,96,"CE"
"3091","230465",2021,6,199,"CE"
"3092","230465",2022,9,146,"CE"
"3093","230465",2023,4,156,"CE"
"3094","230470",2021,6,782,"CE"
"3095","230470",2022,3,722,"CE"
"3096","230470",2023,1,722,"CE"
"3097","230480",2021,1,74,"CE"
"3098","230480",2023,2,67,"CE"
"3099","230490",2021,2,122,"CE"
"3100","230495",2021,7,296,"CE"
"3101","230495",2022,5,258,"CE"
"3102","230495",2023,2,240,"CE"
"3103","230500",2021,33,677,"CE"
"3104","230500",2022,13,594,"CE"
"3105","230500",2023,10,570,"CE"
"3106","230510",2021,13,86,"CE"
"3107","230510",2022,8,74,"CE"
"3108","230510",2023,1,64,"CE"
"3109","230520",2021,8,240,"CE"
"3110","230520",2022,8,231,"CE"
"3111","230520",2023,8,183,"CE"
"3112","230523",2021,40,1096,"CE"
"3113","230523",2022,41,1049,"CE"
"3114","230523",2023,18,1043,"CE"
"3115","230526",2021,119,169,"CE"
"3116","230526",2022,3,165,"CE"
"3117","230526",2023,1,144,"CE"
"3118","230530",2021,19,378,"CE"
"3119","230530",2022,12,384,"CE"
"3120","230530",2023,17,341,"CE"
"3121","230533",2021,73,119,"CE"
"3122","230533",2022,4,114,"CE"
"3123","230535",2022,1,201,"CE"
"3124","230535",2023,2,156,"CE"
"3125","230540",2021,4,701,"CE"
"3126","230540",2022,1,656,"CE"
"3127","230550",2021,8,1429,"CE"
"3128","230550",2022,13,1169,"CE"
"3129","230550",2023,37,1134,"CE"
"3130","230560",2021,201,307,"CE"
"3131","230560",2022,201,295,"CE"
"3132","230560",2023,156,223,"CE"
"3133","230565",2021,122,139,"CE"
"3134","230565",2022,122,133,"CE"
"3135","230040",2021,0,163,"CE"
"3136","230060",2021,0,111,"CE"
"3137","230060",2022,0,120,"CE"
"3138","230060",2023,0,81,"CE"
"3139","230070",2022,0,178,"CE"
"3140","230080",2021,0,80,"CE"
"3141","230130",2021,0,346,"CE"
"3142","230130",2022,0,298,"CE"
"3143","230170",2023,0,245,"CE"
"3144","230180",2022,0,46,"CE"
"3145","230180",2023,0,50,"CE"
"3146","230205",2021,0,225,"CE"
"3147","230250",2021,0,666,"CE"
"3148","230270",2022,0,366,"CE"
"3149","230270",2023,0,339,"CE"
"3150","230310",2022,0,208,"CE"
"3151","230360",2021,0,128,"CE"
"3152","230380",2021,0,254,"CE"
"3153","230380",2023,0,250,"CE"
"3154","230423",2022,0,210,"CE"
"3155","230426",2021,0,86,"CE"
"3156","230426",2022,0,88,"CE"
"3157","230427",2021,0,27,"CE"
"3158","230427",2022,0,54,"CE"
"3159","230427",2023,0,21,"CE"
"3160","230460",2023,0,96,"CE"
"3161","230480",2022,0,60,"CE"
"3162","230490",2022,0,114,"CE"
"3163","230490",2023,0,107,"CE"
"3164","230533",2023,0,112,"CE"
"3165","230535",2021,0,204,"CE"
"3166","230540",2023,0,705,"CE"
"3167","230570",2021,0,118,"CE"
"3168","230570",2022,0,120,"CE"
"3169","230570",2023,0,130,"CE"
"3170","230620",2023,0,63,"CE"
"3171","230650",2021,0,225,"CE"
"3172","230710",2023,0,411,"CE"
"3173","230720",2021,0,88,"CE"
"3174","230720",2023,0,99,"CE"
"3175","230750",2021,0,338,"CE"
"3176","230790",2022,0,190,"CE"
"3177","230790",2023,0,162,"CE"
"3178","230920",2021,0,239,"CE"
"3179","230920",2022,0,226,"CE"
"3180","230950",2023,0,185,"CE"
"3181","230990",2021,0,72,"CE"
"3182","230990",2023,0,54,"CE"
"3183","231000",2022,0,98,"CE"
"3184","231090",2021,0,156,"CE"
"3185","231120",2021,0,139,"CE"
"3186","231123",2022,0,78,"CE"
"3187","231150",2022,0,266,"CE"
"3188","231195",2022,0,314,"CE"
"3189","231210",2021,0,251,"CE"
"3190","231250",2021,0,50,"CE"
"3191","231250",2022,0,36,"CE"
"3192","231250",2023,0,40,"CE"
"3193","231280",2022,0,93,"CE"
"3194","231300",2022,0,169,"CE"
"3195","231325",2021,0,81,"CE"
"3196","231370",2022,0,73,"CE"
"3197","231410",2021,0,991,"CE"
"3198","231360",2021,14,481,"CE"
"3199","231360",2022,7,458,"CE"
"3200","231360",2023,105,472,"CE"
"3201","231370",2021,2,70,"CE"
"3202","231370",2023,2,66,"CE"
"3203","231375",2021,17,234,"CE"
"3204","231375",2022,21,246,"CE"
"3205","231375",2023,15,224,"CE"
"3206","231380",2021,41,330,"CE"
"3207","231380",2022,13,311,"CE"
"3208","231380",2023,30,286,"CE"
"3209","231390",2021,3,172,"CE"
"3210","231390",2022,3,173,"CE"
"3211","231390",2023,2,165,"CE"
"3212","231395",2021,22,258,"CE"
"3213","231395",2022,9,259,"CE"
"3214","231395",2023,13,240,"CE"
"3215","231400",2021,6,454,"CE"
"3216","231400",2022,3,404,"CE"
"3217","231400",2023,1,446,"CE"
"3218","231410",2022,2,868,"CE"
"3219","231410",2023,3,843,"CE"
"3220","231350",2022,23,821,"CE"
"3221","231350",2023,45,803,"CE"
"3222","231355",2021,27,267,"CE"
"3223","231355",2022,19,249,"CE"
"3224","231355",2023,16,258,"CE"
"3225","231350",2021,55,822,"CE"
"3226","240210",2022,0,111,"RN"
"3227","240210",2023,0,104,"RN"
"3228","240240",2021,0,92,"RN"
"3229","240240",2023,0,92,"RN"
"3230","240250",2021,0,94,"RN"
"3231","240250",2022,0,77,"RN"
"3232","240240",2022,0,100,"RN"
"3233","240185",2021,0,72,"RN"
"3234","240185",2022,0,98,"RN"
"3235","240190",2022,0,38,"RN"
"3236","240190",2023,0,29,"RN"
"3237","240210",2021,0,127,"RN"
"3238","240020",2021,0,697,"RN"
"3239","240030",2022,0,117,"RN"
"3240","240030",2023,0,112,"RN"
"3241","240040",2021,0,38,"RN"
"3242","240040",2022,0,41,"RN"
"3243","240040",2023,0,25,"RN"
"3244","240060",2022,0,45,"RN"
"3245","240070",2021,0,148,"RN"
"3246","240080",2021,0,124,"RN"
"3247","240100",2023,0,338,"RN"
"3248","240120",2023,0,193,"RN"
"3249","240130",2022,0,84,"RN"
"3250","240130",2023,0,82,"RN"
"3251","240145",2022,0,325,"RN"
"3252","240150",2022,0,40,"RN"
"3253","240150",2023,0,29,"RN"
"3254","240160",2022,0,48,"RN"
"3255","240165",2021,0,37,"RN"
"3256","240165",2022,0,36,"RN"
"3257","240165",2023,0,43,"RN"
"3258","240170",2022,0,142,"RN"
"3259","240180",2021,0,176,"RN"
"3260","240400",2021,0,56,"RN"
"3261","240410",2021,0,41,"RN"
"3262","240410",2022,0,29,"RN"
"3263","240410",2023,0,37,"RN"
"3264","240430",2022,0,115,"RN"
"3265","240430",2023,0,131,"RN"
"3266","240440",2021,0,91,"RN"
"3267","240460",2022,0,138,"RN"
"3268","240480",2021,0,16,"RN"
"3269","240480",2023,0,15,"RN"
"3270","240485",2022,0,69,"RN"
"3271","240485",2023,0,96,"RN"
"3272","240250",2023,0,103,"RN"
"3273","240270",2021,0,143,"RN"
"3274","240280",2021,0,84,"RN"
"3275","240280",2023,0,52,"RN"
"3276","240290",2021,0,59,"RN"
"3277","240290",2022,0,47,"RN"
"3278","240290",2023,0,50,"RN"
"3279","240300",2021,0,88,"RN"
"3280","240300",2022,0,63,"RN"
"3281","240300",2023,0,57,"RN"
"3282","240320",2021,0,93,"RN"
"3283","240320",2022,0,88,"RN"
"3284","240320",2023,0,85,"RN"
"3285","240330",2022,0,78,"RN"
"3286","240330",2023,0,66,"RN"
"3287","240340",2021,0,69,"RN"
"3288","240340",2022,0,46,"RN"
"3289","240350",2021,0,113,"RN"
"3290","240350",2023,0,98,"RN"
"3291","240370",2021,0,55,"RN"
"3292","240370",2022,0,45,"RN"
"3293","240370",2023,0,47,"RN"
"3294","240375",2021,0,41,"RN"
"3295","240375",2022,0,27,"RN"
"3296","240380",2021,0,89,"RN"
"3297","240380",2023,0,102,"RN"
"3298","240390",2021,0,32,"RN"
"3299","240390",2023,0,28,"RN"
"3300","240670",2022,0,108,"RN"
"3301","240680",2022,0,54,"RN"
"3302","240680",2023,0,64,"RN"
"3303","240690",2021,0,37,"RN"
"3304","240690",2022,0,38,"RN"
"3305","240700",2021,0,109,"RN"
"3306","240700",2022,0,104,"RN"
"3307","240725",2021,0,47,"RN"
"3308","240725",2022,0,39,"RN"
"3309","240725",2023,0,42,"RN"
"3310","240770",2021,0,202,"RN"
"3311","240780",2021,0,271,"RN"
"3312","240780",2022,0,278,"RN"
"3313","240790",2022,0,28,"RN"
"3314","240820",2021,0,401,"RN"
"3315","240840",2021,0,34,"RN"
"3316","240840",2022,0,36,"RN"
"3317","240850",2021,0,61,"RN"
"3318","240850",2022,0,51,"RN"
"3319","240850",2023,0,32,"RN"
"3320","240860",2021,0,53,"RN"
"3321","240860",2022,0,41,"RN"
"3322","240860",2023,0,55,"RN"
"3323","240870",2021,0,44,"RN"
"3324","240870",2022,0,35,"RN"
"3325","240870",2023,0,38,"RN"
"3326","240880",2021,0,120,"RN"
"3327","240890",2022,0,249,"RN"
"3328","240890",2023,0,245,"RN"
"3329","240895",2021,0,158,"RN"
"3330","240895",2022,0,150,"RN"
"3331","240910",2021,0,160,"RN"
"3332","240910",2022,0,147,"RN"
"3333","240920",2021,0,41,"RN"
"3334","240920",2022,0,35,"RN"
"3335","240920",2023,0,38,"RN"
"3336","240930",2021,0,107,"RN"
"3337","240933",2021,0,78,"RN"
"3338","240940",2023,0,385,"RN"
"3339","240950",2022,0,54,"RN"
"3340","240950",2023,0,53,"RN"
"3341","240960",2022,0,32,"RN"
"3342","240960",2023,0,15,"RN"
"3343","240970",2022,0,62,"RN"
"3344","240980",2021,0,197,"RN"
"3345","240980",2022,0,208,"RN"
"3346","241000",2022,0,35,"RN"
"3347","241010",2023,0,153,"RN"
"3348","241020",2021,0,74,"RN"
"3349","241020",2023,0,72,"RN"
"3350","241025",2021,0,78,"RN"
"3351","241025",2022,0,65,"RN"
"3352","241025",2023,0,61,"RN"
"3353","241030",2021,0,155,"RN"
"3354","241030",2022,0,132,"RN"
"3355","241030",2023,0,118,"RN"
"3356","241050",2021,0,60,"RN"
"3357","241050",2022,0,57,"RN"
"3358","241050",2023,0,53,"RN"
"3359","241060",2021,0,22,"RN"
"3360","241060",2023,0,24,"RN"
"3361","241070",2021,0,23,"RN"
"3362","241070",2022,0,32,"RN"
"3363","241070",2023,0,22,"RN"
"3364","241080",2021,0,37,"RN"
"3365","241080",2022,0,45,"RN"
"3366","241080",2023,0,46,"RN"
"3367","241090",2021,0,98,"RN"
"3368","241090",2022,0,76,"RN"
"3369","241090",2023,0,89,"RN"
"3370","241100",2021,0,56,"RN"
"3371","241100",2022,0,52,"RN"
"3372","241100",2023,0,48,"RN"
"3373","241105",2021,0,81,"RN"
"3374","241105",2022,0,69,"RN"
"3375","241105",2023,0,80,"RN"
"3376","241110",2021,0,45,"RN"
"3377","241110",2022,0,45,"RN"
"3378","241110",2023,0,29,"RN"
"3379","241140",2021,0,116,"RN"
"3380","241140",2022,0,117,"RN"
"3381","241140",2023,0,107,"RN"
"3382","241142",2021,0,29,"RN"
"3383","241142",2022,0,27,"RN"
"3384","241142",2023,0,29,"RN"
"3385","241160",2022,0,45,"RN"
"3386","241170",2021,0,68,"RN"
"3387","241170",2022,0,43,"RN"
"3388","241170",2023,0,51,"RN"
"3389","241180",2021,0,31,"RN"
"3390","241180",2022,0,24,"RN"
"3391","241180",2023,0,27,"RN"
"3392","241190",2021,0,55,"RN"
"3393","240490",2021,0,72,"RN"
"3394","240490",2022,0,61,"RN"
"3395","240500",2023,0,112,"RN"
"3396","240510",2022,0,80,"RN"
"3397","240530",2023,0,122,"RN"
"3398","240540",2022,0,73,"RN"
"3399","240550",2023,0,34,"RN"
"3400","240570",2021,0,106,"RN"
"3401","240570",2022,0,89,"RN"
"3402","240590",2022,0,32,"RN"
"3403","240600",2021,0,78,"RN"
"3404","240600",2022,0,61,"RN"
"3405","240610",2021,0,215,"RN"
"3406","240610",2022,0,184,"RN"
"3407","240615",2022,0,51,"RN"
"3408","240615",2023,0,48,"RN"
"3409","240620",2021,0,77,"RN"
"3410","240620",2022,0,98,"RN"
"3411","240630",2021,0,101,"RN"
"3412","240630",2022,0,85,"RN"
"3413","240630",2023,0,99,"RN"
"3414","240640",2021,0,32,"RN"
"3415","240640",2022,0,32,"RN"
"3416","240640",2023,0,33,"RN"
"3417","240650",2021,0,194,"RN"
"3418","240650",2023,0,196,"RN"
"3419","240660",2021,0,142,"RN"
"3420","240660",2022,0,127,"RN"
"3421","241360",2021,0,68,"RN"
"3422","241360",2023,0,60,"RN"
"3423","241370",2021,0,54,"RN"
"3424","241370",2022,0,44,"RN"
"3425","241370",2023,0,50,"RN"
"3426","241380",2022,0,25,"RN"
"3427","241380",2023,0,22,"RN"
"3428","241400",2022,0,169,"RN"
"3429","241410",2022,0,104,"RN"
"3430","241415",2021,0,82,"RN"
"3431","241415",2022,0,78,"RN"
"3432","241430",2021,0,18,"RN"
"3433","241430",2022,0,17,"RN"
"3434","241430",2023,0,13,"RN"
"3435","241445",2022,0,50,"RN"
"3436","241460",2022,0,144,"RN"
"3437","241470",2021,0,67,"RN"
"3438","241470",2022,0,71,"RN"
"3439","241475",2021,0,46,"RN"
"3440","241475",2022,0,48,"RN"
"3441","241490",2021,0,20,"RN"
"3442","241490",2022,0,25,"RN"
"3443","241490",2023,0,15,"RN"
"3444","241500",2021,0,56,"RN"
