"","CODMUNRES","ANO","INCOMPLETUDE","TOTAIS","UF"
"3445","241500",2022,0,43,"RN"
"3446","241500",2023,0,57,"RN"
"3447","240140",2021,1,117,"RN"
"3448","240140",2022,1,112,"RN"
"3449","240140",2023,1,125,"RN"
"3450","240145",2021,2,353,"RN"
"3451","240145",2023,1,314,"RN"
"3452","240150",2021,1,58,"RN"
"3453","240160",2021,1,49,"RN"
"3454","240160",2023,1,65,"RN"
"3455","240170",2021,1,125,"RN"
"3456","240170",2023,1,124,"RN"
"3457","240180",2022,2,174,"RN"
"3458","240180",2023,2,150,"RN"
"3459","240185",2023,7,66,"RN"
"3460","240190",2021,1,52,"RN"
"3461","240200",2021,1,704,"RN"
"3462","240200",2022,1,580,"RN"
"3463","240200",2023,3,599,"RN"
"3464","240220",2021,5,494,"RN"
"3465","240220",2022,3,414,"RN"
"3466","240220",2023,4,448,"RN"
"3467","240230",2021,6,190,"RN"
"3468","240230",2022,2,222,"RN"
"3469","240230",2023,5,181,"RN"
"3470","240260",2021,20,1157,"RN"
"3471","240260",2022,5,1034,"RN"
"3472","240260",2023,4,960,"RN"
"3473","240270",2022,2,127,"RN"
"3474","240270",2023,3,140,"RN"
"3475","240280",2022,1,63,"RN"
"3476","240310",2021,3,468,"RN"
"3477","240310",2022,4,447,"RN"
"3478","240310",2023,3,418,"RN"
"3479","240325",2021,22,3495,"RN"
"3480","240325",2022,12,3292,"RN"
"3481","240325",2023,24,3256,"RN"
"3482","240330",2021,1,94,"RN"
"3483","240340",2023,1,66,"RN"
"3484","240350",2022,1,88,"RN"
"3485","240360",2021,28,640,"RN"
"3486","240360",2022,5,571,"RN"
"3487","240360",2023,8,607,"RN"
"3488","240375",2023,1,33,"RN"
"3489","240380",2022,1,103,"RN"
"3490","240390",2022,1,29,"RN"
"3491","240400",2022,1,44,"RN"
"3492","240400",2023,14,49,"RN"
"3493","240420",2021,2,493,"RN"
"3494","240420",2022,4,419,"RN"
"3495","240420",2023,3,429,"RN"
"3496","240430",2021,1,144,"RN"
"3497","240440",2022,1,97,"RN"
"3498","240440",2023,1,90,"RN"
"3499","240450",2021,2,274,"RN"
"3500","240450",2022,8,256,"RN"
"3501","240450",2023,8,244,"RN"
"3502","240460",2021,3,132,"RN"
"3503","240460",2023,6,95,"RN"
"3504","240470",2021,2,201,"RN"
"3505","240470",2022,2,165,"RN"
"3506","240470",2023,4,148,"RN"
"3507","240480",2022,1,22,"RN"
"3508","240485",2021,1,104,"RN"
"3509","240490",2023,14,59,"RN"
"3510","240500",2021,1,100,"RN"
"3511","240500",2022,2,103,"RN"
"3512","240510",2021,2,95,"RN"
"3513","240510",2023,1,77,"RN"
"3514","240520",2021,2,49,"RN"
"3515","240520",2022,1,52,"RN"
"3516","240520",2023,3,55,"RN"
"3517","240530",2021,1,131,"RN"
"3518","240530",2022,1,103,"RN"
"3519","240540",2021,3,86,"RN"
"3520","240540",2023,1,82,"RN"
"3521","240550",2021,2,34,"RN"
"3522","240550",2022,1,35,"RN"
"3523","240560",2021,2,140,"RN"
"3524","240560",2022,1,170,"RN"
"3525","240560",2023,12,146,"RN"
"3526","240570",2023,4,86,"RN"
"3527","240580",2021,5,519,"RN"
"3528","240580",2022,3,530,"RN"
"3529","240580",2023,21,515,"RN"
"3530","240590",2021,2,20,"RN"
"3531","240590",2023,3,12,"RN"
"3532","240600",2023,1,66,"RN"
"3533","240610",2023,8,159,"RN"
"3534","240615",2021,1,40,"RN"
"3535","240620",2023,3,87,"RN"
"3536","240650",2022,2,223,"RN"
"3537","240660",2023,1,120,"RN"
"3538","240670",2021,1,117,"RN"
"3539","240670",2023,2,106,"RN"
"3540","240680",2021,1,67,"RN"
"3541","240690",2023,2,50,"RN"
"3542","240700",2023,2,94,"RN"
"3543","240710",2021,7,1006,"RN"
"3544","240710",2022,3,889,"RN"
"3545","240710",2023,6,834,"RN"
"3546","240720",2021,8,298,"RN"
"3547","240720",2022,3,248,"RN"
"3548","240720",2023,13,271,"RN"
"3549","240730",2021,1,115,"RN"
"3550","240730",2022,1,77,"RN"
"3551","240730",2023,18,77,"RN"
"3552","240740",2021,1,94,"RN"
"3553","240740",2022,1,78,"RN"
"3554","240740",2023,17,71,"RN"
"3555","240750",2021,3,131,"RN"
"3556","240750",2022,1,115,"RN"
"3557","240750",2023,2,137,"RN"
"3558","240760",2021,3,56,"RN"
"3559","240760",2022,1,41,"RN"
"3560","240760",2023,6,38,"RN"
"3561","240770",2022,5,161,"RN"
"3562","240770",2023,2,161,"RN"
"3563","240780",2023,1,251,"RN"
"3564","240790",2021,1,41,"RN"
"3565","240790",2023,1,40,"RN"
"3566","240800",2021,4,3517,"RN"
"3567","240800",2022,11,3291,"RN"
"3568","240800",2023,8,3254,"RN"
"3569","240810",2021,110,10222,"RN"
"3570","240810",2022,99,9542,"RN"
"3571","240810",2023,104,9357,"RN"
"3572","240820",2022,1,363,"RN"
"3573","240820",2023,2,338,"RN"
"3574","240830",2021,3,477,"RN"
"3575","240830",2022,2,403,"RN"
"3576","240830",2023,6,393,"RN"
"3577","240840",2023,5,33,"RN"
"3578","240880",2022,1,82,"RN"
"3579","240880",2023,2,86,"RN"
"3580","240890",2021,1,251,"RN"
"3581","240895",2023,9,192,"RN"
"3582","240910",2023,2,187,"RN"
"3583","240930",2022,3,138,"RN"
"3584","240930",2023,24,97,"RN"
"3585","240933",2022,2,64,"RN"
"3586","240933",2023,1,55,"RN"
"3587","240940",2021,3,425,"RN"
"3588","240940",2022,2,383,"RN"
"3589","240950",2021,2,57,"RN"
"3590","240960",2021,2,30,"RN"
"3591","240970",2021,2,61,"RN"
"3592","240970",2023,1,53,"RN"
"3593","240980",2023,2,192,"RN"
"3594","240990",2021,8,133,"RN"
"3595","240990",2022,6,157,"RN"
"3596","240990",2023,5,107,"RN"
"3597","241000",2021,1,20,"RN"
"3598","241000",2023,2,29,"RN"
"3599","241010",2021,1,151,"RN"
"3600","241010",2022,1,147,"RN"
"3601","241020",2022,1,69,"RN"
"3602","241040",2021,1,137,"RN"
"3603","241040",2022,7,114,"RN"
"3604","241040",2023,1,127,"RN"
"3605","241060",2022,1,22,"RN"
"3606","241120",2021,1,504,"RN"
"3607","241120",2022,2,523,"RN"
"3608","241120",2023,1,506,"RN"
"3609","241150",2021,5,325,"RN"
"3610","241150",2022,2,260,"RN"
"3611","241150",2023,4,251,"RN"
"3612","241160",2021,2,65,"RN"
"3613","241160",2023,1,51,"RN"
"3614","241190",2023,1,40,"RN"
"3615","241200",2021,258,1520,"RN"
"3616","241200",2022,160,1359,"RN"
"3617","241200",2023,207,1461,"RN"
"3618","241220",2021,2,721,"RN"
"3619","241220",2022,3,623,"RN"
"3620","241230",2023,1,126,"RN"
"3621","241250",2021,4,286,"RN"
"3622","241250",2022,13,309,"RN"
"3623","241250",2023,34,303,"RN"
"3624","241255",2021,2,148,"RN"
"3625","241255",2022,1,143,"RN"
"3626","241255",2023,2,147,"RN"
"3627","241260",2021,1,210,"RN"
"3628","241290",2021,2,102,"RN"
"3629","241290",2022,3,101,"RN"
"3630","241290",2023,1,89,"RN"
"3631","241300",2023,1,68,"RN"
"3632","241310",2023,1,83,"RN"
"3633","241320",2021,1,74,"RN"
"3634","241320",2022,1,63,"RN"
"3635","241320",2023,1,56,"RN"
"3636","241330",2021,1,65,"RN"
"3637","241335",2023,6,222,"RN"
"3638","241340",2021,2,73,"RN"
"3639","241340",2023,2,58,"RN"
"3640","241350",2021,1,84,"RN"
"3641","241350",2022,4,84,"RN"
"3642","241350",2023,2,91,"RN"
"3643","241355",2022,1,46,"RN"
"3644","241355",2023,5,32,"RN"
"3645","241360",2022,1,60,"RN"
"3646","241380",2021,1,27,"RN"
"3647","241390",2021,1,131,"RN"
"3648","241390",2022,1,132,"RN"
"3649","241390",2023,2,132,"RN"
"3650","241400",2021,3,199,"RN"
"3651","241400",2023,2,166,"RN"
"3652","241410",2021,1,140,"RN"
"3653","241410",2023,3,128,"RN"
"3654","241415",2023,3,83,"RN"
"3655","241420",2021,9,244,"RN"
"3656","241420",2022,3,264,"RN"
"3657","241420",2023,4,215,"RN"
"3658","241440",2021,5,496,"RN"
"3659","241440",2022,2,453,"RN"
"3660","241440",2023,14,440,"RN"
"3661","241445",2021,1,58,"RN"
"3662","241445",2023,1,62,"RN"
"3663","241450",2021,2,101,"RN"
"3664","241450",2022,3,86,"RN"
"3665","241450",2023,7,81,"RN"
"3666","241460",2021,2,132,"RN"
"3667","241460",2023,2,122,"RN"
"3668","241470",2023,1,43,"RN"
"3669","241475",2023,1,36,"RN"
"3670","241480",2021,2,199,"RN"
"3671","241480",2022,2,166,"RN"
"3672","241480",2023,2,144,"RN"
"3673","240050",2023,74,138,"RN"
"3674","240060",2021,2,52,"RN"
"3675","240060",2023,3,43,"RN"
"3676","240070",2022,1,157,"RN"
"3677","240070",2023,7,177,"RN"
"3678","240080",2022,1,130,"RN"
"3679","240080",2023,2,135,"RN"
"3680","240090",2021,2,72,"RN"
"3681","240090",2022,1,77,"RN"
"3682","240090",2023,4,47,"RN"
"3683","240100",2021,4,412,"RN"
"3684","240100",2022,8,377,"RN"
"3685","240110",2021,2,313,"RN"
"3686","240110",2022,3,298,"RN"
"3687","240110",2023,10,315,"RN"
"3688","240120",2021,2,180,"RN"
"3689","240120",2022,3,170,"RN"
"3690","240130",2021,2,81,"RN"
"3691","241270",2022,0,53,"RN"
"3692","241270",2023,0,69,"RN"
"3693","241280",2021,0,75,"RN"
"3694","241280",2022,0,92,"RN"
"3695","241280",2023,0,74,"RN"
"3696","241300",2021,0,66,"RN"
"3697","241300",2022,0,58,"RN"
"3698","241310",2021,0,97,"RN"
"3699","241310",2022,0,63,"RN"
"3700","241330",2022,0,78,"RN"
"3701","241330",2023,0,56,"RN"
"3702","241335",2021,0,200,"RN"
"3703","241335",2022,0,195,"RN"
"3704","241340",2022,0,61,"RN"
"3705","241355",2021,0,45,"RN"
"3706","240010",2021,1,121,"RN"
"3707","240010",2022,2,111,"RN"
"3708","240010",2023,2,93,"RN"
"3709","240020",2022,1,598,"RN"
"3710","240020",2023,1,623,"RN"
"3711","240030",2021,1,116,"RN"
"3712","240050",2021,4,150,"RN"
"3713","240050",2022,3,137,"RN"
"3714","241240",2023,0,33,"RN"
"3715","241260",2022,0,146,"RN"
"3716","241260",2023,0,186,"RN"
"3717","241270",2021,0,77,"RN"
"3718","241190",2022,0,39,"RN"
"3719","241210",2021,0,65,"RN"
"3720","241210",2022,0,44,"RN"
"3721","241210",2023,0,40,"RN"
"3722","241220",2023,0,623,"RN"
"3723","241230",2021,0,133,"RN"
"3724","241230",2022,0,130,"RN"
"3725","241240",2021,0,56,"RN"
"3726","241240",2022,0,40,"RN"
"3727","250150",2022,5,297,"PB"
"3728","250150",2023,7,266,"PB"
"3729","250153",2021,1,63,"PB"
"3730","250157",2021,1,94,"PB"
"3731","250070",2021,6,188,"PB"
"3732","250070",2022,5,168,"PB"
"3733","250070",2023,11,160,"PB"
"3734","250073",2021,2,28,"PB"
"3735","250080",2021,2,226,"PB"
"3736","250080",2022,3,161,"PB"
"3737","250080",2023,5,186,"PB"
"3738","250090",2021,4,136,"PB"
"3739","250090",2022,3,129,"PB"
"3740","250100",2021,1,245,"PB"
"3741","250100",2022,2,199,"PB"
"3742","250100",2023,2,209,"PB"
"3743","250110",2021,6,285,"PB"
"3744","250110",2022,3,275,"PB"
"3745","250110",2023,1,270,"PB"
"3746","250120",2021,1,113,"PB"
"3747","250130",2021,2,235,"PB"
"3748","250130",2022,4,259,"PB"
"3749","250130",2023,1,265,"PB"
"3750","250135",2021,1,60,"PB"
"3751","250140",2021,1,180,"PB"
"3752","250140",2023,1,162,"PB"
"3753","250150",2021,2,311,"PB"
"3754","250280",2023,20,180,"PB"
"3755","250290",2021,9,73,"PB"
"3756","250290",2022,15,61,"PB"
"3757","250290",2023,6,67,"PB"
"3758","250157",2022,3,96,"PB"
"3759","250160",2021,2,159,"PB"
"3760","250160",2022,1,113,"PB"
"3761","250170",2021,1,97,"PB"
"3762","250180",2021,516,1320,"PB"
"3763","250180",2022,29,1184,"PB"
"3764","250180",2023,73,1175,"PB"
"3765","250190",2021,1,214,"PB"
"3766","250190",2022,3,179,"PB"
"3767","250190",2023,2,175,"PB"
"3768","250200",2021,11,61,"PB"
"3769","250200",2022,8,70,"PB"
"3770","250200",2023,7,75,"PB"
"3771","250205",2021,3,71,"PB"
"3772","250205",2022,4,32,"PB"
"3773","250205",2023,5,54,"PB"
"3774","250210",2021,1,70,"PB"
"3775","250210",2022,1,72,"PB"
"3776","250210",2023,1,83,"PB"
"3777","250215",2022,2,88,"PB"
"3778","250220",2021,2,32,"PB"
"3779","250220",2022,1,27,"PB"
"3780","250230",2021,1,53,"PB"
"3781","250230",2022,1,33,"PB"
"3782","250230",2023,20,33,"PB"
"3783","250240",2022,6,126,"PB"
"3784","250240",2023,6,114,"PB"
"3785","250250",2021,2,265,"PB"
"3786","250250",2022,1,214,"PB"
"3787","250250",2023,2,234,"PB"
"3788","250260",2021,2,64,"PB"
"3789","250260",2022,3,69,"PB"
"3790","250260",2023,1,63,"PB"
"3791","250270",2021,1,62,"PB"
"3792","250280",2021,6,198,"PB"
"3793","250280",2022,11,162,"PB"
"3794","250010",2021,3,132,"PB"
"3795","250010",2022,5,148,"PB"
"3796","250010",2023,3,126,"PB"
"3797","250020",2022,2,47,"PB"
"3798","250020",2023,1,56,"PB"
"3799","250030",2021,15,418,"PB"
"3800","250030",2022,36,372,"PB"
"3801","250030",2023,26,310,"PB"
"3802","250040",2021,7,309,"PB"
"3803","250040",2022,8,315,"PB"
"3804","250040",2023,4,309,"PB"
"3805","250050",2021,4,230,"PB"
"3806","250050",2022,5,190,"PB"
"3807","250050",2023,4,175,"PB"
"3808","250057",2022,1,47,"PB"
"3809","250060",2021,5,379,"PB"
"3810","250060",2022,9,326,"PB"
"3811","250060",2023,8,364,"PB"
"3812","250520",2022,2,97,"PB"
"3813","250520",2023,1,99,"PB"
"3814","250523",2023,1,98,"PB"
"3815","250527",2023,1,79,"PB"
"3816","250530",2022,2,29,"PB"
"3817","250535",2021,2,70,"PB"
"3818","250540",2021,1,145,"PB"
"3819","250540",2022,3,107,"PB"
"3820","250540",2023,3,114,"PB"
"3821","250560",2022,1,87,"PB"
"3822","250570",2021,4,139,"PB"
"3823","250570",2023,2,119,"PB"
"3824","250580",2021,1,53,"PB"
"3825","250600",2021,4,447,"PB"
"3826","250600",2022,4,403,"PB"
"3827","250600",2023,3,459,"PB"
"3828","250610",2022,1,146,"PB"
"3829","250625",2023,1,96,"PB"
"3830","250630",2021,5,784,"PB"
"3831","250630",2022,7,764,"PB"
"3832","250630",2023,17,773,"PB"
"3833","250640",2021,18,198,"PB"
"3834","250640",2022,9,156,"PB"
"3835","250640",2023,7,180,"PB"
"3836","250650",2021,1,53,"PB"
"3837","250650",2022,2,45,"PB"
"3838","250650",2023,1,34,"PB"
"3839","250660",2021,1,77,"PB"
"3840","250660",2023,2,42,"PB"
"3841","250670",2021,1,141,"PB"
"3842","250670",2022,2,118,"PB"
"3843","250670",2023,7,122,"PB"
"3844","250680",2021,4,242,"PB"
"3845","250680",2022,5,213,"PB"
"3846","250680",2023,4,199,"PB"
"3847","250690",2021,17,366,"PB"
"3848","250690",2022,17,324,"PB"
"3849","250690",2023,16,280,"PB"
"3850","250700",2021,1,327,"PB"
"3851","250700",2023,3,328,"PB"
"3852","250710",2021,3,275,"PB"
"3853","250710",2022,2,239,"PB"
"3854","250710",2023,1,289,"PB"
"3855","250720",2021,3,171,"PB"
"3856","250720",2022,1,146,"PB"
"3857","250730",2021,3,232,"PB"
"3858","250730",2022,1,208,"PB"
"3859","250730",2023,4,204,"PB"
"3860","250740",2021,2,83,"PB"
"3861","250740",2022,2,81,"PB"
"3862","250740",2023,6,75,"PB"
"3863","250750",2021,165,11126,"PB"
"3864","250750",2022,175,10727,"PB"
"3865","250750",2023,181,11045,"PB"
"3866","250760",2022,2,100,"PB"
"3867","250770",2021,1,300,"PB"
"3868","250770",2022,5,277,"PB"
"3869","250770",2023,5,280,"PB"
"3870","250780",2021,4,111,"PB"
"3871","250780",2022,2,92,"PB"
"3872","250780",2023,1,110,"PB"
"3873","250790",2021,17,204,"PB"
"3874","250790",2022,9,159,"PB"
"3875","250790",2023,7,126,"PB"
"3876","250800",2021,4,116,"PB"
"3877","250800",2022,3,94,"PB"
"3878","250800",2023,1,97,"PB"
"3879","250810",2021,1,53,"PB"
"3880","250810",2023,7,47,"PB"
"3881","250820",2021,1,133,"PB"
"3882","250820",2023,1,105,"PB"
"3883","250830",2021,3,396,"PB"
"3884","250830",2022,3,348,"PB"
"3885","250830",2023,3,323,"PB"
"3886","250850",2021,2,88,"PB"
"3887","250850",2022,2,84,"PB"
"3888","250850",2023,1,93,"PB"
"3889","250860",2021,3,224,"PB"
"3890","250860",2022,5,203,"PB"
"3891","250860",2023,2,181,"PB"
"3892","250870",2021,2,40,"PB"
"3893","250870",2022,1,41,"PB"
"3894","250870",2023,1,31,"PB"
"3895","250880",2023,1,78,"PB"
"3896","250890",2021,4,843,"PB"
"3897","250890",2022,5,638,"PB"
"3898","250890",2023,2,734,"PB"
"3899","250900",2021,6,166,"PB"
"3900","250900",2022,8,140,"PB"
"3901","250900",2023,4,118,"PB"
"3902","250905",2021,1,176,"PB"
"3903","250905",2023,2,169,"PB"
"3904","250910",2021,5,281,"PB"
"3905","250910",2022,2,264,"PB"
"3906","250910",2023,3,249,"PB"
"3907","250915",2021,1,77,"PB"
"3908","250920",2022,2,152,"PB"
"3909","250930",2021,1,179,"PB"
"3910","250930",2022,1,125,"PB"
"3911","250933",2021,1,82,"PB"
"3912","250937",2021,1,28,"PB"
"3913","250937",2022,1,26,"PB"
"3914","250937",2023,4,39,"PB"
"3915","250939",2021,4,132,"PB"
"3916","250939",2022,2,85,"PB"
"3917","250939",2023,1,113,"PB"
"3918","250940",2021,7,200,"PB"
"3919","250940",2022,10,168,"PB"
"3920","250940",2023,5,184,"PB"
"3921","250950",2021,1,107,"PB"
"3922","250950",2023,1,84,"PB"
"3923","250960",2021,3,63,"PB"
"3924","250960",2022,2,65,"PB"
"3925","250960",2023,11,62,"PB"
"3926","250970",2021,2,486,"PB"
"3927","250970",2022,1,430,"PB"
"3928","250980",2021,1,109,"PB"
"3929","250980",2022,3,129,"PB"
"3930","250980",2023,3,114,"PB"
"3931","250990",2021,2,87,"PB"
"3932","250990",2022,2,82,"PB"
"3933","251000",2021,1,97,"PB"
"3934","251010",2021,1,102,"PB"
"3935","251010",2022,1,117,"PB"
"3936","251020",2021,3,78,"PB"
"3937","251020",2023,5,77,"PB"
"3938","251040",2021,1,86,"PB"
"3939","251050",2022,1,45,"PB"
"3940","251065",2021,2,14,"PB"
"3941","251065",2022,1,19,"PB"
"3942","251070",2022,1,23,"PB"
"3943","251080",2021,15,1403,"PB"
"3944","251080",2022,15,1280,"PB"
"3945","251080",2023,4,1324,"PB"
"3946","251090",2021,5,156,"PB"
"3947","251090",2022,1,118,"PB"
"3948","251090",2023,2,109,"PB"
"3949","251100",2021,1,63,"PB"
"3950","251100",2022,1,52,"PB"
"3951","251100",2023,2,49,"PB"
"3952","251110",2023,1,65,"PB"
"3953","251120",2021,15,447,"PB"
"3954","251120",2022,9,387,"PB"
"3955","251120",2023,7,428,"PB"
"3956","251130",2021,1,170,"PB"
"3957","251130",2022,3,149,"PB"
"3958","251130",2023,1,144,"PB"
"3959","251140",2022,1,235,"PB"
"3960","251140",2023,2,207,"PB"
"3961","251150",2021,20,209,"PB"
"3962","251150",2022,13,185,"PB"
"3963","251150",2023,17,152,"PB"
"3964","251160",2021,1,128,"PB"
"3965","251160",2022,2,89,"PB"
"3966","251170",2021,1,97,"PB"
"3967","251170",2022,1,79,"PB"
"3968","251180",2022,1,131,"PB"
"3969","251180",2023,1,110,"PB"
"3970","251190",2021,8,294,"PB"
"3971","251190",2022,6,197,"PB"
"3972","251190",2023,6,239,"PB"
"3973","251200",2021,2,232,"PB"
"3974","251200",2022,5,243,"PB"
"3975","251200",2023,12,246,"PB"
"3976","251203",2022,3,52,"PB"
"3977","251203",2023,3,51,"PB"
"3978","251207",2021,2,44,"PB"
"3979","251207",2022,3,44,"PB"
"3980","251207",2023,1,45,"PB"
"3981","251210",2021,10,336,"PB"
"3982","251210",2022,4,363,"PB"
"3983","251210",2023,3,352,"PB"
"3984","251220",2022,1,44,"PB"
"3985","251220",2023,1,40,"PB"
"3986","251230",2021,6,301,"PB"
"3987","251230",2022,14,268,"PB"
"3988","251230",2023,13,264,"PB"
"3989","251240",2021,1,229,"PB"
"3990","251240",2022,4,180,"PB"
"3991","251250",2021,3,677,"PB"
"3992","251250",2022,4,638,"PB"
"3993","251250",2023,4,602,"PB"
"3994","251270",2021,7,251,"PB"
"3995","251270",2022,4,232,"PB"
"3996","251270",2023,4,235,"PB"
"3997","251274",2021,1,37,"PB"
"3998","251275",2022,1,60,"PB"
"3999","251275",2023,1,51,"PB"
"4000","251276",2021,1,77,"PB"
"4001","251276",2023,2,62,"PB"
"4002","251280",2021,2,94,"PB"
"4003","251280",2022,3,98,"PB"
"4004","251280",2023,8,77,"PB"
"4005","251290",2021,2,416,"PB"
"4006","251290",2022,1,291,"PB"
"4007","251290",2023,2,351,"PB"
"4008","251300",2023,3,32,"PB"
"4009","251310",2021,9,151,"PB"
"4010","251310",2022,8,137,"PB"
"4011","251310",2023,11,132,"PB"
"4012","251315",2022,2,109,"PB"
"4013","251320",2021,2,64,"PB"
"4014","251320",2022,3,62,"PB"
"4015","251320",2023,2,62,"PB"
"4016","251330",2021,1,69,"PB"
"4017","251330",2022,1,61,"PB"
"4018","251330",2023,1,41,"PB"
"4019","251335",2022,3,43,"PB"
"4020","251340",2021,4,198,"PB"
"4021","251340",2022,4,172,"PB"
"4022","251340",2023,3,163,"PB"
"4023","251350",2022,1,55,"PB"
"4024","251360",2021,2,72,"PB"
"4025","251360",2022,1,63,"PB"
"4026","251360",2023,3,69,"PB"
"4027","251365",2021,4,18,"PB"
"4028","251365",2022,1,30,"PB"
"4029","251365",2023,2,21,"PB"
"4030","251370",2021,24,2275,"PB"
"4031","251370",2022,28,1948,"PB"
"4032","251370",2023,31,1991,"PB"
"4033","251385",2021,1,28,"PB"
"4034","251385",2022,1,23,"PB"
"4035","251390",2021,13,429,"PB"
"4036","251390",2022,25,407,"PB"
"4037","251390",2023,34,397,"PB"
"4038","251392",2021,1,54,"PB"
"4039","251396",2023,2,31,"PB"
"4040","251398",2023,1,38,"PB"
"4041","251400",2021,8,54,"PB"
"4042","251400",2022,2,58,"PB"
"4043","251410",2021,1,53,"PB"
"4044","251410",2022,1,37,"PB"
"4045","251430",2023,2,76,"PB"
"4046","251440",2021,2,56,"PB"
"4047","251440",2022,2,48,"PB"
"4048","251440",2023,1,55,"PB"
"4049","251445",2021,6,72,"PB"
"4050","251445",2022,3,74,"PB"
"4051","251445",2023,5,90,"PB"
"4052","251450",2021,7,241,"PB"
"4053","251450",2022,3,246,"PB"
"4054","251450",2023,34,205,"PB"
"4055","251455",2021,1,53,"PB"
"4056","251455",2022,1,27,"PB"
"4057","251455",2023,2,27,"PB"
"4058","251460",2021,3,50,"PB"
"4059","251460",2023,1,40,"PB"
"4060","251465",2021,2,23,"PB"
"4061","251465",2022,2,23,"PB"
"4062","251465",2023,10,26,"PB"
"4063","251470",2021,1,46,"PB"
"4064","251470",2022,2,44,"PB"
"4065","251480",2021,19,49,"PB"
"4066","251490",2021,2,87,"PB"
"4067","251490",2022,1,92,"PB"
"4068","251500",2021,8,132,"PB"
"4069","251500",2022,7,92,"PB"
"4070","251500",2023,7,98,"PB"
"4071","251510",2021,1,139,"PB"
"4072","251520",2023,1,55,"PB"
"4073","251530",2021,14,624,"PB"
"4074","251530",2022,6,577,"PB"
"4075","251530",2023,6,568,"PB"
"4076","251540",2022,2,145,"PB"
"4077","251540",2023,1,174,"PB"
"4078","251550",2021,71,147,"PB"
"4079","251550",2022,2,130,"PB"
"4080","251560",2023,1,40,"PB"
"4081","251570",2021,1,54,"PB"
"4082","251570",2023,2,36,"PB"
"4083","251580",2021,1,101,"PB"
"4084","251590",2022,3,69,"PB"
"4085","251590",2023,4,68,"PB"
"4086","251593",2022,1,72,"PB"
"4087","251593",2023,4,70,"PB"
"4088","251597",2021,2,121,"PB"
"4089","251597",2023,3,123,"PB"
"4090","251600",2021,8,369,"PB"
"4091","251600",2022,4,348,"PB"
"4092","251600",2023,13,348,"PB"
"4093","251610",2021,1,200,"PB"
"4094","251610",2022,8,164,"PB"
"4095","251610",2023,3,153,"PB"
"4096","251615",2023,1,55,"PB"
"4097","251620",2021,3,995,"PB"
"4098","251620",2022,3,899,"PB"
"4099","251620",2023,2,848,"PB"
"4100","251630",2021,2,223,"PB"
"4101","251630",2023,1,189,"PB"
"4102","251650",2021,3,198,"PB"
"4103","251650",2022,2,178,"PB"
"4104","251650",2023,1,163,"PB"
"4105","251660",2021,1,174,"PB"
"4106","251660",2022,4,175,"PB"
"4107","251660",2023,16,138,"PB"
"4108","251670",2021,3,230,"PB"
"4109","251670",2022,3,201,"PB"
"4110","251670",2023,1,249,"PB"
"4111","251675",2021,1,43,"PB"
"4112","251680",2021,1,105,"PB"
"4113","251680",2022,3,105,"PB"
"4114","251680",2023,6,103,"PB"
"4115","251690",2021,1,168,"PB"
"4116","251690",2022,3,159,"PB"
"4117","251690",2023,8,163,"PB"
"4118","251700",2021,2,120,"PB"
"4119","251700",2023,2,131,"PB"
"4120","251710",2022,1,29,"PB"
"4121","251710",2023,1,34,"PB"
