"MUNIC_RES","ano","sih_30_a_39","sih_40_a_49","sih_menor_30","sih_total"
250970,"2019",5,1,16,22
250970,"2020",11,4,14,29
250970,"2021",8,1,20,29
250970,"2022",15,6,27,48
250970,"2023",16,3,23,42
250980,"2015",5,1,9,15
250980,"2016",2,0,4,6
250980,"2017",4,0,6,10
250980,"2018",5,1,4,10
250980,"2019",3,1,8,12
250980,"2020",2,0,4,6
250980,"2022",2,1,3,6
250980,"2023",6,0,2,8
250990,"2015",1,1,2,4
250990,"2016",2,1,2,5
250990,"2017",3,0,3,6
250990,"2018",1,1,4,6
250990,"2019",2,0,2,4
250990,"2020",2,1,2,5
250990,"2021",0,0,2,2
250990,"2022",1,1,4,6
251000,"2017",1,0,2,3
251000,"2023",1,0,0,1
251010,"2015",1,0,5,6
251010,"2016",1,0,2,3
251010,"2017",2,1,1,4
251010,"2018",4,0,3,7
251010,"2019",3,0,7,10
251010,"2020",1,0,1,2
251010,"2021",2,0,0,2
251010,"2022",3,0,2,5
251010,"2023",1,0,1,2
251020,"2015",1,0,7,8
251020,"2016",2,0,5,7
251020,"2017",2,0,4,6
251020,"2018",1,0,4,5
251020,"2019",3,0,4,7
251020,"2020",3,0,4,7
251020,"2021",2,0,2,4
251020,"2022",2,0,2,4
251020,"2023",3,0,2,5
251030,"2015",0,0,4,4
251030,"2016",0,0,2,2
251030,"2017",0,0,1,1
251030,"2018",0,0,2,2
251030,"2019",1,0,1,2
251030,"2020",0,0,1,1
251030,"2021",1,0,0,1
251030,"2022",0,0,1,1
251040,"2015",4,1,4,9
251040,"2016",1,0,2,3
251040,"2017",3,0,1,4
251040,"2019",1,0,2,3
251040,"2020",3,0,7,10
251040,"2021",2,1,3,6
251040,"2022",1,0,1,2
251050,"2015",1,0,6,7
251050,"2016",2,1,3,6
251050,"2017",2,1,1,4
251050,"2018",0,0,1,1
251050,"2019",1,2,3,6
251050,"2021",0,0,2,2
251050,"2023",1,0,0,1
251060,"2016",0,0,2,2
251060,"2017",2,0,0,2
251060,"2019",2,0,1,3
251060,"2020",0,0,2,2
251060,"2021",1,0,0,1
251060,"2022",0,0,3,3
251060,"2023",1,0,0,1
251065,"2015",0,0,2,2
251065,"2016",0,0,4,4
251065,"2017",3,0,0,3
251065,"2019",3,1,1,5
251065,"2022",0,0,1,1
251065,"2023",1,0,1,2
251070,"2015",1,0,1,2
251070,"2016",1,0,3,4
251070,"2017",1,2,1,4
251070,"2018",0,0,1,1
251070,"2019",2,0,3,5
251070,"2020",3,0,0,3
251070,"2021",0,0,1,1
251070,"2022",0,0,2,2
251070,"2023",0,0,1,1
251080,"2015",45,8,78,131
251080,"2016",44,3,63,110
251080,"2017",50,6,75,131
251080,"2018",17,4,35,56
251080,"2019",38,7,53,98
251080,"2020",48,19,75,142
251080,"2021",47,11,44,102
251080,"2022",18,6,36,60
251080,"2023",8,6,16,30
251090,"2015",5,1,8,14
251090,"2016",5,0,3,8
251090,"2017",2,2,7,11
251090,"2018",5,3,6,14
251090,"2019",8,3,9,20
251090,"2020",3,3,5,11
251090,"2021",6,0,2,8
251090,"2022",3,1,4,8
251090,"2023",1,0,1,2
251100,"2015",1,1,1,3
251100,"2016",0,0,2,2
251100,"2017",0,1,4,5
251100,"2018",2,1,0,3
251100,"2019",2,1,3,6
251100,"2020",0,0,1,1
251100,"2021",1,1,1,3
251100,"2022",1,0,3,4
251110,"2015",1,0,4,5
251110,"2016",0,0,4,4
251110,"2017",2,0,5,7
251110,"2018",2,0,3,5
251110,"2019",3,0,5,8
251110,"2020",3,0,3,6
251110,"2021",1,0,2,3
251110,"2023",2,0,0,2
251120,"2015",5,1,18,24
251120,"2016",8,0,16,24
251120,"2017",8,2,23,33
251120,"2018",9,1,14,24
251120,"2019",17,3,16,36
251120,"2020",10,1,14,25
251120,"2021",7,0,8,15
251120,"2022",6,3,9,18
251120,"2023",7,1,5,13
251130,"2015",1,0,7,8
251130,"2016",2,0,6,8
251130,"2017",4,0,9,13
251130,"2018",0,2,4,6
251130,"2019",4,2,7,13
251130,"2020",1,2,4,7
251130,"2021",5,1,2,8
251130,"2022",5,1,6,12
251130,"2023",5,0,3,8
251140,"2015",1,0,5,6
251140,"2016",0,1,2,3
251140,"2017",5,2,10,17
251140,"2018",2,0,7,9
251140,"2019",6,2,5,13
251140,"2020",6,1,5,12
251140,"2021",6,2,6,14
251140,"2022",2,2,8,12
251140,"2023",2,1,4,7
251150,"2015",2,0,1,3
251150,"2016",2,0,5,7
251150,"2017",0,0,4,4
251150,"2018",2,0,3,5
251150,"2019",2,1,1,4
251150,"2020",0,0,2,2
251150,"2022",1,1,2,4
251150,"2023",0,0,2,2
251160,"2015",1,2,2,5
251160,"2016",3,0,3,6
251160,"2017",3,1,6,10
251160,"2018",5,1,7,13
251160,"2019",3,2,5,10
251160,"2020",1,2,2,5
251160,"2021",2,0,0,2
251160,"2022",1,0,1,2
251160,"2023",4,1,1,6
251170,"2015",1,0,2,3
251170,"2016",1,0,3,4
251170,"2017",4,0,3,7
251170,"2018",5,0,2,7
251170,"2019",3,0,2,5
251170,"2020",0,0,6,6
251170,"2021",0,0,1,1
251170,"2022",0,1,0,1
251170,"2023",1,1,1,3
251180,"2015",4,0,4,8
251180,"2016",4,0,8,12
251180,"2017",3,0,6,9
251180,"2018",9,2,5,16
251180,"2019",4,1,7,12
251180,"2020",0,1,8,9
251180,"2022",5,1,4,10
251180,"2023",0,1,2,3
251190,"2015",9,0,9,18
251190,"2016",9,2,9,20
251190,"2017",5,1,9,15
251190,"2018",4,1,5,10
251190,"2019",2,0,8,10
251190,"2020",6,1,10,17
251190,"2021",2,1,9,12
251190,"2022",1,2,7,10
251190,"2023",1,0,2,3
251200,"2015",6,3,15,24
251200,"2016",8,1,8,17
251200,"2017",7,4,11,22
251200,"2018",8,4,10,22
251200,"2019",14,3,8,25
251200,"2020",1,0,2,3
251200,"2021",1,0,4,5
251200,"2022",0,2,8,10
251200,"2023",2,0,3,5
251203,"2016",2,0,2,4
251203,"2017",6,0,2,8
251203,"2018",1,0,3,4
251203,"2019",0,1,1,2
251203,"2020",2,0,0,2
251203,"2021",1,0,3,4
251203,"2022",1,0,1,2
251203,"2023",4,0,0,4
251207,"2015",0,0,1,1
251207,"2016",2,0,1,3
251207,"2017",0,0,3,3
251207,"2020",2,0,2,4
251207,"2021",4,0,0,4
251207,"2022",3,0,3,6
251207,"2023",4,0,0,4
251210,"2015",12,2,17,31
251210,"2016",14,6,25,45
251210,"2017",21,2,18,41
251210,"2018",11,1,30,42
251210,"2019",11,3,18,32
251210,"2020",14,3,24,41
251210,"2021",12,7,18,37
251210,"2022",17,1,16,34
251210,"2023",9,4,15,28
251220,"2015",1,1,2,4
251220,"2017",0,0,1,1
251220,"2018",1,0,1,2
251220,"2019",2,0,2,4
251220,"2020",0,0,4,4
251220,"2021",0,0,5,5
251220,"2022",3,0,3,6
251220,"2023",0,1,2,3
251230,"2015",5,2,15,22
251230,"2016",2,3,4,9
251230,"2017",4,0,6,10
251230,"2018",3,0,3,6
251230,"2019",3,2,6,11
251230,"2020",4,2,6,12
251230,"2021",4,3,8,15
251230,"2022",8,2,7,17
251230,"2023",3,2,2,7
251240,"2015",4,0,10,14
251240,"2016",4,1,10,15
251240,"2017",5,2,10,17
251240,"2018",6,3,6,15
251240,"2019",10,1,13,24
251240,"2021",1,1,2,4
251240,"2022",2,1,1,4
251240,"2023",0,1,1,2
251250,"2015",13,5,33,51
251250,"2016",13,10,29,52
251250,"2017",21,2,25,48
251250,"2018",17,6,25,48
251250,"2019",21,6,26,53
251250,"2020",7,1,6,14
251250,"2021",6,2,9,17
251250,"2022",8,4,17,29
251250,"2023",7,2,9,18
251260,"2015",1,1,1,3
251260,"2016",1,0,1,2
251260,"2017",0,0,2,2
251260,"2019",1,0,0,1
251260,"2020",0,2,4,6
251260,"2021",1,0,0,1
251260,"2023",1,0,1,2
251270,"2015",8,3,7,18
251270,"2016",4,1,10,15
251270,"2017",9,7,8,24
251270,"2018",11,1,9,21
251270,"2019",4,3,12,19
251270,"2020",3,0,2,5
251270,"2021",0,0,6,6
251270,"2022",1,0,4,5
251270,"2023",0,0,1,1
251272,"2015",0,0,1,1
251272,"2016",0,0,1,1
251272,"2017",2,0,3,5
251272,"2018",0,0,4,4
251272,"2019",0,1,1,2
251272,"2020",1,0,3,4
251272,"2021",0,1,3,4
251272,"2022",2,1,4,7
251272,"2023",0,0,1,1
251274,"2015",1,0,0,1
251274,"2018",2,0,3,5
251274,"2019",1,0,3,4
251274,"2020",0,0,4,4
251274,"2022",1,0,0,1
251274,"2023",0,0,2,2
251275,"2015",2,0,5,7
251275,"2016",0,0,4,4
251275,"2017",3,0,1,4
251275,"2018",1,1,5,7
251275,"2019",2,0,0,2
251275,"2020",0,0,1,1
251275,"2021",2,0,1,3
251275,"2022",1,0,4,5
251276,"2016",2,0,3,5
251276,"2017",1,1,6,8
251276,"2018",3,1,2,6
251276,"2019",2,0,3,5
251276,"2020",1,0,3,4
251276,"2021",2,0,2,4
251276,"2022",0,0,1,1
251276,"2023",1,0,0,1
251278,"2015",0,0,1,1
251278,"2016",0,1,5,6
251278,"2017",2,0,0,2
251278,"2018",1,0,2,3
251278,"2019",0,0,3,3
251278,"2022",1,0,1,2
251280,"2016",1,1,2,4
251280,"2017",8,2,9,19
251280,"2018",4,1,6,11
251280,"2019",3,1,4,8
251280,"2020",5,0,2,7
251280,"2021",2,1,3,6
251280,"2022",4,2,3,9
251280,"2023",1,0,2,3
251290,"2015",4,0,8,12
251290,"2016",4,0,6,10
251290,"2017",1,3,9,13
251290,"2018",9,2,20,31
251290,"2019",3,1,6,10
251290,"2020",3,2,10,15
251290,"2021",5,1,10,16
251290,"2022",4,4,13,21
251290,"2023",0,3,3,6
251300,"2015",0,1,2,3
251300,"2016",1,1,1,3
251300,"2017",1,0,0,1
251300,"2018",1,1,1,3
251300,"2019",0,0,1,1
251300,"2020",0,1,2,3
251300,"2021",0,0,1,1
251310,"2015",2,0,2,4
251310,"2016",0,0,2,2
251310,"2018",0,0,2,2
251310,"2019",0,0,1,1
251310,"2020",0,0,2,2
251310,"2021",1,0,1,2
251310,"2022",1,0,0,1
251310,"2023",0,0,1,1
251315,"2015",3,0,4,7
251315,"2016",1,1,5,7
251315,"2017",2,0,7,9
251315,"2018",1,1,7,9
251315,"2019",1,3,6,10
251315,"2020",1,0,2,3
251315,"2021",2,1,2,5
251315,"2022",2,0,5,7
251315,"2023",2,0,2,4
251320,"2015",1,0,2,3
251320,"2018",1,0,0,1
251320,"2019",1,0,0,1
251330,"2016",0,0,1,1
251330,"2017",2,1,1,4
251330,"2018",2,2,2,6
251330,"2019",0,0,2,2
251330,"2020",2,0,0,2
251330,"2021",0,0,1,1
251330,"2022",2,1,2,5
251330,"2023",0,1,0,1
251335,"2015",0,0,2,2
251335,"2016",1,0,0,1
251335,"2017",0,1,1,2
251335,"2019",1,0,1,2
251335,"2020",1,0,2,3
251335,"2021",1,0,0,1
251335,"2022",0,1,1,2
251335,"2023",0,0,2,2
251340,"2015",5,1,7,13
251340,"2016",3,0,7,10
251340,"2017",3,1,8,12
251340,"2018",1,1,2,4
251340,"2019",3,0,6,9
251340,"2020",2,3,6,11
251340,"2021",2,1,5,8
251340,"2022",3,2,5,10
251340,"2023",0,1,1,2
251350,"2015",0,0,5,5
251350,"2016",1,0,1,2
251350,"2017",2,0,4,6
251350,"2018",1,0,4,5
251350,"2019",0,0,4,4
251350,"2020",0,2,5,7
251350,"2021",1,0,2,3
251350,"2022",1,0,0,1
251350,"2023",1,0,3,4
251360,"2015",0,0,2,2
251360,"2016",0,0,1,1
251360,"2017",1,0,3,4
251360,"2018",0,0,1,1
251360,"2019",3,0,5,8
251360,"2020",2,0,3,5
251360,"2021",0,0,5,5
251360,"2022",1,0,2,3
251360,"2023",1,0,1,2
251365,"2017",1,0,1,2
251365,"2018",0,0,1,1
251365,"2019",0,0,2,2
251365,"2020",0,1,0,1
251365,"2021",0,1,0,1
251365,"2022",2,0,0,2
251365,"2023",1,0,1,2
251370,"2015",41,7,119,167
251370,"2016",47,11,96,154
251370,"2017",52,8,124,184
251370,"2018",67,19,134,220
251370,"2019",50,10,124,184
251370,"2020",59,13,92,164
251370,"2021",54,22,100,176
251370,"2022",54,10,90,154
251370,"2023",37,15,74,126
251380,"2015",1,0,1,2
251380,"2016",3,0,1,4
251380,"2017",1,1,2,4
251380,"2018",1,0,1,2
251380,"2019",5,2,0,7
251380,"2020",4,0,0,4
251380,"2021",1,0,0,1
251380,"2023",1,1,1,3
251385,"2015",0,0,3,3
251385,"2016",1,0,0,1
251385,"2017",0,2,0,2
251385,"2018",4,0,0,4
251385,"2019",1,0,1,2
251385,"2021",0,0,2,2
251385,"2023",1,0,0,1
251390,"2015",1,0,2,3
251390,"2016",7,1,10,18
251390,"2017",10,4,17,31
251390,"2018",7,2,14,23
251390,"2019",9,4,13,26
251390,"2020",10,4,14,28
251390,"2021",6,0,9,15
251390,"2022",3,2,7,12
251390,"2023",1,2,15,18
251392,"2015",1,0,3,4
251392,"2016",1,0,0,1
251392,"2017",2,1,2,5
251392,"2018",1,0,2,3
251392,"2019",2,2,3,7
251392,"2020",5,0,1,6
251392,"2021",1,0,2,3
251392,"2022",1,0,1,2
251392,"2023",1,0,1,2
251394,"2015",1,0,1,2
251394,"2016",0,1,0,1
251394,"2017",3,0,0,3
251394,"2018",2,1,2,5
251394,"2019",0,1,0,1
251394,"2020",0,1,2,3
251396,"2015",0,0,2,2
251396,"2016",1,0,1,2
251396,"2017",0,1,0,1
251396,"2018",0,1,1,2
251396,"2022",0,0,1,1
251398,"2017",0,0,1,1
251398,"2023",1,0,0,1
251400,"2015",0,1,1,2
251400,"2016",1,1,1,3
251400,"2017",1,0,4,5
251400,"2018",2,2,4,8
251400,"2019",4,0,5,9
251400,"2021",1,0,0,1
251400,"2022",0,0,2,2
251410,"2015",0,0,2,2
251410,"2016",1,0,0,1
251410,"2017",0,0,3,3
251410,"2018",1,1,1,3
251410,"2019",0,1,3,4
251410,"2020",2,0,0,2
251410,"2021",0,0,1,1
251410,"2022",1,0,0,1
251410,"2023",1,0,0,1
251420,"2016",1,0,1,2
251420,"2017",1,0,0,1
251420,"2018",2,0,0,2
251430,"2015",2,0,2,4
251430,"2016",0,0,3,3
251430,"2017",5,0,3,8
251430,"2018",0,0,9,9
251430,"2019",5,0,5,10
251430,"2020",1,1,2,4
251430,"2021",4,0,5,9
251430,"2022",1,1,3,5
251430,"2023",1,0,2,3
251440,"2015",0,0,2,2
251440,"2016",1,0,3,4
251440,"2017",1,0,6,7
251440,"2018",0,0,2,2
251440,"2019",1,0,1,2
251440,"2020",3,1,2,6
251440,"2021",1,0,2,3
251440,"2022",1,0,0,1
251445,"2015",5,0,3,8
251445,"2016",0,0,1,1
251445,"2017",0,0,1,1
251445,"2021",0,0,1,1
251450,"2015",0,0,2,2
251450,"2016",3,1,6,10
251450,"2017",3,1,8,12
251450,"2018",8,0,11,19
251450,"2019",6,1,8,15
251450,"2020",4,0,12,16
251450,"2021",9,0,8,17
251450,"2022",4,2,5,11
251450,"2023",8,0,9,17
251455,"2015",1,0,2,3
251455,"2016",1,0,2,3
251455,"2017",1,0,0,1
251455,"2018",0,0,1,1
251455,"2020",2,0,0,2
251455,"2021",1,0,0,1
251455,"2022",0,0,1,1
251460,"2015",1,0,2,3
251460,"2016",1,0,1,2
251460,"2017",3,0,5,8
251460,"2018",2,0,0,2
251460,"2019",0,0,1,1
251460,"2020",1,0,3,4
251460,"2021",1,0,1,2
251460,"2022",2,0,3,5
251460,"2023",0,1,0,1
251465,"2016",0,0,1,1
251465,"2017",1,0,1,2
251465,"2018",0,0,1,1
251465,"2019",1,1,0,2
251465,"2020",2,1,0,3
251465,"2021",1,0,0,1
251465,"2022",0,0,2,2
251465,"2023",1,0,0,1
251470,"2015",4,0,3,7
251470,"2016",1,0,4,5
251470,"2017",0,0,2,2
251470,"2018",0,2,0,2
251470,"2019",2,0,0,2
251470,"2020",3,0,0,3
251470,"2021",1,1,1,3
251470,"2023",1,0,0,1
251480,"2015",0,0,1,1
251480,"2016",2,1,2,5
251480,"2017",0,0,1,1
251480,"2018",2,0,1,3
251480,"2019",2,0,1,3
251480,"2020",0,1,3,4
251480,"2021",0,1,0,1
251480,"2022",2,0,1,3
251490,"2015",2,2,4,8
251490,"2016",1,2,5,8
251490,"2017",2,0,4,6
251490,"2018",1,0,4,5
251490,"2019",2,0,1,3
251490,"2020",1,1,4,6
251490,"2021",3,0,3,6
251490,"2022",1,0,2,3
251500,"2015",1,0,6,7
251500,"2016",1,0,3,4
251500,"2017",1,0,4,5
251500,"2018",0,0,3,3
251500,"2019",2,1,0,3
251500,"2020",0,0,3,3
251500,"2021",3,0,1,4
251500,"2022",1,0,1,2
251500,"2023",2,0,3,5
251510,"2015",4,1,1,6
251510,"2016",4,2,13,19
251510,"2017",8,0,3,11
251510,"2018",2,1,8,11
251510,"2019",6,1,8,15
251510,"2020",1,0,2,3
251510,"2021",1,0,1,2
251510,"2022",1,0,4,5
251520,"2015",1,0,3,4
251520,"2016",1,0,0,1
251520,"2017",1,0,2,3
251520,"2018",1,0,0,1
251520,"2019",1,0,1,2
251520,"2020",1,0,0,1
251520,"2021",0,2,3,5
251520,"2022",1,1,4,6
251520,"2023",2,1,0,3
251530,"2015",9,1,23,33
251530,"2016",8,3,21,32
251530,"2017",11,2,20,33
251530,"2018",10,0,17,27
251530,"2019",10,2,27,39
251530,"2020",10,4,23,37
251530,"2021",12,0,18,30
251530,"2022",6,2,14,22
251530,"2023",5,1,14,20
251540,"2015",6,1,6,13
251540,"2016",3,2,8,13
251540,"2017",4,0,10,14
251540,"2018",2,0,7,9
251540,"2019",6,1,9,16
251540,"2020",2,0,1,3
251540,"2021",3,1,3,7
251540,"2022",3,0,2,5
251540,"2023",2,1,2,5
251550,"2015",4,3,8,15
251550,"2016",5,1,6,12
251550,"2017",3,2,2,7
251550,"2018",3,1,6,10
251550,"2019",4,1,8,13
251550,"2020",1,0,8,9
251550,"2021",2,0,2,4
251550,"2022",1,0,2,3
251550,"2023",1,0,3,4
251560,"2015",0,0,2,2
251560,"2016",0,0,1,1
251560,"2017",0,0,2,2
251560,"2018",0,1,0,1
251560,"2019",0,1,0,1
251560,"2020",2,1,0,3
251560,"2021",0,1,0,1
251560,"2022",0,0,2,2
251570,"2016",0,0,1,1
251570,"2017",2,1,4,7
251570,"2019",1,0,2,3
251570,"2020",1,0,1,2
251570,"2021",1,0,3,4
251570,"2022",0,1,2,3
251570,"2023",0,1,1,2
251580,"2015",3,1,3,7
251580,"2016",3,0,2,5
251580,"2017",4,0,4,8
251580,"2018",1,0,2,3
251580,"2019",4,1,6,11
251580,"2020",2,0,2,4
251580,"2021",1,0,1,2
251580,"2022",1,1,1,3
251590,"2015",2,2,7,11
251590,"2016",2,0,5,7
251590,"2017",0,1,2,3
251590,"2018",0,0,2,2
251590,"2019",2,0,2,4
251590,"2020",1,0,0,1
251590,"2021",0,0,1,1
251590,"2022",2,0,0,2
251593,"2015",3,1,4,8
251593,"2016",3,1,1,5
251593,"2017",5,0,6,11
251593,"2018",3,2,1,6
251593,"2019",3,1,3,7
251593,"2020",3,2,2,7
251593,"2021",1,0,0,1
251593,"2022",2,2,0,4
251593,"2023",1,1,1,3
251597,"2015",4,0,4,8
251597,"2016",3,0,1,4
251597,"2017",7,1,3,11
251597,"2018",5,1,3,9
251597,"2019",6,0,4,10
251597,"2020",4,3,3,10
251597,"2021",1,2,9,12
251597,"2022",3,0,2,5
251597,"2023",0,0,3,3
251600,"2015",9,0,10,19
251600,"2016",8,2,15,25
251600,"2017",11,1,22,34
251600,"2018",8,1,9,18
251600,"2019",7,7,18,32
251600,"2020",14,2,5,21
251600,"2021",7,3,8,18
251600,"2022",7,2,15,24
251600,"2023",5,2,5,12
251610,"2015",5,2,9,16
251610,"2016",2,1,9,12
251610,"2017",5,1,5,11
251610,"2018",3,0,6,9
251610,"2019",9,1,7,17
251610,"2020",5,0,3,8
251610,"2021",1,0,3,4
251610,"2022",4,0,1,5
251610,"2023",1,0,1,2
251615,"2015",1,0,3,4
251615,"2016",1,1,2,4
251615,"2017",2,0,3,5
251615,"2018",0,1,1,2
251615,"2019",0,0,1,1
251615,"2020",0,0,1,1
251615,"2021",1,0,3,4
251615,"2022",2,0,0,2
251615,"2023",1,0,1,2
251620,"2015",1,0,4,5
251620,"2016",1,0,4,5
251620,"2017",3,0,7,10
251620,"2018",0,0,4,4
251620,"2019",0,1,1,2
251620,"2020",1,0,0,1
251620,"2021",0,0,1,1
251620,"2023",1,0,1,2
251630,"2015",7,0,6,13
251630,"2016",1,1,9,11
251630,"2017",3,0,6,9
251630,"2018",6,2,7,15
251630,"2019",3,3,13,19
251630,"2020",8,1,6,15
251630,"2021",10,2,15,27
251630,"2022",7,4,9,20
251630,"2023",1,1,2,4
251640,"2015",3,1,3,7
251640,"2016",0,0,5,5
251640,"2017",5,1,4,10
251640,"2018",3,0,5,8
251640,"2019",5,0,5,10
251640,"2020",2,0,3,5
251640,"2021",1,1,2,4
251640,"2022",3,0,2,5
251640,"2023",1,0,5,6
251650,"2015",6,0,7,13
251650,"2016",2,0,5,7
251650,"2017",10,1,11,22
251650,"2018",5,2,6,13
251650,"2019",8,1,6,15
251650,"2020",5,0,1,6
251650,"2021",2,2,0,4
251650,"2022",0,0,2,2
251650,"2023",1,0,0,1
251660,"2015",1,1,1,3
251660,"2016",2,1,10,13
251660,"2017",3,2,6,11
251660,"2018",2,1,1,4
251660,"2019",4,0,3,7
251660,"2020",3,1,8,12
251660,"2021",3,1,6,10
251660,"2022",3,2,4,9
251660,"2023",0,2,1,3
251670,"2015",8,3,13,24
251670,"2016",7,1,7,15
251670,"2017",6,0,9,15
251670,"2018",1,1,2,4
251670,"2019",5,2,13,20
251670,"2020",7,2,6,15
251670,"2021",7,0,5,12
251670,"2022",2,3,6,11
251670,"2023",4,1,2,7
251675,"2015",2,0,1,3
251675,"2016",1,0,2,3
251675,"2017",1,0,1,2
251675,"2018",0,0,4,4
251675,"2019",1,1,1,3
251675,"2020",2,0,1,3
251675,"2021",0,0,1,1
251675,"2022",1,0,1,2
251675,"2023",1,0,1,2
251680,"2015",0,1,0,1
251680,"2016",0,0,1,1
251680,"2017",2,1,2,5
251680,"2018",2,1,3,6
251680,"2019",1,1,3,5
251680,"2020",3,1,4,8
251680,"2021",1,0,3,4
251680,"2022",4,2,1,7
251680,"2023",2,1,2,5
251690,"2016",1,1,2,4
251690,"2017",1,0,4,5
251690,"2018",6,1,2,9
251690,"2019",1,1,3,5
251690,"2020",2,0,2,4
251690,"2021",4,2,6,12
251690,"2022",4,0,7,11
251690,"2023",3,0,5,8
251700,"2015",1,1,9,11
251700,"2016",1,0,4,5
251700,"2017",4,2,3,9
251700,"2018",2,0,5,7
251700,"2019",2,2,1,5
251700,"2020",0,1,4,5
251700,"2021",3,1,0,4
251700,"2022",1,0,1,2
251700,"2023",1,0,1,2
251710,"2015",0,0,1,1
251710,"2016",0,0,4,4
251710,"2017",0,0,1,1
251710,"2018",1,1,0,2
251710,"2019",2,1,2,5
251710,"2020",2,0,3,5
251710,"2021",0,1,2,3
251710,"2022",1,1,1,3
251740,"2017",0,0,1,1
251740,"2019",2,0,0,2
251740,"2020",0,0,2,2
251740,"2021",0,0,1,1
251740,"2022",1,2,2,5
251740,"2023",4,1,0,5
260005,"2015",15,5,38,58
260005,"2016",14,6,44,64
260005,"2017",21,11,37,69
260005,"2018",12,3,33,48
260005,"2019",8,2,24,34
260005,"2020",9,1,22,32
260005,"2021",18,4,28,50
260005,"2022",16,4,23,43
260005,"2023",9,5,24,38
260010,"2015",24,2,47,73
260010,"2016",13,8,55,76
260010,"2017",20,4,45,69
260010,"2018",24,4,38,66
260010,"2019",28,9,39,76
260010,"2020",28,8,51,87
260010,"2021",28,10,41,79
260010,"2022",19,8,49,76
260010,"2023",18,7,25,50
260020,"2015",2,0,12,14
260020,"2016",1,0,10,11
260020,"2017",4,0,4,8
260020,"2018",0,1,9,10
260020,"2019",4,3,7,14
260020,"2020",1,1,9,11
260020,"2021",5,1,6,12
260020,"2022",2,1,5,8
260020,"2023",2,1,5,8
260030,"2015",2,0,5,7
260030,"2016",0,0,4,4
260030,"2017",1,1,3,5
260030,"2018",3,0,8,11
260030,"2019",1,1,7,9
260030,"2020",4,3,8,15
260030,"2021",4,0,6,10
260030,"2022",2,1,3,6
260030,"2023",2,0,5,7
260040,"2015",7,0,21,28
260040,"2016",11,1,20,32
260040,"2017",7,2,18,27
260040,"2018",11,1,20,32
260040,"2019",7,0,18,25
260040,"2020",6,0,16,22
260040,"2021",6,1,14,21
260040,"2022",5,2,7,14
260040,"2023",7,0,6,13
260050,"2015",12,1,24,37
260050,"2016",8,3,14,25
260050,"2017",9,2,26,37
260050,"2018",17,3,17,37
260050,"2019",15,1,20,36
260050,"2020",14,3,23,40
260050,"2021",17,2,26,45
260050,"2022",11,3,21,35
260050,"2023",14,4,26,44
260060,"2015",2,1,7,10
260060,"2016",1,0,4,5
260060,"2017",1,1,6,8
260060,"2018",3,2,10,15
260060,"2019",4,1,3,8
260060,"2020",2,1,9,12
260060,"2021",6,1,10,17
260060,"2022",3,1,7,11
260060,"2023",2,0,2,4
260070,"2015",2,1,11,14
260070,"2016",3,0,9,12
260070,"2017",2,1,8,11
260070,"2018",5,0,6,11
260070,"2019",3,0,6,9
260070,"2020",2,0,5,7
260070,"2021",1,0,6,7
260070,"2022",1,1,2,4
260070,"2023",3,0,6,9
260080,"2015",2,1,3,6
260080,"2016",1,2,5,8
260080,"2017",2,0,6,8
260080,"2018",2,2,7,11
260080,"2019",3,1,8,12
260080,"2020",5,0,3,8
260080,"2021",2,0,4,6
260080,"2022",1,1,3,5
260080,"2023",3,2,3,8
260090,"2015",5,1,9,15
260090,"2016",1,0,10,11
260090,"2017",4,0,8,12
260090,"2018",4,1,7,12
260090,"2019",2,0,9,11
260090,"2020",4,1,12,17
260090,"2021",2,0,4,6
260090,"2022",4,0,5,9
260090,"2023",5,2,5,12
260100,"2015",5,0,12,17
260100,"2016",2,1,8,11
260100,"2017",4,1,9,14
260100,"2018",3,2,10,15
260100,"2019",3,2,5,10
260100,"2020",4,0,5,9
260100,"2021",3,2,5,10
260100,"2022",1,1,3,5
260100,"2023",3,1,6,10
260105,"2015",2,1,5,8
260105,"2016",2,0,2,4
260105,"2017",0,0,9,9
260105,"2018",1,0,7,8
260105,"2019",1,0,5,6
260105,"2020",2,1,5,8
260105,"2021",1,1,2,4
260105,"2022",1,0,5,6
260105,"2023",0,0,1,1
260110,"2015",34,7,86,127
260110,"2016",27,10,64,101
260110,"2017",42,6,78,126
260110,"2018",41,9,88,138
260110,"2019",32,7,75,114
260110,"2020",29,3,47,79
260110,"2021",42,6,64,112
260110,"2022",32,14,58,104
260110,"2023",38,13,65,116
260120,"2015",32,2,59,93
260120,"2016",24,6,53,83
260120,"2017",34,5,50,89
260120,"2018",39,8,74,121
260120,"2019",30,12,48,90
260120,"2020",34,5,40,79
260120,"2021",25,11,50,86
260120,"2022",24,6,50,80
260120,"2023",22,4,46,72
260130,"2015",1,0,4,5
260130,"2016",1,0,5,6
260130,"2017",1,0,5,6
260130,"2018",4,0,5,9
260130,"2019",1,1,5,7
260130,"2020",3,0,3,6
260130,"2021",0,0,2,2
260130,"2022",1,0,1,2
260130,"2023",0,1,2,3
260140,"2015",11,0,33,44
260140,"2016",11,2,29,42
260140,"2017",12,2,24,38
260140,"2018",10,3,36,49
260140,"2019",12,3,21,36
260140,"2020",9,5,30,44
260140,"2021",2,4,14,20
260140,"2022",5,1,12,18
260140,"2023",4,0,16,20
