"codmunres","ano","municipio","uf","regiao","nascidos","obitos_mat_totais","obitos_mat_diretos","obitos_mat_aborto","obitos_mat_hipertensao","obitos_mat_hemorragia","obitos_mat_infec_puerperal"
240630,2018,"Lagoa de Pedras","RN","Nordeste",112,0,0,0,0,0,0
240630,2019,"Lagoa de Pedras","RN","Nordeste",99,0,0,0,0,0,0
240630,2020,"Lagoa de Pedras","RN","Nordeste",81,0,0,0,0,0,0
240640,2012,"Lagoa de Velhos","RN","Nordeste",39,0,0,0,0,0,0
240640,2013,"Lagoa de Velhos","RN","Nordeste",36,0,0,0,0,0,0
240640,2014,"Lagoa de Velhos","RN","Nordeste",41,0,0,0,0,0,0
240640,2015,"Lagoa de Velhos","RN","Nordeste",34,0,0,0,0,0,0
240640,2016,"Lagoa de Velhos","RN","Nordeste",42,0,0,0,0,0,0
240640,2017,"Lagoa de Velhos","RN","Nordeste",35,0,0,0,0,0,0
240640,2018,"Lagoa de Velhos","RN","Nordeste",55,0,0,0,0,0,0
240640,2019,"Lagoa de Velhos","RN","Nordeste",42,0,0,0,0,0,0
240640,2020,"Lagoa de Velhos","RN","Nordeste",45,0,0,0,0,0,0
240650,2012,"Lagoa Nova","RN","Nordeste",209,1,1,0,0,1,0
240650,2013,"Lagoa Nova","RN","Nordeste",204,0,0,0,0,0,0
240650,2014,"Lagoa Nova","RN","Nordeste",248,0,0,0,0,0,0
240650,2015,"Lagoa Nova","RN","Nordeste",249,0,0,0,0,0,0
240650,2016,"Lagoa Nova","RN","Nordeste",236,0,0,0,0,0,0
240650,2017,"Lagoa Nova","RN","Nordeste",216,1,1,0,0,0,0
240650,2018,"Lagoa Nova","RN","Nordeste",218,1,1,0,0,0,0
240650,2019,"Lagoa Nova","RN","Nordeste",218,1,0,0,0,0,0
240650,2020,"Lagoa Nova","RN","Nordeste",198,1,0,0,0,0,0
240660,2012,"Lagoa Salgada","RN","Nordeste",150,0,0,0,0,0,0
240660,2013,"Lagoa Salgada","RN","Nordeste",141,0,0,0,0,0,0
240660,2014,"Lagoa Salgada","RN","Nordeste",136,1,0,0,0,0,0
240660,2015,"Lagoa Salgada","RN","Nordeste",140,0,0,0,0,0,0
240660,2016,"Lagoa Salgada","RN","Nordeste",132,0,0,0,0,0,0
240660,2017,"Lagoa Salgada","RN","Nordeste",131,0,0,0,0,0,0
240660,2018,"Lagoa Salgada","RN","Nordeste",153,0,0,0,0,0,0
240660,2019,"Lagoa Salgada","RN","Nordeste",155,0,0,0,0,0,0
240660,2020,"Lagoa Salgada","RN","Nordeste",160,0,0,0,0,0,0
240670,2012,"Lajes","RN","Nordeste",117,0,0,0,0,0,0
240670,2013,"Lajes","RN","Nordeste",98,0,0,0,0,0,0
240670,2014,"Lajes","RN","Nordeste",107,0,0,0,0,0,0
240670,2015,"Lajes","RN","Nordeste",145,1,1,0,1,0,0
240670,2016,"Lajes","RN","Nordeste",100,0,0,0,0,0,0
240670,2017,"Lajes","RN","Nordeste",109,0,0,0,0,0,0
240670,2018,"Lajes","RN","Nordeste",106,0,0,0,0,0,0
240670,2019,"Lajes","RN","Nordeste",113,0,0,0,0,0,0
240670,2020,"Lajes","RN","Nordeste",117,0,0,0,0,0,0
240680,2012,"Lajes Pintadas","RN","Nordeste",85,0,0,0,0,0,0
240680,2013,"Lajes Pintadas","RN","Nordeste",71,0,0,0,0,0,0
240680,2014,"Lajes Pintadas","RN","Nordeste",67,0,0,0,0,0,0
240680,2015,"Lajes Pintadas","RN","Nordeste",69,0,0,0,0,0,0
240680,2016,"Lajes Pintadas","RN","Nordeste",56,0,0,0,0,0,0
240680,2017,"Lajes Pintadas","RN","Nordeste",83,0,0,0,0,0,0
240680,2018,"Lajes Pintadas","RN","Nordeste",84,0,0,0,0,0,0
240680,2019,"Lajes Pintadas","RN","Nordeste",66,0,0,0,0,0,0
240680,2020,"Lajes Pintadas","RN","Nordeste",65,0,0,0,0,0,0
240690,2012,"Lucrécia","RN","Nordeste",52,0,0,0,0,0,0
240690,2013,"Lucrécia","RN","Nordeste",43,0,0,0,0,0,0
240690,2014,"Lucrécia","RN","Nordeste",50,0,0,0,0,0,0
240690,2015,"Lucrécia","RN","Nordeste",49,0,0,0,0,0,0
240690,2016,"Lucrécia","RN","Nordeste",33,0,0,0,0,0,0
240690,2017,"Lucrécia","RN","Nordeste",27,0,0,0,0,0,0
240690,2018,"Lucrécia","RN","Nordeste",41,0,0,0,0,0,0
240690,2019,"Lucrécia","RN","Nordeste",46,0,0,0,0,0,0
240690,2020,"Lucrécia","RN","Nordeste",27,0,0,0,0,0,0
240700,2012,"Luís Gomes","RN","Nordeste",159,0,0,0,0,0,0
240700,2013,"Luís Gomes","RN","Nordeste",134,0,0,0,0,0,0
240700,2014,"Luís Gomes","RN","Nordeste",161,0,0,0,0,0,0
240700,2015,"Luís Gomes","RN","Nordeste",172,0,0,0,0,0,0
240700,2016,"Luís Gomes","RN","Nordeste",142,0,0,0,0,0,0
240700,2017,"Luís Gomes","RN","Nordeste",164,0,0,0,0,0,0
240700,2018,"Luís Gomes","RN","Nordeste",134,1,1,0,0,1,0
240700,2019,"Luís Gomes","RN","Nordeste",151,0,0,0,0,0,0
240700,2020,"Luís Gomes","RN","Nordeste",139,0,0,0,0,0,0
240710,2012,"Macaíba","RN","Nordeste",829,2,2,0,0,1,1
240710,2013,"Macaíba","RN","Nordeste",907,0,0,0,0,0,0
240710,2014,"Macaíba","RN","Nordeste",893,2,1,0,0,0,0
240710,2015,"Macaíba","RN","Nordeste",982,1,0,0,0,0,0
240710,2016,"Macaíba","RN","Nordeste",929,0,0,0,0,0,0
240710,2017,"Macaíba","RN","Nordeste",1052,1,1,0,1,0,0
240710,2018,"Macaíba","RN","Nordeste",1091,0,0,0,0,0,0
240710,2019,"Macaíba","RN","Nordeste",1007,1,1,0,0,1,0
240710,2020,"Macaíba","RN","Nordeste",964,0,0,0,0,0,0
240720,2012,"Macau","RN","Nordeste",255,0,0,0,0,0,0
240720,2013,"Macau","RN","Nordeste",176,0,0,0,0,0,0
240720,2014,"Macau","RN","Nordeste",459,1,1,0,1,0,0
240720,2015,"Macau","RN","Nordeste",426,0,0,0,0,0,0
240720,2016,"Macau","RN","Nordeste",354,0,0,0,0,0,0
240720,2017,"Macau","RN","Nordeste",335,0,0,0,0,0,0
240720,2018,"Macau","RN","Nordeste",317,0,0,0,0,0,0
240720,2019,"Macau","RN","Nordeste",318,0,0,0,0,0,0
240720,2020,"Macau","RN","Nordeste",281,0,0,0,0,0,0
240725,2012,"Major Sales","RN","Nordeste",61,0,0,0,0,0,0
240725,2013,"Major Sales","RN","Nordeste",61,0,0,0,0,0,0
240725,2014,"Major Sales","RN","Nordeste",51,0,0,0,0,0,0
240725,2015,"Major Sales","RN","Nordeste",54,0,0,0,0,0,0
240725,2016,"Major Sales","RN","Nordeste",56,0,0,0,0,0,0
240725,2017,"Major Sales","RN","Nordeste",44,0,0,0,0,0,0
240725,2018,"Major Sales","RN","Nordeste",53,0,0,0,0,0,0
240725,2019,"Major Sales","RN","Nordeste",56,0,0,0,0,0,0
240725,2020,"Major Sales","RN","Nordeste",55,0,0,0,0,0,0
240730,2012,"Marcelino Vieira","RN","Nordeste",89,0,0,0,0,0,0
240730,2013,"Marcelino Vieira","RN","Nordeste",81,0,0,0,0,0,0
240730,2014,"Marcelino Vieira","RN","Nordeste",88,0,0,0,0,0,0
240730,2015,"Marcelino Vieira","RN","Nordeste",106,0,0,0,0,0,0
240730,2016,"Marcelino Vieira","RN","Nordeste",80,0,0,0,0,0,0
240730,2017,"Marcelino Vieira","RN","Nordeste",102,0,0,0,0,0,0
240730,2018,"Marcelino Vieira","RN","Nordeste",109,0,0,0,0,0,0
240730,2019,"Marcelino Vieira","RN","Nordeste",103,0,0,0,0,0,0
240730,2020,"Marcelino Vieira","RN","Nordeste",98,0,0,0,0,0,0
240740,2012,"Martins","RN","Nordeste",71,0,0,0,0,0,0
240740,2013,"Martins","RN","Nordeste",90,1,1,0,0,1,0
240740,2014,"Martins","RN","Nordeste",101,0,0,0,0,0,0
240740,2015,"Martins","RN","Nordeste",76,0,0,0,0,0,0
240740,2016,"Martins","RN","Nordeste",87,0,0,0,0,0,0
240740,2017,"Martins","RN","Nordeste",89,0,0,0,0,0,0
240740,2018,"Martins","RN","Nordeste",99,0,0,0,0,0,0
240740,2019,"Martins","RN","Nordeste",106,0,0,0,0,0,0
240740,2020,"Martins","RN","Nordeste",88,0,0,0,0,0,0
240750,2012,"Maxaranguape","RN","Nordeste",126,0,0,0,0,0,0
240750,2013,"Maxaranguape","RN","Nordeste",154,0,0,0,0,0,0
240750,2014,"Maxaranguape","RN","Nordeste",158,0,0,0,0,0,0
240750,2015,"Maxaranguape","RN","Nordeste",156,0,0,0,0,0,0
240750,2016,"Maxaranguape","RN","Nordeste",139,0,0,0,0,0,0
240750,2017,"Maxaranguape","RN","Nordeste",128,0,0,0,0,0,0
240750,2018,"Maxaranguape","RN","Nordeste",136,0,0,0,0,0,0
240750,2019,"Maxaranguape","RN","Nordeste",132,0,0,0,0,0,0
240750,2020,"Maxaranguape","RN","Nordeste",159,0,0,0,0,0,0
240760,2012,"Messias Targino","RN","Nordeste",48,0,0,0,0,0,0
240760,2013,"Messias Targino","RN","Nordeste",47,0,0,0,0,0,0
240760,2014,"Messias Targino","RN","Nordeste",51,0,0,0,0,0,0
240760,2015,"Messias Targino","RN","Nordeste",52,0,0,0,0,0,0
240760,2016,"Messias Targino","RN","Nordeste",52,0,0,0,0,0,0
240760,2017,"Messias Targino","RN","Nordeste",62,0,0,0,0,0,0
240760,2018,"Messias Targino","RN","Nordeste",54,0,0,0,0,0,0
240760,2019,"Messias Targino","RN","Nordeste",54,0,0,0,0,0,0
240760,2020,"Messias Targino","RN","Nordeste",40,0,0,0,0,0,0
240770,2012,"Montanhas","RN","Nordeste",131,0,0,0,0,0,0
240770,2013,"Montanhas","RN","Nordeste",158,0,0,0,0,0,0
240770,2014,"Montanhas","RN","Nordeste",142,0,0,0,0,0,0
240770,2015,"Montanhas","RN","Nordeste",175,1,1,0,0,0,0
240770,2016,"Montanhas","RN","Nordeste",146,0,0,0,0,0,0
240770,2017,"Montanhas","RN","Nordeste",174,0,0,0,0,0,0
240770,2018,"Montanhas","RN","Nordeste",179,0,0,0,0,0,0
240770,2019,"Montanhas","RN","Nordeste",166,0,0,0,0,0,0
240770,2020,"Montanhas","RN","Nordeste",168,0,0,0,0,0,0
240780,2012,"Monte Alegre","RN","Nordeste",266,0,0,0,0,0,0
240780,2013,"Monte Alegre","RN","Nordeste",300,0,0,0,0,0,0
240780,2014,"Monte Alegre","RN","Nordeste",297,0,0,0,0,0,0
240780,2015,"Monte Alegre","RN","Nordeste",277,0,0,0,0,0,0
240780,2016,"Monte Alegre","RN","Nordeste",297,0,0,0,0,0,0
240780,2017,"Monte Alegre","RN","Nordeste",281,0,0,0,0,0,0
240780,2018,"Monte Alegre","RN","Nordeste",287,0,0,0,0,0,0
240780,2019,"Monte Alegre","RN","Nordeste",263,0,0,0,0,0,0
240780,2020,"Monte Alegre","RN","Nordeste",295,0,0,0,0,0,0
240790,2012,"Monte das Gameleiras","RN","Nordeste",34,0,0,0,0,0,0
240790,2013,"Monte das Gameleiras","RN","Nordeste",32,0,0,0,0,0,0
240790,2014,"Monte das Gameleiras","RN","Nordeste",33,0,0,0,0,0,0
240790,2015,"Monte das Gameleiras","RN","Nordeste",42,0,0,0,0,0,0
240790,2016,"Monte das Gameleiras","RN","Nordeste",48,0,0,0,0,0,0
240790,2017,"Monte das Gameleiras","RN","Nordeste",42,0,0,0,0,0,0
240790,2018,"Monte das Gameleiras","RN","Nordeste",47,0,0,0,0,0,0
240790,2019,"Monte das Gameleiras","RN","Nordeste",49,0,0,0,0,0,0
240790,2020,"Monte das Gameleiras","RN","Nordeste",44,0,0,0,0,0,0
240800,2012,"Mossoró","RN","Nordeste",3819,3,3,0,2,0,0
240800,2013,"Mossoró","RN","Nordeste",3975,0,0,0,0,0,0
240800,2014,"Mossoró","RN","Nordeste",3954,4,3,0,3,0,0
240800,2015,"Mossoró","RN","Nordeste",4056,5,3,0,0,2,0
240800,2016,"Mossoró","RN","Nordeste",3760,1,1,0,0,0,0
240800,2017,"Mossoró","RN","Nordeste",3941,4,3,1,2,0,0
240800,2018,"Mossoró","RN","Nordeste",3893,2,1,0,0,0,1
240800,2019,"Mossoró","RN","Nordeste",3700,2,2,0,1,0,0
240800,2020,"Mossoró","RN","Nordeste",3469,6,1,0,0,1,0
240810,2012,"Natal","RN","Nordeste",12211,6,6,0,1,1,1
240810,2013,"Natal","RN","Nordeste",11840,5,5,0,0,0,1
240810,2014,"Natal","RN","Nordeste",11862,6,6,0,0,0,1
240810,2015,"Natal","RN","Nordeste",12239,4,2,0,1,0,0
240810,2016,"Natal","RN","Nordeste",11517,9,6,0,2,2,0
240810,2017,"Natal","RN","Nordeste",11493,7,2,1,0,0,0
240810,2018,"Natal","RN","Nordeste",12318,6,4,0,3,0,1
240810,2019,"Natal","RN","Nordeste",10640,4,2,0,0,1,0
240810,2020,"Natal","RN","Nordeste",10825,6,1,0,0,0,0
240820,2012,"Nísia Floresta","RN","Nordeste",357,0,0,0,0,0,0
240820,2013,"Nísia Floresta","RN","Nordeste",349,1,1,0,1,0,0
240820,2014,"Nísia Floresta","RN","Nordeste",380,1,0,0,0,0,0
240820,2015,"Nísia Floresta","RN","Nordeste",393,0,0,0,0,0,0
240820,2016,"Nísia Floresta","RN","Nordeste",405,1,1,0,1,0,0
240820,2017,"Nísia Floresta","RN","Nordeste",399,0,0,0,0,0,0
240820,2018,"Nísia Floresta","RN","Nordeste",384,0,0,0,0,0,0
240820,2019,"Nísia Floresta","RN","Nordeste",362,0,0,0,0,0,0
240820,2020,"Nísia Floresta","RN","Nordeste",357,0,0,0,0,0,0
240830,2012,"Nova Cruz","RN","Nordeste",494,0,0,0,0,0,0
240830,2013,"Nova Cruz","RN","Nordeste",479,1,1,0,0,0,1
240830,2014,"Nova Cruz","RN","Nordeste",478,0,0,0,0,0,0
240830,2015,"Nova Cruz","RN","Nordeste",492,0,0,0,0,0,0
240830,2016,"Nova Cruz","RN","Nordeste",460,0,0,0,0,0,0
240830,2017,"Nova Cruz","RN","Nordeste",497,2,0,0,0,0,0
240830,2018,"Nova Cruz","RN","Nordeste",500,0,0,0,0,0,0
240830,2019,"Nova Cruz","RN","Nordeste",492,0,0,0,0,0,0
240830,2020,"Nova Cruz","RN","Nordeste",483,0,0,0,0,0,0
240840,2012,"Olho-d'Água do Borges","RN","Nordeste",48,0,0,0,0,0,0
240840,2013,"Olho-d'Água do Borges","RN","Nordeste",37,0,0,0,0,0,0
240840,2014,"Olho-d'Água do Borges","RN","Nordeste",52,0,0,0,0,0,0
240840,2015,"Olho-d'Água do Borges","RN","Nordeste",42,0,0,0,0,0,0
240840,2016,"Olho-d'Água do Borges","RN","Nordeste",20,0,0,0,0,0,0
240840,2017,"Olho-d'Água do Borges","RN","Nordeste",36,0,0,0,0,0,0
240840,2018,"Olho-d'Água do Borges","RN","Nordeste",38,0,0,0,0,0,0
240840,2019,"Olho-d'Água do Borges","RN","Nordeste",36,0,0,0,0,0,0
240840,2020,"Olho-d'Água do Borges","RN","Nordeste",30,0,0,0,0,0,0
240850,2012,"Ouro Branco","RN","Nordeste",63,0,0,0,0,0,0
240850,2013,"Ouro Branco","RN","Nordeste",59,0,0,0,0,0,0
240850,2014,"Ouro Branco","RN","Nordeste",54,0,0,0,0,0,0
240850,2015,"Ouro Branco","RN","Nordeste",59,0,0,0,0,0,0
240850,2016,"Ouro Branco","RN","Nordeste",60,0,0,0,0,0,0
240850,2017,"Ouro Branco","RN","Nordeste",61,0,0,0,0,0,0
240850,2018,"Ouro Branco","RN","Nordeste",49,0,0,0,0,0,0
240850,2019,"Ouro Branco","RN","Nordeste",49,0,0,0,0,0,0
240850,2020,"Ouro Branco","RN","Nordeste",44,0,0,0,0,0,0
240860,2012,"Paraná","RN","Nordeste",48,0,0,0,0,0,0
240860,2013,"Paraná","RN","Nordeste",54,0,0,0,0,0,0
240860,2014,"Paraná","RN","Nordeste",53,0,0,0,0,0,0
240860,2015,"Paraná","RN","Nordeste",71,1,0,0,0,0,0
240860,2016,"Paraná","RN","Nordeste",62,0,0,0,0,0,0
240860,2017,"Paraná","RN","Nordeste",60,0,0,0,0,0,0
240860,2018,"Paraná","RN","Nordeste",48,0,0,0,0,0,0
240860,2019,"Paraná","RN","Nordeste",46,0,0,0,0,0,0
240860,2020,"Paraná","RN","Nordeste",56,0,0,0,0,0,0
240870,2012,"Paraú","RN","Nordeste",40,0,0,0,0,0,0
240870,2013,"Paraú","RN","Nordeste",44,0,0,0,0,0,0
240870,2014,"Paraú","RN","Nordeste",56,0,0,0,0,0,0
240870,2015,"Paraú","RN","Nordeste",44,0,0,0,0,0,0
240870,2016,"Paraú","RN","Nordeste",37,0,0,0,0,0,0
240870,2017,"Paraú","RN","Nordeste",43,0,0,0,0,0,0
240870,2018,"Paraú","RN","Nordeste",49,0,0,0,0,0,0
240870,2019,"Paraú","RN","Nordeste",50,0,0,0,0,0,0
240870,2020,"Paraú","RN","Nordeste",38,1,1,0,0,0,1
240880,2012,"Parazinho","RN","Nordeste",75,0,0,0,0,0,0
240880,2013,"Parazinho","RN","Nordeste",94,0,0,0,0,0,0
240880,2014,"Parazinho","RN","Nordeste",76,0,0,0,0,0,0
240880,2015,"Parazinho","RN","Nordeste",64,0,0,0,0,0,0
240880,2016,"Parazinho","RN","Nordeste",94,0,0,0,0,0,0
240880,2017,"Parazinho","RN","Nordeste",83,0,0,0,0,0,0
240880,2018,"Parazinho","RN","Nordeste",107,0,0,0,0,0,0
240880,2019,"Parazinho","RN","Nordeste",112,0,0,0,0,0,0
240880,2020,"Parazinho","RN","Nordeste",91,0,0,0,0,0,0
240890,2012,"Parelhas","RN","Nordeste",347,0,0,0,0,0,0
240890,2013,"Parelhas","RN","Nordeste",325,0,0,0,0,0,0
240890,2014,"Parelhas","RN","Nordeste",323,0,0,0,0,0,0
240890,2015,"Parelhas","RN","Nordeste",362,0,0,0,0,0,0
240890,2016,"Parelhas","RN","Nordeste",311,0,0,0,0,0,0
240890,2017,"Parelhas","RN","Nordeste",279,0,0,0,0,0,0
240890,2018,"Parelhas","RN","Nordeste",274,0,0,0,0,0,0
240890,2019,"Parelhas","RN","Nordeste",261,0,0,0,0,0,0
240890,2020,"Parelhas","RN","Nordeste",288,0,0,0,0,0,0
240895,2012,"Rio do Fogo","RN","Nordeste",181,1,1,0,0,0,0
240895,2013,"Rio do Fogo","RN","Nordeste",160,0,0,0,0,0,0
240895,2014,"Rio do Fogo","RN","Nordeste",158,0,0,0,0,0,0
240895,2015,"Rio do Fogo","RN","Nordeste",162,0,0,0,0,0,0
240895,2016,"Rio do Fogo","RN","Nordeste",154,0,0,0,0,0,0
240895,2017,"Rio do Fogo","RN","Nordeste",177,0,0,0,0,0,0
240895,2018,"Rio do Fogo","RN","Nordeste",185,0,0,0,0,0,0
240895,2019,"Rio do Fogo","RN","Nordeste",159,0,0,0,0,0,0
240895,2020,"Rio do Fogo","RN","Nordeste",159,0,0,0,0,0,0
240910,2012,"Passa e Fica","RN","Nordeste",177,1,1,0,0,0,0
240910,2013,"Passa e Fica","RN","Nordeste",175,0,0,0,0,0,0
240910,2014,"Passa e Fica","RN","Nordeste",165,0,0,0,0,0,0
240910,2015,"Passa e Fica","RN","Nordeste",166,0,0,0,0,0,0
240910,2016,"Passa e Fica","RN","Nordeste",146,0,0,0,0,0,0
240910,2017,"Passa e Fica","RN","Nordeste",155,0,0,0,0,0,0
240910,2018,"Passa e Fica","RN","Nordeste",156,0,0,0,0,0,0
240910,2019,"Passa e Fica","RN","Nordeste",148,0,0,0,0,0,0
240910,2020,"Passa e Fica","RN","Nordeste",144,0,0,0,0,0,0
240920,2012,"Passagem","RN","Nordeste",45,0,0,0,0,0,0
240920,2013,"Passagem","RN","Nordeste",51,0,0,0,0,0,0
240920,2014,"Passagem","RN","Nordeste",41,0,0,0,0,0,0
240920,2015,"Passagem","RN","Nordeste",42,0,0,0,0,0,0
240920,2016,"Passagem","RN","Nordeste",40,0,0,0,0,0,0
240920,2017,"Passagem","RN","Nordeste",46,1,0,0,0,0,0
240920,2018,"Passagem","RN","Nordeste",33,0,0,0,0,0,0
240920,2019,"Passagem","RN","Nordeste",40,0,0,0,0,0,0
240920,2020,"Passagem","RN","Nordeste",41,0,0,0,0,0,0
240930,2012,"Patu","RN","Nordeste",130,0,0,0,0,0,0
240930,2013,"Patu","RN","Nordeste",182,0,0,0,0,0,0
240930,2014,"Patu","RN","Nordeste",140,0,0,0,0,0,0
240930,2015,"Patu","RN","Nordeste",143,0,0,0,0,0,0
240930,2016,"Patu","RN","Nordeste",162,0,0,0,0,0,0
240930,2017,"Patu","RN","Nordeste",140,0,0,0,0,0,0
240930,2018,"Patu","RN","Nordeste",129,0,0,0,0,0,0
240930,2019,"Patu","RN","Nordeste",121,0,0,0,0,0,0
240930,2020,"Patu","RN","Nordeste",115,1,0,0,0,0,0
240933,2012,"Santa Maria","RN","Nordeste",44,0,0,0,0,0,0
240933,2013,"Santa Maria","RN","Nordeste",44,0,0,0,0,0,0
240933,2014,"Santa Maria","RN","Nordeste",61,0,0,0,0,0,0
240933,2015,"Santa Maria","RN","Nordeste",89,0,0,0,0,0,0
240933,2016,"Santa Maria","RN","Nordeste",71,0,0,0,0,0,0
240933,2017,"Santa Maria","RN","Nordeste",68,0,0,0,0,0,0
240933,2018,"Santa Maria","RN","Nordeste",64,0,0,0,0,0,0
240933,2019,"Santa Maria","RN","Nordeste",73,0,0,0,0,0,0
240933,2020,"Santa Maria","RN","Nordeste",63,0,0,0,0,0,0
240940,2012,"Pau dos Ferros","RN","Nordeste",384,0,0,0,0,0,0
240940,2013,"Pau dos Ferros","RN","Nordeste",389,0,0,0,0,0,0
240940,2014,"Pau dos Ferros","RN","Nordeste",410,0,0,0,0,0,0
240940,2015,"Pau dos Ferros","RN","Nordeste",475,0,0,0,0,0,0
240940,2016,"Pau dos Ferros","RN","Nordeste",393,0,0,0,0,0,0
240940,2017,"Pau dos Ferros","RN","Nordeste",413,0,0,0,0,0,0
240940,2018,"Pau dos Ferros","RN","Nordeste",560,0,0,0,0,0,0
240940,2019,"Pau dos Ferros","RN","Nordeste",368,1,1,0,0,0,0
240940,2020,"Pau dos Ferros","RN","Nordeste",360,1,1,0,0,0,0
240950,2012,"Pedra Grande","RN","Nordeste",56,0,0,0,0,0,0
240950,2013,"Pedra Grande","RN","Nordeste",54,0,0,0,0,0,0
240950,2014,"Pedra Grande","RN","Nordeste",59,0,0,0,0,0,0
240950,2015,"Pedra Grande","RN","Nordeste",59,0,0,0,0,0,0
240950,2016,"Pedra Grande","RN","Nordeste",46,0,0,0,0,0,0
240950,2017,"Pedra Grande","RN","Nordeste",52,0,0,0,0,0,0
240950,2018,"Pedra Grande","RN","Nordeste",54,1,0,0,0,0,0
240950,2019,"Pedra Grande","RN","Nordeste",58,1,1,0,0,0,1
240950,2020,"Pedra Grande","RN","Nordeste",65,0,0,0,0,0,0
240960,2012,"Pedra Preta","RN","Nordeste",36,0,0,0,0,0,0
240960,2013,"Pedra Preta","RN","Nordeste",25,0,0,0,0,0,0
240960,2014,"Pedra Preta","RN","Nordeste",38,0,0,0,0,0,0
240960,2015,"Pedra Preta","RN","Nordeste",32,0,0,0,0,0,0
240960,2016,"Pedra Preta","RN","Nordeste",33,0,0,0,0,0,0
240960,2017,"Pedra Preta","RN","Nordeste",31,0,0,0,0,0,0
240960,2018,"Pedra Preta","RN","Nordeste",45,0,0,0,0,0,0
240960,2019,"Pedra Preta","RN","Nordeste",33,0,0,0,0,0,0
240960,2020,"Pedra Preta","RN","Nordeste",28,1,1,0,0,0,0
240970,2012,"Pedro Avelino","RN","Nordeste",77,0,0,0,0,0,0
240970,2013,"Pedro Avelino","RN","Nordeste",95,0,0,0,0,0,0
240970,2014,"Pedro Avelino","RN","Nordeste",70,0,0,0,0,0,0
240970,2015,"Pedro Avelino","RN","Nordeste",84,0,0,0,0,0,0
240970,2016,"Pedro Avelino","RN","Nordeste",72,0,0,0,0,0,0
240970,2017,"Pedro Avelino","RN","Nordeste",73,0,0,0,0,0,0
240970,2018,"Pedro Avelino","RN","Nordeste",77,0,0,0,0,0,0
240970,2019,"Pedro Avelino","RN","Nordeste",61,0,0,0,0,0,0
240970,2020,"Pedro Avelino","RN","Nordeste",79,0,0,0,0,0,0
240980,2012,"Pedro Velho","RN","Nordeste",227,0,0,0,0,0,0
240980,2013,"Pedro Velho","RN","Nordeste",234,0,0,0,0,0,0
240980,2014,"Pedro Velho","RN","Nordeste",175,1,1,0,0,0,0
240980,2015,"Pedro Velho","RN","Nordeste",225,0,0,0,0,0,0
240980,2016,"Pedro Velho","RN","Nordeste",199,1,1,0,0,0,0
240980,2017,"Pedro Velho","RN","Nordeste",183,0,0,0,0,0,0
240980,2018,"Pedro Velho","RN","Nordeste",240,0,0,0,0,0,0
240980,2019,"Pedro Velho","RN","Nordeste",222,0,0,0,0,0,0
240980,2020,"Pedro Velho","RN","Nordeste",192,0,0,0,0,0,0
240990,2012,"Pendências","RN","Nordeste",130,0,0,0,0,0,0
240990,2013,"Pendências","RN","Nordeste",91,0,0,0,0,0,0
240990,2014,"Pendências","RN","Nordeste",198,0,0,0,0,0,0
240990,2015,"Pendências","RN","Nordeste",205,0,0,0,0,0,0
240990,2016,"Pendências","RN","Nordeste",130,0,0,0,0,0,0
240990,2017,"Pendências","RN","Nordeste",149,1,1,0,0,1,0
240990,2018,"Pendências","RN","Nordeste",167,0,0,0,0,0,0
240990,2019,"Pendências","RN","Nordeste",147,0,0,0,0,0,0
240990,2020,"Pendências","RN","Nordeste",154,0,0,0,0,0,0
241000,2012,"Pilões","RN","Nordeste",33,0,0,0,0,0,0
241000,2013,"Pilões","RN","Nordeste",48,0,0,0,0,0,0
241000,2014,"Pilões","RN","Nordeste",39,0,0,0,0,0,0
241000,2015,"Pilões","RN","Nordeste",51,0,0,0,0,0,0
241000,2016,"Pilões","RN","Nordeste",33,0,0,0,0,0,0
241000,2017,"Pilões","RN","Nordeste",39,0,0,0,0,0,0
241000,2018,"Pilões","RN","Nordeste",42,1,1,0,0,1,0
241000,2019,"Pilões","RN","Nordeste",51,0,0,0,0,0,0
241000,2020,"Pilões","RN","Nordeste",37,0,0,0,0,0,0
241010,2012,"Poço Branco","RN","Nordeste",217,0,0,0,0,0,0
241010,2013,"Poço Branco","RN","Nordeste",146,1,1,0,1,0,0
241010,2014,"Poço Branco","RN","Nordeste",181,0,0,0,0,0,0
241010,2015,"Poço Branco","RN","Nordeste",170,0,0,0,0,0,0
241010,2016,"Poço Branco","RN","Nordeste",147,0,0,0,0,0,0
241010,2017,"Poço Branco","RN","Nordeste",165,0,0,0,0,0,0
241010,2018,"Poço Branco","RN","Nordeste",168,0,0,0,0,0,0
241010,2019,"Poço Branco","RN","Nordeste",172,0,0,0,0,0,0
241010,2020,"Poço Branco","RN","Nordeste",153,0,0,0,0,0,0
241020,2012,"Portalegre","RN","Nordeste",106,0,0,0,0,0,0
241020,2013,"Portalegre","RN","Nordeste",83,0,0,0,0,0,0
241020,2014,"Portalegre","RN","Nordeste",109,0,0,0,0,0,0
241020,2015,"Portalegre","RN","Nordeste",90,0,0,0,0,0,0
241020,2016,"Portalegre","RN","Nordeste",109,0,0,0,0,0,0
241020,2017,"Portalegre","RN","Nordeste",100,0,0,0,0,0,0
241020,2018,"Portalegre","RN","Nordeste",100,0,0,0,0,0,0
241020,2019,"Portalegre","RN","Nordeste",112,1,1,0,0,0,0
