"codmunres","ano","municipio","uf","regiao","nascidos","obitos_mat_totais","obitos_mat_diretos","obitos_mat_aborto","obitos_mat_hipertensao","obitos_mat_hemorragia","obitos_mat_infec_puerperal"
410410,2013,"Campo do Tenente","PR","Sul",120,0,0,0,0,0,0
410410,2014,"Campo do Tenente","PR","Sul",128,0,0,0,0,0,0
410410,2015,"Campo do Tenente","PR","Sul",121,0,0,0,0,0,0
410410,2016,"Campo do Tenente","PR","Sul",117,0,0,0,0,0,0
410410,2017,"Campo do Tenente","PR","Sul",135,0,0,0,0,0,0
410410,2018,"Campo do Tenente","PR","Sul",120,1,1,0,1,0,0
410410,2019,"Campo do Tenente","PR","Sul",121,0,0,0,0,0,0
410410,2020,"Campo do Tenente","PR","Sul",111,0,0,0,0,0,0
410420,2012,"Campo Largo","PR","Sul",1744,1,1,0,1,0,0
410420,2013,"Campo Largo","PR","Sul",1795,0,0,0,0,0,0
410420,2014,"Campo Largo","PR","Sul",1807,1,1,0,0,1,0
410420,2015,"Campo Largo","PR","Sul",1843,1,1,0,0,1,0
410420,2016,"Campo Largo","PR","Sul",1720,1,1,0,0,1,0
410420,2017,"Campo Largo","PR","Sul",1735,1,0,0,0,0,0
410420,2018,"Campo Largo","PR","Sul",1715,0,0,0,0,0,0
410420,2019,"Campo Largo","PR","Sul",1656,2,1,0,1,0,0
410420,2020,"Campo Largo","PR","Sul",1589,0,0,0,0,0,0
410425,2012,"Campo Magro","PR","Sul",412,0,0,0,0,0,0
410425,2013,"Campo Magro","PR","Sul",408,1,1,0,1,0,0
410425,2014,"Campo Magro","PR","Sul",408,0,0,0,0,0,0
410425,2015,"Campo Magro","PR","Sul",431,0,0,0,0,0,0
410425,2016,"Campo Magro","PR","Sul",431,1,0,0,0,0,0
410425,2017,"Campo Magro","PR","Sul",390,0,0,0,0,0,0
410425,2018,"Campo Magro","PR","Sul",393,0,0,0,0,0,0
410425,2019,"Campo Magro","PR","Sul",404,1,1,0,1,0,0
410425,2020,"Campo Magro","PR","Sul",377,0,0,0,0,0,0
410430,2012,"Campo Mourão","PR","Sul",1289,1,0,0,0,0,0
410430,2013,"Campo Mourão","PR","Sul",1328,3,3,0,1,0,1
410430,2014,"Campo Mourão","PR","Sul",1387,1,0,0,0,0,0
410430,2015,"Campo Mourão","PR","Sul",1292,0,0,0,0,0,0
410430,2016,"Campo Mourão","PR","Sul",1274,0,0,0,0,0,0
410430,2017,"Campo Mourão","PR","Sul",1385,0,0,0,0,0,0
410430,2018,"Campo Mourão","PR","Sul",1429,1,1,0,0,1,0
410430,2019,"Campo Mourão","PR","Sul",1238,0,0,0,0,0,0
410430,2020,"Campo Mourão","PR","Sul",1253,0,0,0,0,0,0
410440,2012,"Cândido de Abreu","PR","Sul",200,0,0,0,0,0,0
410440,2013,"Cândido de Abreu","PR","Sul",197,0,0,0,0,0,0
410440,2014,"Cândido de Abreu","PR","Sul",240,0,0,0,0,0,0
410440,2015,"Cândido de Abreu","PR","Sul",198,0,0,0,0,0,0
410440,2016,"Cândido de Abreu","PR","Sul",226,1,1,0,0,0,0
410440,2017,"Cândido de Abreu","PR","Sul",186,0,0,0,0,0,0
410440,2018,"Cândido de Abreu","PR","Sul",202,0,0,0,0,0,0
410440,2019,"Cândido de Abreu","PR","Sul",195,0,0,0,0,0,0
410440,2020,"Cândido de Abreu","PR","Sul",193,0,0,0,0,0,0
410442,2012,"Candói","PR","Sul",234,1,1,0,1,0,0
410442,2013,"Candói","PR","Sul",220,1,0,0,0,0,0
410442,2014,"Candói","PR","Sul",249,0,0,0,0,0,0
410442,2015,"Candói","PR","Sul",251,0,0,0,0,0,0
410442,2016,"Candói","PR","Sul",239,0,0,0,0,0,0
410442,2017,"Candói","PR","Sul",279,0,0,0,0,0,0
410442,2018,"Candói","PR","Sul",248,0,0,0,0,0,0
410442,2019,"Candói","PR","Sul",234,0,0,0,0,0,0
410442,2020,"Candói","PR","Sul",216,0,0,0,0,0,0
410445,2012,"Cantagalo","PR","Sul",185,0,0,0,0,0,0
410445,2013,"Cantagalo","PR","Sul",190,0,0,0,0,0,0
410445,2014,"Cantagalo","PR","Sul",173,0,0,0,0,0,0
410445,2015,"Cantagalo","PR","Sul",203,0,0,0,0,0,0
410445,2016,"Cantagalo","PR","Sul",204,0,0,0,0,0,0
410445,2017,"Cantagalo","PR","Sul",185,0,0,0,0,0,0
410445,2018,"Cantagalo","PR","Sul",198,0,0,0,0,0,0
410445,2019,"Cantagalo","PR","Sul",164,0,0,0,0,0,0
410445,2020,"Cantagalo","PR","Sul",151,0,0,0,0,0,0
410450,2012,"Capanema","PR","Sul",221,0,0,0,0,0,0
410450,2013,"Capanema","PR","Sul",231,0,0,0,0,0,0
410450,2014,"Capanema","PR","Sul",212,0,0,0,0,0,0
410450,2015,"Capanema","PR","Sul",238,0,0,0,0,0,0
410450,2016,"Capanema","PR","Sul",234,0,0,0,0,0,0
410450,2017,"Capanema","PR","Sul",250,0,0,0,0,0,0
410450,2018,"Capanema","PR","Sul",277,0,0,0,0,0,0
410450,2019,"Capanema","PR","Sul",250,0,0,0,0,0,0
410450,2020,"Capanema","PR","Sul",244,0,0,0,0,0,0
410460,2012,"Capitão Leônidas Marques","PR","Sul",215,0,0,0,0,0,0
410460,2013,"Capitão Leônidas Marques","PR","Sul",180,1,1,1,0,0,0
410460,2014,"Capitão Leônidas Marques","PR","Sul",211,0,0,0,0,0,0
410460,2015,"Capitão Leônidas Marques","PR","Sul",216,0,0,0,0,0,0
410460,2016,"Capitão Leônidas Marques","PR","Sul",200,0,0,0,0,0,0
410460,2017,"Capitão Leônidas Marques","PR","Sul",244,0,0,0,0,0,0
410460,2018,"Capitão Leônidas Marques","PR","Sul",225,0,0,0,0,0,0
410460,2019,"Capitão Leônidas Marques","PR","Sul",242,0,0,0,0,0,0
410460,2020,"Capitão Leônidas Marques","PR","Sul",192,0,0,0,0,0,0
410465,2012,"Carambeí","PR","Sul",355,1,1,0,0,0,0
410465,2013,"Carambeí","PR","Sul",371,0,0,0,0,0,0
410465,2014,"Carambeí","PR","Sul",388,0,0,0,0,0,0
410465,2015,"Carambeí","PR","Sul",366,0,0,0,0,0,0
410465,2016,"Carambeí","PR","Sul",362,0,0,0,0,0,0
410465,2017,"Carambeí","PR","Sul",365,0,0,0,0,0,0
410465,2018,"Carambeí","PR","Sul",366,1,0,0,0,0,0
410465,2019,"Carambeí","PR","Sul",344,1,0,0,0,0,0
410465,2020,"Carambeí","PR","Sul",346,0,0,0,0,0,0
410470,2012,"Carlópolis","PR","Sul",175,0,0,0,0,0,0
410470,2013,"Carlópolis","PR","Sul",188,0,0,0,0,0,0
410470,2014,"Carlópolis","PR","Sul",182,0,0,0,0,0,0
410470,2015,"Carlópolis","PR","Sul",178,1,1,0,1,0,0
410470,2016,"Carlópolis","PR","Sul",176,0,0,0,0,0,0
410470,2017,"Carlópolis","PR","Sul",202,0,0,0,0,0,0
410470,2018,"Carlópolis","PR","Sul",217,0,0,0,0,0,0
410470,2019,"Carlópolis","PR","Sul",198,0,0,0,0,0,0
410470,2020,"Carlópolis","PR","Sul",202,0,0,0,0,0,0
410480,2012,"Cascavel","PR","Sul",4435,0,0,0,0,0,0
410480,2013,"Cascavel","PR","Sul",4646,1,0,0,0,0,0
410480,2014,"Cascavel","PR","Sul",4900,0,0,0,0,0,0
410480,2015,"Cascavel","PR","Sul",4768,2,1,0,0,0,0
410480,2016,"Cascavel","PR","Sul",4705,1,1,0,1,0,0
410480,2017,"Cascavel","PR","Sul",4879,1,0,0,0,0,0
410480,2018,"Cascavel","PR","Sul",4934,0,0,0,0,0,0
410480,2019,"Cascavel","PR","Sul",5209,1,1,0,0,1,0
410480,2020,"Cascavel","PR","Sul",4935,4,3,0,2,0,0
410490,2012,"Castro","PR","Sul",1206,1,1,0,0,1,0
410490,2013,"Castro","PR","Sul",1231,0,0,0,0,0,0
410490,2014,"Castro","PR","Sul",1178,0,0,0,0,0,0
410490,2015,"Castro","PR","Sul",1210,0,0,0,0,0,0
410490,2016,"Castro","PR","Sul",1113,0,0,0,0,0,0
410490,2017,"Castro","PR","Sul",1209,0,0,0,0,0,0
410490,2018,"Castro","PR","Sul",1215,0,0,0,0,0,0
410490,2019,"Castro","PR","Sul",1187,1,1,0,0,0,0
410490,2020,"Castro","PR","Sul",1126,2,0,0,0,0,0
410500,2012,"Catanduvas","PR","Sul",123,0,0,0,0,0,0
410500,2013,"Catanduvas","PR","Sul",113,0,0,0,0,0,0
410500,2014,"Catanduvas","PR","Sul",136,0,0,0,0,0,0
410500,2015,"Catanduvas","PR","Sul",126,0,0,0,0,0,0
410500,2016,"Catanduvas","PR","Sul",114,0,0,0,0,0,0
410500,2017,"Catanduvas","PR","Sul",115,0,0,0,0,0,0
410500,2018,"Catanduvas","PR","Sul",128,0,0,0,0,0,0
410500,2019,"Catanduvas","PR","Sul",113,1,1,0,0,1,0
410500,2020,"Catanduvas","PR","Sul",110,0,0,0,0,0,0
410510,2012,"Centenário do Sul","PR","Sul",129,0,0,0,0,0,0
410510,2013,"Centenário do Sul","PR","Sul",116,0,0,0,0,0,0
410510,2014,"Centenário do Sul","PR","Sul",116,0,0,0,0,0,0
410510,2015,"Centenário do Sul","PR","Sul",123,0,0,0,0,0,0
410510,2016,"Centenário do Sul","PR","Sul",119,0,0,0,0,0,0
410510,2017,"Centenário do Sul","PR","Sul",173,0,0,0,0,0,0
410510,2018,"Centenário do Sul","PR","Sul",135,0,0,0,0,0,0
410510,2019,"Centenário do Sul","PR","Sul",130,0,0,0,0,0,0
410510,2020,"Centenário do Sul","PR","Sul",120,1,1,0,0,1,0
410520,2012,"Cerro Azul","PR","Sul",234,1,0,0,0,0,0
410520,2013,"Cerro Azul","PR","Sul",237,0,0,0,0,0,0
410520,2014,"Cerro Azul","PR","Sul",242,0,0,0,0,0,0
410520,2015,"Cerro Azul","PR","Sul",215,0,0,0,0,0,0
410520,2016,"Cerro Azul","PR","Sul",218,0,0,0,0,0,0
410520,2017,"Cerro Azul","PR","Sul",221,0,0,0,0,0,0
410520,2018,"Cerro Azul","PR","Sul",245,0,0,0,0,0,0
410520,2019,"Cerro Azul","PR","Sul",239,0,0,0,0,0,0
410520,2020,"Cerro Azul","PR","Sul",234,0,0,0,0,0,0
410530,2012,"Céu Azul","PR","Sul",146,0,0,0,0,0,0
410530,2013,"Céu Azul","PR","Sul",130,0,0,0,0,0,0
410530,2014,"Céu Azul","PR","Sul",139,0,0,0,0,0,0
410530,2015,"Céu Azul","PR","Sul",130,0,0,0,0,0,0
410530,2016,"Céu Azul","PR","Sul",144,0,0,0,0,0,0
410530,2017,"Céu Azul","PR","Sul",130,0,0,0,0,0,0
410530,2018,"Céu Azul","PR","Sul",138,0,0,0,0,0,0
410530,2019,"Céu Azul","PR","Sul",129,0,0,0,0,0,0
410530,2020,"Céu Azul","PR","Sul",109,0,0,0,0,0,0
410540,2012,"Chopinzinho","PR","Sul",272,0,0,0,0,0,0
410540,2013,"Chopinzinho","PR","Sul",257,0,0,0,0,0,0
410540,2014,"Chopinzinho","PR","Sul",269,0,0,0,0,0,0
410540,2015,"Chopinzinho","PR","Sul",275,0,0,0,0,0,0
410540,2016,"Chopinzinho","PR","Sul",275,1,1,0,1,0,0
410540,2017,"Chopinzinho","PR","Sul",288,0,0,0,0,0,0
410540,2018,"Chopinzinho","PR","Sul",271,0,0,0,0,0,0
410540,2019,"Chopinzinho","PR","Sul",317,0,0,0,0,0,0
410540,2020,"Chopinzinho","PR","Sul",265,0,0,0,0,0,0
410550,2012,"Cianorte","PR","Sul",1029,1,1,0,0,0,0
410550,2013,"Cianorte","PR","Sul",1047,0,0,0,0,0,0
410550,2014,"Cianorte","PR","Sul",1020,0,0,0,0,0,0
410550,2015,"Cianorte","PR","Sul",1138,2,2,0,0,0,0
410550,2016,"Cianorte","PR","Sul",1069,0,0,0,0,0,0
410550,2017,"Cianorte","PR","Sul",1124,0,0,0,0,0,0
410550,2018,"Cianorte","PR","Sul",1093,3,3,0,0,2,0
410550,2019,"Cianorte","PR","Sul",1105,0,0,0,0,0,0
410550,2020,"Cianorte","PR","Sul",1022,0,0,0,0,0,0
410560,2012,"Cidade Gaúcha","PR","Sul",136,0,0,0,0,0,0
410560,2013,"Cidade Gaúcha","PR","Sul",161,0,0,0,0,0,0
410560,2014,"Cidade Gaúcha","PR","Sul",173,0,0,0,0,0,0
410560,2015,"Cidade Gaúcha","PR","Sul",179,0,0,0,0,0,0
410560,2016,"Cidade Gaúcha","PR","Sul",171,0,0,0,0,0,0
410560,2017,"Cidade Gaúcha","PR","Sul",148,0,0,0,0,0,0
410560,2018,"Cidade Gaúcha","PR","Sul",163,0,0,0,0,0,0
410560,2019,"Cidade Gaúcha","PR","Sul",167,0,0,0,0,0,0
410560,2020,"Cidade Gaúcha","PR","Sul",145,0,0,0,0,0,0
410570,2012,"Clevelândia","PR","Sul",272,0,0,0,0,0,0
410570,2013,"Clevelândia","PR","Sul",284,0,0,0,0,0,0
410570,2014,"Clevelândia","PR","Sul",292,0,0,0,0,0,0
410570,2015,"Clevelândia","PR","Sul",272,1,0,0,0,0,0
410570,2016,"Clevelândia","PR","Sul",263,0,0,0,0,0,0
410570,2017,"Clevelândia","PR","Sul",230,1,1,0,0,0,0
410570,2018,"Clevelândia","PR","Sul",263,0,0,0,0,0,0
410570,2019,"Clevelândia","PR","Sul",264,0,0,0,0,0,0
410570,2020,"Clevelândia","PR","Sul",258,0,0,0,0,0,0
410580,2012,"Colombo","PR","Sul",3827,4,3,0,2,1,0
410580,2013,"Colombo","PR","Sul",3854,2,2,0,1,0,0
410580,2014,"Colombo","PR","Sul",3820,3,2,1,0,0,1
410580,2015,"Colombo","PR","Sul",3854,2,1,0,0,0,0
410580,2016,"Colombo","PR","Sul",3720,3,3,0,1,1,1
410580,2017,"Colombo","PR","Sul",3696,1,1,1,0,0,0
410580,2018,"Colombo","PR","Sul",3567,1,1,0,1,0,0
410580,2019,"Colombo","PR","Sul",3458,1,1,0,1,0,0
410580,2020,"Colombo","PR","Sul",3290,5,3,0,2,0,0
410590,2012,"Colorado","PR","Sul",270,1,1,0,0,1,0
410590,2013,"Colorado","PR","Sul",268,0,0,0,0,0,0
410590,2014,"Colorado","PR","Sul",277,0,0,0,0,0,0
410590,2015,"Colorado","PR","Sul",325,0,0,0,0,0,0
410590,2016,"Colorado","PR","Sul",293,0,0,0,0,0,0
410590,2017,"Colorado","PR","Sul",286,2,1,0,0,0,0
410590,2018,"Colorado","PR","Sul",285,0,0,0,0,0,0
410590,2019,"Colorado","PR","Sul",263,0,0,0,0,0,0
410590,2020,"Colorado","PR","Sul",288,0,0,0,0,0,0
410600,2012,"Congonhinhas","PR","Sul",122,0,0,0,0,0,0
410600,2013,"Congonhinhas","PR","Sul",139,0,0,0,0,0,0
410600,2014,"Congonhinhas","PR","Sul",119,0,0,0,0,0,0
410600,2015,"Congonhinhas","PR","Sul",118,0,0,0,0,0,0
410600,2016,"Congonhinhas","PR","Sul",120,0,0,0,0,0,0
410600,2017,"Congonhinhas","PR","Sul",137,0,0,0,0,0,0
410600,2018,"Congonhinhas","PR","Sul",129,0,0,0,0,0,0
410600,2019,"Congonhinhas","PR","Sul",101,1,1,0,0,0,0
410600,2020,"Congonhinhas","PR","Sul",105,0,0,0,0,0,0
410610,2012,"Conselheiro Mairinck","PR","Sul",31,0,0,0,0,0,0
410610,2013,"Conselheiro Mairinck","PR","Sul",41,0,0,0,0,0,0
410610,2014,"Conselheiro Mairinck","PR","Sul",55,0,0,0,0,0,0
410610,2015,"Conselheiro Mairinck","PR","Sul",48,0,0,0,0,0,0
410610,2016,"Conselheiro Mairinck","PR","Sul",31,1,1,0,0,0,0
410610,2017,"Conselheiro Mairinck","PR","Sul",56,0,0,0,0,0,0
410610,2018,"Conselheiro Mairinck","PR","Sul",54,0,0,0,0,0,0
410610,2019,"Conselheiro Mairinck","PR","Sul",35,0,0,0,0,0,0
410610,2020,"Conselheiro Mairinck","PR","Sul",32,0,0,0,0,0,0
410620,2012,"Contenda","PR","Sul",251,0,0,0,0,0,0
410620,2013,"Contenda","PR","Sul",221,0,0,0,0,0,0
410620,2014,"Contenda","PR","Sul",248,0,0,0,0,0,0
410620,2015,"Contenda","PR","Sul",270,0,0,0,0,0,0
410620,2016,"Contenda","PR","Sul",248,0,0,0,0,0,0
410620,2017,"Contenda","PR","Sul",241,1,0,0,0,0,0
410620,2018,"Contenda","PR","Sul",251,1,0,0,0,0,0
410620,2019,"Contenda","PR","Sul",259,0,0,0,0,0,0
410620,2020,"Contenda","PR","Sul",234,0,0,0,0,0,0
410630,2012,"Corbélia","PR","Sul",214,0,0,0,0,0,0
410630,2013,"Corbélia","PR","Sul",192,2,1,0,0,1,0
410630,2014,"Corbélia","PR","Sul",254,0,0,0,0,0,0
410630,2015,"Corbélia","PR","Sul",247,0,0,0,0,0,0
410630,2016,"Corbélia","PR","Sul",260,1,0,0,0,0,0
410630,2017,"Corbélia","PR","Sul",257,0,0,0,0,0,0
410630,2018,"Corbélia","PR","Sul",212,1,1,0,0,1,0
410630,2019,"Corbélia","PR","Sul",212,0,0,0,0,0,0
410630,2020,"Corbélia","PR","Sul",222,0,0,0,0,0,0
410640,2012,"Cornélio Procópio","PR","Sul",505,0,0,0,0,0,0
410640,2013,"Cornélio Procópio","PR","Sul",556,0,0,0,0,0,0
410640,2014,"Cornélio Procópio","PR","Sul",543,0,0,0,0,0,0
410640,2015,"Cornélio Procópio","PR","Sul",572,0,0,0,0,0,0
410640,2016,"Cornélio Procópio","PR","Sul",545,0,0,0,0,0,0
410640,2017,"Cornélio Procópio","PR","Sul",516,0,0,0,0,0,0
410640,2018,"Cornélio Procópio","PR","Sul",501,0,0,0,0,0,0
410640,2019,"Cornélio Procópio","PR","Sul",492,0,0,0,0,0,0
410640,2020,"Cornélio Procópio","PR","Sul",452,1,1,0,1,0,0
410645,2012,"Coronel Domingos Soares","PR","Sul",116,0,0,0,0,0,0
410645,2013,"Coronel Domingos Soares","PR","Sul",113,0,0,0,0,0,0
410645,2014,"Coronel Domingos Soares","PR","Sul",105,0,0,0,0,0,0
410645,2015,"Coronel Domingos Soares","PR","Sul",112,0,0,0,0,0,0
410645,2016,"Coronel Domingos Soares","PR","Sul",88,0,0,0,0,0,0
410645,2017,"Coronel Domingos Soares","PR","Sul",106,0,0,0,0,0,0
410645,2018,"Coronel Domingos Soares","PR","Sul",112,0,0,0,0,0,0
410645,2019,"Coronel Domingos Soares","PR","Sul",83,0,0,0,0,0,0
410645,2020,"Coronel Domingos Soares","PR","Sul",82,0,0,0,0,0,0
410650,2012,"Coronel Vivida","PR","Sul",300,1,0,0,0,0,0
410650,2013,"Coronel Vivida","PR","Sul",325,0,0,0,0,0,0
410650,2014,"Coronel Vivida","PR","Sul",315,0,0,0,0,0,0
410650,2015,"Coronel Vivida","PR","Sul",322,0,0,0,0,0,0
410650,2016,"Coronel Vivida","PR","Sul",352,0,0,0,0,0,0
410650,2017,"Coronel Vivida","PR","Sul",333,0,0,0,0,0,0
410650,2018,"Coronel Vivida","PR","Sul",308,0,0,0,0,0,0
410650,2019,"Coronel Vivida","PR","Sul",324,1,1,0,0,1,0
410650,2020,"Coronel Vivida","PR","Sul",320,0,0,0,0,0,0
410655,2012,"Corumbataí do Sul","PR","Sul",42,0,0,0,0,0,0
410655,2013,"Corumbataí do Sul","PR","Sul",34,0,0,0,0,0,0
410655,2014,"Corumbataí do Sul","PR","Sul",34,0,0,0,0,0,0
410655,2015,"Corumbataí do Sul","PR","Sul",40,0,0,0,0,0,0
410655,2016,"Corumbataí do Sul","PR","Sul",53,0,0,0,0,0,0
410655,2017,"Corumbataí do Sul","PR","Sul",40,0,0,0,0,0,0
410655,2018,"Corumbataí do Sul","PR","Sul",63,0,0,0,0,0,0
410655,2019,"Corumbataí do Sul","PR","Sul",45,0,0,0,0,0,0
410655,2020,"Corumbataí do Sul","PR","Sul",25,0,0,0,0,0,0
410657,2012,"Cruzeiro do Iguaçu","PR","Sul",58,0,0,0,0,0,0
410657,2013,"Cruzeiro do Iguaçu","PR","Sul",55,0,0,0,0,0,0
410657,2014,"Cruzeiro do Iguaçu","PR","Sul",59,0,0,0,0,0,0
410657,2015,"Cruzeiro do Iguaçu","PR","Sul",47,0,0,0,0,0,0
410657,2016,"Cruzeiro do Iguaçu","PR","Sul",35,0,0,0,0,0,0
410657,2017,"Cruzeiro do Iguaçu","PR","Sul",63,0,0,0,0,0,0
410657,2018,"Cruzeiro do Iguaçu","PR","Sul",46,0,0,0,0,0,0
410657,2019,"Cruzeiro do Iguaçu","PR","Sul",50,0,0,0,0,0,0
410657,2020,"Cruzeiro do Iguaçu","PR","Sul",43,0,0,0,0,0,0
410660,2012,"Cruzeiro do Oeste","PR","Sul",264,0,0,0,0,0,0
410660,2013,"Cruzeiro do Oeste","PR","Sul",262,0,0,0,0,0,0
410660,2014,"Cruzeiro do Oeste","PR","Sul",287,0,0,0,0,0,0
410660,2015,"Cruzeiro do Oeste","PR","Sul",314,0,0,0,0,0,0
410660,2016,"Cruzeiro do Oeste","PR","Sul",284,1,0,0,0,0,0
410660,2017,"Cruzeiro do Oeste","PR","Sul",292,0,0,0,0,0,0
410660,2018,"Cruzeiro do Oeste","PR","Sul",278,0,0,0,0,0,0
410660,2019,"Cruzeiro do Oeste","PR","Sul",301,0,0,0,0,0,0
410660,2020,"Cruzeiro do Oeste","PR","Sul",286,1,1,0,0,1,0
410670,2012,"Cruzeiro do Sul","PR","Sul",53,0,0,0,0,0,0
410670,2013,"Cruzeiro do Sul","PR","Sul",58,0,0,0,0,0,0
410670,2014,"Cruzeiro do Sul","PR","Sul",80,0,0,0,0,0,0
410670,2015,"Cruzeiro do Sul","PR","Sul",61,0,0,0,0,0,0
410670,2016,"Cruzeiro do Sul","PR","Sul",69,0,0,0,0,0,0
410670,2017,"Cruzeiro do Sul","PR","Sul",77,0,0,0,0,0,0
410670,2018,"Cruzeiro do Sul","PR","Sul",70,0,0,0,0,0,0
410670,2019,"Cruzeiro do Sul","PR","Sul",69,0,0,0,0,0,0
410670,2020,"Cruzeiro do Sul","PR","Sul",44,0,0,0,0,0,0
410680,2012,"Cruz Machado","PR","Sul",201,0,0,0,0,0,0
410680,2013,"Cruz Machado","PR","Sul",238,0,0,0,0,0,0
410680,2014,"Cruz Machado","PR","Sul",250,0,0,0,0,0,0
410680,2015,"Cruz Machado","PR","Sul",245,0,0,0,0,0,0
410680,2016,"Cruz Machado","PR","Sul",224,0,0,0,0,0,0
410680,2017,"Cruz Machado","PR","Sul",210,0,0,0,0,0,0
410680,2018,"Cruz Machado","PR","Sul",219,0,0,0,0,0,0
410680,2019,"Cruz Machado","PR","Sul",183,0,0,0,0,0,0
410680,2020,"Cruz Machado","PR","Sul",196,0,0,0,0,0,0
410685,2012,"Cruzmaltina","PR","Sul",36,0,0,0,0,0,0
410685,2013,"Cruzmaltina","PR","Sul",42,0,0,0,0,0,0
410685,2014,"Cruzmaltina","PR","Sul",42,0,0,0,0,0,0
410685,2015,"Cruzmaltina","PR","Sul",49,0,0,0,0,0,0
410685,2016,"Cruzmaltina","PR","Sul",41,0,0,0,0,0,0
410685,2017,"Cruzmaltina","PR","Sul",42,0,0,0,0,0,0
410685,2018,"Cruzmaltina","PR","Sul",51,0,0,0,0,0,0
410685,2019,"Cruzmaltina","PR","Sul",51,0,0,0,0,0,0
410685,2020,"Cruzmaltina","PR","Sul",52,0,0,0,0,0,0
410690,2012,"Curitiba","PR","Sul",25079,6,5,0,0,1,2
410690,2013,"Curitiba","PR","Sul",24932,8,6,0,2,2,0
410690,2014,"Curitiba","PR","Sul",24815,9,4,1,1,2,0
410690,2015,"Curitiba","PR","Sul",24506,8,6,1,2,0,1
410690,2016,"Curitiba","PR","Sul",23217,2,2,0,0,1,0
410690,2017,"Curitiba","PR","Sul",22745,4,1,0,0,0,0
410690,2018,"Curitiba","PR","Sul",22112,3,1,0,1,0,0
410690,2019,"Curitiba","PR","Sul",21393,4,2,0,1,0,0
410690,2020,"Curitiba","PR","Sul",19728,6,3,0,1,0,0
410700,2012,"Curiúva","PR","Sul",191,0,0,0,0,0,0
410700,2013,"Curiúva","PR","Sul",173,0,0,0,0,0,0
410700,2014,"Curiúva","PR","Sul",140,0,0,0,0,0,0
410700,2015,"Curiúva","PR","Sul",193,0,0,0,0,0,0
410700,2016,"Curiúva","PR","Sul",186,0,0,0,0,0,0
410700,2017,"Curiúva","PR","Sul",189,0,0,0,0,0,0
410700,2018,"Curiúva","PR","Sul",165,1,1,0,0,1,0
410700,2019,"Curiúva","PR","Sul",183,1,0,0,0,0,0
410700,2020,"Curiúva","PR","Sul",176,0,0,0,0,0,0
410710,2012,"Diamante do Norte","PR","Sul",62,0,0,0,0,0,0
410710,2013,"Diamante do Norte","PR","Sul",66,0,0,0,0,0,0
410710,2014,"Diamante do Norte","PR","Sul",50,0,0,0,0,0,0
410710,2015,"Diamante do Norte","PR","Sul",65,0,0,0,0,0,0
410710,2016,"Diamante do Norte","PR","Sul",59,0,0,0,0,0,0
410710,2017,"Diamante do Norte","PR","Sul",46,0,0,0,0,0,0
410710,2018,"Diamante do Norte","PR","Sul",51,0,0,0,0,0,0
410710,2019,"Diamante do Norte","PR","Sul",50,0,0,0,0,0,0
410710,2020,"Diamante do Norte","PR","Sul",37,0,0,0,0,0,0
410712,2012,"Diamante do Sul","PR","Sul",53,0,0,0,0,0,0
410712,2013,"Diamante do Sul","PR","Sul",38,0,0,0,0,0,0
410712,2014,"Diamante do Sul","PR","Sul",49,0,0,0,0,0,0
410712,2015,"Diamante do Sul","PR","Sul",43,0,0,0,0,0,0
410712,2016,"Diamante do Sul","PR","Sul",47,0,0,0,0,0,0
410712,2017,"Diamante do Sul","PR","Sul",53,0,0,0,0,0,0
410712,2018,"Diamante do Sul","PR","Sul",60,0,0,0,0,0,0
410712,2019,"Diamante do Sul","PR","Sul",43,1,0,0,0,0,0
410712,2020,"Diamante do Sul","PR","Sul",39,0,0,0,0,0,0
410715,2012,"Diamante D'Oeste","PR","Sul",71,0,0,0,0,0,0
410715,2013,"Diamante D'Oeste","PR","Sul",78,0,0,0,0,0,0
410715,2014,"Diamante D'Oeste","PR","Sul",76,0,0,0,0,0,0
410715,2015,"Diamante D'Oeste","PR","Sul",71,0,0,0,0,0,0
410715,2016,"Diamante D'Oeste","PR","Sul",64,0,0,0,0,0,0
410715,2017,"Diamante D'Oeste","PR","Sul",76,0,0,0,0,0,0
410715,2018,"Diamante D'Oeste","PR","Sul",64,1,1,0,0,0,0
410715,2019,"Diamante D'Oeste","PR","Sul",66,0,0,0,0,0,0
410715,2020,"Diamante D'Oeste","PR","Sul",49,0,0,0,0,0,0
410720,2012,"Dois Vizinhos","PR","Sul",585,0,0,0,0,0,0
410720,2013,"Dois Vizinhos","PR","Sul",567,1,1,0,0,1,0
410720,2014,"Dois Vizinhos","PR","Sul",593,1,0,0,0,0,0
410720,2015,"Dois Vizinhos","PR","Sul",603,1,1,0,0,0,0
410720,2016,"Dois Vizinhos","PR","Sul",631,0,0,0,0,0,0
410720,2017,"Dois Vizinhos","PR","Sul",624,1,1,0,1,0,0
410720,2018,"Dois Vizinhos","PR","Sul",616,0,0,0,0,0,0
410720,2019,"Dois Vizinhos","PR","Sul",632,0,0,0,0,0,0
410720,2020,"Dois Vizinhos","PR","Sul",644,0,0,0,0,0,0
410725,2012,"Douradina","PR","Sul",115,0,0,0,0,0,0
410725,2013,"Douradina","PR","Sul",142,0,0,0,0,0,0
410725,2014,"Douradina","PR","Sul",115,0,0,0,0,0,0
410725,2015,"Douradina","PR","Sul",140,0,0,0,0,0,0
410725,2016,"Douradina","PR","Sul",122,0,0,0,0,0,0
