"codmunres","municipio","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude","uf","idhm"
"4813",431041,"Inhacorá","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.673"
"4814",431043,"Ipê","Sul",43026,"26 Uva Vale",4310,"Serra","Rio Grande do Sul","0.728"
"4815",431046,"Ipiranga do Sul","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.791"
"4816",431050,"Iraí","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.691"
"4817",431053,"Itaara","Sul",43001,"01 Verdes Campos",4314,"Centro-Oeste","Rio Grande do Sul","0.76"
"4818",431055,"Itacurubi","Sul",43002,"02 Entre Rios",4314,"Centro-Oeste","Rio Grande do Sul","0.657"
"4819",431057,"Itapuca","Sul",43019,"19 Botucaraí",4311,"Norte","Rio Grande do Sul","0.664"
"4820",431060,"Itaqui","Sul",43003,"03 Fronteira Oeste",4314,"Centro-Oeste","Rio Grande do Sul","0.713"
"4821",431065,"Itati","Sul",43004,"04 Belas Praias",4313,"Metropolitana","Rio Grande do Sul","0.669"
"4822",431070,"Itatiba do Sul","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.681"
"4823",431075,"Ivorá","Sul",43001,"01 Verdes Campos",4314,"Centro-Oeste","Rio Grande do Sul","0.724"
"4824",431080,"Ivoti","Sul",43007,"07 Vale dos Sinos",4313,"Metropolitana","Rio Grande do Sul","0.784"
"4825",431085,"Jaboticaba","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.658"
"4826",431087,"Jacuizinho","Sul",43012,"12 Portal das Missões",4312,"Missioneira","Rio Grande do Sul","0.662"
"4827",431090,"Jacutinga","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.726"
"4828",431100,"Jaguarão","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.707"
"4829",431110,"Jaguari","Sul",43002,"02 Entre Rios",4314,"Centro-Oeste","Rio Grande do Sul","0.712"
"4830",431112,"Jaquirana","Sul",43024,"24 Campos de Cima Serra",4310,"Serra","Rio Grande do Sul","0.614"
"4831",431113,"Jari","Sul",43002,"02 Entre Rios",4314,"Centro-Oeste","Rio Grande do Sul","0.631"
"4832",431115,"Jóia","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.686"
"4833",431120,"Júlio de Castilhos","Sul",43001,"01 Verdes Campos",4314,"Centro-Oeste","Rio Grande do Sul","0.716"
"4834",431123,"Lagoa Bonita do Sul","Sul",43027,"27 Jacuí Centro",4308,"Vales","Rio Grande do Sul","0.67"
"4835",431125,"Lagoão","Sul",43019,"19 Botucaraí",4311,"Norte","Rio Grande do Sul","0.643"
"4836",431127,"Lagoa dos Três Cantos","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.789"
"4837",431130,"Lagoa Vermelha","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.738"
"4838",431140,"Lajeado","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.778"
"4839",431142,"Lajeado do Bugre","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.613"
"4840",431150,"Lavras do Sul","Sul",43022,"22 Pampa",4309,"Sul","Rio Grande do Sul","0.699"
"4841",431160,"Liberato Salzano","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.685"
"4842",431162,"Lindolfo Collor","Sul",43007,"07 Vale dos Sinos",4313,"Metropolitana","Rio Grande do Sul","0.712"
"4843",431164,"Linha Nova","Sul",43023,"23 Caxias e Hortênsias",4310,"Serra","Rio Grande do Sul","0.749"
"4844",431170,"Machadinho","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.692"
"4845",431171,"Maçambará","Sul",43003,"03 Fronteira Oeste",4314,"Centro-Oeste","Rio Grande do Sul","0.684"
"4846",431173,"Mampituba","Sul",43004,"04 Belas Praias",4313,"Metropolitana","Rio Grande do Sul","0.649"
"4847",431175,"Manoel Viana","Sul",43003,"03 Fronteira Oeste",4314,"Centro-Oeste","Rio Grande do Sul","0.655"
"4848",431177,"Maquiné","Sul",43004,"04 Belas Praias",4313,"Metropolitana","Rio Grande do Sul","0.682"
"4849",431179,"Maratá","Sul",43008,"08 Vale Caí/Metropolitan",4313,"Metropolitana","Rio Grande do Sul","0.697"
"4850",431180,"Marau","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.774"
"4851",431190,"Marcelino Ramos","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.724"
"4852",431198,"Mariana Pimentel","Sul",43009,"09 Carbonífera/Costa Doc",4313,"Metropolitana","Rio Grande do Sul","0.701"
"4853",431200,"Mariano Moro","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.73"
"4854",431205,"Marques de Souza","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.687"
"4855",431210,"Mata","Sul",43002,"02 Entre Rios",4314,"Centro-Oeste","Rio Grande do Sul","0.656"
"4856",431213,"Mato Castelhano","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.727"
"4857",431215,"Mato Leitão","Sul",43028,"28 Vinte e Oito",4308,"Vales","Rio Grande do Sul","0.746"
"4858",431217,"Mato Queimado","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.717"
"4859",431220,"Maximiliano de Almeida","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.699"
"4860",431225,"Minas do Leão","Sul",43009,"09 Carbonífera/Costa Doc",4313,"Metropolitana","Rio Grande do Sul","0.681"
"4861",431230,"Miraguaí","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.725"
"4862",431235,"Montauri","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.764"
"4863",431237,"Monte Alegre dos Campos","Sul",43024,"24 Campos de Cima Serra",4310,"Serra","Rio Grande do Sul","0.65"
"4864",431238,"Monte Belo do Sul","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.752"
"4865",431240,"Montenegro","Sul",43008,"08 Vale Caí/Metropolitan",4313,"Metropolitana","Rio Grande do Sul","0.755"
"4866",431242,"Mormaço","Sul",43019,"19 Botucaraí",4311,"Norte","Rio Grande do Sul","0.714"
"4867",431244,"Morrinhos do Sul","Sul",43004,"04 Belas Praias",4313,"Metropolitana","Rio Grande do Sul","0.711"
"4868",431245,"Morro Redondo","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.702"
"4869",431247,"Morro Reuter","Sul",43007,"07 Vale dos Sinos",4313,"Metropolitana","Rio Grande do Sul","0.743"
"4870",431250,"Mostardas","Sul",43005,"05 Bons Ventos",4313,"Metropolitana","Rio Grande do Sul","0.664"
"4871",431260,"Muçum","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.746"
"4872",431261,"Muitos Capões","Sul",43024,"24 Campos de Cima Serra",4310,"Serra","Rio Grande do Sul","0.702"
"4873",431262,"Muliterno","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.689"
"4874",431265,"Não-Me-Toque","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.765"
"4875",431267,"Nicolau Vergueiro","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.753"
"4876",431270,"Nonoai","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.702"
"4877",431275,"Nova Alvorada","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.74"
"4878",431280,"Nova Araçá","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.785"
"4879",431290,"Nova Bassano","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.747"
"4880",431295,"Nova Boa Vista","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.768"
"4881",431300,"Nova Bréscia","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.778"
"4882",431301,"Nova Candelária","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.759"
"4883",431303,"Nova Esperança do Sul","Sul",43002,"02 Entre Rios",4314,"Centro-Oeste","Rio Grande do Sul","0.735"
"4884",431306,"Nova Hartz","Sul",43007,"07 Vale dos Sinos",4313,"Metropolitana","Rio Grande do Sul","0.689"
"4885",431308,"Nova Pádua","Sul",43026,"26 Uva Vale",4310,"Serra","Rio Grande do Sul","0.761"
"4886",431310,"Nova Palma","Sul",43001,"01 Verdes Campos",4314,"Centro-Oeste","Rio Grande do Sul","0.744"
"4887",431320,"Nova Petrópolis","Sul",43023,"23 Caxias e Hortênsias",4310,"Serra","Rio Grande do Sul","0.78"
"4888",431330,"Nova Prata","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.766"
"4889",431333,"Nova Ramada","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.742"
"4890",431335,"Nova Roma do Sul","Sul",43026,"26 Uva Vale",4310,"Serra","Rio Grande do Sul","0.741"
"4891",431337,"Nova Santa Rita","Sul",43008,"08 Vale Caí/Metropolitan",4313,"Metropolitana","Rio Grande do Sul","0.718"
"4892",431339,"Novo Cabrais","Sul",43027,"27 Jacuí Centro",4308,"Vales","Rio Grande do Sul","0.688"
"4893",431340,"Novo Hamburgo","Sul",43007,"07 Vale dos Sinos",4313,"Metropolitana","Rio Grande do Sul","0.747"
"4894",431342,"Novo Machado","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.663"
"4895",431344,"Novo Tiradentes","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.676"
"4896",431346,"Novo Xingu","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.767"
"4897",431349,"Novo Barreiro","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.706"
"4898",431350,"Osório","Sul",43005,"05 Bons Ventos",4313,"Metropolitana","Rio Grande do Sul","0.751"
"4899",431360,"Paim Filho","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.706"
"4900",431365,"Palmares do Sul","Sul",43005,"05 Bons Ventos",4313,"Metropolitana","Rio Grande do Sul","0.715"
"4901",431370,"Palmeira das Missões","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.737"
"4902",431380,"Palmitinho","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.72"
"4903",431390,"Panambi","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.761"
"4904",431395,"Pantano Grande","Sul",43028,"28 Vinte e Oito",4308,"Vales","Rio Grande do Sul","0.661"
"4905",431400,"Paraí","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.773"
"4906",431402,"Paraíso do Sul","Sul",43001,"01 Verdes Campos",4314,"Centro-Oeste","Rio Grande do Sul","0.676"
"4907",431403,"Pareci Novo","Sul",43008,"08 Vale Caí/Metropolitan",4313,"Metropolitana","Rio Grande do Sul","0.749"
"4908",431405,"Parobé","Sul",43006,"06 V.Paranhana/C. Serra",4313,"Metropolitana","Rio Grande do Sul","0.704"
"4909",431406,"Passa Sete","Sul",43027,"27 Jacuí Centro",4308,"Vales","Rio Grande do Sul","0.622"
"4910",431407,"Passo do Sobrado","Sul",43028,"28 Vinte e Oito",4308,"Vales","Rio Grande do Sul","0.698"
"4911",431410,"Passo Fundo","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.776"
"4912",431413,"Paulo Bento","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.71"
"4913",431415,"Paverama","Sul",43030,"30 Vale da Luz",4308,"Vales","Rio Grande do Sul","0.683"
"4914",431417,"Pedras Altas","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.64"
"4915",431420,"Pedro Osório","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.678"
"4916",431430,"Pejuçara","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.741"
"4917",431440,"Pelotas","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.739"
"4918",431442,"Picada Café","Sul",43023,"23 Caxias e Hortênsias",4310,"Serra","Rio Grande do Sul","0.758"
"4919",431445,"Pinhal","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.72"
"4920",431446,"Pinhal da Serra","Sul",43024,"24 Campos de Cima Serra",4310,"Serra","Rio Grande do Sul","0.65"
"4921",431447,"Pinhal Grande","Sul",43001,"01 Verdes Campos",4314,"Centro-Oeste","Rio Grande do Sul","0.678"
"4922",431449,"Pinheirinho do Vale","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.71"
"4923",431450,"Pinheiro Machado","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.661"
"4924",431454,"Pinto Bandeira","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","#N/A"
"4925",431455,"Pirapó","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.669"
"4926",431460,"Piratini","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.658"
"4927",431470,"Planalto","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.687"
"4928",431475,"Poço das Antas","Sul",43030,"30 Vale da Luz",4308,"Vales","Rio Grande do Sul","0.744"
"4929",431477,"Pontão","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.725"
"4930",431478,"Ponte Preta","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.725"
"4931",431480,"Portão","Sul",43007,"07 Vale dos Sinos",4313,"Metropolitana","Rio Grande do Sul","0.713"
"4932",431490,"Porto Alegre","Sul",43010,"10 Capital/Vale Gravataí",4313,"Metropolitana","Rio Grande do Sul","0.805"
"4933",431500,"Porto Lucena","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.693"
"4934",431505,"Porto Mauá","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.698"
"4935",431507,"Porto Vera Cruz","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.69"
"4936",431510,"Porto Xavier","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.723"
"4937",431513,"Pouso Novo","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.715"
"4938",431514,"Presidente Lucena","Sul",43007,"07 Vale dos Sinos",4313,"Metropolitana","Rio Grande do Sul","0.757"
"4939",431515,"Progresso","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.683"
"4940",431517,"Protásio Alves","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.733"
"4941",431520,"Putinga","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.715"
"4942",431530,"Quaraí","Sul",43003,"03 Fronteira Oeste",4314,"Centro-Oeste","Rio Grande do Sul","0.704"
"4943",431531,"Quatro Irmãos","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.689"
"4944",431532,"Quevedos","Sul",43001,"01 Verdes Campos",4314,"Centro-Oeste","Rio Grande do Sul","0.665"
"4945",431535,"Quinze de Novembro","Sul",43012,"12 Portal das Missões",4312,"Missioneira","Rio Grande do Sul","0.756"
"4946",431540,"Redentora","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.631"
"4947",431545,"Relvado","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.731"
"4948",431550,"Restinga Sêca","Sul",43001,"01 Verdes Campos",4314,"Centro-Oeste","Rio Grande do Sul","0.683"
"4949",431555,"Rio dos Índios","Sul",43016,"16 Alto Uruguai Gaúcho",4311,"Norte","Rio Grande do Sul","0.656"
"4950",431560,"Rio Grande","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.744"
"4951",431570,"Rio Pardo","Sul",43028,"28 Vinte e Oito",4308,"Vales","Rio Grande do Sul","0.693"
"4952",431575,"Riozinho","Sul",43006,"06 V.Paranhana/C. Serra",4313,"Metropolitana","Rio Grande do Sul","0.661"
"4953",431580,"Roca Sales","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.729"
"4954",431590,"Rodeio Bonito","Sul",43015,"15 Caminho das Águas",4311,"Norte","Rio Grande do Sul","0.732"
"4955",431595,"Rolador","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.689"
"4956",431600,"Rolante","Sul",43006,"06 V.Paranhana/C. Serra",4313,"Metropolitana","Rio Grande do Sul","0.688"
"4957",431610,"Ronda Alta","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.724"
"4958",431620,"Rondinha","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.764"
"4959",431630,"Roque Gonzales","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.688"
"4960",431640,"Rosário do Sul","Sul",43003,"03 Fronteira Oeste",4314,"Centro-Oeste","Rio Grande do Sul","0.699"
"4961",431642,"Sagrada Família","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.678"
"4962",431643,"Saldanha Marinho","Sul",43012,"12 Portal das Missões",4312,"Missioneira","Rio Grande do Sul","0.762"
"4963",431645,"Salto do Jacuí","Sul",43012,"12 Portal das Missões",4312,"Missioneira","Rio Grande do Sul","0.687"
"4964",431647,"Salvador das Missões","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.753"
"4965",431650,"Salvador do Sul","Sul",43008,"08 Vale Caí/Metropolitan",4313,"Metropolitana","Rio Grande do Sul","0.74"
"4966",431660,"Sananduva","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.747"
"4967",431670,"Santa Bárbara do Sul","Sul",43012,"12 Portal das Missões",4312,"Missioneira","Rio Grande do Sul","0.725"
"4968",431673,"Santa Cecília do Sul","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.725"
"4969",431675,"Santa Clara do Sul","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.74"
"4970",431680,"Santa Cruz do Sul","Sul",43028,"28 Vinte e Oito",4308,"Vales","Rio Grande do Sul","0.773"
"4971",431690,"Santa Maria","Sul",43001,"01 Verdes Campos",4314,"Centro-Oeste","Rio Grande do Sul","0.784"
"4972",431695,"Santa Maria do Herval","Sul",43007,"07 Vale dos Sinos",4313,"Metropolitana","Rio Grande do Sul","0.676"
"4973",431697,"Santa Margarida do Sul","Sul",43003,"03 Fronteira Oeste",4314,"Centro-Oeste","Rio Grande do Sul","0.663"
"4974",431700,"Santana da Boa Vista","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.633"
"4975",431710,"Sant'Ana do Livramento","Sul",43003,"03 Fronteira Oeste",4314,"Centro-Oeste","Rio Grande do Sul","0.727"
"4976",431720,"Santa Rosa","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.769"
"4977",431725,"Santa Tereza","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.746"
"4978",431730,"Santa Vitória do Palmar","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.712"
"4979",431740,"Santiago","Sul",43002,"02 Entre Rios",4314,"Centro-Oeste","Rio Grande do Sul","0.766"
"4980",431750,"Santo Ângelo","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.772"
"4981",431755,"Santo Antônio do Palma","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.764"
"4982",431760,"Santo Antônio da Patrulha","Sul",43005,"05 Bons Ventos",4313,"Metropolitana","Rio Grande do Sul","0.717"
"4983",431770,"Santo Antônio das Missões","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.686"
"4984",431775,"Santo Antônio do Planalto","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.759"
"4985",431780,"Santo Augusto","Sul",43013,"13 Diversidade",4312,"Missioneira","Rio Grande do Sul","0.739"
"4986",431790,"Santo Cristo","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.738"
"4987",431795,"Santo Expedito do Sul","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.732"
"4988",431800,"São Borja","Sul",43011,"11 Sete Povos Missões",4312,"Missioneira","Rio Grande do Sul","0.736"
"4989",431805,"São Domingos do Sul","Sul",43017,"17 Planalto",4311,"Norte","Rio Grande do Sul","0.763"
"4990",431810,"São Francisco de Assis","Sul",43002,"02 Entre Rios",4314,"Centro-Oeste","Rio Grande do Sul","0.675"
"4991",431820,"São Francisco de Paula","Sul",43006,"06 V.Paranhana/C. Serra",4313,"Metropolitana","Rio Grande do Sul","0.685"
"4992",431830,"São Gabriel","Sul",43003,"03 Fronteira Oeste",4314,"Centro-Oeste","Rio Grande do Sul","0.699"
"4993",431840,"São Jerônimo","Sul",43009,"09 Carbonífera/Costa Doc",4313,"Metropolitana","Rio Grande do Sul","0.696"
"4994",431842,"São João da Urtiga","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.694"
"4995",431843,"São João do Polêsine","Sul",43001,"01 Verdes Campos",4314,"Centro-Oeste","Rio Grande do Sul","0.748"
"4996",431844,"São Jorge","Sul",43025,"25 Vinhedos e Basalto",4310,"Serra","Rio Grande do Sul","0.732"
"4997",431845,"São José das Missões","Sul",43020,"20 Rota da Produção",4311,"Norte","Rio Grande do Sul","0.651"
"4998",431846,"São José do Herval","Sul",43029,"29 Vales e Montanhas",4308,"Vales","Rio Grande do Sul","0.717"
"4999",431848,"São José do Hortêncio","Sul",43007,"07 Vale dos Sinos",4313,"Metropolitana","Rio Grande do Sul","0.707"
"5000",431849,"São José do Inhacorá","Sul",43014,"14 Fronteira Noroeste",4312,"Missioneira","Rio Grande do Sul","0.747"
"5001",431850,"São José do Norte","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.623"
"5002",431860,"São José do Ouro","Sul",43018,"18 Araucárias",4311,"Norte","Rio Grande do Sul","0.755"
"5003",431861,"São José do Sul","Sul",43008,"08 Vale Caí/Metropolitan",4313,"Metropolitana","Rio Grande do Sul","0.725"
"5004",431862,"São José dos Ausentes","Sul",43024,"24 Campos de Cima Serra",4310,"Serra","Rio Grande do Sul","0.663"
"5005",431870,"São Leopoldo","Sul",43007,"07 Vale dos Sinos",4313,"Metropolitana","Rio Grande do Sul","0.739"
"5006",431880,"São Lourenço do Sul","Sul",43021,"21 Sul",4309,"Sul","Rio Grande do Sul","0.687"
