"codmunres","municipio","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude","uf","idhm"
"2344",310925,"Bugre","Sudeste",31027,"Ipatinga",3123,"Macrorregiao Leste","Minas Gerais","0.627"
"2345",310930,"Buritis","Sudeste",31074,"Unaí",3120,"Macrorregiao Noroeste","Minas Gerais","0.672"
"2346",310940,"Buritizeiro","Sudeste",31054,"Pirapora",3119,"Macrorregiao Norte","Minas Gerais","0.624"
"2347",310945,"Cabeceira Grande","Sudeste",31074,"Unaí",3120,"Macrorregiao Noroeste","Minas Gerais","0.648"
"2348",310950,"Cabo Verde","Sudeste",31026,"Guaxupé",3116,"Macrorregiao Sul","Minas Gerais","0.674"
"2349",310960,"Cachoeira da Prata","Sudeste",31067,"Sete Lagoas",3126,"Macrorregiao Centro","Minas Gerais","0.741"
"2350",310970,"Cachoeira de Minas","Sudeste",31057,"Pouso Alegre",3116,"Macrorregiao Sul","Minas Gerais","0.706"
"2351",310980,"Cachoeira Dourada","Sudeste",31032,"Ituiutaba",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.726"
"2352",310990,"Caetanópolis","Sudeste",31067,"Sete Lagoas",3126,"Macrorregiao Centro","Minas Gerais","0.706"
"2353",311000,"Caeté","Sudeste",31008,"B.Horizonte/N.Lima/Caeté",3126,"Macrorregiao Centro","Minas Gerais","0.728"
"2354",311010,"Caiana","Sudeste",31012,"Carangola",3117,"Macrorregiao Sudeste","Minas Gerais","0.633"
"2355",311020,"Cajuri","Sudeste",31077,"Viçosa",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.617"
"2356",311030,"Caldas","Sudeste",31055,"Poços de Caldas",3116,"Macrorregiao Sul","Minas Gerais","0.687"
"2357",311040,"Camacho","Sudeste",31061,"S.Antôn.Amparo/Cpo.Belo",3118,"Macrorregiao Oeste","Minas Gerais","0.69"
"2358",311050,"Camanducaia","Sudeste",31057,"Pouso Alegre",3116,"Macrorregiao Sul","Minas Gerais","0.689"
"2359",311060,"Cambuí","Sudeste",31057,"Pouso Alegre",3116,"Macrorregiao Sul","Minas Gerais","0.751"
"2360",311070,"Cambuquira","Sudeste",31069,"Três Corações",3116,"Macrorregiao Sul","Minas Gerais","0.699"
"2361",311080,"Campanário","Sudeste",31068,"T.Otoni/Malacac/Itambac.",3121,"Macrorregiao Nordeste","Minas Gerais","0.616"
"2362",311090,"Campanha","Sudeste",31069,"Três Corações",3116,"Macrorregiao Sul","Minas Gerais","0.709"
"2363",311100,"Campestre","Sudeste",31003,"Alfenas Machado",3116,"Macrorregiao Sul","Minas Gerais","0.698"
"2364",311110,"Campina Verde","Sudeste",31032,"Ituiutaba",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.704"
"2365",311115,"Campo Azul","Sudeste",31011,"Brasília MG/S.Francisco",3119,"Macrorregiao Norte","Minas Gerais","0.621"
"2366",311120,"Campo Belo","Sudeste",31061,"S.Antôn.Amparo/Cpo.Belo",3118,"Macrorregiao Oeste","Minas Gerais","0.711"
"2367",311130,"Campo do Meio","Sudeste",31003,"Alfenas Machado",3116,"Macrorregiao Sul","Minas Gerais","0.683"
"2368",311140,"Campo Florido","Sudeste",31072,"Uberaba",3114,"Macrorregiao Triangulo do Sul","Minas Gerais","0.706"
"2369",311150,"Campos Altos","Sudeste",31006,"Araxá",3114,"Macrorregiao Triangulo do Sul","Minas Gerais","0.702"
"2370",311160,"Campos Gerais","Sudeste",31003,"Alfenas Machado",3116,"Macrorregiao Sul","Minas Gerais","0.682"
"2371",311170,"Canaã","Sudeste",31077,"Viçosa",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.649"
"2372",311180,"Canápolis","Sudeste",31032,"Ituiutaba",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.722"
"2373",311190,"Cana Verde","Sudeste",31061,"S.Antôn.Amparo/Cpo.Belo",3118,"Macrorregiao Oeste","Minas Gerais","0.65"
"2374",311200,"Candeias","Sudeste",31061,"S.Antôn.Amparo/Cpo.Belo",3118,"Macrorregiao Oeste","Minas Gerais","0.678"
"2375",311205,"Cantagalo","Sudeste",31060,"S.Maria Suaçuí/S.João Ev",3123,"Macrorregiao Leste","Minas Gerais","0.631"
"2376",311210,"Caparaó","Sudeste",31012,"Carangola",3117,"Macrorregiao Sudeste","Minas Gerais","0.624"
"2377",311220,"Capela Nova","Sudeste",31007,"Barbacena",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.648"
"2378",311230,"Capelinha","Sudeste",31043,"M.Novas/Turmalin/Capelin",3124,"Macrorregiao Jequitinhonha","Minas Gerais","0.653"
"2379",311240,"Capetinga","Sudeste",31050,"Passos Piumhi",3116,"Macrorregiao Sul","Minas Gerais","0.675"
"2380",311250,"Capim Branco","Sudeste",31067,"Sete Lagoas",3126,"Macrorregiao Centro","Minas Gerais","0.695"
"2381",311260,"Capinópolis","Sudeste",31032,"Ituiutaba",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.723"
"2382",311265,"Capitão Andrade","Sudeste",31024,"Governador Valadares",3123,"Macrorregiao Leste","Minas Gerais","0.624"
"2383",311270,"Capitão Enéas","Sudeste",31022,"Francisco Sá",3119,"Macrorregiao Norte","Minas Gerais","0.639"
"2384",311280,"Capitólio","Sudeste",31050,"Passos Piumhi",3116,"Macrorregiao Sul","Minas Gerais","0.71"
"2385",311290,"Caputira","Sudeste",31041,"Manhuaçu",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.615"
"2386",311300,"Caraí","Sudeste",31048,"Padre Paraíso",3121,"Macrorregiao Nordeste","Minas Gerais","0.558"
"2387",311310,"Caranaíba","Sudeste",31014,"Cons.Lafaiete/Congonhas",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.634"
"2388",311320,"Carandaí","Sudeste",31007,"Barbacena",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.697"
"2389",311330,"Carangola","Sudeste",31012,"Carangola",3117,"Macrorregiao Sudeste","Minas Gerais","0.695"
"2390",311340,"Caratinga","Sudeste",31013,"Caratinga",3123,"Macrorregiao Leste","Minas Gerais","0.706"
"2391",311350,"Carbonita","Sudeste",31019,"Diamantina",3124,"Macrorregiao Jequitinhonha","Minas Gerais","0.638"
"2392",311360,"Careaçu","Sudeste",31057,"Pouso Alegre",3116,"Macrorregiao Sul","Minas Gerais","0.683"
"2393",311370,"Carlos Chagas","Sudeste",31046,"Nanuque",3121,"Macrorregiao Nordeste","Minas Gerais","0.648"
"2394",311380,"Carmésia","Sudeste",31025,"Guanhães",3126,"Macrorregiao Centro","Minas Gerais","0.65"
"2395",311390,"Carmo da Cachoeira","Sudeste",31069,"Três Corações",3116,"Macrorregiao Sul","Minas Gerais","0.655"
"2396",311400,"Carmo da Mata","Sudeste",31061,"S.Antôn.Amparo/Cpo.Belo",3118,"Macrorregiao Oeste","Minas Gerais","0.689"
"2397",311410,"Carmo de Minas","Sudeste",31065,"São Lourenço",3116,"Macrorregiao Sul","Minas Gerais","0.682"
"2398",311420,"Carmo do Cajuru","Sudeste",31020,"Divinópolis/S.Antº.Monte",3118,"Macrorregiao Oeste","Minas Gerais","0.71"
"2399",311430,"Carmo do Paranaíba","Sudeste",31051,"Patos de Minas",3120,"Macrorregiao Noroeste","Minas Gerais","0.705"
"2400",311440,"Carmo do Rio Claro","Sudeste",31003,"Alfenas Machado",3116,"Macrorregiao Sul","Minas Gerais","0.733"
"2401",311450,"Carmópolis de Minas","Sudeste",31061,"S.Antôn.Amparo/Cpo.Belo",3118,"Macrorregiao Oeste","Minas Gerais","0.7"
"2402",311455,"Carneirinho","Sudeste",31023,"Frutal Iturama",3114,"Macrorregiao Triangulo do Sul","Minas Gerais","0.741"
"2403",311460,"Carrancas","Sudeste",31038,"Lavras",3116,"Macrorregiao Sul","Minas Gerais","0.725"
"2404",311470,"Carvalhópolis","Sudeste",31003,"Alfenas Machado",3116,"Macrorregiao Sul","Minas Gerais","0.724"
"2405",311480,"Carvalhos","Sudeste",31065,"São Lourenço",3116,"Macrorregiao Sul","Minas Gerais","0.646"
"2406",311490,"Casa Grande","Sudeste",31014,"Cons.Lafaiete/Congonhas",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.652"
"2407",311500,"Cascalho Rico","Sudeste",31073,"Uberlândia Araguari",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.721"
"2408",311510,"Cássia","Sudeste",31050,"Passos Piumhi",3116,"Macrorregiao Sul","Minas Gerais","0.704"
"2409",311520,"Conceição da Barra de Minas","Sudeste",31063,"São João del Rei",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.685"
"2410",311530,"Cataguases","Sudeste",31039,"Leopoldina Cataguases",3117,"Macrorregiao Sudeste","Minas Gerais","0.751"
"2411",311535,"Catas Altas","Sudeste",31028,"Itabira",3126,"Macrorregiao Centro","Minas Gerais","0.684"
"2412",311540,"Catas Altas da Noruega","Sudeste",31014,"Cons.Lafaiete/Congonhas",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.6"
"2413",311545,"Catuji","Sudeste",31048,"Padre Paraíso",3121,"Macrorregiao Nordeste","Minas Gerais","0.54"
"2414",311547,"Catuti","Sudeste",31033,"Janaúba Monte Azul",3119,"Macrorregiao Norte","Minas Gerais","0.621"
"2415",311550,"Caxambu","Sudeste",31065,"São Lourenço",3116,"Macrorregiao Sul","Minas Gerais","0.743"
"2416",311560,"Cedro do Abaeté","Sudeste",31067,"Sete Lagoas",3126,"Macrorregiao Centro","Minas Gerais","0.678"
"2417",311570,"Central de Minas","Sudeste",31042,"Mantena",3123,"Macrorregiao Leste","Minas Gerais","0.665"
"2418",311580,"Centralina","Sudeste",31032,"Ituiutaba",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.678"
"2419",311590,"Chácara","Sudeste",31037,"J.Fora/L.Duarte/B.Jardim",3117,"Macrorregiao Sudeste","Minas Gerais","0.664"
"2420",311600,"Chalé","Sudeste",31041,"Manhuaçu",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.655"
"2421",311610,"Chapada do Norte","Sudeste",31043,"M.Novas/Turmalin/Capelin",3124,"Macrorregiao Jequitinhonha","Minas Gerais","0.598"
"2422",311615,"Chapada Gaúcha","Sudeste",31074,"Unaí",3120,"Macrorregiao Noroeste","Minas Gerais","0.635"
"2423",311620,"Chiador","Sudeste",31037,"J.Fora/L.Duarte/B.Jardim",3117,"Macrorregiao Sudeste","Minas Gerais","0.711"
"2424",311630,"Cipotânea","Sudeste",31007,"Barbacena",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.579"
"2425",311640,"Claraval","Sudeste",31050,"Passos Piumhi",3116,"Macrorregiao Sul","Minas Gerais","0.698"
"2426",311650,"Claro dos Poções","Sudeste",31044,"Montes Claros Bocaiúva",3119,"Macrorregiao Norte","Minas Gerais","0.67"
"2427",311660,"Cláudio","Sudeste",31020,"Divinópolis/S.Antº.Monte",3118,"Macrorregiao Oeste","Minas Gerais","0.709"
"2428",311670,"Coimbra","Sudeste",31071,"Ubá",3117,"Macrorregiao Sudeste","Minas Gerais","0.669"
"2429",311680,"Coluna","Sudeste",31019,"Diamantina",3124,"Macrorregiao Jequitinhonha","Minas Gerais","0.583"
"2430",311690,"Comendador Gomes","Sudeste",31023,"Frutal Iturama",3114,"Macrorregiao Triangulo do Sul","Minas Gerais","0.697"
"2431",311700,"Comercinho","Sudeste",31030,"Itaobim",3121,"Macrorregiao Nordeste","Minas Gerais","0.593"
"2432",311710,"Conceição da Aparecida","Sudeste",31003,"Alfenas Machado",3116,"Macrorregiao Sul","Minas Gerais","0.691"
"2433",311720,"Conceição das Pedras","Sudeste",31029,"Itajubá",3116,"Macrorregiao Sul","Minas Gerais","0.668"
"2434",311730,"Conceição das Alagoas","Sudeste",31072,"Uberaba",3114,"Macrorregiao Triangulo do Sul","Minas Gerais","0.712"
"2435",311740,"Conceição de Ipanema","Sudeste",31041,"Manhuaçu",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.676"
"2436",311750,"Conceição do Mato Dentro","Sudeste",31025,"Guanhães",3126,"Macrorregiao Centro","Minas Gerais","0.634"
"2437",311760,"Conceição do Pará","Sudeste",31049,"Pará de Minas",3118,"Macrorregiao Oeste","Minas Gerais","0.7"
"2438",311770,"Conceição do Rio Verde","Sudeste",31065,"São Lourenço",3116,"Macrorregiao Sul","Minas Gerais","0.665"
"2439",311780,"Conceição dos Ouros","Sudeste",31057,"Pouso Alegre",3116,"Macrorregiao Sul","Minas Gerais","0.703"
"2440",311783,"Cônego Marinho","Sudeste",31034,"Januária",3119,"Macrorregiao Norte","Minas Gerais","0.621"
"2441",311787,"Confins","Sudeste",31076,"Vespasiano",3126,"Macrorregiao Centro","Minas Gerais","0.747"
"2442",311790,"Congonhal","Sudeste",31057,"Pouso Alegre",3116,"Macrorregiao Sul","Minas Gerais","0.712"
"2443",311800,"Congonhas","Sudeste",31014,"Cons.Lafaiete/Congonhas",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.753"
"2444",311810,"Congonhas do Norte","Sudeste",31019,"Diamantina",3124,"Macrorregiao Jequitinhonha","Minas Gerais","0.568"
"2445",311820,"Conquista","Sudeste",31072,"Uberaba",3114,"Macrorregiao Triangulo do Sul","Minas Gerais","0.729"
"2446",311830,"Conselheiro Lafaiete","Sudeste",31014,"Cons.Lafaiete/Congonhas",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.761"
"2447",311840,"Conselheiro Pena","Sudeste",31058,"Resplendor",3123,"Macrorregiao Leste","Minas Gerais","0.662"
"2448",311850,"Consolação","Sudeste",31029,"Itajubá",3116,"Macrorregiao Sul","Minas Gerais","0.673"
"2449",311860,"Contagem","Sudeste",31015,"Contagem",3126,"Macrorregiao Centro","Minas Gerais","0.756"
"2450",311870,"Coqueiral","Sudeste",31070,"Três Pontas",3116,"Macrorregiao Sul","Minas Gerais","0.694"
"2451",311880,"Coração de Jesus","Sudeste",31016,"Coração de Jesus",3119,"Macrorregiao Norte","Minas Gerais","0.642"
"2452",311890,"Cordisburgo","Sudeste",31067,"Sete Lagoas",3126,"Macrorregiao Centro","Minas Gerais","0.656"
"2453",311900,"Cordislândia","Sudeste",31075,"Varginha",3116,"Macrorregiao Sul","Minas Gerais","0.66"
"2454",311910,"Corinto","Sudeste",31018,"Curvelo",3126,"Macrorregiao Centro","Minas Gerais","0.68"
"2455",311920,"Coroaci","Sudeste",31024,"Governador Valadares",3123,"Macrorregiao Leste","Minas Gerais","0.626"
"2456",311930,"Coromandel","Sudeste",31052,"Patrocínio Monte Carmelo",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.708"
"2457",311940,"Coronel Fabriciano","Sudeste",31017,"Cel.Fabriciano/Timóteo",3123,"Macrorregiao Leste","Minas Gerais","0.755"
"2458",311950,"Coronel Murta","Sudeste",31005,"Araçuaí",3121,"Macrorregiao Nordeste","Minas Gerais","0.627"
"2459",311960,"Coronel Pacheco","Sudeste",31037,"J.Fora/L.Duarte/B.Jardim",3117,"Macrorregiao Sudeste","Minas Gerais","0.669"
"2460",311970,"Coronel Xavier Chaves","Sudeste",31063,"São João del Rei",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.677"
"2461",311980,"Córrego Danta","Sudeste",31021,"Formiga",3118,"Macrorregiao Oeste","Minas Gerais","0.692"
"2462",311990,"Córrego do Bom Jesus","Sudeste",31057,"Pouso Alegre",3116,"Macrorregiao Sul","Minas Gerais","0.692"
"2463",311995,"Córrego Fundo","Sudeste",31021,"Formiga",3118,"Macrorregiao Oeste","Minas Gerais","0.678"
"2464",312000,"Córrego Novo","Sudeste",31017,"Cel.Fabriciano/Timóteo",3123,"Macrorregiao Leste","Minas Gerais","0.632"
"2465",312010,"Couto de Magalhães de Minas","Sudeste",31019,"Diamantina",3124,"Macrorregiao Jequitinhonha","Minas Gerais","0.659"
"2466",312015,"Crisólita","Sudeste",31001,"Águas Formosas",3121,"Macrorregiao Nordeste","Minas Gerais","0.585"
"2467",312020,"Cristais","Sudeste",31061,"S.Antôn.Amparo/Cpo.Belo",3118,"Macrorregiao Oeste","Minas Gerais","0.692"
"2468",312030,"Cristália","Sudeste",31022,"Francisco Sá",3119,"Macrorregiao Norte","Minas Gerais","0.583"
"2469",312040,"Cristiano Otoni","Sudeste",31014,"Cons.Lafaiete/Congonhas",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.695"
"2470",312050,"Cristina","Sudeste",31065,"São Lourenço",3116,"Macrorregiao Sul","Minas Gerais","0.668"
"2471",312060,"Crucilândia","Sudeste",31009,"Betim",3126,"Macrorregiao Centro","Minas Gerais","0.651"
"2472",312070,"Cruzeiro da Fortaleza","Sudeste",31051,"Patos de Minas",3120,"Macrorregiao Noroeste","Minas Gerais","0.696"
"2473",312080,"Cruzília","Sudeste",31065,"São Lourenço",3116,"Macrorregiao Sul","Minas Gerais","0.695"
"2474",312083,"Cuparaque","Sudeste",31058,"Resplendor",3123,"Macrorregiao Leste","Minas Gerais","0.627"
"2475",312087,"Curral de Dentro","Sudeste",31059,"Salinas Taiobeiras",3119,"Macrorregiao Norte","Minas Gerais","0.585"
"2476",312090,"Curvelo","Sudeste",31018,"Curvelo",3126,"Macrorregiao Centro","Minas Gerais","0.713"
"2477",312100,"Datas","Sudeste",31019,"Diamantina",3124,"Macrorregiao Jequitinhonha","Minas Gerais","0.616"
"2478",312110,"Delfim Moreira","Sudeste",31029,"Itajubá",3116,"Macrorregiao Sul","Minas Gerais","0.669"
"2479",312120,"Delfinópolis","Sudeste",31050,"Passos Piumhi",3116,"Macrorregiao Sul","Minas Gerais","0.74"
"2480",312125,"Delta","Sudeste",31072,"Uberaba",3114,"Macrorregiao Triangulo do Sul","Minas Gerais","0.639"
"2481",312130,"Descoberto","Sudeste",31064,"S.João Nepomuceno/Bicas",3117,"Macrorregiao Sudeste","Minas Gerais","0.68"
"2482",312140,"Desterro de Entre Rios","Sudeste",31014,"Cons.Lafaiete/Congonhas",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.639"
"2483",312150,"Desterro do Melo","Sudeste",31007,"Barbacena",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.631"
"2484",312160,"Diamantina","Sudeste",31019,"Diamantina",3124,"Macrorregiao Jequitinhonha","Minas Gerais","0.716"
"2485",312170,"Diogo de Vasconcelos","Sudeste",31056,"Ponte Nova",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.601"
"2486",312180,"Dionísio","Sudeste",31017,"Cel.Fabriciano/Timóteo",3123,"Macrorregiao Leste","Minas Gerais","0.702"
"2487",312190,"Divinésia","Sudeste",31071,"Ubá",3117,"Macrorregiao Sudeste","Minas Gerais","0.657"
"2488",312200,"Divino","Sudeste",31012,"Carangola",3117,"Macrorregiao Sudeste","Minas Gerais","0.605"
"2489",312210,"Divino das Laranjeiras","Sudeste",31042,"Mantena",3123,"Macrorregiao Leste","Minas Gerais","0.661"
"2490",312220,"Divinolândia de Minas","Sudeste",31024,"Governador Valadares",3123,"Macrorregiao Leste","Minas Gerais","0.623"
"2491",312230,"Divinópolis","Sudeste",31020,"Divinópolis/S.Antº.Monte",3118,"Macrorregiao Oeste","Minas Gerais","0.764"
"2492",312235,"Divisa Alegre","Sudeste",31053,"Pedra Azul",3121,"Macrorregiao Nordeste","Minas Gerais","0.608"
"2493",312240,"Divisa Nova","Sudeste",31003,"Alfenas Machado",3116,"Macrorregiao Sul","Minas Gerais","0.67"
"2494",312245,"Divisópolis","Sudeste",31004,"Almenara",3121,"Macrorregiao Nordeste","Minas Gerais","0.609"
"2495",312247,"Dom Bosco","Sudeste",31074,"Unaí",3120,"Macrorregiao Noroeste","Minas Gerais","0.673"
"2496",312250,"Dom Cavati","Sudeste",31027,"Ipatinga",3123,"Macrorregiao Leste","Minas Gerais","0.688"
"2497",312260,"Dom Joaquim","Sudeste",31025,"Guanhães",3126,"Macrorregiao Centro","Minas Gerais","0.622"
"2498",312270,"Dom Silvério","Sudeste",31056,"Ponte Nova",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.709"
"2499",312280,"Dom Viçoso","Sudeste",31065,"São Lourenço",3116,"Macrorregiao Sul","Minas Gerais","0.687"
"2500",312290,"Dona Eusébia","Sudeste",31039,"Leopoldina Cataguases",3117,"Macrorregiao Sudeste","Minas Gerais","0.701"
"2501",312300,"Dores de Campos","Sudeste",31063,"São João del Rei",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.686"
"2502",312310,"Dores de Guanhães","Sudeste",31025,"Guanhães",3126,"Macrorregiao Centro","Minas Gerais","0.636"
"2503",312320,"Dores do Indaiá","Sudeste",31010,"Bom Despacho",3118,"Macrorregiao Oeste","Minas Gerais","0.719"
"2504",312330,"Dores do Turvo","Sudeste",31071,"Ubá",3117,"Macrorregiao Sudeste","Minas Gerais","0.629"
"2505",312340,"Doresópolis","Sudeste",31050,"Passos Piumhi",3116,"Macrorregiao Sul","Minas Gerais","0.692"
"2506",312350,"Douradoquara","Sudeste",31052,"Patrocínio Monte Carmelo",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.706"
"2507",312352,"Durandé","Sudeste",31041,"Manhuaçu",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.645"
"2508",312360,"Elói Mendes","Sudeste",31075,"Varginha",3116,"Macrorregiao Sul","Minas Gerais","0.685"
"2509",312370,"Engenheiro Caldas","Sudeste",31024,"Governador Valadares",3123,"Macrorregiao Leste","Minas Gerais","0.644"
"2510",312380,"Engenheiro Navarro","Sudeste",31044,"Montes Claros Bocaiúva",3119,"Macrorregiao Norte","Minas Gerais","0.655"
"2511",312385,"Entre Folhas","Sudeste",31013,"Caratinga",3123,"Macrorregiao Leste","Minas Gerais","0.634"
"2512",312390,"Entre Rios de Minas","Sudeste",31014,"Cons.Lafaiete/Congonhas",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.672"
"2513",312400,"Ervália","Sudeste",31071,"Ubá",3117,"Macrorregiao Sudeste","Minas Gerais","0.625"
"2514",312410,"Esmeraldas","Sudeste",31009,"Betim",3126,"Macrorregiao Centro","Minas Gerais","0.671"
"2515",312420,"Espera Feliz","Sudeste",31012,"Carangola",3117,"Macrorregiao Sudeste","Minas Gerais","0.663"
"2516",312430,"Espinosa","Sudeste",31033,"Janaúba Monte Azul",3119,"Macrorregiao Norte","Minas Gerais","0.627"
"2517",312440,"Espírito Santo do Dourado","Sudeste",31057,"Pouso Alegre",3116,"Macrorregiao Sul","Minas Gerais","0.685"
"2518",312450,"Estiva","Sudeste",31057,"Pouso Alegre",3116,"Macrorregiao Sul","Minas Gerais","0.691"
"2519",312460,"Estrela Dalva","Sudeste",31002,"Além Paraíba",3117,"Macrorregiao Sudeste","Minas Gerais","0.71"
"2520",312470,"Estrela do Indaiá","Sudeste",31010,"Bom Despacho",3118,"Macrorregiao Oeste","Minas Gerais","0.676"
"2521",312480,"Estrela do Sul","Sudeste",31052,"Patrocínio Monte Carmelo",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.696"
"2522",312490,"Eugenópolis","Sudeste",31045,"Muriaé",3117,"Macrorregiao Sudeste","Minas Gerais","0.675"
"2523",312500,"Ewbank da Câmara","Sudeste",31037,"J.Fora/L.Duarte/B.Jardim",3117,"Macrorregiao Sudeste","Minas Gerais","0.676"
"2524",312510,"Extrema","Sudeste",31057,"Pouso Alegre",3116,"Macrorregiao Sul","Minas Gerais","0.732"
"2525",312520,"Fama","Sudeste",31003,"Alfenas Machado",3116,"Macrorregiao Sul","Minas Gerais","0.717"
"2526",312530,"Faria Lemos","Sudeste",31012,"Carangola",3117,"Macrorregiao Sudeste","Minas Gerais","0.687"
"2527",312540,"Felício dos Santos","Sudeste",31019,"Diamantina",3124,"Macrorregiao Jequitinhonha","Minas Gerais","0.606"
"2528",312550,"São Gonçalo do Rio Preto","Sudeste",31019,"Diamantina",3124,"Macrorregiao Jequitinhonha","Minas Gerais","0.64"
"2529",312560,"Felisburgo","Sudeste",31004,"Almenara",3121,"Macrorregiao Nordeste","Minas Gerais","0.583"
"2530",312570,"Felixlândia","Sudeste",31018,"Curvelo",3126,"Macrorregiao Centro","Minas Gerais","0.648"
"2531",312580,"Fernandes Tourinho","Sudeste",31024,"Governador Valadares",3123,"Macrorregiao Leste","Minas Gerais","0.646"
"2532",312590,"Ferros","Sudeste",31028,"Itabira",3126,"Macrorregiao Centro","Minas Gerais","0.603"
"2533",312595,"Fervedouro","Sudeste",31012,"Carangola",3117,"Macrorregiao Sudeste","Minas Gerais","0.58"
"2534",312600,"Florestal","Sudeste",31009,"Betim",3126,"Macrorregiao Centro","Minas Gerais","0.724"
"2535",312610,"Formiga","Sudeste",31021,"Formiga",3118,"Macrorregiao Oeste","Minas Gerais","0.755"
"2536",312620,"Formoso","Sudeste",31074,"Unaí",3120,"Macrorregiao Noroeste","Minas Gerais","0.64"
"2537",312630,"Fortaleza de Minas","Sudeste",31050,"Passos Piumhi",3116,"Macrorregiao Sul","Minas Gerais","0.67"
"2538",312640,"Fortuna de Minas","Sudeste",31067,"Sete Lagoas",3126,"Macrorregiao Centro","Minas Gerais","0.696"
"2539",312650,"Francisco Badaró","Sudeste",31005,"Araçuaí",3121,"Macrorregiao Nordeste","Minas Gerais","0.622"
"2540",312660,"Francisco Dumont","Sudeste",31044,"Montes Claros Bocaiúva",3119,"Macrorregiao Norte","Minas Gerais","0.625"
"2541",312670,"Francisco Sá","Sudeste",31022,"Francisco Sá",3119,"Macrorregiao Norte","Minas Gerais","0.654"
"2542",312675,"Franciscópolis","Sudeste",31068,"T.Otoni/Malacac/Itambac.",3121,"Macrorregiao Nordeste","Minas Gerais","0.603"
"2543",312680,"Frei Gaspar","Sudeste",31068,"T.Otoni/Malacac/Itambac.",3121,"Macrorregiao Nordeste","Minas Gerais","0.59"
"2544",312690,"Frei Inocêncio","Sudeste",31024,"Governador Valadares",3123,"Macrorregiao Leste","Minas Gerais","0.648"
"2545",312695,"Frei Lagonegro","Sudeste",31060,"S.Maria Suaçuí/S.João Ev",3123,"Macrorregiao Leste","Minas Gerais","0.543"
"2546",312700,"Fronteira","Sudeste",31023,"Frutal Iturama",3114,"Macrorregiao Triangulo do Sul","Minas Gerais","0.684"
"2547",312705,"Fronteira dos Vales","Sudeste",31001,"Águas Formosas",3121,"Macrorregiao Nordeste","Minas Gerais","0.592"
"2548",312707,"Fruta de Leite","Sudeste",31059,"Salinas Taiobeiras",3119,"Macrorregiao Norte","Minas Gerais","0.544"
"2549",312710,"Frutal","Sudeste",31023,"Frutal Iturama",3114,"Macrorregiao Triangulo do Sul","Minas Gerais","0.73"
"2550",312720,"Funilândia","Sudeste",31067,"Sete Lagoas",3126,"Macrorregiao Centro","Minas Gerais","0.655"
"2551",312730,"Galiléia","Sudeste",31024,"Governador Valadares",3123,"Macrorregiao Leste","Minas Gerais","0.654"
"2552",312733,"Gameleiras","Sudeste",31033,"Janaúba Monte Azul",3119,"Macrorregiao Norte","Minas Gerais","0.65"
"2553",312735,"Glaucilândia","Sudeste",31044,"Montes Claros Bocaiúva",3119,"Macrorregiao Norte","Minas Gerais","0.679"
"2554",312737,"Goiabeira","Sudeste",31058,"Resplendor",3123,"Macrorregiao Leste","Minas Gerais","0.647"
"2555",312738,"Goianá","Sudeste",31037,"J.Fora/L.Duarte/B.Jardim",3117,"Macrorregiao Sudeste","Minas Gerais","0.716"
"2556",312740,"Gonçalves","Sudeste",31029,"Itajubá",3116,"Macrorregiao Sul","Minas Gerais","0.683"
"2557",312750,"Gonzaga","Sudeste",31024,"Governador Valadares",3123,"Macrorregiao Leste","Minas Gerais","0.606"
"2558",312760,"Gouveia","Sudeste",31019,"Diamantina",3124,"Macrorregiao Jequitinhonha","Minas Gerais","0.681"
