CODMUNRES;ANO;total_internacoes;casos_MMG;casos_MMG_hipertensao;casos_MMG_Hemorragia;casos_MMG_infeccoes;casos_MMG_UTI;casos_MMG_TMP;casos_MMG_Transfusao;casos_MMG_cirurgia
210927;2013;257;9;3;2;3;0;1;0;2
210927;2014;252;12;5;4;0;0;1;0;4
210927;2015;286;4;2;1;1;0;0;1;1
210927;2016;305;7;4;3;0;0;0;0;3
210927;2017;363;10;5;0;2;0;0;0;2
210927;2018;375;16;9;5;2;0;0;1;1
210927;2019;298;22;16;4;0;0;0;0;2
210927;2020;291;17;11;2;1;1;1;0;4
210930;2012;110;6;4;0;2;0;0;0;0
210930;2013;124;4;2;1;0;0;1;1;0
210930;2014;149;4;1;0;0;0;3;0;0
210930;2015;147;2;0;0;0;2;2;0;0
210930;2016;133;2;0;1;0;0;1;1;1
210930;2017;167;3;0;1;0;1;1;1;0
210930;2018;154;4;0;1;0;0;2;0;2
210930;2019;153;7;4;0;1;0;1;0;1
210930;2020;116;8;5;0;0;0;2;0;0
210940;2012;30;1;0;0;1;0;0;0;0
210940;2013;57;7;5;0;0;0;2;0;0
210940;2014;111;4;3;0;0;0;1;0;0
210940;2015;126;1;0;0;0;0;1;0;0
210940;2016;125;3;1;0;0;0;2;0;0
210940;2017;138;6;3;1;1;0;1;0;1
210940;2018;178;11;6;5;0;1;1;2;0
210940;2019;170;5;2;2;0;0;1;2;1
210940;2020;165;6;1;2;0;0;3;2;0
210945;2012;651;35;2;7;2;0;25;4;2
210945;2013;468;21;3;9;0;0;8;8;6
210945;2014;566;20;7;7;0;0;6;3;6
210945;2015;397;24;5;4;2;2;11;3;3
210945;2016;416;32;9;2;3;1;16;2;0
210945;2017;509;31;10;8;3;0;11;7;2
210945;2018;504;30;15;4;1;0;11;3;2
210945;2019;532;48;25;6;3;2;14;3;3
210945;2020;403;31;20;3;0;2;11;3;1
210950;2012;280;8;2;2;2;0;2;0;0
210950;2013;247;5;3;1;0;0;2;1;0
210950;2014;225;3;1;0;0;0;2;0;0
210950;2015;235;6;3;3;0;0;0;2;3
210950;2016;237;5;2;1;0;0;1;0;2
210950;2017;239;13;8;1;1;0;3;1;0
210950;2018;277;4;2;1;0;0;1;0;0
210950;2019;315;17;13;2;0;1;2;0;2
210950;2020;245;16;11;4;0;3;4;1;3
210955;2012;110;5;4;0;0;1;1;0;0
210955;2013;88;4;3;1;0;0;0;1;0
210955;2014;116;7;2;1;2;0;2;0;0
210955;2015;104;3;0;1;0;0;1;0;1
210955;2016;102;10;5;2;0;0;3;0;0
210955;2017;106;8;6;1;0;0;1;0;0
210955;2018;115;5;2;0;0;0;3;0;0
210955;2019;103;3;2;0;0;0;1;0;0
210955;2020;65;3;2;0;1;0;0;0;0
210960;2012;320;17;3;2;4;0;9;1;1
210960;2013;436;17;2;7;1;0;7;6;0
210960;2014;465;9;1;3;2;1;3;3;1
210960;2015;487;28;6;8;6;1;9;7;5
210960;2016;480;23;2;8;2;0;9;5;2
210960;2017;496;21;6;7;3;0;7;6;2
210960;2018;604;22;6;4;1;0;10;3;1
210960;2019;490;22;7;4;1;0;11;4;2
210960;2020;413;23;8;7;0;1;7;6;1
210970;2012;23;1;1;0;0;0;0;0;0
210970;2013;57;4;4;0;0;0;1;0;0
210970;2014;46;3;2;1;0;0;0;1;0
210970;2015;45;4;3;0;0;0;0;0;0
210970;2016;34;2;0;1;0;0;0;1;0
210970;2017;44;0;0;0;0;0;0;0;0
210970;2018;75;3;2;0;0;0;1;0;0
210970;2019;74;6;4;1;0;1;0;0;0
210970;2020;85;12;11;0;0;2;1;0;0
210975;2012;65;0;0;0;0;0;0;0;0
210975;2013;60;2;0;2;0;0;0;0;1
210975;2014;30;0;0;0;0;0;0;0;0
210975;2015;56;2;0;1;0;0;1;0;0
210975;2016;45;0;0;0;0;0;0;0;0
210975;2017;75;0;0;0;0;0;0;0;0
210975;2018;81;2;1;0;1;0;0;0;0
210975;2019;52;0;0;0;0;0;0;0;0
210975;2020;75;3;2;1;0;0;0;1;0
210980;2012;618;16;6;8;0;0;1;0;1
210980;2013;618;29;13;12;2;0;3;3;5
210980;2014;552;24;10;5;4;0;0;1;3
210980;2015;494;25;10;9;4;0;4;1;5
210980;2016;430;12;4;5;1;1;3;1;4
210980;2017;581;18;11;3;4;0;0;0;2
210980;2018;614;28;10;8;5;0;4;1;6
210980;2019;585;31;20;7;1;1;4;4;3
210980;2020;468;19;11;7;1;0;0;0;6
210990;2012;1349;21;1;4;3;0;13;0;0
210990;2013;1756;35;7;10;0;0;8;2;17
210990;2014;1859;62;9;10;1;0;12;2;33
210990;2015;1891;48;12;15;2;0;19;3;8
210990;2016;1145;40;15;10;0;2;13;4;4
210990;2017;940;27;8;4;1;2;11;3;0
210990;2018;1665;51;25;7;6;0;15;5;2
210990;2019;1653;27;13;3;1;0;10;2;2
210990;2020;1416;26;16;6;0;5;5;4;2
211000;2012;1046;16;2;4;3;0;5;0;1
211000;2013;1095;60;6;7;1;0;5;3;45
211000;2014;1010;53;6;2;2;2;6;1;38
211000;2015;867;64;6;6;2;3;6;2;47
211000;2016;931;29;2;9;1;0;3;4;15
211000;2017;1148;35;8;3;2;3;11;2;11
211000;2018;1112;21;4;3;2;0;9;1;4
211000;2019;1273;37;9;12;3;1;15;6;1
211000;2020;1136;21;5;4;1;2;10;2;1
211003;2012;366;43;38;3;1;0;1;3;0
211003;2013;316;9;4;4;0;0;1;4;1
211003;2014;353;6;3;3;0;1;1;1;1
211003;2015;487;10;4;3;0;0;3;0;2
211003;2016;313;6;1;4;0;0;1;2;0
211003;2017;349;10;3;3;0;1;2;1;2
211003;2018;297;3;0;2;0;0;1;0;0
211003;2019;298;10;4;4;1;1;1;4;0
211003;2020;271;11;3;7;1;2;1;5;1
211010;2012;487;9;4;3;1;0;1;2;0
211010;2013;473;13;3;2;1;1;4;1;3
211010;2014;499;14;2;4;0;1;0;0;10
211010;2015;500;2;0;0;1;0;1;0;0
211010;2016;391;8;1;4;1;2;3;3;0
211010;2017;491;16;6;4;1;1;7;3;0
211010;2018;480;14;8;2;0;0;3;1;2
211010;2019;397;7;3;3;0;0;1;2;1
211010;2020;351;3;3;0;0;2;2;0;0
211020;2012;613;9;1;1;2;0;5;0;1
211020;2013;376;7;0;1;0;0;7;1;0
211020;2014;486;11;5;2;1;0;3;2;0
211020;2015;580;11;3;5;0;0;2;1;0
211020;2016;420;10;2;5;0;0;4;2;3
211020;2017;613;16;5;6;1;0;4;2;0
211020;2018;768;13;2;5;2;0;4;4;0
211020;2019;701;13;3;2;4;0;5;0;1
211020;2020;578;14;6;6;0;5;3;5;2
211023;2012;67;3;0;3;0;0;1;3;1
211023;2013;83;1;1;0;0;0;0;0;0
211023;2014;98;2;0;2;0;0;0;0;1
211023;2015;110;2;1;0;1;0;0;0;0
211023;2016;93;1;1;0;0;0;0;0;0
211023;2017;86;4;2;0;0;0;2;0;0
211023;2018;98;1;0;1;0;0;0;0;0
211023;2019;97;2;0;1;1;0;0;0;0
211023;2020;80;3;1;0;0;0;1;0;1
211027;2012;90;3;0;0;0;0;1;0;0
211027;2013;86;3;1;2;0;0;0;0;0
211027;2014;87;1;1;0;0;0;0;0;0
211027;2015;93;4;2;1;0;0;1;0;0
211027;2016;113;4;1;1;0;1;2;1;0
211027;2017;145;13;7;4;1;1;1;1;3
211027;2018;176;4;1;2;0;0;1;0;0
211027;2019;166;9;5;3;1;0;1;3;1
211027;2020;153;6;2;2;2;0;0;1;1
211030;2012;139;4;1;1;0;0;1;0;1
211030;2013;180;5;2;1;0;1;1;0;1
211030;2014;289;8;5;2;0;0;2;0;1
211030;2015;242;30;26;2;0;0;0;0;1
211030;2016;211;17;14;0;0;0;1;0;1
211030;2017;190;6;5;0;0;0;1;0;0
211030;2018;254;3;2;1;0;0;0;0;0
211030;2019;268;7;3;4;0;1;0;2;1
211030;2020;163;4;2;1;0;0;0;1;1
211040;2012;313;10;5;3;1;0;1;1;1
211040;2013;320;10;5;3;0;1;2;3;1
211040;2014;373;5;1;1;0;0;3;0;0
211040;2015;228;2;0;1;0;0;1;1;1
211040;2016;209;3;1;1;0;0;1;0;1
211040;2017;303;8;4;4;0;0;1;3;0
211040;2018;330;7;1;2;0;0;4;1;1
211040;2019;272;19;6;7;0;2;5;6;2
211040;2020;284;14;7;3;2;3;3;2;2
211050;2012;459;10;6;1;0;0;1;1;1
211050;2013;292;13;7;4;0;0;2;0;3
211050;2014;507;12;8;1;0;0;3;0;0
211050;2015;468;5;3;2;0;0;1;1;0
211050;2016;367;11;4;5;0;0;2;1;5
211050;2017;671;24;12;5;0;0;2;0;4
211050;2018;616;17;9;3;1;0;4;1;3
211050;2019;563;16;4;3;1;0;4;0;5
211050;2020;460;11;4;3;0;1;1;1;2
211060;2012;543;4;1;2;0;1;1;1;0
211060;2013;500;9;6;2;0;2;1;1;1
211060;2014;492;6;2;2;0;1;3;2;0
211060;2015;468;8;4;1;0;0;5;1;0
211060;2016;347;12;7;1;1;1;3;0;0
211060;2017;375;3;1;1;0;0;1;1;0
211060;2018;431;4;1;2;0;0;0;1;1
211060;2019;466;9;2;4;1;0;2;2;1
211060;2020;423;9;4;3;0;1;3;1;0
211065;2012;29;0;0;0;0;0;0;0;0
211065;2013;10;0;0;0;0;0;0;0;0
211065;2014;10;0;0;0;0;0;0;0;0
211065;2015;16;3;1;0;1;1;1;0;0
211065;2016;14;0;0;0;0;0;0;0;0
211065;2017;26;3;1;0;0;0;2;0;0
211065;2018;89;1;0;0;0;0;1;0;0
211065;2019;126;0;0;0;0;0;0;0;0
211065;2020;105;7;7;0;0;0;0;0;0
211070;2012;591;12;6;4;0;0;3;1;0
211070;2013;595;11;2;5;1;1;2;0;2
211070;2014;601;8;4;2;0;0;3;0;0
211070;2015;551;25;13;8;0;0;5;0;1
211070;2016;607;14;7;4;0;1;1;0;1
211070;2017;625;16;10;3;1;1;3;2;1
211070;2018;572;7;3;1;1;0;3;0;0
211070;2019;649;14;4;2;0;2;6;0;0
211070;2020;513;13;9;3;0;1;1;1;0
211080;2012;22;2;2;0;0;0;0;0;0
211080;2013;24;0;0;0;0;0;0;0;0
211080;2014;39;0;0;0;0;0;0;0;0
211080;2015;23;2;2;0;0;0;0;0;0
211080;2016;24;4;4;0;0;0;0;0;0
211080;2017;30;4;4;0;0;0;0;0;0
211080;2018;61;4;4;0;0;0;0;0;0
211080;2019;45;1;1;0;0;0;0;0;0
211080;2020;60;2;1;1;0;0;0;0;1
211085;2012;82;8;7;1;0;0;1;0;0
211085;2013;87;3;2;1;0;0;0;0;0
211085;2014;92;7;2;5;0;0;0;1;0
211085;2015;106;3;2;1;0;0;0;0;0
211085;2016;116;10;7;1;0;0;2;0;0
211085;2017;133;16;10;3;1;1;3;0;0
211085;2018;100;9;6;1;0;1;4;1;0
211085;2019;74;14;12;1;0;0;1;1;0
211085;2020;73;3;3;0;0;0;1;0;0
211090;2012;111;7;5;1;0;2;4;1;0
211090;2013;126;10;5;2;1;3;4;1;1
211090;2014;119;7;1;2;0;1;4;1;0
211090;2015;103;10;3;2;1;0;2;1;1
211090;2016;64;5;3;0;0;2;3;0;0
211090;2017;117;10;6;3;0;0;1;1;1
211090;2018;156;7;2;2;1;0;2;0;0
211090;2019;185;20;14;2;0;4;4;2;0
211090;2020;143;9;6;1;0;2;1;1;0
211100;2012;144;30;29;1;0;0;0;1;0
211100;2013;156;11;9;1;0;0;0;0;1
211100;2014;156;10;7;2;1;0;0;0;2
211100;2015;235;10;7;1;0;0;1;0;2
211100;2016;207;3;1;0;0;0;2;0;0
211100;2017;224;5;2;1;0;0;0;1;0
211100;2018;217;5;1;0;0;0;0;0;0
211100;2019;196;11;4;3;1;1;2;2;3
211100;2020;162;6;2;3;0;2;0;3;0
211102;2012;66;1;0;0;0;0;0;0;0
211102;2013;188;0;0;0;0;0;0;0;0
211102;2014;172;2;2;0;0;0;0;0;0
211102;2015;219;5;1;1;0;0;3;0;1
211102;2016;161;3;1;1;0;0;1;0;1
211102;2017;129;2;0;0;0;0;2;0;0
211102;2018;202;3;1;0;0;1;2;0;0
211102;2019;199;2;1;0;0;0;1;0;0
211102;2020;225;4;3;0;0;0;1;0;0
211105;2012;143;5;3;1;0;0;2;0;0
211105;2013;149;2;2;0;0;0;0;0;0
211105;2014;118;4;2;0;0;0;2;0;0
211105;2015;122;5;3;1;0;0;0;0;1
211105;2016;112;3;2;1;0;0;0;0;0
211105;2017;64;6;4;1;0;0;1;0;0
211105;2018;152;7;4;1;1;0;0;0;2
211105;2019;183;6;2;4;0;0;0;0;0
211105;2020;126;6;5;1;0;0;0;0;0
211107;2012;199;5;1;2;1;1;1;1;0
211107;2013;241;2;0;0;1;0;1;0;0
211107;2014;234;5;2;0;1;0;1;0;1
211107;2015;227;5;2;3;0;0;0;0;0
211107;2016;244;12;8;0;3;1;1;0;0
211107;2017;264;9;6;0;1;1;1;0;1
211107;2018;359;4;3;0;0;0;1;0;0
211107;2019;394;19;8;4;4;0;6;4;0
211107;2020;324;4;3;1;0;2;0;1;1
211110;2012;333;19;5;10;0;3;5;2;0
211110;2013;346;13;7;1;0;2;6;1;0
211110;2014;338;9;3;4;0;2;1;1;1
211110;2015;284;6;0;3;2;0;0;0;0
211110;2016;277;26;3;1;1;4;3;0;15
211110;2017;303;41;8;3;0;2;1;0;29
211110;2018;291;48;5;4;1;1;3;1;36
211110;2019;262;34;9;3;5;0;1;0;17
211110;2020;344;24;15;3;3;1;0;1;3
211120;2012;2723;97;15;27;5;2;48;18;11
211120;2013;3052;88;25;19;11;1;29;16;12
211120;2014;3189;146;34;33;13;4;57;23;19
211120;2015;3095;167;37;31;16;4;81;21;16
211120;2016;2964;179;40;34;17;8;76;21;24
211120;2017;3244;158;42;44;16;3;50;30;21
211120;2018;3524;183;36;45;22;0;81;29;26
211120;2019;3497;181;45;46;29;10;61;28;29
211120;2020;3103;214;102;33;18;28;47;16;23
211125;2012;87;1;0;0;0;0;1;0;0
211125;2013;77;0;0;0;0;0;0;0;0
211125;2014;79;0;0;0;0;0;0;0;0
211125;2015;59;2;0;1;0;0;2;0;0
211125;2016;45;0;0;0;0;0;0;0;0
211125;2017;70;1;1;0;0;0;0;0;0
211125;2018;56;0;0;0;0;0;0;0;0
211125;2019;72;1;0;1;0;0;0;0;1
211125;2020;52;0;0;0;0;0;0;0;0
211130;2012;16008;1010;222;213;67;10;419;126;93
211130;2013;15162;980;268;270;89;17;345;197;116
211130;2014;14264;954;313;219;71;28;332;132;123
211130;2015;13673;1024;217;221;87;24;480;129;116
211130;2016;12962;917;247;222;46;27;385;142;96
211130;2017;14273;938;305;218;59;16;336;143;84
211130;2018;15346;1037;374;231;50;13;380;129;117
211130;2019;16339;1115;430;189;104;58;396;115;96
211130;2020;14032;1000;543;161;46;74;245;82;110
211140;2012;321;5;1;0;0;0;3;0;1
211140;2013;292;3;1;0;0;0;2;0;0
211140;2014;269;2;0;1;0;0;1;0;0
211140;2015;262;6;5;1;0;0;0;0;0
211140;2016;189;7;4;3;0;0;0;0;0
211140;2017;152;1;0;0;0;0;1;0;0
211140;2018;221;8;5;2;0;0;2;1;0
211140;2019;253;9;6;2;0;1;2;2;1
211140;2020;233;11;6;3;0;1;2;1;2
211150;2012;493;133;4;119;1;0;7;1;2
211150;2013;541;24;11;4;1;0;3;1;2
211150;2014;538;29;13;7;5;0;4;0;5
211150;2015;525;43;13;4;2;1;2;1;25
211150;2016;466;27;8;17;1;0;2;0;0
211150;2017;588;12;3;7;0;0;3;1;2
211150;2018;690;11;4;2;1;0;4;1;1
211150;2019;851;18;11;4;1;2;3;2;0
211150;2020;656;24;17;2;0;0;4;0;1
211153;2012;64;13;9;4;0;1;2;1;2
211153;2013;95;16;11;1;3;0;1;0;0
211153;2014;99;14;13;1;1;0;0;0;0
211153;2015;116;12;9;1;0;0;2;0;0
211153;2016;102;10;6;2;0;0;2;0;0
211153;2017;102;4;3;1;0;0;0;0;0
211153;2018;120;7;3;2;2;0;0;0;0
211153;2019;105;8;7;1;0;0;0;0;0
211153;2020;102;6;5;1;0;0;0;0;0
211157;2012;6;0;0;0;0;0;0;0;0
211157;2013;7;0;0;0;0;0;0;0;0
211157;2014;15;1;1;0;0;0;1;0;0
211157;2015;7;1;0;1;0;0;0;0;0
211157;2016;4;1;1;0;0;0;1;0;0
211157;2017;13;1;0;0;0;0;1;0;0
211157;2018;84;0;0;0;0;0;0;0;0
211157;2019;105;6;5;1;0;0;0;0;0
211157;2020;133;4;0;1;0;1;2;0;2
211160;2012;286;6;3;1;0;0;2;0;0
211160;2013;292;5;3;1;0;0;1;1;0
211160;2014;265;2;1;1;0;0;0;0;0
211160;2015;192;4;2;1;0;0;1;0;0
211160;2016;191;6;2;3;1;1;1;2;1
211160;2017;185;4;4;0;0;1;1;0;0
211160;2018;277;6;3;1;0;0;1;0;0
211160;2019;324;26;17;5;1;0;4;0;6
211160;2020;352;11;5;2;1;1;1;0;3
211163;2012;44;0;0;0;0;0;0;0;0
211163;2013;33;0;0;0;0;0;0;0;0
211163;2014;50;2;1;0;0;1;1;0;0
211163;2015;54;2;1;0;0;0;1;0;0
211163;2016;43;3;0;2;0;0;1;1;0
211163;2017;43;1;1;0;0;0;0;0;0
211163;2018;61;0;0;0;0;0;0;0;0
211163;2019;60;1;0;0;1;0;0;0;0
211163;2020;74;1;1;0;0;0;0;0;0
211167;2012;50;0;0;0;0;0;0;0;0
211167;2013;39;2;0;2;0;0;0;0;1
211167;2014;50;0;0;0;0;0;0;0;0
211167;2015;50;0;0;0;0;0;0;0;0
211167;2016;34;0;0;0;0;0;0;0;0
211167;2017;44;0;0;0;0;0;0;0;0
211167;2018;62;0;0;0;0;0;0;0;0
211167;2019;84;2;1;1;0;0;0;0;0
211167;2020;71;4;1;3;0;1;0;1;3
211170;2012;436;43;2;40;0;0;0;0;0
211170;2013;314;63;55;2;4;0;3;1;1
211170;2014;308;42;37;1;0;0;4;1;0
211170;2015;302;10;2;3;0;2;6;2;1
211170;2016;214;5;1;1;0;1;3;1;1
211170;2017;244;59;53;0;1;0;3;0;0
211170;2018;313;120;110;2;1;0;4;0;1
211170;2019;225;76;76;0;0;0;0;0;0
211170;2020;204;79;76;1;1;2;1;1;1
211172;2012;120;2;1;0;0;0;1;0;0
211172;2013;82;2;0;1;0;0;1;0;1
211172;2014;68;0;0;0;0;0;0;0;0
211172;2015;44;2;2;0;0;0;0;0;0
211172;2016;41;3;1;0;1;0;1;0;0
211172;2017;57;2;1;1;0;0;0;0;0
211172;2018;74;2;1;1;0;0;0;0;0
211172;2019;48;1;1;0;0;0;0;0;0
211172;2020;55;1;1;0;0;0;0;0;0
211174;2012;180;10;2;5;1;1;1;0;1
211174;2013;147;3;0;2;0;1;1;0;0
211174;2014;182;1;0;0;0;0;1;0;0
211174;2015;177;5;3;0;0;0;2;0;0
211174;2016;142;1;0;0;0;0;1;0;0
211174;2017;187;1;1;0;0;0;1;0;0
211174;2018;85;1;1;0;0;0;0;0;0
211174;2019;57;2;2;0;0;0;0;0;0
211174;2020;87;2;0;2;0;0;0;1;0
211176;2012;259;10;4;3;1;0;2;0;1
211176;2013;269;11;8;0;0;0;1;0;1
211176;2014;236;11;4;3;0;0;6;0;0
211176;2015;261;16;10;3;1;0;2;0;0
211176;2016;218;15;8;3;1;0;3;0;0
211176;2017;249;25;17;0;0;0;9;0;0
211176;2018;304;23;17;3;1;0;2;0;0
211176;2019;264;30;21;4;0;0;7;0;0
211176;2020;216;24;20;0;0;0;5;0;0
211178;2012;142;4;4;0;0;0;0;0;0
211178;2013;126;5;1;4;0;0;0;0;0
211178;2014;114;2;1;0;0;0;1;0;0
211178;2015;169;8;2;5;1;0;0;0;1
211178;2016;136;5;2;1;0;1;1;1;0
211178;2017;112;1;0;0;1;0;0;0;0
211178;2018;129;4;2;0;2;0;0;0;0
211178;2019;142;4;2;2;0;0;0;0;0
211178;2020;147;2;1;1;1;1;0;1;0
211180;2012;240;12;8;4;0;0;0;3;0
211180;2013;171;5;2;1;0;0;2;0;0
211180;2014;207;19;10;6;0;1;3;1;2
211180;2015;196;13;10;1;1;0;1;0;0
211180;2016;192;25;17;2;2;0;4;0;2
211180;2017;197;11;7;0;0;0;2;0;2
211180;2018;239;13;4;4;1;0;3;1;2
211180;2019;293;14;6;3;3;0;2;0;1
211180;2020;198;9;5;1;0;0;3;0;0
211190;2012;12;0;0;0;0;0;0;0;0
211190;2013;12;0;0;0;0;0;0;0;0
211190;2014;22;3;0;3;0;0;1;2;1
211190;2015;38;4;3;1;0;0;0;0;0
211190;2016;131;0;0;0;0;0;0;0;0
211190;2017;103;7;2;1;0;0;0;0;0
211190;2018;148;5;1;1;1;0;1;0;0
211190;2019;170;5;1;2;1;0;2;1;0
211190;2020;138;5;4;0;0;0;0;0;0
211195;2012;35;2;1;1;0;0;0;0;1
211195;2013;28;2;2;0;0;0;0;0;0
211195;2014;52;3;3;0;0;0;0;0;0
211195;2015;59;0;0;0;0;0;0;0;0
211195;2016;60;4;2;0;0;0;1;0;1
211195;2017;58;5;1;1;0;0;0;1;3
211195;2018;67;9;1;0;0;0;0;0;8
211195;2019;79;3;1;1;0;1;1;0;0
211195;2020;62;10;8;1;0;1;1;0;0
211200;2012;66;1;1;0;0;0;0;0;0
211200;2013;64;2;2;0;0;0;0;0;0
211200;2014;86;4;3;0;1;1;2;0;1
211200;2015;114;2;1;1;0;1;1;1;0
211200;2016;45;2;1;1;0;0;0;0;0
211200;2017;89;6;3;2;1;0;1;0;0
211200;2018;129;1;0;0;1;0;0;0;0
211200;2019;175;8;8;0;0;0;0;0;0
211200;2020;161;5;3;1;0;2;1;0;1
211210;2012;329;15;10;1;1;1;1;0;1
211210;2013;215;17;12;3;1;1;1;0;0
211210;2014;434;15;8;1;3;0;2;0;0
211210;2015;523;20;6;4;6;0;2;0;7
211210;2016;413;9;1;2;3;0;2;0;3
211210;2017;473;14;9;2;1;1;1;0;3
211210;2018;609;15;9;2;0;0;2;0;2
211210;2019;569;22;13;4;1;1;1;1;2
211210;2020;479;24;16;5;1;2;0;2;5
211220;2012;2947;184;117;30;3;28;38;9;9
211220;2013;2852;206;130;51;3;32;45;40;7
211220;2014;2886;221;141;52;9;27;37;30;11
211220;2015;2822;164;98;41;2;24;34;23;7
211220;2016;2926;199;115;41;4;24;53;31;9
211220;2017;2964;219;128;51;6;21;57;34;12
211220;2018;3274;225;123;66;13;18;36;40;14
211220;2019;3164;233;143;49;28;28;27;38;10
211220;2020;3095;230;123;54;8;18;59;39;17
211223;2012;274;4;2;2;0;0;0;1;0
211223;2013;246;13;7;4;1;1;1;1;2
211223;2014;206;6;3;2;0;0;0;0;1
211223;2015;277;6;3;0;1;0;1;0;1
211223;2016;172;5;2;1;1;0;0;0;0
211223;2017;190;6;3;1;0;0;1;0;1
211223;2018;280;11;9;0;0;1;2;0;0
211223;2019;283;7;1;3;0;0;1;1;3
211223;2020;304;5;1;1;0;0;2;0;0
211227;2012;59;0;0;0;0;0;0;0;0
211227;2013;85;2;1;0;0;0;1;0;0
211227;2014;90;5;3;2;0;1;2;2;0
211227;2015;87;4;0;1;0;0;3;0;0
211227;2016;70;4;2;0;0;0;2;0;0
211227;2017;61;1;0;1;0;0;0;1;0
211227;2018;73;2;1;0;1;0;0;0;0
211227;2019;92;1;0;1;0;0;0;0;0
211227;2020;77;2;1;0;0;0;1;0;0
211230;2012;647;9;2;3;1;0;4;0;0
211230;2013;565;5;3;1;0;0;0;0;1
211230;2014;522;6;3;3;0;2;3;0;0
211230;2015;625;8;4;4;0;0;2;1;0
211230;2016;514;2;0;1;0;0;0;1;1
211230;2017;570;6;4;1;0;0;2;1;0
211230;2018;599;7;2;2;0;0;3;1;1
211230;2019;591;5;1;1;1;1;1;0;0
211230;2020;559;12;4;4;0;2;5;2;0
211240;2012;693;4;2;1;1;0;0;0;0
211240;2013;601;8;1;3;2;0;2;2;3
211240;2014;531;6;3;2;0;0;1;1;1
211240;2015;546;8;1;3;1;0;3;0;3
211240;2016;655;6;2;0;0;1;4;0;0
211240;2017;443;4;0;2;0;0;2;1;1
211240;2018;104;7;3;3;2;0;0;1;1
211240;2019;58;6;2;1;1;0;1;0;1
211240;2020;35;5;3;0;0;1;2;0;0
211245;2012;190;2;0;0;1;0;1;0;0
211245;2013;231;8;3;4;0;0;1;2;2
211245;2014;275;6;4;2;0;0;1;1;1
211245;2015;295;9;4;1;1;1;1;0;3
211245;2016;217;5;3;2;0;0;0;2;1
211245;2017;239;11;4;1;0;0;3;0;2
211245;2018;281;8;4;1;0;0;0;0;4
211245;2019;238;10;5;5;0;0;0;0;4
211245;2020;260;8;4;1;0;2;2;1;0
211250;2012;931;17;9;3;3;0;3;1;0
211250;2013;947;12;5;2;2;0;2;0;1
211250;2014;926;13;7;5;1;0;0;2;0
211250;2015;774;9;3;1;0;2;4;0;0
211250;2016;757;13;4;6;2;3;3;2;0
211250;2017;776;21;9;6;2;1;4;5;1
211250;2018;830;35;17;9;4;1;5;4;1
211250;2019;873;23;4;11;3;0;7;6;1
211250;2020;794;23;5;8;0;2;7;2;3
211260;2012;609;9;2;2;0;0;3;0;4
211260;2013;618;11;4;5;1;0;2;5;0
211260;2014;559;17;13;2;1;1;2;0;1
211260;2015;617;11;8;2;0;0;1;1;2
211260;2016;419;14;10;1;0;0;3;0;1
211260;2017;608;20;8;8;1;0;3;2;6
211260;2018;655;14;5;5;1;0;3;3;2
211260;2019;598;21;7;6;2;2;8;6;1
211260;2020;626;11;8;1;0;1;0;0;2
211270;2012;938;58;32;11;5;1;6;3;3
211270;2013;873;44;24;6;5;0;7;2;3
211270;2014;853;36;16;10;3;1;7;4;1
211270;2015;827;32;17;7;6;0;1;0;5
211270;2016;726;38;9;5;12;0;3;3;3
211270;2017;858;28;8;7;4;0;7;6;6
211270;2018;1039;34;12;9;9;0;9;7;5
211270;2019;883;29;16;7;2;2;5;5;0
211270;2020;904;37;23;7;0;2;6;1;4
211280;2012;964;9;1;1;0;1;3;0;1
211280;2013;935;14;4;3;3;0;5;2;1
211280;2014;1011;15;2;5;3;1;5;4;3
211280;2015;972;7;2;1;1;0;3;1;0
211280;2016;971;12;3;7;1;1;2;5;2
211280;2017;862;16;5;3;3;1;6;3;1
211280;2018;915;31;8;6;6;0;12;2;5
211280;2019;847;15;2;4;2;0;7;4;2
211280;2020;664;27;13;6;0;4;7;4;2
211285;2012;126;3;2;0;0;0;2;0;0
211285;2013;96;5;3;1;0;0;2;0;1
211285;2014;124;6;5;0;0;0;1;0;0
211285;2015;123;15;7;3;2;0;3;0;1
211285;2016;109;10;8;1;1;0;0;0;0
211285;2017;136;9;7;0;0;0;3;0;0
211285;2018;151;12;6;2;0;0;5;0;0
211285;2019;155;14;10;2;0;1;3;0;1
211285;2020;126;12;11;1;0;0;1;0;0
211290;2012;458;7;0;3;2;0;3;2;2
211290;2013;471;4;1;1;0;0;3;1;0
211290;2014;531;13;9;2;1;0;1;1;1
211290;2015;585;6;2;1;1;0;2;0;1
211290;2016;414;8;2;1;0;2;3;1;1
211290;2017;455;11;3;4;1;0;4;2;2
211290;2018;469;14;2;3;2;0;7;2;1
211290;2019;340;14;5;3;1;1;4;2;1
211290;2020;339;9;5;3;0;0;1;2;1
211300;2012;337;3;0;1;1;0;2;1;0
211300;2013;322;4;0;2;1;0;1;0;2
211300;2014;289;7;2;3;0;0;1;0;1
211300;2015;344;6;0;3;0;1;2;0;0
211300;2016;275;5;1;2;0;0;1;1;2
211300;2017;337;8;2;3;1;0;2;1;0
211300;2018;272;9;1;3;0;0;2;2;0
211300;2019;256;2;0;1;0;1;1;1;0
211300;2020;215;10;4;1;1;1;3;0;0
211400;2012;829;17;5;2;7;0;3;2;1
